Orthogroup	MHP_MHP694_genes	MHP_1257_genes
OG0000000	DR099_RS03480	ABKJ22_RS02210
OG0000000	DR099_RS04670	ABKJ22_RS02275
OG0000000	DR099_RS03530	ABKJ22_RS02095
OG0000000	DR099_RS04035, DR099_RS04030, DR099_RS04600	ABKJ22_RS01715
OG0000001	DR099_RS03675	ABKJ22_RS02690
OG0000001	DR099_RS00045	ABKJ22_RS02685
OG0000002	DR099_RS04270	ABKJ22_RS02205
OG0000002	DR099_RS04605	ABKJ22_RS01720
OG0000003	DR099_RS04295	ABKJ22_RS01780
OG0000004	DR099_RS02875, DR099_RS03340, DR099_RS03350	ABKJ22_RS02940
OG0000005	DR099_RS03165	ABKJ22_RS00095
OG0000005	DR099_RS04570	ABKJ22_RS00100
OG0000005	DR099_RS03150	ABKJ22_RS00105
OG0000006	DR099_RS03650	ABKJ22_RS02310
OG0000008	DR099_RS04050	ABKJ22_RS01635
OG0000008	DR099_RS04100	ABKJ22_RS02455
OG0000009	DR099_RS03180	ABKJ22_RS00085
OG0000009	DR099_RS01670	ABKJ22_RS01020
OG0000010	DR099_RS00340	ABKJ22_RS01835
OG0000011	DR099_RS04305	ABKJ22_RS01925
OG0000011	DR099_RS00440	ABKJ22_RS01920
OG0000012	DR099_RS03555	ABKJ22_RS00425
OG0000013	DR099_RS02140	ABKJ22_RS02355
OG0000013	DR099_RS03795	ABKJ22_RS00180
OG0000014	DR099_RS03510	ABKJ22_RS01105
OG0000016	DR099_RS01125	ABKJ22_RS02785
OG0000016	DR099_RS00825	ABKJ22_RS00165
OG0000017	DR099_RS00840	ABKJ22_RS00150
OG0000017	DR099_RS01115	ABKJ22_RS02795
OG0000018	DR099_RS04345	ABKJ22_RS01340
OG0000019	DR099_RS04215	ABKJ22_RS02945
OG0000020	DR099_RS04585	ABKJ22_RS03435
OG0000020	DR099_RS00590, DR099_RS03315	ABKJ22_RS03440
OG0000021	DR099_RS04660	ABKJ22_RS01740, ABKJ22_RS00510
OG0000022	DR099_RS02480	ABKJ22_RS01655
OG0000022	DR099_RS04500	ABKJ22_RS01710
OG0000023	DR099_RS00925	ABKJ22_RS01335
OG0000024	DR099_RS00050	ABKJ22_RS02680
OG0000024	DR099_RS00880	ABKJ22_RS01290
OG0000025	DR099_RS04505	ABKJ22_RS01660
OG0000025	DR099_RS02430	ABKJ22_RS01705
OG0000026	DR099_RS00970	ABKJ22_RS01380
OG0000026	DR099_RS02450	ABKJ22_RS01685
OG0000027	DR099_RS04510	ABKJ22_RS03225
OG0000027	DR099_RS04465	ABKJ22_RS03240
OG0000028	DR099_RS02130	ABKJ22_RS02365
OG0000029	DR099_RS01730	ABKJ22_RS00600
OG0000029	DR099_RS01725	ABKJ22_RS01090
OG0000030	DR099_RS04515	ABKJ22_RS03215
OG0000030	DR099_RS04460	ABKJ22_RS03235
OG0000031	DR099_RS01355	ABKJ22_RS01605
OG0000032	DR099_RS02185	ABKJ22_RS03230
OG0000036	DR099_RS04160	ABKJ22_RS00110, ABKJ22_RS00125
OG0000037	DR099_RS01370	ABKJ22_RS01590
OG0000038	DR099_RS03410	ABKJ22_RS01775, ABKJ22_RS00505, ABKJ22_RS01735
OG0000039	DR099_RS01340	ABKJ22_RS01615
OG0000040	DR099_RS02585	ABKJ22_RS03165
OG0000042	DR099_RS03125	ABKJ22_RS02880
OG0000043	DR099_RS00410	ABKJ22_RS01890
OG0000044	DR099_RS04650	ABKJ22_RS01670
OG0000045	DR099_RS01335	ABKJ22_RS01620
OG0000048	DR099_RS01315	ABKJ22_RS02075
OG0000049	DR099_RS02120, DR099_RS04655	ABKJ22_RS02955
OG0000050	DR099_RS02650	ABKJ22_RS02395
OG0000051	DR099_RS00135	ABKJ22_RS02600
OG0000052	DR099_RS03190	ABKJ22_RS00075
OG0000053	DR099_RS04415	ABKJ22_RS01465
OG0000054	DR099_RS02625	ABKJ22_RS02420
OG0000055	DR099_RS03140	ABKJ22_RS00130
OG0000056	DR099_RS03335	ABKJ22_RS03415
OG0000057	DR099_RS01045	ABKJ22_RS02865
OG0000061	DR099_RS00350	ABKJ22_RS01845
OG0000062	DR099_RS00560	ABKJ22_RS03470
OG0000063	DR099_RS04320	ABKJ22_RS03465
OG0000064	DR099_RS00575	ABKJ22_RS03455
OG0000065	DR099_RS02825	ABKJ22_RS02160
OG0000066	DR099_RS00960	ABKJ22_RS01370
OG0000067	DR099_RS02695	ABKJ22_RS00525
OG0000068	DR099_RS01690	ABKJ22_RS01055
OG0000069	DR099_RS01150	ABKJ22_RS02760
OG0000070	DR099_RS02620	ABKJ22_RS02425
OG0000071	DR099_RS02935	ABKJ22_RS03155
OG0000072	DR099_RS02940	ABKJ22_RS03160
OG0000073	DR099_RS01645	ABKJ22_RS00995
OG0000074	DR099_RS04430	ABKJ22_RS00800
OG0000075	DR099_RS00645	ABKJ22_RS00335
OG0000076	DR099_RS00630	ABKJ22_RS00350
OG0000077	DR099_RS03000	ABKJ22_RS00445
OG0000078	DR099_RS02460	ABKJ22_RS01675
OG0000079	DR099_RS00230	ABKJ22_RS02505
OG0000080	DR099_RS03705	ABKJ22_RS02550
OG0000081	DR099_RS00650	ABKJ22_RS00330
OG0000083	DR099_RS01240	ABKJ22_RS01995
OG0000084	DR099_RS01265	ABKJ22_RS02025
OG0000085	DR099_RS01270	ABKJ22_RS02030
OG0000086	DR099_RS01280	ABKJ22_RS02040
OG0000087	DR099_RS01295	ABKJ22_RS02055
OG0000088	DR099_RS03880	ABKJ22_RS02060
OG0000089	DR099_RS01310	ABKJ22_RS02070
OG0000090	DR099_RS03200	ABKJ22_RS00070
OG0000091	DR099_RS00470	ABKJ22_RS00055
OG0000092	DR099_RS00485	ABKJ22_RS00040
OG0000093	DR099_RS00490	ABKJ22_RS00035
OG0000094	DR099_RS00495	ABKJ22_RS00030
OG0000095	DR099_RS00520	ABKJ22_RS00005
OG0000096	DR099_RS00525	ABKJ22_RS03505
OG0000097	DR099_RS00545	ABKJ22_RS03485
OG0000098	DR099_RS00555	ABKJ22_RS03475
OG0000099	DR099_RS04590	ABKJ22_RS03425
OG0000100	DR099_RS03210	ABKJ22_RS03405
OG0000101	DR099_RS03215	ABKJ22_RS03400
OG0000102	DR099_RS02435	ABKJ22_RS01700
OG0000103	DR099_RS02865	ABKJ22_RS02195
OG0000104	DR099_RS02855	ABKJ22_RS02190
OG0000105	DR099_RS02840	ABKJ22_RS02175
OG0000106	DR099_RS02830	ABKJ22_RS02165
OG0000107	DR099_RS02820	ABKJ22_RS02155
OG0000108	DR099_RS02815	ABKJ22_RS02150
OG0000109	DR099_RS02810	ABKJ22_RS02145
OG0000110	DR099_RS02155	ABKJ22_RS02340
OG0000111	DR099_RS02160	ABKJ22_RS02335
OG0000112	DR099_RS02170	ABKJ22_RS02325
OG0000113	DR099_RS04615	ABKJ22_RS02305
OG0000114	DR099_RS03460	ABKJ22_RS02295
OG0000115	DR099_RS00280	ABKJ22_RS02285
OG0000116	DR099_RS00905	ABKJ22_RS01315
OG0000117	DR099_RS00910	ABKJ22_RS01320
OG0000118	DR099_RS00945	ABKJ22_RS01355
OG0000119	DR099_RS00950	ABKJ22_RS01360
OG0000120	DR099_RS00965	ABKJ22_RS01375
OG0000121	DR099_RS00990	ABKJ22_RS01400
OG0000122	DR099_RS00995	ABKJ22_RS01405
OG0000123	DR099_RS01015	ABKJ22_RS01425
OG0000124	DR099_RS01020	ABKJ22_RS01430
OG0000125	DR099_RS01025	ABKJ22_RS01435
OG0000126	DR099_RS01515	ABKJ22_RS01445
OG0000127	DR099_RS01505	ABKJ22_RS01455
OG0000128	DR099_RS01490	ABKJ22_RS01470
OG0000129	DR099_RS01485	ABKJ22_RS01475
OG0000130	DR099_RS01475	ABKJ22_RS01485
OG0000131	DR099_RS04410	ABKJ22_RS01515
OG0000132	DR099_RS04405	ABKJ22_RS01530
OG0000133	DR099_RS02700	ABKJ22_RS00530
OG0000134	DR099_RS02705	ABKJ22_RS00535
OG0000135	DR099_RS02720	ABKJ22_RS00550
OG0000136	DR099_RS02725	ABKJ22_RS00555
OG0000137	DR099_RS02765	ABKJ22_RS00585
OG0000138	DR099_RS01715	ABKJ22_RS01080
OG0000139	DR099_RS01685	ABKJ22_RS01050
OG0000140	DR099_RS01680	ABKJ22_RS01045
OG0000141	DR099_RS01035	ABKJ22_RS02875
OG0000142	DR099_RS04350	ABKJ22_RS02870
OG0000143	DR099_RS01060	ABKJ22_RS02850
OG0000144	DR099_RS01070	ABKJ22_RS02840
OG0000145	DR099_RS01080	ABKJ22_RS02830
OG0000146	DR099_RS01090	ABKJ22_RS02820
OG0000147	DR099_RS01095	ABKJ22_RS02815
OG0000148	DR099_RS01110	ABKJ22_RS02800
OG0000149	DR099_RS01120	ABKJ22_RS02790
OG0000150	DR099_RS01135	ABKJ22_RS02775
OG0000151	DR099_RS00010	ABKJ22_RS02720
OG0000152	DR099_RS00015	ABKJ22_RS02715
OG0000153	DR099_RS00020	ABKJ22_RS02710
OG0000154	DR099_RS00030	ABKJ22_RS02700
OG0000155	DR099_RS00070	ABKJ22_RS02660
OG0000156	DR099_RS00080	ABKJ22_RS02650
OG0000157	DR099_RS04275	ABKJ22_RS02645
OG0000158	DR099_RS04280	ABKJ22_RS02635
OG0000159	DR099_RS02635	ABKJ22_RS02410
OG0000160	DR099_RS02640	ABKJ22_RS02405
OG0000161	DR099_RS02645	ABKJ22_RS02400
OG0000162	DR099_RS02655	ABKJ22_RS02390
OG0000163	DR099_RS02660	ABKJ22_RS02385
OG0000164	DR099_RS01350	ABKJ22_RS01610
OG0000165	DR099_RS00435	ABKJ22_RS01915
OG0000166	DR099_RS01185	ABKJ22_RS01935
OG0000167	DR099_RS01195	ABKJ22_RS01950
OG0000168	DR099_RS01200	ABKJ22_RS01955
OG0000169	DR099_RS03360	ABKJ22_RS02950
OG0000170	DR099_RS02110	ABKJ22_RS02965
OG0000171	DR099_RS02100	ABKJ22_RS02975
OG0000172	DR099_RS02095	ABKJ22_RS02980
OG0000173	DR099_RS02090	ABKJ22_RS02985
OG0000174	DR099_RS02085	ABKJ22_RS02990
OG0000175	DR099_RS02070	ABKJ22_RS03005
OG0000176	DR099_RS02020	ABKJ22_RS03050
OG0000177	DR099_RS02015	ABKJ22_RS03055
OG0000178	DR099_RS02010	ABKJ22_RS03060
OG0000179	DR099_RS02000	ABKJ22_RS03070
OG0000180	DR099_RS01995	ABKJ22_RS03075
OG0000181	DR099_RS04545	ABKJ22_RS03105
OG0000182	DR099_RS02895	ABKJ22_RS03115
OG0000183	DR099_RS02930	ABKJ22_RS03150
OG0000184	DR099_RS02550	ABKJ22_RS03190
OG0000185	DR099_RS02565	ABKJ22_RS03175
OG0000186	DR099_RS04400	ABKJ22_RS01540
OG0000187	DR099_RS01405	ABKJ22_RS01555
OG0000188	DR099_RS01395	ABKJ22_RS01565
OG0000189	DR099_RS04540	ABKJ22_RS02110
OG0000190	DR099_RS02780	ABKJ22_RS02115
OG0000191	DR099_RS02800	ABKJ22_RS02135
OG0000192	DR099_RS03285	ABKJ22_RS01230
OG0000193	DR099_RS03270	ABKJ22_RS01220
OG0000194	DR099_RS01660	ABKJ22_RS01010
OG0000195	DR099_RS01655	ABKJ22_RS01005
OG0000196	DR099_RS01635	ABKJ22_RS00985
OG0000197	DR099_RS01630	ABKJ22_RS00980
OG0000198	DR099_RS01615	ABKJ22_RS00965
OG0000199	DR099_RS01610	ABKJ22_RS00960
OG0000200	DR099_RS01595	ABKJ22_RS00945
OG0000201	DR099_RS01585	ABKJ22_RS00935
OG0000202	DR099_RS01530	ABKJ22_RS00880
OG0000203	DR099_RS01525	ABKJ22_RS00875
OG0000204	DR099_RS04445	ABKJ22_RS00870
OG0000205	DR099_RS01975	ABKJ22_RS00865
OG0000206	DR099_RS01955	ABKJ22_RS00845
OG0000207	DR099_RS01940	ABKJ22_RS00830
OG0000208	DR099_RS01935	ABKJ22_RS00825
OG0000209	DR099_RS01930	ABKJ22_RS00820
OG0000210	DR099_RS01885	ABKJ22_RS00775
OG0000211	DR099_RS01875	ABKJ22_RS00745
OG0000212	DR099_RS01865	ABKJ22_RS00735
OG0000213	DR099_RS01860	ABKJ22_RS00730
OG0000214	DR099_RS01855	ABKJ22_RS00725
OG0000215	DR099_RS01850	ABKJ22_RS00720
OG0000216	DR099_RS01845	ABKJ22_RS00715
OG0000217	DR099_RS01840	ABKJ22_RS00710
OG0000218	DR099_RS01830	ABKJ22_RS00700
OG0000219	DR099_RS01825	ABKJ22_RS00695
OG0000220	DR099_RS01820	ABKJ22_RS00690
OG0000221	DR099_RS01815	ABKJ22_RS00685
OG0000222	DR099_RS01810	ABKJ22_RS00680
OG0000223	DR099_RS01805	ABKJ22_RS00675
OG0000224	DR099_RS01795	ABKJ22_RS00665
OG0000225	DR099_RS01785	ABKJ22_RS00655
OG0000226	DR099_RS01780	ABKJ22_RS00650
OG0000227	DR099_RS01775	ABKJ22_RS00645
OG0000228	DR099_RS04635	ABKJ22_RS00640
OG0000229	DR099_RS01765	ABKJ22_RS00635
OG0000230	DR099_RS01760	ABKJ22_RS00630
OG0000231	DR099_RS01750	ABKJ22_RS00620
OG0000232	DR099_RS01740	ABKJ22_RS00610
OG0000233	DR099_RS02310	ABKJ22_RS01110
OG0000234	DR099_RS02345	ABKJ22_RS01145
OG0000235	DR099_RS02355	ABKJ22_RS01155
OG0000236	DR099_RS02360	ABKJ22_RS01160
