Orthogroup	MHP_MHP694_genes	MHP_116_genes
OG0000000	DR099_RS03480	ABJ972_RS02145
OG0000000	DR099_RS04035, DR099_RS04030, DR099_RS04600	ABJ972_RS01695
OG0000001	DR099_RS00890, DR099_RS00885	ABJ972_RS01270
OG0000001	DR099_RS03675, DR099_RS00045	ABJ972_RS02675
OG0000002	DR099_RS04270	ABJ972_RS02150
OG0000002	DR099_RS04605	ABJ972_RS01715
OG0000004	DR099_RS02875	ABJ972_RS03120
OG0000005	DR099_RS03165	ABJ972_RS00100
OG0000005	DR099_RS04570	ABJ972_RS00105
OG0000005	DR099_RS03150	ABJ972_RS00110
OG0000006	DR099_RS02600	ABJ972_RS02440
OG0000006	DR099_RS03650	ABJ972_RS02305
OG0000008	DR099_RS04050	ABJ972_RS01615
OG0000008	DR099_RS04100	ABJ972_RS02445
OG0000009	DR099_RS03180	ABJ972_RS00085
OG0000009	DR099_RS01670	ABJ972_RS00990
OG0000010	DR099_RS00340	ABJ972_RS01825
OG0000010	DR099_RS04175	ABJ972_RS00095
OG0000011	DR099_RS00445, DR099_RS04305	ABJ972_RS01915
OG0000011	DR099_RS00440	ABJ972_RS01910
OG0000013	DR099_RS02140	ABJ972_RS02350
OG0000013	DR099_RS03795	ABJ972_RS00170
OG0000014	DR099_RS03510	ABJ972_RS01075
OG0000016	DR099_RS01125	ABJ972_RS02765
OG0000016	DR099_RS00825, DR099_RS03630	ABJ972_RS00155
OG0000017	DR099_RS00840	ABJ972_RS00140
OG0000017	DR099_RS01115	ABJ972_RS02775
OG0000018	DR099_RS04345	ABJ972_RS01310
OG0000019	DR099_RS04215	ABJ972_RS02935
OG0000020	DR099_RS04585	ABJ972_RS03450
OG0000020	DR099_RS00590, DR099_RS03315	ABJ972_RS03455
OG0000021	DR099_RS04660	ABJ972_RS00490, ABJ972_RS00495
OG0000022	DR099_RS02480	ABJ972_RS01635
OG0000022	DR099_RS04500	ABJ972_RS01690
OG0000023	DR099_RS00925	ABJ972_RS01305
OG0000024	DR099_RS00050	ABJ972_RS02670
OG0000024	DR099_RS00880	ABJ972_RS01260
OG0000025	DR099_RS04505	ABJ972_RS01640
OG0000025	DR099_RS02430	ABJ972_RS01685
OG0000026	DR099_RS00970	ABJ972_RS01350
OG0000026	DR099_RS02450	ABJ972_RS01665
OG0000027	DR099_RS04510	ABJ972_RS03260
OG0000028	DR099_RS02130	ABJ972_RS02360
OG0000029	DR099_RS01730	ABJ972_RS00585
OG0000029	DR099_RS01725	ABJ972_RS01060
OG0000030	DR099_RS04515	ABJ972_RS03245
OG0000031	DR099_RS01355	ABJ972_RS01580
OG0000035	DR099_RS02870	ABJ972_RS03115
OG0000036	DR099_RS04160	ABJ972_RS00115
OG0000037	DR099_RS01370	ABJ972_RS01565
OG0000039	DR099_RS01340	ABJ972_RS01595
OG0000040	DR099_RS02585	ABJ972_RS03190
OG0000042	DR099_RS03125	ABJ972_RS02860
OG0000043	DR099_RS00410	ABJ972_RS01880
OG0000044	DR099_RS04650	ABJ972_RS01650
OG0000045	DR099_RS01335	ABJ972_RS01600
OG0000046	DR099_RS04530	ABJ972_RS03200
OG0000048	DR099_RS01315	ABJ972_RS02065
OG0000049	DR099_RS02120, DR099_RS04655	ABJ972_RS02960
OG0000050	DR099_RS02650	ABJ972_RS02390
OG0000051	DR099_RS00135	ABJ972_RS02590
OG0000052	DR099_RS03190	ABJ972_RS00075
OG0000053	DR099_RS04415	ABJ972_RS01435
OG0000054	DR099_RS02625	ABJ972_RS02415
OG0000055	DR099_RS03140	ABJ972_RS00120
OG0000056	DR099_RS03335	ABJ972_RS03435
OG0000057	DR099_RS01045	ABJ972_RS02845
OG0000060	DR099_RS04180	ABJ972_RS00080
OG0000061	DR099_RS00350, DR099_RS01375	ABJ972_RS01835
OG0000062	DR099_RS00560	ABJ972_RS03485, ABJ972_RS03515
OG0000063	DR099_RS04320	ABJ972_RS03510, ABJ972_RS03480
OG0000064	DR099_RS00575	ABJ972_RS03470
OG0000065	DR099_RS02825	ABJ972_RS02200
OG0000066	DR099_RS00960	ABJ972_RS01340
OG0000067	DR099_RS02695	ABJ972_RS00510
OG0000068	DR099_RS01690	ABJ972_RS01025
OG0000069	DR099_RS01150	ABJ972_RS02740
OG0000070	DR099_RS02620	ABJ972_RS02420
OG0000071	DR099_RS02935	ABJ972_RS03180
OG0000072	DR099_RS02940	ABJ972_RS03185
OG0000073	DR099_RS01645	ABJ972_RS00965
OG0000074	DR099_RS04430	ABJ972_RS00765
OG0000075	DR099_RS00645	ABJ972_RS00325
OG0000076	DR099_RS00630	ABJ972_RS00340
OG0000077	DR099_RS03000	ABJ972_RS00425
OG0000078	DR099_RS02460	ABJ972_RS01655
OG0000079	DR099_RS00230	ABJ972_RS02495
OG0000080	DR099_RS03705	ABJ972_RS02540
OG0000081	DR099_RS00650	ABJ972_RS00320
OG0000083	DR099_RS01240	ABJ972_RS01985
OG0000084	DR099_RS01265	ABJ972_RS02015
OG0000085	DR099_RS01270	ABJ972_RS02020
OG0000086	DR099_RS01280	ABJ972_RS02030
OG0000087	DR099_RS01295	ABJ972_RS02045
OG0000088	DR099_RS03880	ABJ972_RS02050
OG0000089	DR099_RS01310	ABJ972_RS02060
OG0000090	DR099_RS03200	ABJ972_RS00070
OG0000091	DR099_RS00470	ABJ972_RS00055
OG0000092	DR099_RS00485	ABJ972_RS00040
OG0000093	DR099_RS00490	ABJ972_RS00035
