query	grouping_confidence	location_confidence	orientation_confidence
NZ_QQRD01000001.1	1.0	0.5348273462396738	1.0
NZ_QQRD01000005.1	1.0	1.0	1.0
NZ_QQRD01000011.1	1.0	1.0	1.0
NZ_QQRD01000012.1	1.0	1.0	1.0
NZ_QQRD01000014.1	1.0	0.02560093804963846	0.772082878953108
NZ_QQRD01000016.1	1.0	1.0	1.0
NZ_QQRD01000015.1	1.0	1.0	1.0
NZ_QQRD01000006.1	1.0	1.0	1.0
NZ_QQRD01000007.1	1.0	1.0	1.0
NZ_QQRD01000013.1	1.0	1.0	1.0
NZ_QQRD01000018.1	1.0	1.0	1.0
NZ_QQRD01000009.1	1.0	1.0	1.0
NZ_QQRD01000017.1	1.0	1.0	1.0
NZ_QQRD01000004.1	1.0	1.0	1.0
NZ_QQRD01000002.1	1.0	1.0	1.0
NZ_QQRD01000010.1	1.0	1.0	1.0
