Orthogroup	MHP_MHP682_genes	MHP_MHP691_genes
OG0000000	DR097_RS01835	DR087_RS03570
OG0000001	DR097_RS04145	DR087_RS04015
OG0000002	DR097_RS02700	DR087_RS03810
OG0000002	DR097_RS04855	DR087_RS04740
OG0000002	DR097_RS04675	DR087_RS04755
OG0000003	DR097_RS04955	DR087_RS01665
OG0000003	DR097_RS04850	DR087_RS04220
OG0000003	DR097_RS04840	DR087_RS04750
OG0000004	DR097_RS01330	DR087_RS00850
OG0000004	DR097_RS01325	DR087_RS00840
OG0000005	DR097_RS02455	DR087_RS00530
OG0000005	DR097_RS02445	DR087_RS00540
OG0000005	DR097_RS02440, DR097_RS04715	DR087_RS04465
OG0000006	DR097_RS04435	DR087_RS04360
OG0000007	DR097_RS03480	DR087_RS04205, DR087_RS04210
OG0000007	DR097_RS03435	DR087_RS03535
OG0000007	DR097_RS03835	DR087_RS03750
OG0000007	DR097_RS03440	DR087_RS03530
OG0000007	DR097_RS03450	DR087_RS04335, DR087_RS03525
OG0000008	DR097_RS03625	DR087_RS04355
OG0000009	DR097_RS02470	DR087_RS00515
OG0000010	DR097_RS02510	DR087_RS01605
OG0000010	DR097_RS02450	DR087_RS03875
OG0000011	DR097_RS00820	DR087_RS04590
OG0000011	DR097_RS00825	DR087_RS01515
OG0000012	DR097_RS03825	DR087_RS03740
OG0000013	DR097_RS02175	DR087_RS01680
OG0000013	DR097_RS03895	DR087_RS04185
OG0000014	DR097_RS03860	DR087_RS03505
OG0000014	DR097_RS03370	DR087_RS03520
OG0000015	DR097_RS02000	DR087_RS00350
OG0000016	DR097_RS01165	DR087_RS01400
OG0000016	DR097_RS00270	DR087_RS02395
OG0000017	DR097_RS00285	DR087_RS02410
OG0000017	DR097_RS01175	DR087_RS01410
OG0000018	DR097_RS04695	DR087_RS04435
OG0000019	DR097_RS03615	DR087_RS03610
OG0000020	DR097_RS04835	DR087_RS04440
OG0000020	DR097_RS04830	DR087_RS04445
OG0000021	DR097_RS03390	DR087_RS04820, DR087_RS03470, DR087_RS03640, DR087_RS02025
OG0000022	DR097_RS01895	DR087_RS02045
OG0000022	DR097_RS04680	DR087_RS04630
OG0000023	DR097_RS02020	DR087_RS00330
OG0000024	DR097_RS01795	DR087_RS03250
OG0000025	DR097_RS04685	DR087_RS04625
OG0000025	DR097_RS01845	DR087_RS02095
OG0000026	DR097_RS01665	DR087_RS01165
OG0000026	DR097_RS01865	DR087_RS02075
OG0000027	DR097_RS02965	DR087_RS04635
OG0000027	DR097_RS04560	DR087_RS04475
OG0000028	DR097_RS02880, DR097_RS01995	DR087_RS04675, DR087_RS01670
OG0000029	DR097_RS02335	DR087_RS02775
OG0000030	DR097_RS04775	DR087_RS04640
OG0000030	DR097_RS04565	DR087_RS04470
OG0000031	DR097_RS03120	DR087_RS03210
OG0000032	DR097_RS04795	DR087_RS03235
OG0000032	DR097_RS00730	DR087_RS00575
OG0000034	DR097_RS03640	DR087_RS03600
OG0000034	DR097_RS04475	DR087_RS04365
OG0000034	DR097_RS03470	DR087_RS03715
OG0000035	DR097_RS04085	DR087_RS00865
OG0000036	DR097_RS02435, DR097_RS02415	DR087_RS00550
OG0000037	DR097_RS03100	DR087_RS04725
OG0000039	DR097_RS04950	DR087_RS03190
OG0000040	DR097_RS03560	DR087_RS02165
OG0000041	DR097_RS03645	DR087_RS03625
OG0000042	DR097_RS01265	DR087_RS03360
OG0000043	DR097_RS00855	DR087_RS01545
OG0000044	DR097_RS04900	DR087_RS04800
OG0000045	DR097_RS03525	DR087_RS03185
OG0000048	DR097_RS02830	DR087_RS00140
OG0000049	DR097_RS01470	DR087_RS01000
OG0000050	DR097_RS01960	DR087_RS02450
OG0000051	DR097_RS01545	DR087_RS01275
OG0000052	DR097_RS02480	DR087_RS00505
OG0000053	DR097_RS04845	DR087_RS04540
OG0000054	DR097_RS01935	DR087_RS02475
OG0000055	DR097_RS00305	DR087_RS00555
OG0000056	DR097_RS00545	DR087_RS00765
OG0000057	DR097_RS01250	DR087_RS01485
OG0000058	DR097_RS02085	DR087_RS00275
OG0000059	DR097_RS04190	DR087_RS03825
OG0000061	DR097_RS02500	DR087_RS01595
OG0000062	DR097_RS02590	DR087_RS00395
OG0000063	DR097_RS04735	DR087_RS04450
OG0000064	DR097_RS02605	DR087_RS00380
OG0000065	DR097_RS02745	DR087_RS00215
OG0000066	DR097_RS01675	DR087_RS01175
OG0000067	DR097_RS02405	DR087_RS03450
OG0000068	DR097_RS03055	DR087_RS03140
OG0000069	DR097_RS01725	DR087_RS01375
OG0000070	DR097_RS01930	DR087_RS02480
OG0000071	DR097_RS03575	DR087_RS00780
OG0000072	DR097_RS03580, DR097_RS04860	DR087_RS02175
OG0000073	DR097_RS01115	DR087_RS02200
OG0000074	DR097_RS04605	DR087_RS04685
OG0000075	DR097_RS00090	DR087_RS01860
OG0000076	DR097_RS00075	DR087_RS01875
OG0000077	DR097_RS03275	DR087_RS03060
OG0000078	DR097_RS01875	DR087_RS02065
OG0000079	DR097_RS02640	DR087_RS02980
OG0000080	DR097_RS04360	DR087_RS04005
OG0000081	DR097_RS00095	DR087_RS01855
