Orthogroup	MHP_MHP682_genes	MHP_MHP699_genes
OG0000000	DR097_RS04740	DR100_RS04325, DR100_RS03595, DR100_RS04515
OG0000000	DR097_RS01835	DR100_RS04210
OG0000001	DR097_RS04145	DR100_RS01790
OG0000001	DR097_RS04155	DR100_RS03285
OG0000002	DR097_RS02700	DR100_RS04380
OG0000002	DR097_RS04855	DR100_RS04890
OG0000002	DR097_RS04675	DR100_RS04740
OG0000003	DR097_RS04955	DR100_RS03640
OG0000003	DR097_RS04850	DR100_RS04610
OG0000003	DR097_RS04840	DR100_RS04885
OG0000003	DR097_RS03830	DR100_RS03840
OG0000004	DR097_RS01325	DR100_RS03555
OG0000005	DR097_RS02455	DR100_RS01100
OG0000005	DR097_RS04720	DR100_RS04620
OG0000005	DR097_RS02445	DR100_RS04630
OG0000005	DR097_RS02440	DR100_RS04625
OG0000005	DR097_RS04715	DR100_RS04615
OG0000006	DR097_RS04435	DR100_RS04235, DR100_RS04230
OG0000006	DR097_RS02125	DR100_RS04245
OG0000007	DR097_RS03480	DR100_RS01035
OG0000007	DR097_RS03435	DR100_RS03495
OG0000007	DR097_RS03835	DR100_RS03820
OG0000007	DR097_RS03440	DR100_RS03500
OG0000007	DR097_RS03450	DR100_RS03510
OG0000008	DR097_RS03625	DR100_RS03680
OG0000009	DR097_RS00430	DR100_RS00110
OG0000009	DR097_RS01140	DR100_RS00780
OG0000010	DR097_RS02510	DR100_RS04925
OG0000010	DR097_RS04755	DR100_RS04770
OG0000010	DR097_RS04280	DR100_RS04285
OG0000010	DR097_RS02420, DR097_RS02450	DR100_RS01085
OG0000011	DR097_RS00820	DR100_RS01970
OG0000011	DR097_RS00825	DR100_RS01975
OG0000012	DR097_RS03825	DR100_RS03830
OG0000013	DR097_RS02175	DR100_RS02295
OG0000013	DR097_RS03895	DR100_RS03970
OG0000014	DR097_RS03370	DR100_RS04585
OG0000015	DR097_RS02000	DR100_RS01650
OG0000016	DR097_RS01165	DR100_RS01750
OG0000016	DR097_RS00270	DR100_RS00685
OG0000017	DR097_RS00285	DR100_RS00700
OG0000017	DR097_RS01175	DR100_RS01740
OG0000018	DR097_RS04695	DR100_RS04715
OG0000019	DR097_RS03615	DR100_RS03760, DR100_RS03785, DR100_RS03745, DR100_RS03750
OG0000020	DR097_RS04835	DR100_RS03705
OG0000020	DR097_RS04830	DR100_RS04650
OG0000021	DR097_RS03390	DR100_RS03405
OG0000021	DR097_RS03390	DR100_RS03710, DR100_RS03700
OG0000022	DR097_RS01895	DR100_RS02220
OG0000022	DR097_RS04680	DR100_RS04745
OG0000023	DR097_RS02020	DR100_RS01625
OG0000024	DR097_RS01795	DR100_RS03275
OG0000024	DR097_RS00345	DR100_RS00195
OG0000025	DR097_RS04685	DR100_RS04750
OG0000025	DR097_RS01845	DR100_RS02170
OG0000026	DR097_RS01665	DR100_RS00285
OG0000026	DR097_RS01865	DR100_RS02190
OG0000027	DR097_RS02965	DR100_RS04850
OG0000027	DR097_RS04560	DR100_RS04690
OG0000028	DR097_RS02880, DR097_RS01995	DR100_RS02685, DR100_RS02310
OG0000029	DR097_RS02335	DR100_RS03520
OG0000030	DR097_RS04775	DR100_RS04855
OG0000030	DR097_RS04565	DR100_RS04695
OG0000031	DR097_RS02075	DR100_RS01570
OG0000031	DR097_RS03120	DR100_RS03415
OG0000032	DR097_RS04795	DR100_RS03450
OG0000032	DR097_RS00730	DR100_RS03775
OG0000034	DR097_RS03640	DR100_RS03620
OG0000034	DR097_RS04475	DR100_RS04530
OG0000034	DR097_RS03790	DR100_RS03535
OG0000036	DR097_RS02435	DR100_RS01080
OG0000036	DR097_RS02415	DR100_RS01065
OG0000037	DR097_RS04800	DR100_RS03435
OG0000037	DR097_RS03100	DR100_RS03440
OG0000039	DR097_RS04950	DR100_RS04510
OG0000040	DR097_RS03560	DR100_RS03895
OG0000041	DR097_RS00435, DR097_RS03645	DR100_RS00105
OG0000042	DR097_RS01265	DR100_RS03115
OG0000043	DR097_RS00855	DR100_RS02005
OG0000044	DR097_RS04900	DR100_RS04930
OG0000045	DR097_RS03525	DR100_RS03545
OG0000048	DR097_RS02830	DR100_RS02540
OG0000049	DR097_RS01470	DR100_RS01465
OG0000050	DR097_RS01960	DR100_RS02715
OG0000051	DR097_RS01545	DR100_RS01815
OG0000052	DR097_RS02480	DR100_RS01115
OG0000053	DR097_RS04845	DR100_RS04755
OG0000054	DR097_RS01935	DR100_RS02740
OG0000055	DR097_RS00305	DR100_RS01060
OG0000056	DR097_RS00545	DR100_RS01270
OG0000057	DR097_RS01250	DR100_RS01665
OG0000058	DR097_RS02085	DR100_RS01560
OG0000058	DR097_RS02080	DR100_RS01565
OG0000059	DR097_RS04190	DR100_RS04135
OG0000059	DR097_RS02070	DR100_RS01575
OG0000060	DR097_RS00425	DR100_RS00115
OG0000061	DR097_RS02500	DR100_RS02060
OG0000062	DR097_RS02590	DR100_RS01225
OG0000063	DR097_RS04735	DR100_RS04645
OG0000064	DR097_RS02605	DR100_RS01240
OG0000065	DR097_RS02745	DR100_RS03025
OG0000066	DR097_RS01675	DR100_RS00275
OG0000067	DR097_RS02405	DR100_RS02670
OG0000068	DR097_RS03055	DR100_RS00760
OG0000069	DR097_RS01725	DR100_RS01775
OG0000070	DR097_RS01930	DR100_RS02745
OG0000071	DR097_RS03575	DR100_RS03100
OG0000072	DR097_RS03580, DR097_RS04860	DR100_RS04835
OG0000073	DR097_RS01115	DR100_RS00805
OG0000074	DR097_RS04605	DR100_RS04605
OG0000075	DR097_RS00090	DR100_RS00505
OG0000076	DR097_RS00075	DR100_RS00490
OG0000077	DR097_RS03275	DR100_RS00400
OG0000078	DR097_RS01875	DR100_RS02200
OG0000079	DR097_RS02640	DR100_RS01910
OG0000080	DR097_RS04360	DR100_RS04175
OG0000081	DR097_RS00095	DR100_RS00510
OG0000082	DR097_RS02165	DR100_RS02290
OG0000083	DR097_RS00750	DR100_RS02770
OG0000084	DR097_RS03685	DR100_RS02590
OG0000085	DR097_RS02875	DR100_RS02585
OG0000086	DR097_RS02865	DR100_RS02575
OG0000087	DR097_RS02850	DR100_RS02560
OG0000088	DR097_RS02845	DR100_RS02555
OG0000089	DR097_RS02835	DR100_RS02545
OG0000090	DR097_RS02485	DR100_RS01120
OG0000091	DR097_RS02775	DR100_RS01135
OG0000092	DR097_RS02790	DR100_RS01150
OG0000093	DR097_RS02795	DR100_RS01155
OG0000094	DR097_RS02800	DR100_RS01160
OG0000095	DR097_RS03550	DR100_RS01185
OG0000096	DR097_RS03545	DR100_RS01190
OG0000097	DR097_RS02575	DR100_RS01210
OG0000098	DR097_RS02585	DR100_RS01220
OG0000099	DR097_RS03665	DR100_RS03485
OG0000100	DR097_RS00555	DR100_RS01280
OG0000101	DR097_RS00560	DR100_RS01285
OG0000102	DR097_RS01850	DR100_RS02175
OG0000103	DR097_RS02710	DR100_RS02990
OG0000104	DR097_RS02715	DR100_RS02995
OG0000105	DR097_RS02730	DR100_RS03010
OG0000106	DR097_RS02740	DR100_RS03020
OG0000107	DR097_RS02750	DR100_RS03030
OG0000108	DR097_RS02755	DR100_RS03035
OG0000109	DR097_RS02760	DR100_RS00005
OG0000110	DR097_RS02155	DR100_RS02280
OG0000111	DR097_RS02150	DR100_RS02275
OG0000112	DR097_RS02140	DR100_RS02265
OG0000113	DR097_RS04705	DR100_RS04875
OG0000114	DR097_RS02110	DR100_RS03465
OG0000115	DR097_RS02095	DR100_RS03475
OG0000116	DR097_RS00320	DR100_RS00220
OG0000117	DR097_RS00315	DR100_RS00225
OG0000118	DR097_RS01690	DR100_RS00260
OG0000119	DR097_RS01685	DR100_RS00265
OG0000120	DR097_RS01670	DR100_RS00280
OG0000121	DR097_RS01645	DR100_RS00305
OG0000122	DR097_RS01640	DR100_RS00310
OG0000123	DR097_RS01620	DR100_RS00330
OG0000124	DR097_RS01615	DR100_RS00335
OG0000125	DR097_RS01610	DR100_RS00345
OG0000126	DR097_RS01600	DR100_RS02315
OG0000127	DR097_RS01590	DR100_RS02325
OG0000128	DR097_RS03460	DR100_RS02340
OG0000129	DR097_RS03355	DR100_RS02345
OG0000130	DR097_RS03345	DR100_RS02355
OG0000131	DR097_RS04820	DR100_RS02385
OG0000132	DR097_RS04815	DR100_RS04760
OG0000133	DR097_RS02400	DR100_RS02665
OG0000134	DR097_RS02395	DR100_RS02660
OG0000135	DR097_RS02380	DR100_RS02645
OG0000136	DR097_RS02375	DR100_RS02640
OG0000137	DR097_RS02345	DR100_RS02610
OG0000138	DR097_RS03080	DR100_RS00735
OG0000139	DR097_RS03050	DR100_RS00765
OG0000140	DR097_RS03045	DR100_RS00770
OG0000141	DR097_RS01260	DR100_RS01655
OG0000142	DR097_RS04625	DR100_RS04720
OG0000143	DR097_RS01230	DR100_RS01685
OG0000144	DR097_RS01220	DR100_RS01695
OG0000145	DR097_RS01210	DR100_RS01705
OG0000146	DR097_RS01200	DR100_RS01715
OG0000147	DR097_RS01195	DR100_RS01720
OG0000148	DR097_RS01180	DR100_RS01735
OG0000149	DR097_RS01170	DR100_RS01745
OG0000150	DR097_RS01155	DR100_RS01760
OG0000151	DR097_RS01755	DR100_RS03315
OG0000152	DR097_RS01760	DR100_RS03310
OG0000153	DR097_RS01765	DR100_RS03305
OG0000154	DR097_RS01775	DR100_RS03295
OG0000155	DR097_RS01820	DR100_RS02500
OG0000156	DR097_RS01490	DR100_RS02490
OG0000157	DR097_RS04640	DR100_RS04790
OG0000158	DR097_RS04645	DR100_RS04785
OG0000159	DR097_RS04905	DR100_RS02730
OG0000160	DR097_RS01950	DR100_RS02725
OG0000161	DR097_RS01955	DR100_RS02720
OG0000162	DR097_RS01965	DR100_RS02710
OG0000163	DR097_RS01970	DR100_RS02705
OG0000164	DR097_RS03125	DR100_RS03410
OG0000165	DR097_RS00830	DR100_RS01980
OG0000166	DR097_RS00810	DR100_RS01960
OG0000167	DR097_RS00795	DR100_RS02815
OG0000168	DR097_RS00790	DR100_RS02810
OG0000169	DR097_RS01475	DR100_RS01460
OG0000170	DR097_RS01460	DR100_RS01475
OG0000171	DR097_RS01450	DR100_RS01485
OG0000172	DR097_RS01445	DR100_RS01490
OG0000173	DR097_RS01440	DR100_RS01495
OG0000174	DR097_RS01435	DR100_RS01500
OG0000175	DR097_RS01420	DR100_RS01515
OG0000176	DR097_RS01370	DR100_RS03330
OG0000177	DR097_RS01365	DR100_RS03335
OG0000178	DR097_RS01360	DR100_RS03340
OG0000179	DR097_RS01350	DR100_RS03350
OG0000180	DR097_RS01345	DR100_RS03355
OG0000181	DR097_RS04805	DR100_RS04825
OG0000182	DR097_RS03155	DR100_RS03060
OG0000183	DR097_RS03570	DR100_RS03095
OG0000184	DR097_RS02975	DR100_RS03180
OG0000185	DR097_RS02990	DR100_RS03195
OG0000186	DR097_RS04760	DR100_RS04765
OG0000187	DR097_RS02915	DR100_RS02425
OG0000188	DR097_RS02905	DR100_RS02435
OG0000189	DR097_RS04790	DR100_RS04845
OG0000190	DR097_RS03030	DR100_RS03230
OG0000191	DR097_RS03010	DR100_RS03210
OG0000192	DR097_RS00400	DR100_RS00140
OG0000193	DR097_RS00415	DR100_RS00125
OG0000194	DR097_RS01130	DR100_RS00790
OG0000195	DR097_RS01125	DR100_RS00795
OG0000196	DR097_RS01105	DR100_RS00815
OG0000197	DR097_RS01100	DR100_RS00820
OG0000198	DR097_RS01085	DR100_RS00835
OG0000199	DR097_RS01080	DR100_RS00840
OG0000200	DR097_RS01065	DR100_RS00855
OG0000201	DR097_RS01055	DR100_RS00865
OG0000202	DR097_RS01000	DR100_RS00920
OG0000203	DR097_RS00995	DR100_RS00925
OG0000204	DR097_RS00990	DR100_RS00930
OG0000205	DR097_RS00985	DR100_RS00935
OG0000206	DR097_RS00965	DR100_RS00955
OG0000207	DR097_RS00950	DR100_RS00970
OG0000208	DR097_RS00945	DR100_RS00975
OG0000209	DR097_RS00940	DR100_RS00980
OG0000210	DR097_RS04925	DR100_RS01025
OG0000211	DR097_RS02185	DR100_RS02965
OG0000212	DR097_RS02195	DR100_RS02955
OG0000213	DR097_RS02200	DR100_RS02950
OG0000214	DR097_RS02205	DR100_RS02945
OG0000215	DR097_RS02210	DR100_RS02940
OG0000216	DR097_RS02215	DR100_RS02935
OG0000217	DR097_RS02220	DR100_RS02930
OG0000218	DR097_RS02230	DR100_RS02920
OG0000219	DR097_RS02235	DR100_RS02915
OG0000220	DR097_RS02240	DR100_RS02910
OG0000221	DR097_RS02245	DR100_RS02905
OG0000222	DR097_RS02250	DR100_RS02900
OG0000223	DR097_RS02255	DR100_RS02895
OG0000224	DR097_RS02265	DR100_RS02885
OG0000224	DR097_RS02265	DR100_RS03890
OG0000225	DR097_RS02275	DR100_RS02875
OG0000226	DR097_RS02280	DR100_RS02870
OG0000227	DR097_RS02285	DR100_RS02865
OG0000228	DR097_RS04910	DR100_RS04935
OG0000229	DR097_RS02295	DR100_RS02855
OG0000230	DR097_RS02300	DR100_RS02850
OG0000231	DR097_RS02310	DR100_RS02840
OG0000232	DR097_RS02320	DR100_RS02830
OG0000233	DR097_RS00535	DR100_RS00010
OG0000234	DR097_RS00495	DR100_RS00045
OG0000235	DR097_RS00485	DR100_RS00055
OG0000236	DR097_RS00480	DR100_RS00060
OG0000237	DR097_RS00475	DR100_RS00065
OG0000238	DR097_RS00465	DR100_RS00075
OG0000239	DR097_RS01270	DR100_RS03120
OG0000240	DR097_RS01275	DR100_RS03125
OG0000241	DR097_RS01285	DR100_RS03135
OG0000242	DR097_RS01290	DR100_RS03140
OG0000243	DR097_RS01295	DR100_RS03145
OG0000244	DR097_RS01305	DR100_RS03155
OG0000245	DR097_RS01315	DR100_RS03165
OG0000246	DR097_RS00300	DR100_RS01055
OG0000247	DR097_RS00290	DR100_RS00705
OG0000248	DR097_RS00280	DR100_RS00695
OG0000249	DR097_RS00275	DR100_RS00690
OG0000250	DR097_RS00260	DR100_RS00675
OG0000251	DR097_RS00225	DR100_RS00640
OG0000252	DR097_RS00215	DR100_RS00630
OG0000253	DR097_RS00210	DR100_RS00625
OG0000254	DR097_RS00200	DR100_RS00615
OG0000255	DR097_RS00190	DR100_RS00605
OG0000256	DR097_RS00185	DR100_RS00600
OG0000257	DR097_RS00160	DR100_RS00575
OG0000258	DR097_RS00150	DR100_RS00565
OG0000259	DR097_RS00120	DR100_RS00535
OG0000260	DR097_RS00110	DR100_RS00525
OG0000261	DR097_RS04500	DR100_RS04575
OG0000262	DR097_RS00085	DR100_RS00500
OG0000263	DR097_RS00070	DR100_RS00485
OG0000264	DR097_RS00055	DR100_RS00470
OG0000265	DR097_RS00045	DR100_RS00460
OG0000266	DR097_RS00030	DR100_RS00445
OG0000267	DR097_RS00015	DR100_RS00430
OG0000268	DR097_RS00010	DR100_RS00425
OG0000269	DR097_RS03285	DR100_RS00410
OG0000270	DR097_RS04530	DR100_RS04660
OG0000271	DR097_RS00590	DR100_RS01315
OG0000272	DR097_RS00595	DR100_RS01320
OG0000273	DR097_RS00600	DR100_RS01325
OG0000274	DR097_RS00620	DR100_RS01345
OG0000275	DR097_RS04540	DR100_RS04670
OG0000276	DR097_RS00630	DR100_RS01355
OG0000277	DR097_RS00640	DR100_RS01365
OG0000278	DR097_RS00645	DR100_RS01370
OG0000279	DR097_RS00655	DR100_RS01380
OG0000280	DR097_RS00660	DR100_RS01385
OG0000281	DR097_RS00665	DR100_RS01390
OG0000282	DR097_RS04550	DR100_RS04680
OG0000283	DR097_RS00695	DR100_RS01420
OG0000284	DR097_RS00700	DR100_RS01425
OG0000285	DR097_RS04555	DR100_RS04685
OG0000286	DR097_RS01985	DR100_RS02690
OG0000287	DR097_RS02680	DR100_RS01950
OG0000288	DR097_RS02670	DR100_RS01940
OG0000289	DR097_RS02665	DR100_RS01935
OG0000290	DR097_RS01555	DR100_RS01825
OG0000291	DR097_RS01565	DR100_RS01835
OG0000292	DR097_RS01570	DR100_RS01840
OG0000293	DR097_RS01575	DR100_RS01845
OG0000294	DR097_RS03220	DR100_RS01855
OG0000295	DR097_RS03210	DR100_RS01860
OG0000296	DR097_RS02630	DR100_RS01900
OG0000297	DR097_RS02635	DR100_RS01905
OG0000298	DR097_RS00265	DR100_RS00680
OG0000299	DR097_RS00240	DR100_RS00655
OG0000300	DR097_RS00060	DR100_RS00475
OG0000301	DR097_RS00025	DR100_RS00440
OG0000302	DR097_RS00020	DR100_RS00435
OG0000303	DR097_RS02370	DR100_RS02635
OG0000304	DR097_RS02325	DR100_RS03515
OG0000305	DR097_RS01205	DR100_RS01710
OG0000306	DR097_RS01735	DR100_RS01785
OG0000307	DR097_RS01770	DR100_RS03300
OG0000308	DR097_RS01535	DR100_RS01805
OG0000309	DR097_RS03200	DR100_RS01870
OG0000310	DR097_RS02675	DR100_RS01945
OG0000311	DR097_RS01925	DR100_RS02750
OG0000312	DR097_RS01940	DR100_RS02735
OG0000313	DR097_RS03115	DR100_RS03420
OG0000314	DR097_RS00815	DR100_RS01965
OG0000315	DR097_RS00785	DR100_RS02805
OG0000316	DR097_RS00775	DR100_RS02795
OG0000317	DR097_RS02840	DR100_RS02550
OG0000318	DR097_RS04590	DR100_RS04815
OG0000319	DR097_RS02725	DR100_RS03005
OG0000320	DR097_RS02130	DR100_RS02255
OG0000321	DR097_RS01695	DR100_RS00255
OG0000322	DR097_RS01650	DR100_RS00300
OG0000323	DR097_RS03305	DR100_RS02395
OG0000324	DR097_RS03005	DR100_RS03205
OG0000325	DR097_RS01120	DR100_RS00800
OG0000326	DR097_RS01025	DR100_RS00895
OG0000327	DR097_RS01020	DR100_RS00900
OG0000328	DR097_RS00935	DR100_RS00985
OG0000329	DR097_RS00915	DR100_RS01005
OG0000330	DR097_RS00520	DR100_RS00020
OG0000331	DR097_RS01300	DR100_RS03150
OG0000332	DR097_RS01410	DR100_RS01525
OG0000333	DR097_RS01400	DR100_RS01535
OG0000334	DR097_RS03150	DR100_RS03055
OG0000335	DR097_RS03160	DR100_RS03065
OG0000336	DR097_RS04545	DR100_RS04675
OG0000337	DR097_RS02600	DR100_RS01235
OG0000338	DR097_RS03540	DR100_RS01195
OG0000339	DR097_RS02100	DR100_RS03470
OG0000340	DR097_RS01715	DR100_RS00235
OG0000341	DR097_RS03025	DR100_RS03225
OG0000342	DR097_RS01090	DR100_RS00830
OG0000343	DR097_RS01390	DR100_RS01545
OG0000344	DR097_RS02355	DR100_RS02620
OG0000345	DR097_RS02270	DR100_RS02880
OG0000346	DR097_RS04870	DR100_RS01395
OG0000347	DR097_RS01625	DR100_RS00325
OG0000348	DR097_RS01015	DR100_RS00905
OG0000349	DR097_RS04535	DR100_RS04665
OG0000350	DR097_RS01780	DR100_RS03290
OG0000351	DR097_RS03225	DR100_RS00350
OG0000352	DR097_RS00835	DR100_RS01985
OG0000353	DR097_RS01655	DR100_RS00295
