Orthogroup	MHP_MHP682_genes	MHP_MHP679_genes
OG0000000	DR097_RS04740	DR086_RS04585, DR086_RS03600
OG0000000	DR097_RS01835	DR086_RS04245
OG0000001	DR097_RS04145	DR086_RS01010
OG0000001	DR097_RS04155	DR086_RS03195
OG0000002	DR097_RS02700	DR086_RS04310
OG0000002	DR097_RS04855	DR086_RS05060
OG0000002	DR097_RS04675	DR086_RS04880
OG0000003	DR097_RS04840	DR086_RS05055
OG0000003	DR097_RS03830	DR086_RS05085
OG0000004	DR097_RS01330	DR086_RS03630
OG0000004	DR097_RS01325	DR086_RS03555
OG0000005	DR097_RS02455	DR086_RS03245
OG0000005	DR097_RS02445	DR086_RS03255
OG0000005	DR097_RS02440, DR097_RS04715	DR086_RS05035
OG0000006	DR097_RS04435	DR086_RS04315
OG0000006	DR097_RS02125	DR086_RS04530
OG0000007	DR097_RS03435	DR086_RS03485
OG0000007	DR097_RS03450	DR086_RS03495
OG0000008	DR097_RS03625	DR086_RS02140
OG0000009	DR097_RS00430	DR086_RS04375
OG0000010	DR097_RS02510	DR086_RS00810
OG0000011	DR097_RS00820	DR086_RS00450
OG0000011	DR097_RS00825	DR086_RS00445
OG0000012	DR097_RS03825	DR086_RS03950
OG0000013	DR097_RS02175	DR086_RS03105
OG0000013	DR097_RS03895	DR086_RS04005
OG0000014	DR097_RS03370	DR086_RS04970
OG0000016	DR097_RS01165	DR086_RS01050
OG0000016	DR097_RS00270	DR086_RS00030
OG0000017	DR097_RS00285	DR086_RS00015
OG0000017	DR097_RS01175	DR086_RS01060
OG0000018	DR097_RS04665	DR086_RS04915
OG0000019	DR097_RS03615	DR086_RS04570
OG0000020	DR097_RS04830	DR086_RS02470
OG0000021	DR097_RS03390	DR086_RS00630, DR086_RS03665
OG0000022	DR097_RS01895	DR086_RS01645
OG0000022	DR097_RS04680	DR086_RS04885
OG0000023	DR097_RS01710	DR086_RS02015
OG0000024	DR097_RS01795	DR086_RS03190
OG0000025	DR097_RS04685	DR086_RS04890
OG0000025	DR097_RS01845	DR086_RS01595
OG0000026	DR097_RS01665	DR086_RS01970
OG0000026	DR097_RS01865	DR086_RS01615
OG0000027	DR097_RS02965	DR086_RS05030
OG0000027	DR097_RS04560	DR086_RS04870
OG0000028	DR097_RS01995	DR086_RS03150
OG0000029	DR097_RS02335	DR086_RS02730
OG0000030	DR097_RS04775	DR086_RS05025
OG0000030	DR097_RS04565	DR086_RS04875
OG0000031	DR097_RS02075	DR086_RS00745
OG0000032	DR097_RS04795	DR086_RS03980
OG0000032	DR097_RS00730	DR086_RS03870
OG0000034	DR097_RS03640	DR086_RS04575
OG0000034	DR097_RS04475	DR086_RS04580
OG0000034	DR097_RS03470	DR086_RS03915
OG0000034	DR097_RS03790	DR086_RS03855
OG0000036	DR097_RS02435, DR097_RS02415	DR086_RS03265
OG0000037	DR097_RS04800	DR086_RS04510
OG0000037	DR097_RS03100	DR086_RS03330, DR086_RS03325
OG0000039	DR097_RS04950	DR086_RS03295
OG0000040	DR097_RS03560	DR086_RS02360
OG0000041	DR097_RS03645	DR086_RS03635
OG0000043	DR097_RS00855	DR086_RS00750, DR086_RS00415
OG0000044	DR097_RS04900	DR086_RS05095
OG0000045	DR097_RS03525	DR086_RS03290
OG0000047	DR097_RS02010	DR086_RS00730
OG0000048	DR097_RS02830	DR086_RS00610
OG0000049	DR097_RS01470	DR086_RS01430
OG0000050	DR097_RS01960	DR086_RS02195
OG0000051	DR097_RS01545	DR086_RS00855
OG0000052	DR097_RS02480	DR086_RS01150
OG0000053	DR097_RS04845	DR086_RS04905
OG0000054	DR097_RS01935	DR086_RS02170
OG0000055	DR097_RS00305	DR086_RS03270
OG0000056	DR097_RS00545	DR086_RS02455
OG0000057	DR097_RS01250	DR086_RS01130
OG0000059	DR097_RS04190	DR086_RS04120
OG0000062	DR097_RS02590	DR086_RS01260
OG0000063	DR097_RS04735	DR086_RS04835
OG0000064	DR097_RS02605	DR086_RS01275
OG0000065	DR097_RS02745	DR086_RS02080
OG0000066	DR097_RS01675	DR086_RS01980
OG0000067	DR097_RS02405	DR086_RS02240
OG0000068	DR097_RS03055	DR086_RS01570
OG0000069	DR097_RS01725	DR086_RS01025
OG0000070	DR097_RS01930	DR086_RS02165
OG0000071	DR097_RS03575	DR086_RS02350
OG0000072	DR097_RS04860	DR086_RS04935
OG0000073	DR097_RS01115	DR086_RS03040
OG0000074	DR097_RS04605	DR086_RS04990
OG0000075	DR097_RS00090	DR086_RS03840, DR086_RS00210
OG0000076	DR097_RS00075	DR086_RS00225
OG0000077	DR097_RS03275	DR086_RS00315
OG0000078	DR097_RS01875	DR086_RS01625
OG0000079	DR097_RS02640	DR086_RS00950
OG0000080	DR097_RS04360	DR086_RS04145
OG0000081	DR097_RS00095	DR086_RS00205
OG0000082	DR097_RS02165	DR086_RS03110
OG0000083	DR097_RS00750	DR086_RS00520
OG0000084	DR097_RS03685	DR086_RS00545
OG0000085	DR097_RS02875	DR086_RS00550
OG0000086	DR097_RS02865	DR086_RS00560
OG0000087	DR097_RS02850	DR086_RS00575
OG0000088	DR097_RS02845	DR086_RS00580
OG0000089	DR097_RS02835	DR086_RS00590
OG0000090	DR097_RS02485	DR086_RS01155
OG0000091	DR097_RS02775	DR086_RS01170
OG0000092	DR097_RS02790	DR086_RS01185
OG0000093	DR097_RS02795	DR086_RS01190
OG0000094	DR097_RS02800	DR086_RS01195
OG0000095	DR097_RS03550	DR086_RS01220
OG0000096	DR097_RS03545	DR086_RS01225
OG0000097	DR097_RS02575	DR086_RS01245
OG0000098	DR097_RS02585	DR086_RS01255
OG0000099	DR097_RS03665	DR086_RS04950
OG0000100	DR097_RS00555	DR086_RS02445
OG0000101	DR097_RS00560	DR086_RS02440
OG0000102	DR097_RS01850	DR086_RS01600
OG0000103	DR097_RS02710	DR086_RS02115
OG0000104	DR097_RS02715	DR086_RS02110
OG0000105	DR097_RS02730	DR086_RS02095
OG0000106	DR097_RS02740	DR086_RS02085
OG0000107	DR097_RS02750	DR086_RS02075
OG0000108	DR097_RS02755	DR086_RS02070
OG0000109	DR097_RS02760	DR086_RS02065
OG0000110	DR097_RS02155	DR086_RS03120
OG0000111	DR097_RS02150	DR086_RS03125
OG0000112	DR097_RS02140	DR086_RS03135
OG0000113	DR097_RS04705	DR086_RS05050
OG0000114	DR097_RS02110	DR086_RS03455
OG0000115	DR097_RS02095	DR086_RS03475
OG0000116	DR097_RS00320	DR086_RS03410
OG0000117	DR097_RS00315	DR086_RS03405
OG0000118	DR097_RS01690	DR086_RS01995
OG0000119	DR097_RS01685	DR086_RS01990
OG0000120	DR097_RS01670	DR086_RS01975
OG0000121	DR097_RS01645	DR086_RS01950
OG0000122	DR097_RS01640	DR086_RS01945
OG0000123	DR097_RS01620	DR086_RS01925
OG0000124	DR097_RS01615	DR086_RS01920
OG0000125	DR097_RS01610	DR086_RS01915
OG0000126	DR097_RS01600	DR086_RS01900
OG0000127	DR097_RS01590	DR086_RS01890
OG0000128	DR097_RS03460	DR086_RS01875
OG0000129	DR097_RS03355	DR086_RS01870
OG0000130	DR097_RS03345	DR086_RS01860
OG0000131	DR097_RS04820	DR086_RS01830
OG0000132	DR097_RS04815	DR086_RS04900
OG0000133	DR097_RS02400	DR086_RS02245
OG0000134	DR097_RS02395	DR086_RS02250
OG0000135	DR097_RS02380	DR086_RS02265
OG0000136	DR097_RS02375	DR086_RS02270
OG0000137	DR097_RS02345	DR086_RS02310
OG0000138	DR097_RS03080	DR086_RS02775
OG0000139	DR097_RS03050	DR086_RS02745
OG0000140	DR097_RS03045	DR086_RS02740
OG0000141	DR097_RS01260	DR086_RS03720
OG0000142	DR097_RS04625	DR086_RS04820
OG0000143	DR097_RS01230	DR086_RS01115
OG0000144	DR097_RS01220	DR086_RS01105
OG0000145	DR097_RS01210	DR086_RS01095
OG0000146	DR097_RS01200	DR086_RS01085
OG0000147	DR097_RS01195	DR086_RS01080
OG0000148	DR097_RS01180	DR086_RS01065
OG0000149	DR097_RS01170	DR086_RS01055
OG0000150	DR097_RS01155	DR086_RS01040
OG0000151	DR097_RS01755	DR086_RS03230
OG0000152	DR097_RS01760	DR086_RS03225
