Orthogroup	MHP_98_genes	MHP_1257_genes
OG0000000	GOM18_RS02340	ABKJ22_RS02210
OG0000000	GOM18_RS04045, GOM18_RS04450	ABKJ22_RS02090
OG0000000	GOM18_RS02460	ABKJ22_RS02095
OG0000000	GOM18_RS03680, GOM18_RS03685, GOM18_RS00685	ABKJ22_RS01715
OG0000001	GOM18_RS03230	ABKJ22_RS01295
OG0000001	GOM18_RS04125	ABKJ22_RS02685
OG0000002	GOM18_RS02350	ABKJ22_RS02205
OG0000002	GOM18_RS04550	ABKJ22_RS01720
OG0000003	GOM18_RS03425	ABKJ22_RS01780
OG0000003	GOM18_RS03375, GOM18_RS03370	ABKJ22_RS01825
OG0000004	GOM18_RS00895, GOM18_RS00890, GOM18_RS00880	ABKJ22_RS02940
OG0000005	GOM18_RS03145	ABKJ22_RS00095
OG0000005	GOM18_RS03600	ABKJ22_RS00100
OG0000005	GOM18_RS04540	ABKJ22_RS00105, ABKJ22_RS00120
OG0000006	GOM18_RS01950	ABKJ22_RS02450
OG0000006	GOM18_RS02495	ABKJ22_RS02310
OG0000008	GOM18_RS02455	ABKJ22_RS02100
OG0000008	GOM18_RS03975	ABKJ22_RS02455
OG0000009	GOM18_RS00095	ABKJ22_RS01035
OG0000009	GOM18_RS00665	ABKJ22_RS00085
OG0000009	GOM18_RS00110	ABKJ22_RS01020
OG0000010	GOM18_RS03360	ABKJ22_RS01835
OG0000011	GOM18_RS03250	ABKJ22_RS01925
OG0000011	GOM18_RS03255	ABKJ22_RS01920
OG0000012	GOM18_RS01865, GOM18_RS03340	ABKJ22_RS01200
OG0000013	GOM18_RS02545	ABKJ22_RS02355
OG0000013	GOM18_RS03935	ABKJ22_RS00180
OG0000014	GOM18_RS03570, GOM18_RS01700	ABKJ22_RS00595
OG0000015	GOM18_RS02565	ABKJ22_RS01630, ABKJ22_RS01575
OG0000016	GOM18_RS01215	ABKJ22_RS02785
OG0000016	GOM18_RS01280	ABKJ22_RS00165
OG0000017	GOM18_RS01265	ABKJ22_RS00150
OG0000017	GOM18_RS01205	ABKJ22_RS02795
OG0000019	GOM18_RS04575	ABKJ22_RS02945
OG0000020	GOM18_RS04290	ABKJ22_RS03435
OG0000020	GOM18_RS03770, GOM18_RS03765	ABKJ22_RS03440
OG0000021	GOM18_RS03345	ABKJ22_RS01740, ABKJ22_RS00510
OG0000022	GOM18_RS03040	ABKJ22_RS01655
OG0000022	GOM18_RS04500	ABKJ22_RS01710
OG0000024	GOM18_RS03075	ABKJ22_RS02680
OG0000024	GOM18_RS03225	ABKJ22_RS01290
OG0000025	GOM18_RS04510	ABKJ22_RS01660
OG0000025	GOM18_RS04505	ABKJ22_RS01705
OG0000026	GOM18_RS02790	ABKJ22_RS01380
OG0000026	GOM18_RS03010	ABKJ22_RS01685
OG0000027	GOM18_RS04335	ABKJ22_RS03225
OG0000027	GOM18_RS04320	ABKJ22_RS03240
OG0000028	GOM18_RS01870	ABKJ22_RS02365
OG0000029	GOM18_RS01705	ABKJ22_RS00600
OG0000029	GOM18_RS03580	ABKJ22_RS01090
OG0000030	GOM18_RS04340	ABKJ22_RS03215
OG0000030	GOM18_RS04325	ABKJ22_RS03235
OG0000031	GOM18_RS03625	ABKJ22_RS01605
OG0000032	GOM18_RS02560	ABKJ22_RS01585
OG0000032	GOM18_RS04565	ABKJ22_RS03230
OG0000035	GOM18_RS00900	ABKJ22_RS03095
