query	grouping_confidence	location_confidence	orientation_confidence
NZ_WTQC01000017.1	1.0	1.0	1.0
NZ_WTQC01000003.1	1.0	0.7189688809287748	0.70383197763091
NZ_WTQC01000016.1	1.0	1.0	1.0
NZ_WTQC01000013.1	1.0	1.0	1.0
NZ_WTQC01000007.1	1.0	1.0	1.0
NZ_WTQC01000010.1	1.0	1.0	1.0
NZ_WTQC01000006.1	1.0	1.0	1.0
NZ_WTQC01000018.1	1.0	1.0	1.0
NZ_WTQC01000015.1	1.0	1.0	1.0
NZ_WTQC01000008.1	1.0	0.1940122285473329	1.0
NZ_WTQC01000019.1	1.0	0.04133488867474768	0.7059304703476482
NZ_WTQC01000005.1	1.0	0.6936305096590626	0.5609100068367457
NZ_WTQC01000011.1	1.0	1.0	1.0
NZ_WTQC01000012.1	1.0	1.0	1.0
NZ_WTQC01000014.1	1.0	1.0	1.0
NZ_WTQC01000004.1	1.0	1.0	1.0
NZ_WTQC01000009.1	1.0	1.0	1.0
NZ_WTQC01000002.1	1.0	1.0	1.0
NZ_WTQC01000001.1	1.0	0.14837422194442274	1.0
