NC_007332.1	207	1598	+	ID=cds-WP_044272251.1	Parent=gene-MHP7448_RS00005	
NC_007332.1	1743	2879	+	ID=cds-WP_011289927.1	Parent=gene-MHP7448_RS00010	
NC_007332.1	2983	4842	+	ID=cds-WP_044272256.1	Parent=gene-MHP7448_RS00015	
NC_007332.1	4842	5300	+	ID=cds-WP_044272260.1	Parent=gene-MHP7448_RS00020	
NC_007332.1	5314	6297	+	ID=cds-WP_011289930.1	Parent=gene-MHP7448_RS00025	
NC_007332.1	6290	7261	+	ID=cds-WP_020835483.1	Parent=gene-MHP7448_RS00030	
NC_007332.1	7365	7934	+	ID=cds-WP_044272266.1	Parent=gene-MHP7448_RS00035	
NC_007332.1	8024	9025	+	ID=cds-WP_011205847.1	Parent=gene-MHP7448_RS00040	
NC_007332.1	9195	11216	+	ID=cds-WP_020835486.1	Parent=gene-MHP7448_RS00045	
NC_007332.1	11302	12309	+	ID=cds-WP_011205849.1	Parent=gene-MHP7448_RS00050	
NC_007332.1	12312	13058	+	ID=cds-WP_020835487.1	Parent=gene-MHP7448_RS00055	
NC_007332.1	13042	14646	+	ID=cds-WP_011289935.1	Parent=gene-MHP7448_RS00060	
NC_007332.1	14651	14896	+	ID=cds-WP_011283834.1	Parent=gene-MHP7448_RS00065	
NC_007332.1	14965	15828	+	ID=cds-WP_011289936.1	Parent=gene-MHP7448_RS00070	
NC_007332.1	15835	16680	+	ID=cds-WP_011289937.1	Parent=gene-MHP7448_RS00075	
NC_007332.1	16714	16983	-	ID=cds-WP_020835489.1	Parent=gene-MHP7448_RS00080	
NC_007332.1	18472	18696	-	ID=cds-WP_228366119.1	Parent=gene-MHP7448_RS00095	
NC_007332.1	18860	21136	-	ID=cds-WP_011289941.1	Parent=gene-MHP7448_RS00100	
NC_007332.1	21337	23577	-	ID=cds-WP_011289942.1	Parent=gene-MHP7448_RS00105	
NC_007332.1	23651	25978	-	ID=cds-WP_011289943.1	Parent=gene-MHP7448_RS00110	
NC_007332.1	25965	26786	-	ID=cds-WP_020835495.1	Parent=gene-MHP7448_RS00115	
NC_007332.1	26944	29241	-	ID=cds-WP_011289945.1	Parent=gene-MHP7448_RS00120	
NC_007332.1	29352	31679	-	ID=cds-WP_011289946.1	Parent=gene-MHP7448_RS00125	
NC_007332.1	31666	32469	-	ID=cds-WP_020835498.1	Parent=gene-MHP7448_RS00130	
NC_007332.1	32843	33325	+	ID=cds-WP_011205867.1	Parent=gene-MHP7448_RS00135	
NC_007332.1	33432	33725	+	ID=cds-WP_041361522.1	Parent=gene-MHP7448_RS00140	
NC_007332.1	33718	35037	+	ID=cds-WP_020835499.1	Parent=gene-MHP7448_RS00145	
NC_007332.1	35030	36430	+	ID=cds-WP_011289951.1	Parent=gene-MHP7448_RS00150	
NC_007332.1	36667	37170	+	ID=cds-WP_020835500.1	Parent=gene-MHP7448_RS00155	
NC_007332.1	37287	37880	-	ID=cds-WP_014579535.1	Parent=gene-MHP7448_RS00160	
NC_007332.1	37858	40518	-	ID=cds-WP_020835502.1	Parent=gene-MHP7448_RS00165	
NC_007332.1	40518	43058	-	ID=cds-WP_011289955.1	Parent=gene-MHP7448_RS00170	
NC_007332.1	43051	44979	-	ID=cds-WP_011289956.1	Parent=gene-MHP7448_RS00175	
NC_007332.1	45190	46200	+	ID=cds-WP_011289957.1	Parent=gene-MHP7448_RS00180	
NC_007332.1	46299	48326	+	ID=cds-WP_228366120.1	Parent=gene-MHP7448_RS03945	
NC_007332.1	48426	50510	-	ID=cds-WP_044272282.1	Parent=gene-MHP7448_RS00190	
NC_007332.1	50516	50749	-	ID=cds-WP_011205878.1	Parent=gene-MHP7448_RS03685	
NC_007332.1	50803	52224	-	ID=cds-WP_228366121.1	Parent=gene-MHP7448_RS00195	
NC_007332.1	52346	53359	-	ID=cds-WP_011205880.1	Parent=gene-MHP7448_RS00200	
NC_007332.1	53512	54321	+	ID=cds-WP_020835507.1	Parent=gene-MHP7448_RS00205	
NC_007332.1	54323	55582	+	ID=cds-WP_011289963.1	Parent=gene-MHP7448_RS00210	
NC_007332.1	55667	56038	+	ID=cds-WP_011205883.1	Parent=gene-MHP7448_RS00215	
NC_007332.1	56042	57250	+	ID=cds-WP_011289964.1	Parent=gene-MHP7448_RS00220	
NC_007332.1	57345	57677	+	ID=cds-WP_020835509.1	Parent=gene-MHP7448_RS00225	
NC_007332.1	57722	58879	+	ID=cds-WP_044272285.1	Parent=gene-MHP7448_RS00230	
NC_007332.1	59315	60043	+	ID=cds-WP_020835511.1	Parent=gene-MHP7448_RS00240	
NC_007332.1	60071	60376	+	ID=cds-WP_011289968.1	Parent=gene-MHP7448_RS00245	
NC_007332.1	60430	60996	+	ID=cds-WP_044272682.1	Parent=gene-MHP7448_RS00250	
NC_007332.1	60996	61559	+	ID=cds-WP_044272289.1	Parent=gene-MHP7448_RS00255	
NC_007332.1	61578	63101	+	ID=cds-WP_014579553.1	Parent=gene-MHP7448_RS00260	
NC_007332.1	63130	63960	+	ID=cds-WP_011289972.1	Parent=gene-MHP7448_RS00265	
NC_007332.1	63978	65393	+	ID=cds-WP_011289973.1	Parent=gene-MHP7448_RS00270	
NC_007332.1	65380	65640	+	ID=cds-WP_225973008.1	Parent=gene-MHP7448_RS00275	
NC_007332.1	65748	66233	+	ID=cds-WP_011289974.1	Parent=gene-MHP7448_RS00280	
NC_007332.1	66449	67405	+	ID=cds-WP_020835518.1	Parent=gene-MHP7448_RS00285	
NC_007332.1	67430	68341	+	ID=cds-WP_011289976.1	Parent=gene-MHP7448_RS00290	
NC_007332.1	68426	69748	+	ID=cds-WP_011289977.1	Parent=gene-MHP7448_RS00295	
NC_007332.1	69776	71143	+	ID=cds-WP_020835519.1	Parent=gene-MHP7448_RS00300	
NC_007332.1	71136	72977	+	ID=cds-WP_011289979.1	Parent=gene-MHP7448_RS00305	
NC_007332.1	72998	75028	+	ID=cds-WP_228366122.1	Parent=gene-MHP7448_RS00310	
NC_007332.1	75035	75808	+	ID=cds-WP_011289981.1	Parent=gene-MHP7448_RS00315	
NC_007332.1	75802	76632	+	ID=cds-WP_011289982.1	Parent=gene-MHP7448_RS00320	
NC_007332.1	76649	77893	+	ID=cds-WP_011289983.1	Parent=gene-MHP7448_RS00325	
NC_007332.1	77966	82666	+	ID=cds-WP_044272293.1	Parent=gene-MHP7448_RS00330	
NC_007332.1	85675	87225	-	ID=cds-WP_014579568.1	Parent=gene-MHP7448_RS00340	
NC_007332.1	87343	87651	+	ID=cds-WP_041361531.1	Parent=gene-MHP7448_RS00345	
NC_007332.1	87839	89641	+	ID=cds-WP_011289986.1	Parent=gene-MHP7448_RS00350	
NC_007332.1	89858	90982	+	ID=cds-WP_011289987.1	Parent=gene-MHP7448_RS00355	
NC_007332.1	91041	91730	+	ID=cds-WP_011283885.1	Parent=gene-MHP7448_RS00360	
NC_007332.1	91748	93049	+	ID=cds-WP_044272294.1	Parent=gene-MHP7448_RS00365	
NC_007332.1	93101	93373	+	ID=cds-WP_041361533.1	Parent=gene-MHP7448_RS00370	
NC_007332.1	93376	93606	+	ID=cds-WP_011283887.1	Parent=gene-MHP7448_RS00375	
NC_007332.1	93607	95403	+	ID=cds-WP_011289989.1	Parent=gene-MHP7448_RS00380	
NC_007332.1	95474	96421	+	ID=cds-WP_044272298.1	Parent=gene-MHP7448_RS00385	
NC_007332.1	96738	98822	-	ID=cds-WP_011205921.1	Parent=gene-MHP7448_RS00390	
NC_007332.1	98835	99305	-	ID=cds-WP_011205922.1	Parent=gene-MHP7448_RS00395	
NC_007332.1	99358	99777	-	ID=cds-WP_011205923.1	Parent=gene-MHP7448_RS00400	
NC_007332.1	99908	100288	-	ID=cds-WP_011289991.1	Parent=gene-MHP7448_RS00405	
NC_007332.1	100292	100804	-	ID=cds-WP_014579576.1	Parent=gene-MHP7448_RS00410	
NC_007332.1	100795	101295	-	ID=cds-WP_020835532.1	Parent=gene-MHP7448_RS00415	
NC_007332.1	101560	102906	+	ID=cds-WP_011289993.1	Parent=gene-MHP7448_RS00420	
NC_007332.1	103121	104503	+	ID=cds-WP_011289994.1	Parent=gene-MHP7448_RS00425	
NC_007332.1	104685	105968	-	ID=cds-WP_011206135.1	Parent=gene-MHP7448_RS00430	
NC_007332.1	105973	106671	-	ID=cds-WP_011206134.1	Parent=gene-MHP7448_RS00435	
NC_007332.1	107386	110337	-	ID=cds-WP_011289996.1	Parent=gene-MHP7448_RS00445	
NC_007332.1	111604	112422	+	ID=cds-WP_011289997.1	Parent=gene-MHP7448_RS00495	
NC_007332.1	112706	114178	-	ID=cds-WP_044272304.1	Parent=gene-MHP7448_RS00500	
NC_007332.1	114168	114797	-	ID=cds-WP_044272308.1	Parent=gene-MHP7448_RS00505	
NC_007332.1	115632	116348	+	ID=cds-WP_041361727.1	Parent=gene-MHP7448_RS00515	
NC_007332.1	116732	119575	-	ID=cds-WP_044272311.1	Parent=gene-MHP7448_RS00520	
NC_007332.1	119568	122033	-	ID=cds-WP_044272314.1	Parent=gene-MHP7448_RS00525	
NC_007332.1	122229	122561	-	ID=cds-WP_014579589.1	Parent=gene-MHP7448_RS00530	
NC_007332.1	122718	124283	+	ID=cds-WP_228366123.1	Parent=gene-MHP7448_RS00535	
NC_007332.1	124306	124893	-	ID=cds-WP_011290004.1	Parent=gene-MHP7448_RS00540	
NC_007332.1	125264	125755	+	ID=cds-WP_011206120.1	Parent=gene-MHP7448_RS00550	
NC_007332.1	126284	127270	+	ID=cds-WP_011290005.1	Parent=gene-MHP7448_RS00555	
NC_007332.1	127407	128324	+	ID=cds-WP_011206118.1	Parent=gene-MHP7448_RS00560	
NC_007332.1	128349	131792	+	ID=cds-WP_011290006.1	Parent=gene-MHP7448_RS00565	
NC_007332.1	131801	134731	+	ID=cds-WP_044272317.1	Parent=gene-MHP7448_RS00570	
NC_007332.1	134736	136814	-	ID=cds-WP_052269168.1	Parent=gene-MHP7448_RS00575	
NC_007332.1	136997	137725	+	ID=cds-WP_011290009.1	Parent=gene-MHP7448_RS00580	
NC_007332.1	137844	138110	+	ID=cds-WP_011206113.1	Parent=gene-MHP7448_RS00585	
NC_007332.1	138703	141623	-	ID=cds-MHP7448_RS00590	Parent=gene-MHP7448_RS00590	
NC_007332.1	141859	142458	-	ID=cds-WP_011290010.1	Parent=gene-MHP7448_RS00600	
NC_007332.1	142684	145527	-	ID=cds-WP_011290011.1	Parent=gene-MHP7448_RS00605	
NC_007332.1	145548	148706	-	ID=cds-WP_011290012.1	Parent=gene-MHP7448_RS00610	
NC_007332.1	148967	150886	-	ID=cds-WP_011290013.1	Parent=gene-MHP7448_RS00615	
