Gene clusters,Quantity of genomes of gene cluster has hits,Quantity of genes in gene cluster,Quantity maxima of paralogs,SCG,Functional homogeneity index,Geometric homogeneity index,Combined homogeneity index,Distribution layer,Copy-number class,Conservation pattern,Diversity type
GC_00000001,43,368,14,0,0.588316938613699,0.758848862673974,0.662789449275081,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000002,43,266,10,0,0.563353808390316,0.672265628423278,0.613009783981404,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000003,43,125,4,0,0.720750393515775,0.708910780883537,0.714781562846966,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000004,35,118,12,0,0.987771529420202,0.826853629080304,0.900177615170068,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000005,35,114,6,0,0.584650327551787,0.786670784141278,0.670779918287384,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000006,40,108,5,0,0.845578689979346,0.638464577934416,0.72756913909517,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000007,37,90,6,0,0.819142549426118,0.664667829673756,0.733864256766785,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000008,34,90,8,0,0.699093624943149,0.669160466411888,0.683799623313018,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000009,43,88,3,0,0.63345569056223,0.703568798637305,0.666673890865914,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000010,33,87,4,0,0.875354219075733,0.947455807035111,0.909979017227059,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000011,35,85,4,0,0.803614353331846,0.641413387203085,0.713410531738005,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000012,41,84,5,0,0.948081398415276,0.758770130907417,0.842927266288833,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000013,31,83,6,0,0.810065962007358,0.620665403936405,0.702829237538631,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000014,43,83,3,0,0.65307880101305,0.700458797326208,0.675939541063541,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000015,43,74,2,0,0.667843344027692,0.663818832559646,0.665825006911754,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000016,35,72,3,0,0.874101194070328,0.687365266826907,0.769567346519409,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000017,40,72,3,0,0.783721978676781,0.691146407256735,0.734528768826718,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000018,43,72,2,0,0.903047130926066,0.738570777329467,0.812569378171514,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000019,43,72,2,0,0.806252708990376,0.847856262160301,0.826531286781743,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000020,43,72,6,0,0.828702317373325,0.600770493226804,0.696564350514025,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000021,33,68,5,0,0.963269701858877,0.929382428659047,0.946022695382796,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000022,42,67,5,0,0.729449567499667,0.637514393382543,0.680390429938745,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000023,43,66,3,0,0.948718223352006,0.748978470396113,0.83709831842145,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000024,35,65,3,0,0.884623172346346,0.676044735406435,0.766396022513741,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000025,33,62,4,0,0.871606538868745,0.64897271254201,0.74399129052196,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000026,21,61,7,0,0.443501827028041,0.806036494370852,0.572177182216457,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000027,35,60,3,0,0.875786455049999,0.583422493919797,0.700315767809926,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000028,34,60,3,0,0.79435796326991,0.877676843874902,0.833941479125258,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000029,36,59,3,0,0.609299692705806,0.771081706313023,0.680710196531973,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000030,28,57,3,0,0.760862801656303,0.708662248207636,0.733835389399099,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000031,32,57,3,0,0.812343797004255,0.848941057243593,0.830239317610946,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000032,42,57,4,0,0.953726339828139,0.733543040294891,0.82926807914435,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000033,29,56,3,0,0.93883991575554,0.797974044748728,0.862694453157768,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000034,43,53,3,0,0.877526146486828,0.928489130623846,0.902288589889175,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000035,43,52,2,0,0.842952354078246,0.941541847532046,0.889523671328405,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000036,40,52,2,0,0.948382490780241,0.812161691152564,0.875002099323582,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000037,35,51,4,0,0.89808073358774,0.635524155445311,0.744327308574136,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000038,43,51,2,0,0.900970834181218,0.831110791381977,0.864631980337479,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000039,43,50,2,0,0.779943553714046,0.730689127918352,0.754513366509486,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000040,34,49,2,0,0.916732294903004,0.790864759146568,0.849159658469752,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000041,43,49,7,0,0.934162746309755,0.84360918103795,0.886579720657723,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000042,43,48,2,0,0.94158032733867,0.857353067538049,0.897494909234937,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
