Orthogroup	MHP_232_genes	MHP_4284_genes
OG0000000	MHP_RS02080	ABLE99_RS02150
OG0000000	MHP_RS03825, MHP_RS01715	ABLE99_RS01670
OG0000001	MHP_RS03580	ABLE99_RS02690
OG0000001	MHP_RS02610	ABLE99_RS02640
OG0000002	MHP_RS03905	ABLE99_RS02040
OG0000002	MHP_RS01720	ABLE99_RS01675
OG0000003	MHP_RS01485	ABLE99_RS00505
OG0000003	MHP_RS01825	ABLE99_RS01760
OG0000004	MHP_RS03135	ABLE99_RS03095
OG0000004	MHP_RS02960	ABLE99_RS02925, ABLE99_RS02905
OG0000005	MHP_RS00100	ABLE99_RS00100
OG0000005	MHP_RS00120	ABLE99_RS00120
OG0000005	MHP_RS00105	ABLE99_RS00105
OG0000005	MHP_RS00110	ABLE99_RS00110
OG0000005	MHP_RS00125	ABLE99_RS00125
OG0000006	MHP_RS02365	ABLE99_RS02400
OG0000008	MHP_RS03725, MHP_RS03910	ABLE99_RS02145
OG0000008	MHP_RS01640	ABLE99_RS01590
OG0000008	MHP_RS03920	ABLE99_RS02405
OG0000009	MHP_RS00085	ABLE99_RS00085
OG0000009	MHP_RS01315	ABLE99_RS00995
OG0000010	MHP_RS01830	ABLE99_RS01770
OG0000011	MHP_RS01915	ABLE99_RS01865
OG0000011	MHP_RS01910	ABLE99_RS01860
OG0000012	MHP_RS00400	ABLE99_RS02305
OG0000013	MHP_RS02275	ABLE99_RS02310
OG0000014	MHP_RS01385	ABLE99_RS01060
OG0000016	MHP_RS02785	ABLE99_RS02735
OG0000016	MHP_RS00180	ABLE99_RS00170
OG0000017	MHP_RS00165	ABLE99_RS00155
OG0000017	MHP_RS02795	ABLE99_RS02745
OG0000019	MHP_RS02955	ABLE99_RS02920, ABLE99_RS02915
OG0000020	MHP_RS03465	ABLE99_RS03410
OG0000020	MHP_RS03470	ABLE99_RS03415
OG0000021	MHP_RS01755	ABLE99_RS01695
OG0000022	MHP_RS01655	ABLE99_RS01610
OG0000022	MHP_RS01705	ABLE99_RS01665
