Orthogroup	MHP_232_genes	MHP_1257_genes
OG0000000	MHP_RS02080	ABKJ22_RS02210
OG0000000	MHP_RS04000, MHP_RS02190, MHP_RS03915	ABKJ22_RS02090
OG0000000	MHP_RS03825, MHP_RS01715	ABKJ22_RS01715
OG0000001	MHP_RS03935	ABKJ22_RS02690
OG0000001	MHP_RS02610	ABKJ22_RS02685
OG0000002	MHP_RS03905	ABKJ22_RS02205
OG0000002	MHP_RS01720	ABKJ22_RS01720
OG0000003	MHP_RS01825	ABKJ22_RS01825
OG0000004	MHP_RS03125, MHP_RS03135, MHP_RS02945, MHP_RS02960	ABKJ22_RS02940
OG0000005	MHP_RS00100	ABKJ22_RS00095
OG0000005	MHP_RS00120	ABKJ22_RS00115
OG0000005	MHP_RS00105	ABKJ22_RS00100
OG0000005	MHP_RS00110	ABKJ22_RS00105
OG0000005	MHP_RS00125	ABKJ22_RS00120
OG0000006	MHP_RS02365	ABKJ22_RS02450
OG0000008	MHP_RS03725, MHP_RS03910	ABKJ22_RS02100
OG0000008	MHP_RS01640	ABKJ22_RS01635
OG0000008	MHP_RS03920	ABKJ22_RS02455
OG0000009	MHP_RS01325	ABKJ22_RS01035
OG0000009	MHP_RS00085	ABKJ22_RS00085
OG0000009	MHP_RS03870	ABKJ22_RS01210
OG0000009	MHP_RS01315	ABKJ22_RS01020
OG0000010	MHP_RS01830	ABKJ22_RS01835
OG0000011	MHP_RS01915	ABKJ22_RS01925
OG0000011	MHP_RS01910	ABKJ22_RS01920
OG0000012	MHP_RS00400	ABKJ22_RS00425, ABKJ22_RS01200, ABKJ22_RS03420
OG0000013	MHP_RS02275	ABKJ22_RS02355
OG0000013	MHP_RS03840	ABKJ22_RS00180
OG0000014	MHP_RS00920	ABKJ22_RS01105
OG0000014	MHP_RS01385	ABKJ22_RS01095
OG0000016	MHP_RS02785	ABKJ22_RS02785
OG0000016	MHP_RS00180	ABKJ22_RS00165
OG0000017	MHP_RS00165	ABKJ22_RS00150
OG0000017	MHP_RS02795	ABKJ22_RS02795
OG0000019	MHP_RS02965, MHP_RS02955	ABKJ22_RS02945
OG0000020	MHP_RS03465	ABKJ22_RS03435
OG0000020	MHP_RS03470	ABKJ22_RS03440
OG0000022	MHP_RS01655	ABKJ22_RS01655
OG0000022	MHP_RS01705	ABKJ22_RS01710
OG0000024	MHP_RS02605	ABKJ22_RS02680
OG0000024	MHP_RS00730	ABKJ22_RS01290
OG0000025	MHP_RS01660	ABKJ22_RS01660
OG0000025	MHP_RS01700	ABKJ22_RS01705
OG0000026	MHP_RS00640	ABKJ22_RS01380
OG0000026	MHP_RS01680	ABKJ22_RS01685
OG0000027	MHP_RS03675	ABKJ22_RS03225
OG0000027	MHP_RS03280	ABKJ22_RS03240
OG0000029	MHP_RS00925	ABKJ22_RS00600
OG0000029	MHP_RS01380	ABKJ22_RS01090
