Orthogroup	MHP_116_genes	MHP_MHP691_genes
OG0000000	ABJ972_RS02100	DR087_RS04320, DR087_RS03480, DR087_RS03475
OG0000000	ABJ972_RS02090	DR087_RS04315
OG0000000	ABJ972_RS01695	DR087_RS02105, DR087_RS03570
OG0000001	ABJ972_RS01270	DR087_RS03325
OG0000001	ABJ972_RS01265	DR087_RS03335
OG0000001	ABJ972_RS02675	DR087_RS04300, DR087_RS03255
OG0000002	ABJ972_RS02150	DR087_RS03810
OG0000002	ABJ972_RS02105	DR087_RS04740
OG0000002	ABJ972_RS01715	DR087_RS04755
OG0000003	ABJ972_RS02140	DR087_RS04345
OG0000004	ABJ972_RS03105	DR087_RS00850
OG0000004	ABJ972_RS03100	DR087_RS00860
OG0000004	ABJ972_RS03120	DR087_RS00840
OG0000005	ABJ972_RS00100	DR087_RS00530
OG0000005	ABJ972_RS00105	DR087_RS00540
OG0000005	ABJ972_RS00110	DR087_RS04465
OG0000006	ABJ972_RS02440	DR087_RS04360
OG0000006	ABJ972_RS02305	DR087_RS04080
OG0000007	ABJ972_RS02135	DR087_RS03535
OG0000007	ABJ972_RS02130	DR087_RS03530
OG0000007	ABJ972_RS02125	DR087_RS04335, DR087_RS03525
OG0000008	ABJ972_RS02445	DR087_RS04355
OG0000009	ABJ972_RS00085	DR087_RS00515
OG0000010	ABJ972_RS01825	DR087_RS01605
OG0000010	ABJ972_RS00095	DR087_RS03875
OG0000011	ABJ972_RS01915	DR087_RS01510, DR087_RS04590
OG0000011	ABJ972_RS01910	DR087_RS01515
OG0000012	ABJ972_RS01840	DR087_RS03740
OG0000013	ABJ972_RS02350	DR087_RS01680
OG0000013	ABJ972_RS00170	DR087_RS04185
OG0000014	ABJ972_RS00580	DR087_RS03505
OG0000014	ABJ972_RS01065	DR087_RS03520
OG0000015	ABJ972_RS01545	DR087_RS00350
OG0000015	ABJ972_RS01610	DR087_RS03240
OG0000016	ABJ972_RS02765	DR087_RS01400
OG0000016	ABJ972_RS00155	DR087_RS02395
OG0000017	ABJ972_RS00140	DR087_RS02410
OG0000017	ABJ972_RS02775	DR087_RS01410
OG0000018	ABJ972_RS01310	DR087_RS04550, DR087_RS04435
OG0000019	ABJ972_RS02935	DR087_RS03610
OG0000020	ABJ972_RS03450	DR087_RS04440
OG0000020	ABJ972_RS03455	DR087_RS04445
OG0000021	ABJ972_RS01720	DR087_RS04820
OG0000022	ABJ972_RS01635	DR087_RS02045
OG0000022	ABJ972_RS01690	DR087_RS04630
OG0000024	ABJ972_RS02670	DR087_RS03250
OG0000025	ABJ972_RS01640	DR087_RS04625
OG0000025	ABJ972_RS01685	DR087_RS02095
OG0000026	ABJ972_RS01350	DR087_RS01165
OG0000026	ABJ972_RS01665	DR087_RS02075
OG0000027	ABJ972_RS03260	DR087_RS04635
OG0000028	ABJ972_RS02360	DR087_RS04675, DR087_RS01670
OG0000029	ABJ972_RS00585	DR087_RS02775
OG0000029	ABJ972_RS01060	DR087_RS03175
OG0000030	ABJ972_RS03245	DR087_RS04640
OG0000031	ABJ972_RS01580	DR087_RS03210
OG0000032	ABJ972_RS01555	DR087_RS03235
OG0000033	ABJ972_RS02355	DR087_RS01675
OG0000035	ABJ972_RS03115	DR087_RS00855
OG0000036	ABJ972_RS00115	DR087_RS00550
OG0000039	ABJ972_RS01595	DR087_RS03190
OG0000040	ABJ972_RS03190	DR087_RS02165
OG0000041	ABJ972_RS01000	DR087_RS03625
OG0000042	ABJ972_RS02860	DR087_RS03360
OG0000043	ABJ972_RS01880	DR087_RS01545
OG0000044	ABJ972_RS01650	DR087_RS04800
OG0000045	ABJ972_RS01600	DR087_RS03185
OG0000048	ABJ972_RS02065	DR087_RS00140
OG0000049	ABJ972_RS02960	DR087_RS01000
OG0000050	ABJ972_RS02390	DR087_RS02450
OG0000051	ABJ972_RS02590	DR087_RS01275
OG0000052	ABJ972_RS00075	DR087_RS00505
OG0000053	ABJ972_RS01435	DR087_RS04540
OG0000054	ABJ972_RS02415	DR087_RS02475
OG0000055	ABJ972_RS00120	DR087_RS00555
OG0000056	ABJ972_RS03435	DR087_RS00765
OG0000057	ABJ972_RS02845	DR087_RS01485
OG0000061	ABJ972_RS01835	DR087_RS01595
OG0000062	ABJ972_RS03485, ABJ972_RS03515	DR087_RS00395
OG0000063	ABJ972_RS03510, ABJ972_RS03480	DR087_RS04450
OG0000064	ABJ972_RS03470	DR087_RS00380
OG0000065	ABJ972_RS02200	DR087_RS00215
OG0000066	ABJ972_RS01340	DR087_RS01175
OG0000067	ABJ972_RS00510	DR087_RS03450
OG0000068	ABJ972_RS01025	DR087_RS03140
OG0000069	ABJ972_RS02740	DR087_RS01375
OG0000070	ABJ972_RS02420	DR087_RS02480
OG0000071	ABJ972_RS03180	DR087_RS00780
OG0000072	ABJ972_RS03185	DR087_RS02175
OG0000073	ABJ972_RS00965	DR087_RS02200
OG0000074	ABJ972_RS00765	DR087_RS04685
OG0000075	ABJ972_RS00325	DR087_RS01860
OG0000076	ABJ972_RS00340	DR087_RS01875
OG0000077	ABJ972_RS00425	DR087_RS03060
OG0000078	ABJ972_RS01655	DR087_RS02065
OG0000079	ABJ972_RS02495	DR087_RS02980
OG0000080	ABJ972_RS02540	DR087_RS04005
OG0000081	ABJ972_RS00320	DR087_RS01855
OG0000082	ABJ972_RS02345	DR087_RS01685
OG0000083	ABJ972_RS01985	DR087_RS00065
OG0000084	ABJ972_RS02015	DR087_RS00090
OG0000085	ABJ972_RS02020	DR087_RS00095
OG0000086	ABJ972_RS02030	DR087_RS00105
OG0000087	ABJ972_RS02045	DR087_RS00120
OG0000088	ABJ972_RS02050	DR087_RS00125
OG0000089	ABJ972_RS02060	DR087_RS00135
OG0000090	ABJ972_RS00070	DR087_RS00500
OG0000091	ABJ972_RS00055	DR087_RS00485
OG0000092	ABJ972_RS00040	DR087_RS00470
OG0000093	ABJ972_RS00035	DR087_RS00465
OG0000094	ABJ972_RS00030	DR087_RS00460
OG0000095	ABJ972_RS00005	DR087_RS00435
OG0000096	ABJ972_RS03550	DR087_RS00430
OG0000097	ABJ972_RS03530	DR087_RS00410
OG0000098	ABJ972_RS03490, ABJ972_RS03520	DR087_RS00400
OG0000099	ABJ972_RS03440	DR087_RS00775
OG0000100	ABJ972_RS03425	DR087_RS00750
OG0000101	ABJ972_RS03420	DR087_RS00745
OG0000102	ABJ972_RS01680	DR087_RS02090
OG0000103	ABJ972_RS02165	DR087_RS00180
OG0000104	ABJ972_RS02170	DR087_RS00185
OG0000105	ABJ972_RS02185	DR087_RS00200
OG0000106	ABJ972_RS02195	DR087_RS00210
OG0000107	ABJ972_RS02205	DR087_RS00220
OG0000108	ABJ972_RS02210	DR087_RS00225
OG0000109	ABJ972_RS02215	DR087_RS00230
OG0000110	ABJ972_RS02335	DR087_RS01695
OG0000111	ABJ972_RS02330	DR087_RS01700
OG0000112	ABJ972_RS02320	DR087_RS01710
OG0000113	ABJ972_RS02300	DR087_RS04610
OG0000114	ABJ972_RS02290	DR087_RS01740
OG0000115	ABJ972_RS02280	DR087_RS01750
OG0000116	ABJ972_RS01285	DR087_RS03310
OG0000117	ABJ972_RS01290	DR087_RS03305
OG0000118	ABJ972_RS01325	DR087_RS01190
OG0000119	ABJ972_RS01330	DR087_RS01185
OG0000120	ABJ972_RS01345	DR087_RS01170
OG0000121	ABJ972_RS01370	DR087_RS01145
OG0000122	ABJ972_RS01375	DR087_RS01140
OG0000123	ABJ972_RS01395	DR087_RS01120
OG0000124	ABJ972_RS01400	DR087_RS01115
OG0000125	ABJ972_RS01405	DR087_RS01110
OG0000126	ABJ972_RS01415	DR087_RS01100
OG0000127	ABJ972_RS01425	DR087_RS01090
OG0000128	ABJ972_RS01440	DR087_RS01075
OG0000129	ABJ972_RS01445	DR087_RS01070
OG0000130	ABJ972_RS01455	DR087_RS01060
OG0000131	ABJ972_RS01485	DR087_RS04535
OG0000132	ABJ972_RS01500	DR087_RS04530
OG0000133	ABJ972_RS00515	DR087_RS02865
OG0000134	ABJ972_RS00520	DR087_RS02870
OG0000135	ABJ972_RS00535	DR087_RS02885
OG0000136	ABJ972_RS00540	DR087_RS02890
OG0000137	ABJ972_RS00570	DR087_RS02930
OG0000138	ABJ972_RS01050	DR087_RS03165
OG0000139	ABJ972_RS01020	DR087_RS03135
OG0000140	ABJ972_RS01015	DR087_RS03130
OG0000141	ABJ972_RS02855	DR087_RS01495
OG0000142	ABJ972_RS02850	DR087_RS04585
OG0000143	ABJ972_RS02830	DR087_RS01465
OG0000144	ABJ972_RS02820	DR087_RS01455
OG0000145	ABJ972_RS02810	DR087_RS01445
OG0000146	ABJ972_RS02800	DR087_RS01435
OG0000147	ABJ972_RS02795	DR087_RS01430
OG0000148	ABJ972_RS02780	DR087_RS01415
OG0000149	ABJ972_RS02770	DR087_RS01405
OG0000150	ABJ972_RS02755	DR087_RS01390
OG0000151	ABJ972_RS02705	DR087_RS03290
OG0000152	ABJ972_RS02700	DR087_RS03285
OG0000153	ABJ972_RS02695	DR087_RS03280
OG0000154	ABJ972_RS02685	DR087_RS03270
OG0000155	ABJ972_RS02650	DR087_RS03545
OG0000156	ABJ972_RS02645	DR087_RS01225
OG0000157	ABJ972_RS02635	DR087_RS04555
OG0000158	ABJ972_RS02625	DR087_RS04560
OG0000159	ABJ972_RS02405	DR087_RS04805
OG0000160	ABJ972_RS02400	DR087_RS02460
OG0000161	ABJ972_RS02395	DR087_RS02455
OG0000162	ABJ972_RS02385	DR087_RS02445
OG0000163	ABJ972_RS02380	DR087_RS02440
OG0000164	ABJ972_RS01585	DR087_RS03205
OG0000165	ABJ972_RS01905	DR087_RS01520
OG0000166	ABJ972_RS01925	DR087_RS00005
OG0000167	ABJ972_RS01940	DR087_RS00020
OG0000168	ABJ972_RS01945	DR087_RS00025
OG0000169	ABJ972_RS02955	DR087_RS01010
OG0000170	ABJ972_RS02970	DR087_RS00990
OG0000171	ABJ972_RS02980	DR087_RS00980
OG0000172	ABJ972_RS02985	DR087_RS00975
OG0000173	ABJ972_RS02990	DR087_RS00970
OG0000174	ABJ972_RS02995	DR087_RS00965
OG0000175	ABJ972_RS03010	DR087_RS00950
OG0000176	ABJ972_RS03055	DR087_RS00900
OG0000177	ABJ972_RS03060	DR087_RS00895
OG0000178	ABJ972_RS03065	DR087_RS00890
OG0000179	ABJ972_RS03075	DR087_RS00880
OG0000180	ABJ972_RS03080	DR087_RS00875
OG0000181	ABJ972_RS03130	DR087_RS04520
OG0000182	ABJ972_RS03140	DR087_RS00820
OG0000183	ABJ972_RS03175	DR087_RS00785
OG0000184	ABJ972_RS03220	DR087_RS02140
OG0000185	ABJ972_RS03205	DR087_RS02155
OG0000186	ABJ972_RS01510	DR087_RS04735
OG0000187	ABJ972_RS01525	DR087_RS03425
OG0000188	ABJ972_RS01535	DR087_RS03415
OG0000189	ABJ972_RS02250	DR087_RS04425
OG0000190	ABJ972_RS02245	DR087_RS00260
OG0000191	ABJ972_RS02225	DR087_RS00240
OG0000192	ABJ972_RS01205	DR087_RS02805
OG0000193	ABJ972_RS01195	DR087_RS02790
OG0000194	ABJ972_RS00980	DR087_RS02185
OG0000195	ABJ972_RS00975	DR087_RS02190
OG0000196	ABJ972_RS00955	DR087_RS02210
OG0000197	ABJ972_RS00950	DR087_RS02215
OG0000198	ABJ972_RS00930	DR087_RS02230
OG0000199	ABJ972_RS00925	DR087_RS02235
OG0000200	ABJ972_RS00910	DR087_RS02250
OG0000201	ABJ972_RS00900	DR087_RS02260
OG0000202	ABJ972_RS00845	DR087_RS02315
OG0000203	ABJ972_RS00840	DR087_RS02320
OG0000204	ABJ972_RS00835	DR087_RS04700
OG0000205	ABJ972_RS00830	DR087_RS02610
OG0000206	ABJ972_RS00810	DR087_RS02590
OG0000207	ABJ972_RS00795	DR087_RS02575
OG0000208	ABJ972_RS00790	DR087_RS02570
OG0000209	ABJ972_RS00785	DR087_RS02565
OG0000210	ABJ972_RS00740	DR087_RS02520
OG0000211	ABJ972_RS00730	DR087_RS02630
OG0000212	ABJ972_RS00720	DR087_RS02640
OG0000213	ABJ972_RS00715	DR087_RS02645
OG0000214	ABJ972_RS00710	DR087_RS02650
OG0000215	ABJ972_RS00705	DR087_RS02655
OG0000216	ABJ972_RS00700	DR087_RS02660
OG0000217	ABJ972_RS00695	DR087_RS02665
OG0000218	ABJ972_RS00685	DR087_RS02675
OG0000219	ABJ972_RS00680	DR087_RS02680
OG0000220	ABJ972_RS00675	DR087_RS02685
OG0000221	ABJ972_RS00670	DR087_RS02690
OG0000222	ABJ972_RS00665	DR087_RS02695
OG0000223	ABJ972_RS00660	DR087_RS02700
OG0000224	ABJ972_RS00650	DR087_RS02710
OG0000225	ABJ972_RS00640	DR087_RS02720
OG0000226	ABJ972_RS00635	DR087_RS02725
OG0000227	ABJ972_RS00630	DR087_RS02730
OG0000228	ABJ972_RS00625	DR087_RS04810
OG0000229	ABJ972_RS00620	DR087_RS02740
OG0000230	ABJ972_RS00615	DR087_RS02745
OG0000231	ABJ972_RS00605	DR087_RS02755
OG0000232	ABJ972_RS00595	DR087_RS02765
OG0000233	ABJ972_RS01080	DR087_RS02010
OG0000234	ABJ972_RS01115	DR087_RS01970
OG0000235	ABJ972_RS01125	DR087_RS01960
OG0000236	ABJ972_RS01130	DR087_RS01955
OG0000237	ABJ972_RS01135	DR087_RS01950
OG0000238	ABJ972_RS01140	DR087_RS01940
OG0000239	ABJ972_RS02865	DR087_RS03355
OG0000240	ABJ972_RS02870	DR087_RS03350
OG0000241	ABJ972_RS02880	DR087_RS03340
OG0000242	ABJ972_RS02885	DR087_RS03365
OG0000243	ABJ972_RS02890	DR087_RS03370
OG0000244	ABJ972_RS02900	DR087_RS03380
OG0000245	ABJ972_RS02910	DR087_RS03390
OG0000246	ABJ972_RS00125	DR087_RS00560
OG0000247	ABJ972_RS00135	DR087_RS02415
OG0000248	ABJ972_RS00145	DR087_RS02405
OG0000249	ABJ972_RS00150	DR087_RS02400
OG0000250	ABJ972_RS00165	DR087_RS02385
OG0000251	ABJ972_RS00195	DR087_RS02350
OG0000252	ABJ972_RS00205	DR087_RS02340
OG0000253	ABJ972_RS00210	DR087_RS02335
OG0000254	ABJ972_RS00220	DR087_RS02325
OG0000255	ABJ972_RS00225	DR087_RS01760
OG0000256	ABJ972_RS00230	DR087_RS01765
OG0000257	ABJ972_RS00255	DR087_RS01790
OG0000258	ABJ972_RS00265	DR087_RS01800
