query	grouping_confidence	location_confidence	orientation_confidence
NZ_QQRL01000029.1	1.0	1.0	1.0
NZ_QQRL01000001.1	1.0	1.0	1.0
NZ_QQRL01000062.1	1.0	1.0	1.0
NZ_QQRL01000052.1	1.0	1.0	1.0
NZ_QQRL01000070.1	1.0	1.0	1.0
NZ_QQRL01000015.1	1.0	0.08202416662429882	1.0
NZ_QQRL01000020.1	1.0	1.0	1.0
NZ_QQRL01000080.1	1.0	1.0	1.0
NZ_QQRL01000024.1	1.0	1.0	1.0
NZ_QQRL01000031.1	1.0	1.0	1.0
NZ_QQRL01000021.1	1.0	1.0	1.0
NZ_QQRL01000010.1	1.0	1.0	1.0
NZ_QQRL01000088.1	1.0	1.0	1.0
NZ_QQRL01000018.1	1.0	1.0	1.0
NZ_QQRL01000032.1	1.0	1.0	1.0
NZ_QQRL01000012.1	1.0	1.0	1.0
NZ_QQRL01000011.1	1.0	1.0	1.0
NZ_QQRL01000051.1	1.0	1.0	1.0
NZ_QQRL01000030.1	1.0	1.0	1.0
NZ_QQRL01000009.1	1.0	1.0	1.0
NZ_QQRL01000074.1	1.0	1.0	1.0
NZ_QQRL01000063.1	1.0	1.0	1.0
NZ_QQRL01000003.1	1.0	1.0	1.0
NZ_QQRL01000002.1	1.0	1.0	1.0
NZ_QQRL01000065.1	1.0	1.0	1.0
NZ_QQRL01000035.1	1.0	1.0	1.0
NZ_QQRL01000056.1	1.0	1.0	1.0
NZ_QQRL01000039.1	1.0	1.0	1.0
NZ_QQRL01000082.1	1.0	1.0	1.0
NZ_QQRL01000095.1	1.0	1.0	1.0
NZ_QQRL01000034.1	1.0	1.0	1.0
NZ_QQRL01000013.1	1.0	1.0	1.0
NZ_QQRL01000040.1	1.0	1.0	1.0
NZ_QQRL01000033.1	1.0	1.0	1.0
NZ_QQRL01000025.1	1.0	1.0	1.0
NZ_QQRL01000026.1	1.0	1.0	1.0
NZ_QQRL01000014.1	1.0	1.0	1.0
NZ_QQRL01000004.1	1.0	1.0	1.0
NZ_QQRL01000023.1	1.0	1.0	1.0
NZ_QQRL01000045.1	1.0	0.0031781149429388976	0.8835087719298246
NZ_QQRL01000028.1	1.0	1.0	1.0
NZ_QQRL01000005.1	1.0	1.0	1.0
NZ_QQRL01000022.1	1.0	1.0	1.0
NZ_QQRL01000069.1	1.0	1.0	1.0
NZ_QQRL01000066.1	1.0	1.0	1.0
NZ_QQRL01000007.1	1.0	1.0	1.0
NZ_QQRL01000042.1	1.0	1.0	1.0
NZ_QQRL01000037.1	1.0	1.0	1.0
NZ_QQRL01000016.1	1.0	0.04079558604591016	0.9950420612020969
NZ_QQRL01000027.1	1.0	1.0	1.0
NZ_QQRL01000008.1	1.0	0.1423976385194091	1.0
NZ_QQRL01000017.1	1.0	1.0	1.0
NZ_QQRL01000006.1	1.0	0.041785885762578565	0.959133802999974
