Orthogroup	MHP_UFV02_genes	MHP_232_genes
OG0000000	FEF31_RS01935	MHP_RS02080
OG0000000	FEF31_RS01860	MHP_RS04000
OG0000000	FEF31_RS02055	MHP_RS02190
OG0000000	FEF31_RS01380, FEF31_RS01385	MHP_RS03825
OG0000001	FEF31_RS00940	MHP_RS00720, MHP_RS00725
OG0000001	FEF31_RS02540	MHP_RS03580
OG0000001	FEF31_RS02495	MHP_RS03935
OG0000001	FEF31_RS02490	MHP_RS02610
OG0000002	FEF31_RS01945	MHP_RS03905
OG0000002	FEF31_RS01940	MHP_RS03800
OG0000002	FEF31_RS04455	MHP_RS01720
OG0000003	FEF31_RS01590	MHP_RS01825
OG0000004	FEF31_RS03775	MHP_RS03135
OG0000005	FEF31_RS03370	MHP_RS00100
OG0000005	FEF31_RS04665	MHP_RS00120
OG0000005	FEF31_RS04660	MHP_RS00105
OG0000005	FEF31_RS03380	MHP_RS00110
OG0000005	FEF31_RS04670	MHP_RS00125
OG0000006	FEF31_RS02230	MHP_RS02365
OG0000006	FEF31_RS02090	MHP_RS02230
OG0000008	FEF31_RS02050	MHP_RS03725, MHP_RS03910
OG0000008	FEF31_RS01300	MHP_RS01640
OG0000008	FEF31_RS02250	MHP_RS03920
OG0000009	FEF31_RS00325	MHP_RS01325
OG0000009	FEF31_RS00845	MHP_RS03870
OG0000009	FEF31_RS00335	MHP_RS01315
OG0000010	FEF31_RS01600	MHP_RS01830
OG0000010	FEF31_RS04440	MHP_RS00445
OG0000011	FEF31_RS01695	MHP_RS01915
OG0000011	FEF31_RS01690	MHP_RS01910
OG0000012	FEF31_RS02235	MHP_RS00400
OG0000013	FEF31_RS02135	MHP_RS02275
OG0000013	FEF31_RS03455	MHP_RS03840
OG0000014	FEF31_RS00745	MHP_RS00920
OG0000014	FEF31_RS04375	MHP_RS01385
OG0000016	FEF31_RS02580	MHP_RS02785
OG0000016	FEF31_RS03440	MHP_RS00180
OG0000017	FEF31_RS03425	MHP_RS00165
OG0000017	FEF31_RS02590	MHP_RS02795
OG0000019	FEF31_RS04805	MHP_RS02965
OG0000020	FEF31_RS03220	MHP_RS03465
OG0000020	FEF31_RS04270	MHP_RS03470
OG0000021	FEF31_RS01520	MHP_RS01755
OG0000022	FEF31_RS01320	MHP_RS01655
OG0000022	FEF31_RS04450	MHP_RS01705
OG0000024	FEF31_RS02485	MHP_RS02605
OG0000024	FEF31_RS00930	MHP_RS00730
OG0000025	FEF31_RS04445	MHP_RS01660
OG0000025	FEF31_RS01370	MHP_RS01700
OG0000026	FEF31_RS01025	MHP_RS00640
OG0000026	FEF31_RS01350	MHP_RS01680
OG0000027	FEF31_RS03015	MHP_RS03675
OG0000027	FEF31_RS04605	MHP_RS03280
OG0000028	FEF31_RS02145, FEF31_RS04525	MHP_RS02285
OG0000029	FEF31_RS00735	MHP_RS00925
OG0000029	FEF31_RS00270	MHP_RS01380
OG0000030	FEF31_RS04590	MHP_RS03260
OG0000030	FEF31_RS04600	MHP_RS03275
OG0000032	FEF31_RS03020	MHP_RS03960
OG0000033	FEF31_RS02140	MHP_RS02280
OG0000035	FEF31_RS03765	MHP_RS03130
OG0000036	FEF31_RS03385	MHP_RS00115
OG0000036	FEF31_RS03400	MHP_RS00130
OG0000038	FEF31_RS01510	MHP_RS01745
OG0000039	FEF31_RS01275	MHP_RS03880, MHP_RS01615
OG0000040	FEF31_RS03890	MHP_RS03205
OG0000041	FEF31_RS00330	MHP_RS01320
OG0000042	FEF31_RS02675	MHP_RS02885
OG0000043	FEF31_RS01660, FEF31_RS01455	MHP_RS01880
OG0000044	FEF31_RS01545	MHP_RS01785
