Orthogroup	MHP_UFV02_genes	MHP_7422_genes
OG0000000	FEF31_RS01875, FEF31_RS01865	MHL_RS02190
OG0000000	FEF31_RS04515	MHL_RS03905
OG0000000	FEF31_RS02055	MHL_RS02380
OG0000001	FEF31_RS00940	MHL_RS03980
OG0000001	FEF31_RS02540	MHL_RS02845
OG0000001	FEF31_RS02495	MHL_RS03875
OG0000001	FEF31_RS02490	MHL_RS04080
OG0000002	FEF31_RS01945	MHL_RS04055
OG0000002	FEF31_RS04505	MHL_RS02195
OG0000002	FEF31_RS04455	MHL_RS01800
OG0000003	FEF31_RS01515	MHL_RS01875
OG0000003	FEF31_RS04510	MHL_RS02255
OG0000003	FEF31_RS01590	MHL_RS03835
OG0000004	FEF31_RS03760	MHL_RS03205
OG0000004	FEF31_RS03775	MHL_RS03215
OG0000005	FEF31_RS03370	MHL_RS00105
OG0000005	FEF31_RS04665	MHL_RS00125
OG0000005	FEF31_RS04660	MHL_RS04205
OG0000005	FEF31_RS03380	MHL_RS00115
OG0000005	FEF31_RS04670	MHL_RS00130
OG0000006	FEF31_RS02230	MHL_RS03635
OG0000006	FEF31_RS02090	MHL_RS02420
OG0000006	FEF31_RS02060	MHL_RS02390
OG0000007	FEF31_RS01925	MHL_RS02250
OG0000007	FEF31_RS01915	MHL_RS02245
OG0000007	FEF31_RS01910	MHL_RS02240
OG0000008	FEF31_RS02050	MHL_RS02375
OG0000008	FEF31_RS01300	MHL_RS04180
OG0000008	FEF31_RS02250	MHL_RS04065
OG0000009	FEF31_RS00325	MHL_RS00755
OG0000009	FEF31_RS00335	MHL_RS00770
OG0000010	FEF31_RS01600	MHL_RS01930
OG0000011	FEF31_RS01695	MHL_RS04185
OG0000011	FEF31_RS01690	MHL_RS02020
OG0000013	FEF31_RS02135	MHL_RS02470
OG0000013	FEF31_RS03455	MHL_RS03925
OG0000014	FEF31_RS00255	MHL_RS00590
OG0000014	FEF31_RS00745	MHL_RS01170
OG0000014	FEF31_RS04375	MHL_RS00695
OG0000015	FEF31_RS01295	MHL_RS01645
OG0000015	FEF31_RS01395	MHL_RS00685
OG0000016	FEF31_RS02580	MHL_RS02885
OG0000016	FEF31_RS03440	MHL_RS00175
OG0000017	FEF31_RS03425	MHL_RS00160
OG0000017	FEF31_RS02590	MHL_RS02895
OG0000018	FEF31_RS01415, FEF31_RS01420	MHL_RS00665
OG0000020	FEF31_RS03220	MHL_RS03545
OG0000020	FEF31_RS04270	MHL_RS03550
OG0000022	FEF31_RS01320	MHL_RS01740
OG0000022	FEF31_RS04450	MHL_RS01790
OG0000023	FEF31_RS01405	MHL_RS00675, MHL_RS03935
OG0000024	FEF31_RS02485	MHL_RS02790
OG0000024	FEF31_RS00930	MHL_RS01355
OG0000025	FEF31_RS04445	MHL_RS01745
OG0000025	FEF31_RS01370	MHL_RS01785
OG0000026	FEF31_RS01025	MHL_RS01445
OG0000027	FEF31_RS03015	MHL_RS03755
OG0000027	FEF31_RS04605	MHL_RS03360
OG0000029	FEF31_RS00735	MHL_RS01165
OG0000029	FEF31_RS00270	MHL_RS00700
OG0000030	FEF31_RS04590	MHL_RS03335
OG0000030	FEF31_RS04600	MHL_RS03355
OG0000031	FEF31_RS01265	MHL_RS01685
OG0000031	FEF31_RS01450	MHL_RS00630
OG0000032	FEF31_RS03020	MHL_RS03350
OG0000034	FEF31_RS01895	MHL_RS04045
OG0000035	FEF31_RS03765	MHL_RS03210
OG0000036	FEF31_RS03385	MHL_RS00120
OG0000036	FEF31_RS03400	MHL_RS00135
OG0000039	FEF31_RS01275	MHL_RS01705
OG0000041	FEF31_RS00330	MHL_RS00760
OG0000042	FEF31_RS02675	MHL_RS02985
OG0000043	FEF31_RS01455	MHL_RS00625
