Orthogroup	MHP_UFV02_genes	MHP_1257_genes
OG0000000	FEF31_RS01935	ABKJ22_RS02210
OG0000000	FEF31_RS01875	ABKJ22_RS02265
OG0000000	FEF31_RS01865	ABKJ22_RS02255
OG0000000	FEF31_RS04515, FEF31_RS01860, FEF31_RS02055	ABKJ22_RS02090
OG0000000	FEF31_RS01380, FEF31_RS01385	ABKJ22_RS01715
OG0000001	FEF31_RS00935	ABKJ22_RS01295
OG0000001	FEF31_RS02495	ABKJ22_RS02690
OG0000001	FEF31_RS02490	ABKJ22_RS02685
OG0000002	FEF31_RS01945	ABKJ22_RS02205
OG0000002	FEF31_RS04505	ABKJ22_RS02250
OG0000002	FEF31_RS04455	ABKJ22_RS01720
OG0000003	FEF31_RS04365	ABKJ22_RS01780
OG0000003	FEF31_RS04510	ABKJ22_RS02215
OG0000003	FEF31_RS01590	ABKJ22_RS01825
OG0000004	FEF31_RS03760, FEF31_RS03775	ABKJ22_RS02940
OG0000005	FEF31_RS03370	ABKJ22_RS00095
OG0000005	FEF31_RS04665	ABKJ22_RS00115
OG0000005	FEF31_RS04660	ABKJ22_RS00100
OG0000005	FEF31_RS03380	ABKJ22_RS00105
OG0000005	FEF31_RS04670	ABKJ22_RS00120
OG0000006	FEF31_RS02060	ABKJ22_RS02280
OG0000007	FEF31_RS01925	ABKJ22_RS02220
OG0000007	FEF31_RS01915	ABKJ22_RS02225
OG0000007	FEF31_RS01910	ABKJ22_RS02230
OG0000008	FEF31_RS02050	ABKJ22_RS02100
OG0000008	FEF31_RS01300	ABKJ22_RS01635
OG0000008	FEF31_RS02250	ABKJ22_RS02455
OG0000009	FEF31_RS00325	ABKJ22_RS01035
OG0000009	FEF31_RS00845	ABKJ22_RS01210
OG0000009	FEF31_RS00335	ABKJ22_RS01020
OG0000010	FEF31_RS01600	ABKJ22_RS01835
OG0000011	FEF31_RS01695	ABKJ22_RS01925
OG0000011	FEF31_RS01690	ABKJ22_RS01920
OG0000012	FEF31_RS02235	ABKJ22_RS00425
OG0000013	FEF31_RS02135	ABKJ22_RS02355
OG0000013	FEF31_RS03455	ABKJ22_RS00180
OG0000014	FEF31_RS00255	ABKJ22_RS00595
OG0000014	FEF31_RS00745	ABKJ22_RS01105
OG0000014	FEF31_RS04375	ABKJ22_RS01095
OG0000015	FEF31_RS01295	ABKJ22_RS01630
OG0000016	FEF31_RS02580	ABKJ22_RS02785
OG0000016	FEF31_RS03440	ABKJ22_RS00165
OG0000017	FEF31_RS03425	ABKJ22_RS00150
OG0000017	FEF31_RS02590	ABKJ22_RS02795
OG0000019	FEF31_RS04805	ABKJ22_RS02945
OG0000020	FEF31_RS03220	ABKJ22_RS03435
