Orthogroup	MHP_11_genes	MHP_232_genes
OG0000000	B5C39_RS02485	MHP_RS02080
OG0000000	B5C39_RS03935	MHP_RS04000
OG0000000	B5C39_RS02595	MHP_RS02190
OG0000000	B5C39_RS03835	MHP_RS03915
OG0000000	B5C39_RS03750	MHP_RS03825
OG0000000	B5C39_RS03235	MHP_RS01715
OG0000001	B5C39_RS01615	MHP_RS00720
OG0000001	B5C39_RS01620	MHP_RS00725
OG0000001	B5C39_RS03070	MHP_RS03580
OG0000001	B5C39_RS03865	MHP_RS03935
OG0000001	B5C39_RS03020	MHP_RS02610
OG0000002	B5C39_RS03825	MHP_RS03905
OG0000002	B5C39_RS03650	MHP_RS03800
OG0000002	B5C39_RS03240	MHP_RS01720
OG0000003	B5C39_RS03270	MHP_RS01750
OG0000003	B5C39_RS02395	MHP_RS01485
OG0000003	B5C39_RS03345	MHP_RS01825
OG0000004	B5C39_RS00390	MHP_RS03125
OG0000004	B5C39_RS00400	MHP_RS03135
OG0000004	B5C39_RS03760	MHP_RS02945
OG0000005	B5C39_RS00915	MHP_RS00100
OG0000005	B5C39_RS00935	MHP_RS00120
OG0000005	B5C39_RS00920	MHP_RS00105
OG0000005	B5C39_RS00925	MHP_RS00110
OG0000005	B5C39_RS00940	MHP_RS00125
OG0000006	B5C39_RS03845	MHP_RS02365
OG0000006	B5C39_RS02605	MHP_RS03575
OG0000006	B5C39_RS02640	MHP_RS02230
OG0000008	B5C39_RS03740	MHP_RS03725
OG0000008	B5C39_RS03830	MHP_RS03910
OG0000008	B5C39_RS03850	MHP_RS03920
OG0000009	B5C39_RS00900	MHP_RS00085
OG0000009	B5C39_RS03820	MHP_RS03870
OG0000009	B5C39_RS02225	MHP_RS01315
OG0000010	B5C39_RS03350	MHP_RS01830
OG0000010	B5C39_RS03795	MHP_RS03845
OG0000010	B5C39_RS01340	MHP_RS00445
OG0000010	B5C39_RS00910	MHP_RS00095
OG0000011	B5C39_RS03455	MHP_RS01915
OG0000011	B5C39_RS03450	MHP_RS01910
OG0000012	B5C39_RS01220	MHP_RS00400
OG0000013	B5C39_RS02685	MHP_RS02275
OG0000013	B5C39_RS03780	MHP_RS03840
OG0000014	B5C39_RS01820	MHP_RS00920
OG0000014	B5C39_RS02290	MHP_RS01385
OG0000015	B5C39_RS03085	MHP_RS02750
OG0000016	B5C39_RS00060	MHP_RS02785
OG0000016	B5C39_RS00985	MHP_RS00180
OG0000017	B5C39_RS00970	MHP_RS00165
OG0000017	B5C39_RS00070	MHP_RS02795
OG0000018	B5C39_RS01575	MHP_RS00680
OG0000018	B5C39_RS03785	MHP_RS03940
OG0000019	B5C39_RS03765	MHP_RS02955
OG0000020	B5C39_RS00735	MHP_RS03465
OG0000020	B5C39_RS00740	MHP_RS03470
OG0000021	B5C39_RS03275	MHP_RS01755
OG0000021	B5C39_RS02385	MHP_RS01475
OG0000022	B5C39_RS03170	MHP_RS01655
OG0000022	B5C39_RS03225	MHP_RS01705
OG0000023	B5C39_RS01580	MHP_RS00685
OG0000023	B5C39_RS01320	MHP_RS02730
OG0000024	B5C39_RS03015	MHP_RS02605
OG0000024	B5C39_RS01625	MHP_RS00730
OG0000025	B5C39_RS03175	MHP_RS01660
OG0000025	B5C39_RS03220	MHP_RS01700
OG0000026	B5C39_RS01535	MHP_RS00640
OG0000026	B5C39_RS03200	MHP_RS01680
OG0000027	B5C39_RS00530	MHP_RS03675
OG0000027	B5C39_RS00545	MHP_RS03280
OG0000028	B5C39_RS02695	MHP_RS02285
OG0000029	B5C39_RS01825	MHP_RS00925
OG0000029	B5C39_RS02285	MHP_RS01380
OG0000030	B5C39_RS00520	MHP_RS03260
OG0000030	B5C39_RS00540	MHP_RS03275
OG0000031	B5C39_RS01325	MHP_RS02675
OG0000031	B5C39_RS03115	MHP_RS01600
OG0000032	B5C39_RS03770	MHP_RS03960
OG0000032	B5C39_RS00535	MHP_RS03270
OG0000033	B5C39_RS02690	MHP_RS02280
OG0000035	B5C39_RS00395	MHP_RS03130
OG0000035	B5C39_RS00375	MHP_RS03120
OG0000036	B5C39_RS00930	MHP_RS00115
OG0000036	B5C39_RS00945	MHP_RS00130
OG0000037	B5C39_RS03745	MHP_RS03820
OG0000038	B5C39_RS02400	MHP_RS01490
OG0000038	B5C39_RS03265	MHP_RS01745
OG0000039	B5C39_RS03875	MHP_RS03880
OG0000039	B5C39_RS03130	MHP_RS01615
OG0000040	B5C39_RS00465	MHP_RS03205
OG0000042	B5C39_RS00160	MHP_RS02885
OG0000043	B5C39_RS03420	MHP_RS01880
OG0000044	B5C39_RS03305	MHP_RS01785
OG0000045	B5C39_RS03140	MHP_RS01625
OG0000046	B5C39_RS00475	MHP_RS03215
OG0000047	B5C39_RS00010	MHP_RS02735
OG0000048	B5C39_RS03615	MHP_RS02060
OG0000049	B5C39_RS00240	MHP_RS02985
OG0000050	B5C39_RS02725	MHP_RS02315
OG0000051	B5C39_RS02930	MHP_RS02520
OG0000052	B5C39_RS00890	MHP_RS00075
OG0000053	B5C39_RS01450	MHP_RS00555
OG0000054	B5C39_RS02750	MHP_RS02340
OG0000055	B5C39_RS00950	MHP_RS00145
OG0000056	B5C39_RS00720	MHP_RS03450
OG0000057	B5C39_RS00145	MHP_RS02870
OG0000058	B5C39_RS01330	MHP_RS02670
OG0000059	B5C39_RS01265	MHP_RS02680
OG0000060	B5C39_RS03775	MHP_RS03835
OG0000060	B5C39_RS03815	MHP_RS03865
OG0000061	B5C39_RS03095	MHP_RS01580
OG0000061	B5C39_RS03360	MHP_RS01840
OG0000062	B5C39_RS00780	MHP_RS03505
OG0000063	B5C39_RS00775	MHP_RS03500
OG0000064	B5C39_RS00765	MHP_RS03490
OG0000065	B5C39_RS02530	MHP_RS02125
OG0000066	B5C39_RS01545	MHP_RS00650
OG0000067	B5C39_RS02370	MHP_RS01460
OG0000068	B5C39_RS02250	MHP_RS03685
OG0000069	B5C39_RS00035	MHP_RS02760
OG0000070	B5C39_RS02755	MHP_RS02345
OG0000071	B5C39_RS00455	MHP_RS03195
OG0000072	B5C39_RS00460	MHP_RS03200
OG0000073	B5C39_RS02200	MHP_RS01290
OG0000074	B5C39_RS02005	MHP_RS01100
OG0000075	B5C39_RS01170	MHP_RS00350
OG0000076	B5C39_RS01185	MHP_RS00365
OG0000077	B5C39_RS02455	MHP_RS01545
OG0000078	B5C39_RS03190	MHP_RS01670
OG0000079	B5C39_RS02835	MHP_RS02420
OG0000080	B5C39_RS03700	MHP_RS03805
OG0000081	B5C39_RS01165	MHP_RS00345
OG0000082	B5C39_RS02680	MHP_RS02270
OG0000083	B5C39_RS03525	MHP_RS01985
OG0000084	B5C39_RS03550	MHP_RS02010
OG0000085	B5C39_RS03555	MHP_RS02015
OG0000086	B5C39_RS03565	MHP_RS02025
