# BUSCO version is: 5.8.1 
# The lineage dataset is: mycoplasmatales_odb10 (Creation date: 2024-01-08, number of genomes: 79, number of BUSCOs: 174)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
17at2085	Complete	NC_021283.1	808380	804142	-	1921.5	1289	https://v10-1.orthodb.org/?query=17at2085	DNA-directed RNA polymerase subunit beta'
53at2085	Complete	NC_021283.1	812099	808437	-	1725.1	1198	https://v10-1.orthodb.org/?query=53at2085	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
56at2085	Complete	NC_021283.1	710230	705821	-	1374.2	1032	https://v10-1.orthodb.org/?query=56at2085	DNA polymerase III PolC-type
78at2085	Complete	NC_021283.1	863468	866407	+	938.6	777	https://v10-1.orthodb.org/?query=78at2085	SMCs flexible hinge
111at2085	Complete	NC_021283.1	114150	111307	-	1169.6	770	https://v10-1.orthodb.org/?query=111at2085	UvrABC system protein A
118at2085	Complete	NC_021283.1	534347	532455	-	260.0	331	https://v10-1.orthodb.org/?query=118at2085	Domain of unknown functionDUF2779
147at2085	Complete	NC_021283.1	698075	695463	-	647.0	456	https://v10-1.orthodb.org/?query=147at2085	Lon protease
148at2085	Complete	NC_021283.1	91947	89863	-	1036.6	579	https://v10-1.orthodb.org/?query=148at2085	Elongation factor G
157at2085	Complete	NC_021283.1	33751	31091	-	771.2	620	https://v10-1.orthodb.org/?query=157at2085	Isoleucine--tRNA ligase
163at2085	Complete	NC_021283.1	225433	228084	+	819.5	620	https://v10-1.orthodb.org/?query=163at2085	Alanine--tRNA ligase
218at2085	Complete	NC_021283.1	527049	529310	+	436.1	495	https://v10-1.orthodb.org/?query=218at2085	DNA helicase
244at2085	Complete	NC_021283.1	359840	357930	-	552.8	463	https://v10-1.orthodb.org/?query=244at2085	DNA topoisomerase I, type IA
406at2085	Complete	NC_021283.1	116599	114143	-	674.8	488	https://v10-1.orthodb.org/?query=406at2085	Ribonuclease J
462at2085	Complete	NC_021283.1	853296	850924	-	736.5	609	https://v10-1.orthodb.org/?query=462at2085	Leucine--tRNA ligase
482at2085	Complete	NC_021283.1	43632	41548	-	508.0	501	https://v10-1.orthodb.org/?query=482at2085	Ribonuclease R
492at2085	Complete	NC_021283.1	80968	82770	+	834.8	490	https://v10-1.orthodb.org/?query=492at2085	Chaperone protein DnaK
501at2085	Complete	NC_021283.1	86730	88526	+	822.1	526	https://v10-1.orthodb.org/?query=501at2085	Elongation factor 4
