HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_genes	MFC_MF11_genes	MFC_MF18_genes	MFC_MF22_genes	MFC_MF29_genes	MFC_MF30_genes	MFC_MF33_genes	MFC_Ms42_genes	MHP_111A_genes	MHP_112B_genes	MHP_116_genes	MHP_11_genes	MHP_1257_genes	MHP_131B_genes	MHP_133A_genes	MHP_153B_genes	MHP_154B_genes	MHP_168L_genes	MHP_168_genes	MHP_232_genes	MHP_4284_genes	MHP_7422_genes	MHP_7448_genes	MHP_98_genes	MHP_ES2L_genes	MHP_ES2_genes	MHP_F72C_genes	MHP_J_genes	MHP_KM014_genes	MHP_LH_genes	MHP_MHP650_genes	MHP_MHP653_genes	MHP_MHP679_genes	MHP_MHP682_genes	MHP_MHP691_genes	MHP_MHP694_genes	MHP_MHP696_genes	MHP_MHP699_genes	MHP_MHP709_genes	MHP_NCTC10127_genes	MHP_TB1_genes	MHP_UFV01_genes	MHP_UFV02_genes	MHP_Ue273_genes
N5.HOG0000000	OG0000000	n2										NBX26_RS01900						NB625_RS02335	NB624_RS02330						MHP7448_RS02135																					
N5.HOG0000001	OG0000000	n43																						MHL_RS03860																						
N5.HOG0000002	OG0000000	n58																NB625_RS02230	NB624_RS02240																											
N5.HOG0000003	OG0000000	n94									NB623_RS01020	NBX26_RS01015						NB625_RS02220	NB624_RS02230																											
N5.HOG0000004	OG0000000	n125										NBX26_RS01025						NB625_RS02215, NB625_RS02225	NB624_RS02225, NB624_RS02235																											
N5.HOG0000005	OG0000000	n154									NB623_RS01025	NBX26_RS01020, NBX26_RS01030						NB625_RS02210	NB624_RS02220																											
N5.HOG0000006	OG0000000	n177									NB623_RS01030	NBX26_RS01035						NB625_RS02330	NB624_RS02325					MHL_RS03905	MHP7448_RS03990																					
N5.HOG0000007	OG0000000	n199									NB623_RS01855																																			
N5.HOG0000008	OG0000000	n203										NBX26_RS01905																																		
N5.HOG0000009	OG0000000	n217									NB623_RS02460	NBX26_RS02470												MHL_RS02380	MHP7448_RS02245																					
N5.HOG0000010	OG0000000	n239																						MHL_RS04190	MHP7448_RS03825																					
N5.HOG0000011	OG0000000	n254																	NB624_RS02460																											
N5.HOG0000012	OG0000000	n260																NB625_RS02465																												
N5.HOG0000013	OG0000000	n283									NB623_RS01845								NB624_RS01720																											
N5.HOG0000014	OG0000000	n294									NB623_RS01850							NB625_RS01725	NB624_RS01725																											
N5.HOG0000015	OG0000000	n317									NB623_RS01865	NBX26_RS01860												MHL_RS03710	MHP7448_RS01740																					
N5.HOG0000016	OG0000001	n28																						MHL_RS03980																						
N5.HOG0000017	OG0000001	n30																NB625_RS01285	NB624_RS01275						MHP7448_RS01300																					
N5.HOG0000018	OG0000001	n31									NB623_RS01400	NBX26_RS01405						NB625_RS01280	NB624_RS01270																											
N5.HOG0000019	OG0000001	n37																							MHP7448_RS01295																					
N5.HOG0000020	OG0000001	n57									NB623_RS02960	NBX26_RS02970						NB625_RS02955	NB624_RS02960					MHL_RS02845	MHP7448_RS02820																					
N5.HOG0000021	OG0000001	n78																						MHL_RS03875	MHP7448_RS03920																					
N5.HOG0000022	OG0000001	n91									NB623_RS02915	NBX26_RS02925																																		
N5.HOG0000023	OG0000001	n97									NB623_RS02910	NBX26_RS02920						NB625_RS02910	NB624_RS02915					MHL_RS04080	MHP7448_RS04045																					
N5.HOG0000024	OG0000002	n16									NB623_RS02345	NBX26_RS02355						NB625_RS02350	NB624_RS02340					MHL_RS04055	MHP7448_RS03995																					
N5.HOG0000025	OG0000002	n32																NB625_RS02345	NB624_RS02335					MHL_RS03865	MHP7448_RS03900																					
N5.HOG0000026	OG0000002	n38									NB623_RS01905	NBX26_RS01895						NB625_RS02340																												
N5.HOG0000027	OG0000002	n64									NB623_RS01015	NBX26_RS01010						NB625_RS02235	NB624_RS02245					MHL_RS02195																						
N5.HOG0000028	OG0000002	n95																NB625_RS01730	NB624_RS01730					MHL_RS01800	MHP7448_RS01745																					
N5.HOG0000029	OG0000003	n12									NB623_RS00495	NBX26_RS00500							NB624_RS01755																											
N5.HOG0000030	OG0000003	n20									NB623_RS00505	NBX26_RS00510																																		
N5.HOG0000031	OG0000003	n30																						MHL_RS01875																						
N5.HOG0000032	OG0000003	n54																NB625_RS01750	NB624_RS01750																											
N5.HOG0000033	OG0000003	n56																							MHP7448_RS01830																					
N5.HOG0000034	OG0000003	n59																NB625_RS00510	NB624_RS00505						MHP7448_RS00505, MHP7448_RS01785																					
N5.HOG0000035	OG0000003	n65									NB623_RS00940	NBX26_RS00940						NB625_RS02310	NB624_RS02310																											
N5.HOG0000036	OG0000003	n77									NB623_RS00945	NBX26_RS00945																																		
N5.HOG0000037	OG0000003	n88																						MHL_RS02255																						
N5.HOG0000038	OG0000003	n92									NB623_RS01040	NBX26_RS01045																																		
N5.HOG0000039	OG0000003	n93									NB623_RS01035	NBX26_RS01040																																		
N5.HOG0000040	OG0000003	n118																						MHL_RS03835																						
N5.HOG0000041	OG0000003	n132									NB623_RS02255	NBX26_RS02265																																		
N5.HOG0000042	OG0000003	n133																NB625_RS01830	NB624_RS01835																											
N5.HOG0000043	OG0000004	n5									NB623_RS03360	NBX26_RS03380						NB625_RS03355	NB624_RS03355					MHL_RS03205	MHP7448_RS03230																					
N5.HOG0000044	OG0000004	n25									NB623_RS03350	NBX26_RS03370																																		
N5.HOG0000045	OG0000004	n36																NB625_RS03360	NB624_RS03360						MHP7448_RS03235																					
N5.HOG0000046	OG0000004	n51									NB623_RS03365	NBX26_RS03385						NB625_RS03370						MHL_RS03215	MHP7448_RS03245																					
N5.HOG0000047	OG0000004	n76									NB623_RS03170	NBX26_RS03185						NB625_RS03170	NB624_RS03175																											
N5.HOG0000048	OG0000004	n106																NB625_RS03190	NB624_RS03195						MHP7448_RS03055																					
N5.HOG0000049	OG0000004	n127									NB623_RS03180	NBX26_RS03195													MHP7448_RS03065																					
N5.HOG0000050	OG0000004	n134									NB623_RS03190	NBX26_RS03205						NB625_RS03180	NB624_RS03185																											
N5.HOG0000051	OG0000005	n1									NB623_RS00105	NBX26_RS00105						NB625_RS00100	NB624_RS00100					MHL_RS00105	MHP7448_RS00100																					
N5.HOG0000052	OG0000005	n32																NB625_RS00125						MHL_RS00125	MHP7448_RS00120																					
N5.HOG0000053	OG0000005	n52									NB623_RS00110	NBX26_RS00110												MHL_RS04205	MHP7448_RS00105																					
N5.HOG0000054	OG0000005	n92									NB623_RS00115	NBX26_RS00115						NB625_RS00105	NB624_RS00105					MHL_RS00115	MHP7448_RS00110																					
N5.HOG0000055	OG0000005	n113																						MHL_RS00130	MHP7448_RS00125																					
N5.HOG0000056	OG0000006	n3									NB623_RS02650	NBX26_RS02660												MHL_RS03635																						
N5.HOG0000057	OG0000006	n11																							MHP7448_RS04025																					
N5.HOG0000058	OG0000006	n25																NB625_RS02650	NB624_RS02650																											
N5.HOG0000059	OG0000006	n70									NB623_RS02495	NBX26_RS02505						NB625_RS02500	NB624_RS02495																											
N5.HOG0000060	OG0000006	n87																NB625_RS02645	NB624_RS02645						MHP7448_RS02380																					
N5.HOG0000061	OG0000006	n104									NB623_RS02465	NBX26_RS02475						NB625_RS02470	NB624_RS02465					MHL_RS02390	MHP7448_RS02255																					
N5.HOG0000062	OG0000007	n3																NB625_RS02315																												
N5.HOG0000063	OG0000007	n10									NB623_RS00955																																			
N5.HOG0000064	OG0000007	n11									NB623_RS00950																																			
N5.HOG0000065	OG0000007	n12										NBX26_RS00950																																		
N5.HOG0000066	OG0000007	n13									NB623_RS01045	NBX26_RS01050						NB625_RS02325						MHL_RS02250																						
N5.HOG0000067	OG0000007	n28									NB623_RS00970	NBX26_RS00965																																		
N5.HOG0000068	OG0000007	n32									NB623_RS01050	NBX26_RS01055						NB625_RS02305	NB624_RS02305					MHL_RS02245																						
N5.HOG0000069	OG0000007	n45									NB623_RS01060	NBX26_RS01065												MHL_RS02240																						
N5.HOG0000070	OG0000008	n2									NB623_RS02455	NBX26_RS02465						NB625_RS02460	NB624_RS02450					MHL_RS02375	MHP7448_RS02240																					
N5.HOG0000071	OG0000008	n34																	NB624_RS01630																											
N5.HOG0000072	OG0000008	n35									NB623_RS01760	NBX26_RS01765						NB625_RS01635, NB625_RS01640	NB624_RS01625, NB624_RS01635					MHL_RS04180	MHP7448_RS01665																					
N5.HOG0000073	OG0000008	n73																NB625_RS02660	NB624_RS02665					MHL_RS04065	MHP7448_RS04030																					
N5.HOG0000074	OG0000008	n87									NB623_RS02665	NBX26_RS02670																																		
N5.HOG0000075	OG0000008	n89									NB623_RS02660	NBX26_RS02665																																		
N5.HOG0000076	OG0000009	n2									NB623_RS00660, NB623_RS00665	NBX26_RS00665						NB625_RS01020	NB624_RS01015					MHL_RS00755	MHP7448_RS00675																					
N5.HOG0000077	OG0000009	n16									NB623_RS00090	NBX26_RS00090						NB625_RS00085	NB624_RS00085					MHL_RS00090	MHP7448_RS00085																					
N5.HOG0000078	OG0000009	n35									NB623_RS00680	NBX26_RS00685						NB625_RS01005	NB624_RS01000					MHL_RS00770	MHP7448_RS00690																					
N5.HOG0000079	OG0000010	n1																NB625_RS01850	NB624_RS01855																											
N5.HOG0000080	OG0000010	n3									NB623_RS02245	NBX26_RS02250												MHL_RS01930	MHP7448_RS01885																					
N5.HOG0000081	OG0000010	n68																						MHL_RS04125																						
N5.HOG0000082	OG0000010	n72																						MHL_RS00100	MHP7448_RS00095																					
N5.HOG0000083	OG0000011	n8																						MHL_RS02025																						
N5.HOG0000084	OG0000011	n10									NB623_RS02145	NBX26_RS02155						NB625_RS01950	NB624_RS01955					MHL_RS04185	MHP7448_RS01970																					
N5.HOG0000085	OG0000011	n51									NB623_RS02150								NB624_RS01950					MHL_RS02020	MHP7448_RS01965																					
N5.HOG0000086	OG0000012	n5																							MHP7448_RS01780, MHP7448_RS03630																					
N5.HOG0000087	OG0000012	n15									NB623_RS01890	NBX26_RS01885													MHP7448_RS01190																					
N5.HOG0000088	OG0000012	n19																NB625_RS01075, NB625_RS02890	NB624_RS01075, NB624_RS02895																											
N5.HOG0000089	OG0000012	n26									NB623_RS01710	NBX26_RS01715																																		
N5.HOG0000090	OG0000012	n42									NB623_RS01005	NBX26_RS01000																																		
N5.HOG0000091	OG0000012	n52									NB623_RS02340	NBX26_RS02350													MHP7448_RS03435																					
N5.HOG0000092	OG0000012	n53																							MHP7448_RS02690																					
N5.HOG0000093	OG0000012	n57									NB623_RS02230	NBX26_RS02235						NB625_RS01865	NB624_RS01870					MHL_RS03845	MHP7448_RS03880																					
N5.HOG0000094	OG0000013	n1									NB623_RS02540	NBX26_RS02550						NB625_RS02545	NB624_RS02540					MHL_RS02470	MHP7448_RS02430																					
N5.HOG0000095	OG0000013	n47																NB625_RS00190	NB624_RS00185					MHL_RS03925	MHP7448_RS03945																					
N5.HOG0000096	OG0000014	n10																	NB624_RS00595					MHL_RS00590																						
N5.HOG0000097	OG0000014	n30									NB623_RS01220							NB625_RS01095	NB624_RS01090					MHL_RS01170	MHP7448_RS01090																					
N5.HOG0000098	OG0000014	n57									NB623_RS00600	NBX26_RS00605						NB625_RS01085	NB624_RS01080					MHL_RS00695	MHP7448_RS00605																					
N5.HOG0000099	OG0000015	n6									NB623_RS01750	NBX26_RS01755																																		
N5.HOG0000100	OG0000015	n7									NB623_RS01925	NBX26_RS01925						NB625_RS02065	NB624_RS02070																											
N5.HOG0000101	OG0000015	n22									NB623_RS01685	NBX26_RS01690						NB625_RS01630	NB624_RS01620					MHL_RS01645	MHP7448_RS03965																					
N5.HOG0000102	OG0000015	n24																						MHL_RS00685	MHP7448_RS04000, MHP7448_RS04005																					
