Orthogroup	MHP_11_genes	MHP_153B_genes
OG0000000	B5C39_RS02485	NB625_RS02335
OG0000001	B5C39_RS03070	NB625_RS02955
OG0000001	B5C39_RS03020	NB625_RS02910
OG0000002	B5C39_RS03825	NB625_RS02350
OG0000002	B5C39_RS03650	NB625_RS02340
OG0000002	B5C39_RS03240	NB625_RS01730
OG0000003	B5C39_RS03345	NB625_RS01830
OG0000004	B5C39_RS00380	NB625_RS03355
OG0000004	B5C39_RS00400	NB625_RS03370
OG0000005	B5C39_RS00915	NB625_RS00100
OG0000005	B5C39_RS00935	NB625_RS00125
OG0000005	B5C39_RS00925	NB625_RS00105
OG0000006	B5C39_RS02640	NB625_RS02645
OG0000008	B5C39_RS03740, B5C39_RS03830	NB625_RS02460
OG0000008	B5C39_RS03850	NB625_RS02660
OG0000009	B5C39_RS00900	NB625_RS00085
OG0000009	B5C39_RS02225	NB625_RS01005
OG0000010	B5C39_RS03350, B5C39_RS03795, B5C39_RS01340, B5C39_RS00910	NB625_RS01850
OG0000011	B5C39_RS03455	NB625_RS01950
OG0000012	B5C39_RS01220	NB625_RS02890, NB625_RS01075, NB625_RS01865
OG0000013	B5C39_RS02685	NB625_RS02545
OG0000013	B5C39_RS03780	NB625_RS00190
OG0000014	B5C39_RS01820	NB625_RS01095
OG0000014	B5C39_RS02290	NB625_RS01085
OG0000015	B5C39_RS03085	NB625_RS02065
OG0000016	B5C39_RS00060	NB625_RS02995
OG0000016	B5C39_RS00985	NB625_RS00175
OG0000017	B5C39_RS00970	NB625_RS00160
OG0000017	B5C39_RS00070	NB625_RS03005
OG0000018	B5C39_RS03790, B5C39_RS03785	NB625_RS02090
OG0000019	B5C39_RS03765	NB625_RS03185
OG0000020	B5C39_RS00740	NB625_RS03695
OG0000021	B5C39_RS02385	NB625_RS01760
OG0000022	B5C39_RS03170	NB625_RS01665
OG0000022	B5C39_RS03225	NB625_RS01720
OG0000023	B5C39_RS01580, B5C39_RS01320	NB625_RS01320
OG0000024	B5C39_RS03015	NB625_RS02905
OG0000024	B5C39_RS01625	NB625_RS01275
OG0000025	B5C39_RS03175	NB625_RS01670
OG0000025	B5C39_RS03220	NB625_RS01715
OG0000026	B5C39_RS01535	NB625_RS01365
OG0000026	B5C39_RS03200	NB625_RS01695
OG0000027	B5C39_RS00530	NB625_RS03505
OG0000029	B5C39_RS01825	NB625_RS00600
OG0000029	B5C39_RS02285	NB625_RS01080
OG0000030	B5C39_RS00520	NB625_RS03495
OG0000031	B5C39_RS01325	NB625_RS02145
OG0000031	B5C39_RS03115	NB625_RS01605
OG0000035	B5C39_RS00395	NB625_RS03365
OG0000036	B5C39_RS00930	NB625_RS00110
OG0000036	B5C39_RS00945	NB625_RS00130
OG0000039	B5C39_RS03875, B5C39_RS03130	NB625_RS01615
OG0000040	B5C39_RS00465	NB625_RS03440
OG0000042	B5C39_RS00160	NB625_RS03095
OG0000043	B5C39_RS03420	NB625_RS01915
OG0000044	B5C39_RS03955	NB625_RS01680
OG0000044	B5C39_RS03305	NB625_RS01790
OG0000045	B5C39_RS03140	NB625_RS01620
OG0000046	B5C39_RS00475	NB625_RS03445
OG0000047	B5C39_RS03620	NB625_RS02080
OG0000048	B5C39_RS03615	NB625_RS02195
OG0000049	B5C39_RS00240	NB625_RS03205
OG0000050	B5C39_RS02725	NB625_RS02595
OG0000051	B5C39_RS02930	NB625_RS02810
OG0000052	B5C39_RS00890	NB625_RS00075
OG0000053	B5C39_RS01450	NB625_RS01450, NB625_RS01455
OG0000054	B5C39_RS02750	NB625_RS02620
OG0000055	B5C39_RS00950	NB625_RS00135
OG0000056	B5C39_RS00720	NB625_RS03680
OG0000057	B5C39_RS00145	NB625_RS03080
OG0000058	B5C39_RS01330	NB625_RS02150
OG0000061	B5C39_RS03095	NB625_RS01860
OG0000062	B5C39_RS00780	NB625_RS03725
OG0000063	B5C39_RS00775	NB625_RS03720
OG0000064	B5C39_RS00765	NB625_RS03710
OG0000065	B5C39_RS02530	NB625_RS02395
OG0000066	B5C39_RS01545	NB625_RS01355
OG0000067	B5C39_RS02370	NB625_RS00525
OG0000068	B5C39_RS02250	NB625_RS01040
OG0000069	B5C39_RS00035	NB625_RS02975
OG0000070	B5C39_RS02755	NB625_RS02625
OG0000071	B5C39_RS00455	NB625_RS03430
OG0000072	B5C39_RS00460	NB625_RS03435
OG0000073	B5C39_RS02200	NB625_RS00980
OG0000074	B5C39_RS02005	NB625_RS00780
OG0000075	B5C39_RS01170	NB625_RS00345
OG0000076	B5C39_RS01185	NB625_RS00360
OG0000077	B5C39_RS02455	NB625_RS00445
OG0000079	B5C39_RS02835	NB625_RS02710
OG0000080	B5C39_RS03700	NB625_RS02760
OG0000081	B5C39_RS01165	NB625_RS00340
OG0000082	B5C39_RS02680	NB625_RS02540
OG0000083	B5C39_RS03525	NB625_RS02020
OG0000084	B5C39_RS03550	NB625_RS02050
OG0000085	B5C39_RS03555	NB625_RS02055
OG0000086	B5C39_RS03565	NB625_RS02160
OG0000087	B5C39_RS03580	NB625_RS02175
OG0000088	B5C39_RS03585	NB625_RS02180
OG0000089	B5C39_RS03595	NB625_RS02190
OG0000090	B5C39_RS00885	NB625_RS00070
OG0000091	B5C39_RS00870	NB625_RS00055
OG0000092	B5C39_RS00855	NB625_RS00040
OG0000093	B5C39_RS00850	NB625_RS00035
OG0000094	B5C39_RS00845	NB625_RS00030
OG0000095	B5C39_RS00820	NB625_RS00005
OG0000096	B5C39_RS00815	NB625_RS03760
OG0000097	B5C39_RS00795	NB625_RS03740
OG0000098	B5C39_RS00785	NB625_RS03730
OG0000099	B5C39_RS00725	NB625_RS03685
OG0000100	B5C39_RS00710	NB625_RS03675
OG0000101	B5C39_RS00705	NB625_RS03665
OG0000102	B5C39_RS03215	NB625_RS01710
OG0000103	B5C39_RS02495	NB625_RS02360
OG0000104	B5C39_RS02500	NB625_RS02365
OG0000105	B5C39_RS02515	NB625_RS02380
OG0000106	B5C39_RS02525	NB625_RS02390
OG0000107	B5C39_RS02535	NB625_RS02400
OG0000108	B5C39_RS02540	NB625_RS02405
OG0000109	B5C39_RS02545	NB625_RS02410
OG0000110	B5C39_RS02670	NB625_RS02530
OG0000111	B5C39_RS02665	NB625_RS02525
OG0000112	B5C39_RS02655	NB625_RS02515
OG0000113	B5C39_RS02635	NB625_RS02495
OG0000114	B5C39_RS02625	NB625_RS02485
OG0000115	B5C39_RS02610	NB625_RS02475
OG0000116	B5C39_RS01600	NB625_RS01300
OG0000117	B5C39_RS01595	NB625_RS01305
OG0000118	B5C39_RS01560	NB625_RS01340
OG0000119	B5C39_RS01555	NB625_RS01345
OG0000120	B5C39_RS01540	NB625_RS01360
OG0000121	B5C39_RS01515	NB625_RS01385
OG0000122	B5C39_RS01510	NB625_RS01390
OG0000123	B5C39_RS01490	NB625_RS01410
OG0000124	B5C39_RS01485	NB625_RS01415
OG0000125	B5C39_RS01480	NB625_RS01420
OG0000126	B5C39_RS01470	NB625_RS01430
OG0000127	B5C39_RS01460	NB625_RS01440
OG0000128	B5C39_RS01445	NB625_RS01460
OG0000129	B5C39_RS01440	NB625_RS01465
OG0000130	B5C39_RS01430	NB625_RS01475
OG0000131	B5C39_RS01400	NB625_RS01505
OG0000132	B5C39_RS01385	NB625_RS01520
OG0000133	B5C39_RS02365	NB625_RS00530
OG0000134	B5C39_RS02360	NB625_RS00535
OG0000135	B5C39_RS02345	NB625_RS00550
OG0000136	B5C39_RS02340	NB625_RS00555
OG0000137	B5C39_RS02310	NB625_RS00595
OG0000138	B5C39_RS02275	NB625_RS01065
OG0000139	B5C39_RS02245	NB625_RS01035
OG0000140	B5C39_RS02240	NB625_RS01030
OG0000141	B5C39_RS00155	NB625_RS03090
OG0000142	B5C39_RS00150	NB625_RS03085
OG0000143	B5C39_RS00125	NB625_RS03065
OG0000144	B5C39_RS00115	NB625_RS03050
OG0000145	B5C39_RS00105	NB625_RS03040
OG0000146	B5C39_RS00095	NB625_RS03030
OG0000147	B5C39_RS00090	NB625_RS03025
OG0000148	B5C39_RS00075	NB625_RS03010
OG0000149	B5C39_RS00065	NB625_RS03000
OG0000150	B5C39_RS00050	NB625_RS02985
OG0000151	B5C39_RS03055	NB625_RS02940
OG0000152	B5C39_RS03050	NB625_RS02935
OG0000153	B5C39_RS03045	NB625_RS02930
OG0000154	B5C39_RS03035	NB625_RS02920
OG0000155	B5C39_RS02995	NB625_RS02880
OG0000156	B5C39_RS02985	NB625_RS02870
OG0000157	B5C39_RS02980	NB625_RS02865
OG0000158	B5C39_RS03905	NB625_RS02855
OG0000159	B5C39_RS03950	NB625_RS02610
OG0000160	B5C39_RS02735	NB625_RS02605
OG0000161	B5C39_RS02730	NB625_RS02600
OG0000162	B5C39_RS02720	NB625_RS02590
OG0000163	B5C39_RS02715	NB625_RS02585
OG0000164	B5C39_RS03120	NB625_RS01610
OG0000165	B5C39_RS03445	NB625_RS01945
OG0000166	B5C39_RS03465	NB625_RS01960
OG0000167	B5C39_RS03480	NB625_RS01975
OG0000168	B5C39_RS03485	NB625_RS01980
OG0000169	B5C39_RS00235	NB625_RS03200
OG0000170	B5C39_RS00250	NB625_RS03215
OG0000171	B5C39_RS00260	NB625_RS03225
OG0000172	B5C39_RS00265	NB625_RS03230
OG0000173	B5C39_RS00270	NB625_RS03235
OG0000174	B5C39_RS00275	NB625_RS03240
OG0000175	B5C39_RS00290	NB625_RS03255
OG0000176	B5C39_RS00340	NB625_RS03315
OG0000177	B5C39_RS00345	NB625_RS03320
OG0000178	B5C39_RS00350	NB625_RS03330
OG0000179	B5C39_RS00360	NB625_RS03335
OG0000180	B5C39_RS00365	NB625_RS03340
OG0000181	B5C39_RS00405	NB625_RS03380
OG0000182	B5C39_RS00415	NB625_RS03390
OG0000183	B5C39_RS00450	NB625_RS03425
OG0000184	B5C39_RS00495	NB625_RS03470
OG0000185	B5C39_RS00480	NB625_RS03455
OG0000186	B5C39_RS01375	NB625_RS01530
OG0000187	B5C39_RS01360	NB625_RS01545
OG0000188	B5C39_RS01350	NB625_RS01555
OG0000189	B5C39_RS02580	NB625_RS02450
OG0000190	B5C39_RS02575	NB625_RS02445
OG0000191	B5C39_RS02555	NB625_RS02420
OG0000192	B5C39_RS01685	NB625_RS01215
OG0000193	B5C39_RS01695	NB625_RS01200
OG0000194	B5C39_RS02215	NB625_RS00995
OG0000195	B5C39_RS02210	NB625_RS00990
OG0000196	B5C39_RS02190	NB625_RS00965
OG0000197	B5C39_RS02185	NB625_RS00960
OG0000198	B5C39_RS02170	NB625_RS00945
OG0000199	B5C39_RS02165	NB625_RS00940
OG0000200	B5C39_RS02150	NB625_RS00925
OG0000201	B5C39_RS02140	NB625_RS00915
OG0000202	B5C39_RS02085	NB625_RS00860
OG0000203	B5C39_RS02080	NB625_RS00855
OG0000204	B5C39_RS02075	NB625_RS00850
OG0000205	B5C39_RS02070	NB625_RS00845
OG0000206	B5C39_RS02050	NB625_RS00825
OG0000207	B5C39_RS02035	NB625_RS00810
OG0000208	B5C39_RS02030	NB625_RS00805
OG0000209	B5C39_RS02025	NB625_RS00800
OG0000210	B5C39_RS01980	NB625_RS00755
OG0000211	B5C39_RS01970	NB625_RS00745
OG0000212	B5C39_RS01960	NB625_RS00735
OG0000213	B5C39_RS01955	NB625_RS00730
OG0000214	B5C39_RS01950	NB625_RS00725
OG0000215	B5C39_RS01945	NB625_RS00720
OG0000216	B5C39_RS01940	NB625_RS00715
OG0000217	B5C39_RS01935	NB625_RS00710
OG0000218	B5C39_RS01925	NB625_RS00700
OG0000219	B5C39_RS01920	NB625_RS00695
OG0000220	B5C39_RS01915	NB625_RS00690
OG0000221	B5C39_RS01910	NB625_RS00685
OG0000222	B5C39_RS01905	NB625_RS00680
OG0000223	B5C39_RS01900	NB625_RS00675
OG0000224	B5C39_RS01890	NB625_RS00665
OG0000225	B5C39_RS01880	NB625_RS00655
OG0000226	B5C39_RS01875	NB625_RS00650
OG0000227	B5C39_RS01870	NB625_RS00645
OG0000228	B5C39_RS03945	NB625_RS00640
OG0000229	B5C39_RS01860	NB625_RS00635
OG0000230	B5C39_RS01855	NB625_RS00630
OG0000231	B5C39_RS01845	NB625_RS00620
OG0000232	B5C39_RS01835	NB625_RS00610
OG0000233	B5C39_RS01815	NB625_RS01100
OG0000234	B5C39_RS01780	NB625_RS01135
OG0000235	B5C39_RS01770	NB625_RS01145
OG0000236	B5C39_RS01765	NB625_RS01150
OG0000237	B5C39_RS01760	NB625_RS01155
OG0000238	B5C39_RS01750	NB625_RS01160
OG0000239	B5C39_RS00165	NB625_RS03100
OG0000240	B5C39_RS00170	NB625_RS03105
OG0000241	B5C39_RS00180	NB625_RS03115
OG0000242	B5C39_RS00185	NB625_RS03120
OG0000243	B5C39_RS00190	NB625_RS03125
OG0000244	B5C39_RS00200	NB625_RS03135
OG0000245	B5C39_RS00210	NB625_RS03145
OG0000246	B5C39_RS00955	NB625_RS00145
OG0000247	B5C39_RS00965	NB625_RS00155
OG0000248	B5C39_RS00975	NB625_RS00165
OG0000249	B5C39_RS00980	NB625_RS00170
OG0000250	B5C39_RS00995	NB625_RS00185
OG0000251	B5C39_RS01030	NB625_RS00215
OG0000252	B5C39_RS01040	NB625_RS00225
OG0000253	B5C39_RS01045	NB625_RS00230
OG0000254	B5C39_RS01055	NB625_RS00240
OG0000255	B5C39_RS01065	NB625_RS00245
OG0000256	B5C39_RS01070	NB625_RS00250
OG0000257	B5C39_RS01095	NB625_RS00275
OG0000258	B5C39_RS01105	NB625_RS00285
OG0000259	B5C39_RS01135	NB625_RS00315
OG0000260	B5C39_RS01145	NB625_RS00325
OG0000261	B5C39_RS01155	NB625_RS00335
OG0000262	B5C39_RS01175	NB625_RS00350
OG0000263	B5C39_RS01190	NB625_RS00365
OG0000264	B5C39_RS01205	NB625_RS00385
OG0000265	B5C39_RS01215	NB625_RS00390
OG0000266	B5C39_RS01235	NB625_RS00405
OG0000267	B5C39_RS01250	NB625_RS00420
OG0000268	B5C39_RS02480	NB625_RS00425
OG0000269	B5C39_RS02465	NB625_RS00440
OG0000270	B5C39_RS00680	NB625_RS03640
OG0000271	B5C39_RS00675	NB625_RS03635
OG0000272	B5C39_RS00670	NB625_RS03630
OG0000273	B5C39_RS00665	NB625_RS03625
OG0000274	B5C39_RS00645	NB625_RS03610
OG0000275	B5C39_RS00640	NB625_RS03600
OG0000276	B5C39_RS00635	NB625_RS03595
OG0000277	B5C39_RS00625	NB625_RS03585
OG0000278	B5C39_RS00620	NB625_RS03580
OG0000279	B5C39_RS00610	NB625_RS03570
OG0000280	B5C39_RS00605	NB625_RS03565
OG0000281	B5C39_RS00600	NB625_RS03560
OG0000282	B5C39_RS00575	NB625_RS03535
OG0000283	B5C39_RS00570	NB625_RS03530
OG0000284	B5C39_RS00565	NB625_RS03525
OG0000285	B5C39_RS00560	NB625_RS03520
OG0000286	B5C39_RS02700	NB625_RS02570
OG0000287	B5C39_RS02795	NB625_RS02670
OG0000288	B5C39_RS02805	NB625_RS02680
OG0000289	B5C39_RS02810	NB625_RS02685
OG0000290	B5C39_RS02920	NB625_RS02800
OG0000291	B5C39_RS02910	NB625_RS02790
OG0000292	B5C39_RS02905	NB625_RS02785
OG0000293	B5C39_RS02900	NB625_RS02780
OG0000294	B5C39_RS02890	NB625_RS02770
OG0000295	B5C39_RS02885	NB625_RS02765
OG0000296	B5C39_RS02845	NB625_RS02720
OG0000297	B5C39_RS02840	NB625_RS02715
OG0000298	B5C39_RS00990	NB625_RS00180
OG0000299	B5C39_RS01015	NB625_RS00200
OG0000300	B5C39_RS01200	NB625_RS00375
OG0000301	B5C39_RS01240	NB625_RS00410
OG0000302	B5C39_RS01245	NB625_RS00415
OG0000303	B5C39_RS02335	NB625_RS00560
OG0000304	B5C39_RS01830	NB625_RS00605
OG0000305	B5C39_RS00100	NB625_RS03035
OG0000306	B5C39_RS03080	NB625_RS02960
OG0000307	B5C39_RS03040	NB625_RS02925
OG0000308	B5C39_RS02940	NB625_RS02825
OG0000309	B5C39_RS02875	NB625_RS02755
OG0000310	B5C39_RS02800	NB625_RS02675
OG0000311	B5C39_RS02760	NB625_RS02630
OG0000312	B5C39_RS02745	NB625_RS02615
OG0000313	B5C39_RS03110	NB625_RS01600
OG0000314	B5C39_RS03460	NB625_RS01955
OG0000315	B5C39_RS03490	NB625_RS01985
OG0000316	B5C39_RS03500	NB625_RS01995
OG0000317	B5C39_RS03590	NB625_RS02185
OG0000318	B5C39_RS03505	NB625_RS02000
OG0000319	B5C39_RS02510	NB625_RS02375
OG0000320	B5C39_RS02645	NB625_RS02505
OG0000321	B5C39_RS01565	NB625_RS01335
OG0000322	B5C39_RS01520	NB625_RS01380
OG0000323	B5C39_RS01390	NB625_RS01515
OG0000324	B5C39_RS02550	NB625_RS02415
OG0000325	B5C39_RS02205	NB625_RS00985
OG0000326	B5C39_RS02110	NB625_RS00885
OG0000327	B5C39_RS02105	NB625_RS00880
OG0000328	B5C39_RS02020	NB625_RS00795
OG0000329	B5C39_RS02000	NB625_RS00775
OG0000330	B5C39_RS01805	NB625_RS01110
OG0000331	B5C39_RS00195	NB625_RS03130
OG0000332	B5C39_RS00300	NB625_RS03270
