Orthogroup	MHP_11_genes	MHP_98_genes
OG0000000	B5C39_RS02485	GOM18_RS02340
OG0000000	B5C39_RS03935	GOM18_RS04045
OG0000000	B5C39_RS02595, B5C39_RS03835	GOM18_RS04450
OG0000000	B5C39_RS03750	GOM18_RS03685
OG0000000	B5C39_RS03235	GOM18_RS00685
OG0000001	B5C39_RS01615, B5C39_RS01620	GOM18_RS03240
OG0000001	B5C39_RS03070	GOM18_RS03125
OG0000001	B5C39_RS03020	GOM18_RS04125
OG0000002	B5C39_RS03825	GOM18_RS02350
OG0000002	B5C39_RS03650	GOM18_RS02345
OG0000002	B5C39_RS03240	GOM18_RS04550
OG0000003	B5C39_RS02395	GOM18_RS01615
OG0000003	B5C39_RS03345	GOM18_RS03375
OG0000004	B5C39_RS00380	GOM18_RS00895
OG0000004	B5C39_RS00400	GOM18_RS00880
OG0000005	B5C39_RS00915	GOM18_RS03145
OG0000005	B5C39_RS00920	GOM18_RS03600
OG0000005	B5C39_RS00925, B5C39_RS00940	GOM18_RS04540
OG0000006	B5C39_RS03845	GOM18_RS01950
OG0000008	B5C39_RS03740, B5C39_RS03830	GOM18_RS02455
OG0000008	B5C39_RS03850	GOM18_RS03975
OG0000009	B5C39_RS00900	GOM18_RS00665
OG0000009	B5C39_RS02225	GOM18_RS00110
OG0000010	B5C39_RS03350	GOM18_RS03360
OG0000010	B5C39_RS01340	GOM18_RS04460
OG0000010	B5C39_RS00910	GOM18_RS03805
OG0000011	B5C39_RS03455	GOM18_RS03250
OG0000011	B5C39_RS03450	GOM18_RS03255
OG0000012	B5C39_RS01220	GOM18_RS01865, GOM18_RS03340
OG0000013	B5C39_RS02685	GOM18_RS02545
OG0000013	B5C39_RS03780	GOM18_RS03935
OG0000014	B5C39_RS02300	GOM18_RS03570, GOM18_RS01700
OG0000015	B5C39_RS03085	GOM18_RS00005
OG0000016	B5C39_RS00060	GOM18_RS01215
OG0000016	B5C39_RS00985	GOM18_RS01280
OG0000017	B5C39_RS00970	GOM18_RS01265
OG0000017	B5C39_RS00070	GOM18_RS01205
OG0000018	B5C39_RS01575	GOM18_RS04490
OG0000018	B5C39_RS03790, B5C39_RS03785	GOM18_RS04240
OG0000019	B5C39_RS03765	GOM18_RS04575
OG0000020	B5C39_RS00735	GOM18_RS04290
OG0000020	B5C39_RS00740	GOM18_RS03770, GOM18_RS03765
OG0000021	B5C39_RS02385	GOM18_RS03065
OG0000022	B5C39_RS03170	GOM18_RS03040
OG0000022	B5C39_RS03225	GOM18_RS04500
OG0000023	B5C39_RS01320	GOM18_RS00025
OG0000024	B5C39_RS03015	GOM18_RS03075
OG0000024	B5C39_RS01625	GOM18_RS03225
OG0000025	B5C39_RS03175	GOM18_RS04510
OG0000025	B5C39_RS03220	GOM18_RS04505
OG0000026	B5C39_RS01535	GOM18_RS02790
OG0000026	B5C39_RS03200	GOM18_RS03010
OG0000027	B5C39_RS00530	GOM18_RS04335
OG0000027	B5C39_RS00545	GOM18_RS04320
OG0000029	B5C39_RS01825	GOM18_RS01705
OG0000029	B5C39_RS02285	GOM18_RS03580
OG0000030	B5C39_RS00520	GOM18_RS04340
OG0000030	B5C39_RS00540	GOM18_RS04325
OG0000031	B5C39_RS01325	GOM18_RS00085
OG0000031	B5C39_RS03115	GOM18_RS03625
OG0000032	B5C39_RS03770	GOM18_RS04565
OG0000035	B5C39_RS00395	GOM18_RS00885
OG0000035	B5C39_RS00375	GOM18_RS00900
OG0000036	B5C39_RS00930, B5C39_RS00945	GOM18_RS03585
OG0000037	B5C39_RS03745	GOM18_RS04545
OG0000038	B5C39_RS03265	GOM18_RS03645
OG0000039	B5C39_RS03875, B5C39_RS03130	GOM18_RS03565
OG0000040	B5C39_RS00465	GOM18_RS00810
OG0000042	B5C39_RS00160	GOM18_RS01120
OG0000043	B5C39_RS03420	GOM18_RS03285
OG0000044	B5C39_RS03955	GOM18_RS04585
OG0000045	B5C39_RS03140	GOM18_RS03555
OG0000046	B5C39_RS00475	GOM18_RS03880, GOM18_RS03875
OG0000047	B5C39_RS03620	GOM18_RS00015
OG0000048	B5C39_RS03615	GOM18_RS02325
OG0000049	B5C39_RS00240	GOM18_RS01035
OG0000050	B5C39_RS02725	GOM18_RS01900
OG0000051	B5C39_RS02930	GOM18_RS02100
OG0000052	B5C39_RS00890	GOM18_RS00655
OG0000053	B5C39_RS01450	GOM18_RS04480
OG0000054	B5C39_RS02750	GOM18_RS01925
OG0000055	B5C39_RS00950	GOM18_RS01245
OG0000056	B5C39_RS00720	GOM18_RS00495
OG0000057	B5C39_RS00145	GOM18_RS01135
OG0000059	B5C39_RS01265	GOM18_RS00080
OG0000061	B5C39_RS03095	GOM18_RS03350
OG0000062	B5C39_RS00780	GOM18_RS00545
OG0000063	B5C39_RS00775	GOM18_RS04295
OG0000064	B5C39_RS00765	GOM18_RS00530
OG0000065	B5C39_RS02530	GOM18_RS02395
OG0000066	B5C39_RS01545	GOM18_RS02800
OG0000067	B5C39_RS02370	GOM18_RS01630
OG0000068	B5C39_RS02250	GOM18_RS03445
OG0000069	B5C39_RS00035	GOM18_RS01240, GOM18_RS03140
OG0000070	B5C39_RS02755	GOM18_RS01930
OG0000071	B5C39_RS00455	GOM18_RS00820
OG0000072	B5C39_RS00460	GOM18_RS04355
OG0000073	B5C39_RS02200	GOM18_RS00135
OG0000074	B5C39_RS02005	GOM18_RS04260
OG0000076	B5C39_RS01185	GOM18_RS01465
OG0000077	B5C39_RS02455	GOM18_RS01550
OG0000079	B5C39_RS02835	GOM18_RS02005
OG0000080	B5C39_RS03700	GOM18_RS03980
OG0000081	B5C39_RS01165	GOM18_RS01445
OG0000082	B5C39_RS02680	GOM18_RS02535
OG0000083	B5C39_RS03525	GOM18_RS02245
OG0000084	B5C39_RS03550	GOM18_RS02275
OG0000085	B5C39_RS03555	GOM18_RS02280
