NZ_QQRC01000010.1	+	237	1787	DR095_RS02755	DR095_RS02755	IDMF29	+	378872	380422
NZ_QQRC01000010.1	+	1819	2151	DR095_RS02760	DR095_RS02760	IDMF29	+	380454	380786
NZ_QQRC01000010.1	-	2219	3799	DR095_RS03230	DR095_RS03230	IDMF29	+	380854	382434
NZ_QQRC01000010.1	-	4188	5273	DR095_RS03235	DR095_RS03235	IDMF29	+	382823	383908
NZ_QQRC01000010.1	-	5206	5829	DR095_RS03240	DR095_RS03240	IDMF29	+	383841	384464
NZ_QQRC01000010.1	+	5947	7521	DR095_RS02775	DR095_RS02775	IDMF29	+	384582	386156
NZ_QQRC01000010.1	-	7708	8457	DR095_RS02780	DR095_RS02780	IDMF29	+	386343	387092
NZ_QQRC01000010.1	-	8475	10007	DR095_RS02785	DR095_RS02785	IDMF29	+	387110	388642
NZ_QQRC01000010.1	+	10498	11688	DR095_RS02790	DR095_RS02790	IDMF29	+	389133	390323
NZ_QQRC01000010.1	+	11672	12442	DR095_RS02795	DR095_RS02795	IDMF29	+	390307	391077
NZ_QQRC01000010.1	+	12435	14132	DR095_RS02800	DR095_RS02800	IDMF29	+	391070	392767
NZ_QQRC01000010.1	+	14250	14726	DR095_RS02805	DR095_RS02805	IDMF29	+	392885	393361
NZ_QQRC01000010.1	+	14894	16030	DR095_RS03985	DR095_RS03985	IDMF29	+	393529	394665
NZ_QQRC01000010.1	+	15949	16878	DR095_RS02815	DR095_RS02815	IDMF29	+	394584	395513
NZ_QQRC01000010.1	-	17275	17502	DR095_RS02820	DR095_RS02820	IDMF29	+	395910	396137
NZ_QQRC01000011.1	+	1	939	DR095_RS02830	DR095_RS02830	IDMF29	+	398747	399685
NZ_QQRC01000011.1	+	994	1326	DR095_RS02835	DR095_RS02835	IDMF29	+	399740	400072
NZ_QQRC01000011.1	-	1442	3742	DR095_RS02840	DR095_RS02840	IDMF29	+	400188	402488
NZ_QQRC01000011.1	-	3840	4406	DR095_RS02845	DR095_RS02845	IDMF29	+	402586	403152
NZ_QQRC01000011.1	-	4416	5252	DR095_RS02850	DR095_RS02850	IDMF29	+	403162	403998
NZ_QQRC01000011.1	-	5239	6168	DR095_RS02855	DR095_RS02855	IDMF29	+	403985	404914
NZ_QQRC01000011.1	-	6155	7315	DR095_RS02860	DR095_RS02860	IDMF29	+	404901	406061
NZ_QQRC01000011.1	+	7465	9327	DR095_RS03990	DR095_RS03990	IDMF29	+	406211	408073
NZ_QQRC01000011.1	+	9510	10562	DR095_RS02870	DR095_RS02870	IDMF29	+	408256	409308
NZ_QQRC01000011.1	+	10658	12427	DR095_RS02875	DR095_RS02875	IDMF29	+	409404	411173
NZ_QQRC01000011.1	+	12610	12900	DR095_RS02880	DR095_RS02880	IDMF29	+	411356	411646
NZ_QQRC01000011.1	+	12926	13405	DR095_RS02885	DR095_RS02885	IDMF29	+	411672	412151
NZ_QQRC01000011.1	+	13648	16263	DR095_RS02890	DR095_RS02890	IDMF29	+	412394	415009
NZ_QQRC01000012.1	-	1	1989	DR095_RS03995	DR095_RS03995	IDMF29	+	510970	512958
NZ_QQRC01000012.1	-	2057	5113	DR095_RS02900	DR095_RS02900	IDMF29	+	513026	516082
NZ_QQRC01000012.1	+	5587	6267	DR095_RS02905	DR095_RS02905	IDMF29	+	516556	517236
NZ_QQRC01000012.1	+	6274	8433	DR095_RS02910	DR095_RS02910	IDMF29	+	517243	519402
NZ_QQRC01000012.1	+	8491	8688	DR095_RS02915	DR095_RS02915	IDMF29	+	519460	519657
NZ_QQRC01000012.1	+	8791	8865	DR095_RS02920	DR095_RS02920	IDMF29	+	519760	519834
NZ_QQRC01000012.1	+	8869	8944	DR095_RS02925	DR095_RS02925	IDMF29	+	519838	519913
NZ_QQRC01000012.1	+	8959	9034	DR095_RS02930	DR095_RS02930	IDMF29	+	519928	520003
NZ_QQRC01000012.1	+	9039	9115	DR095_RS02935	DR095_RS02935	IDMF29	+	520008	520084
NZ_QQRC01000012.1	+	9149	9232	DR095_RS02940	DR095_RS02940	IDMF29	+	520118	520201
NZ_QQRC01000012.1	+	9293	10135	DR095_RS02945	DR095_RS02945	IDMF29	+	520262	521104
NZ_QQRC01000012.1	+	10149	10958	DR095_RS02950	DR095_RS02950	IDMF29	+	521118	521927
NZ_QQRC01000012.1	+	10960	11796	DR095_RS02955	DR095_RS02955	IDMF29	+	521929	522765
NZ_QQRC01000012.1	-	11793	12608	DR095_RS04000	DR095_RS04000	IDMF29	+	522762	523577
