	NB626_RS00005			
	seqID	strand	start	end
NB626_RS00005	ID133A	+	1	1392
seqID	NB626_RS00010			
ID133A	seqID	strand	start	end
NB626_RS00010	ID133A	+	1537	2673
seqID	NB626_RS00015			
ID133A	seqID	strand	start	end
NB626_RS00015	ID133A	+	2777	4636
seqID	NB626_RS00020			
ID133A	seqID	strand	start	end
NB626_RS00020	ID133A	+	4636	5094
seqID	NB626_RS00025			
ID133A	seqID	strand	start	end
NB626_RS00025	ID133A	+	5108	6091
seqID	NB626_RS00030			
ID133A	seqID	strand	start	end
NB626_RS00030	ID133A	+	6084	7055
seqID	NB626_RS00035			
ID133A	seqID	strand	start	end
NB626_RS00035	ID133A	+	7158	7727
seqID	NB626_RS00040			
ID133A	seqID	strand	start	end
NB626_RS00040	ID133A	+	7817	8818
seqID	NB626_RS00045			
ID133A	seqID	strand	start	end
NB626_RS00045	ID133A	+	8988	11008
seqID	NB626_RS00050			
ID133A	seqID	strand	start	end
NB626_RS00050	ID133A	+	11093	12100
seqID	NB626_RS00055			
ID133A	seqID	strand	start	end
NB626_RS00055	ID133A	+	12103	12849
seqID	NB626_RS00060			
ID133A	seqID	strand	start	end
NB626_RS00060	ID133A	+	12833	14437
seqID	NB626_RS00065			
ID133A	seqID	strand	start	end
NB626_RS00065	ID133A	+	14442	14687
seqID	NB626_RS00070			
ID133A	seqID	strand	start	end
NB626_RS00070	ID133A	+	14787	15626
seqID	NB626_RS00075			
ID133A	seqID	strand	start	end
NB626_RS00075	ID133A	+	15633	16478
seqID	NB626_RS00080			
ID133A	seqID	strand	start	end
NB626_RS00080	ID133A	+	16512	16781
seqID	NB626_RS00085			
ID133A	seqID	strand	start	end
NB626_RS00085	ID133A	+	16919	17200
seqID	NB626_RS00090			
ID133A	seqID	strand	start	end
NB626_RS00090	ID133A	+	17346	17960
seqID	NB626_RS00095			
ID133A	seqID	strand	start	end
NB626_RS00095	ID133A	+	18272	18598
seqID	NB626_RS00100			
ID133A	seqID	strand	start	end
NB626_RS00100	ID133A	+	18657	20933
seqID	NB626_RS00105			
ID133A	seqID	strand	start	end
NB626_RS00105	ID133A	+	21142	23382
seqID	NB626_RS00110			
ID133A	seqID	strand	start	end
NB626_RS00110	ID133A	+	23455	25798
seqID	NB626_RS00115			
ID133A	seqID	strand	start	end
NB626_RS00115	ID133A	+	25785	26606
seqID	NB626_RS00120			
ID133A	seqID	strand	start	end
NB626_RS00120	ID133A	+	26774	29056
seqID	NB626_RS00125			
ID133A	seqID	strand	start	end
NB626_RS00125	ID133A	+	29167	31494
seqID	NB626_RS00130			
ID133A	seqID	strand	start	end
NB626_RS00130	ID133A	+	31481	32284
seqID	NB626_RS00135			
ID133A	seqID	strand	start	end
NB626_RS00135	ID133A	+	32659	33138
seqID	NB626_RS00140			
ID133A	seqID	strand	start	end
NB626_RS00140	ID133A	+	33340	33633
seqID	NB626_RS00145			
ID133A	seqID	strand	start	end
NB626_RS00145	ID133A	+	33626	34945
seqID	NB626_RS00150			
ID133A	seqID	strand	start	end
NB626_RS00150	ID133A	+	34938	36338
seqID	NB626_RS00155			
ID133A	seqID	strand	start	end
NB626_RS00155	ID133A	+	36574	37077
seqID	NB626_RS00160			
ID133A	seqID	strand	start	end
NB626_RS00160	ID133A	+	37194	37787
seqID	NB626_RS00165			
ID133A	seqID	strand	start	end
NB626_RS00165	ID133A	+	37765	40425
seqID	NB626_RS00170			
ID133A	seqID	strand	start	end
NB626_RS00170	ID133A	+	40425	42965
seqID	NB626_RS00175			
ID133A	seqID	strand	start	end
NB626_RS00175	ID133A	+	42958	44886
seqID	NB626_RS00180			
ID133A	seqID	strand	start	end
NB626_RS00180	ID133A	+	45097	46107
seqID	NB626_RS00185			
ID133A	seqID	strand	start	end
NB626_RS00185	ID133A	+	46236	48089
seqID	NB626_RS00190			
ID133A	seqID	strand	start	end
NB626_RS00190	ID133A	+	48189	50273
seqID	NB626_RS00195			
ID133A	seqID	strand	start	end
NB626_RS00195	ID133A	+	50279	50512
seqID	NB626_RS00200			
ID133A	seqID	strand	start	end
NB626_RS00200	ID133A	+	50566	52092
seqID	NB626_RS00205			
ID133A	seqID	strand	start	end
NB626_RS00205	ID133A	+	52109	53122
seqID	NB626_RS00210			
ID133A	seqID	strand	start	end
NB626_RS00210	ID133A	+	53362	54084
seqID	NB626_RS00215			
ID133A	seqID	strand	start	end
NB626_RS00215	ID133A	+	54086	55346
seqID	NB626_RS00220			
ID133A	seqID	strand	start	end
NB626_RS00220	ID133A	+	55431	55802
seqID	NB626_RS00225			
ID133A	seqID	strand	start	end
NB626_RS00225	ID133A	+	55806	57014
seqID	NB626_RS00230			
ID133A	seqID	strand	start	end
NB626_RS00230	ID133A	+	57109	57441
seqID	NB626_RS00235			
ID133A	seqID	strand	start	end
NB626_RS00235	ID133A	+	57486	58643
seqID	NB626_RS00240			
ID133A	seqID	strand	start	end
NB626_RS00240	ID133A	+	59079	59807
seqID	NB626_RS00245			
ID133A	seqID	strand	start	end
NB626_RS00245	ID133A	+	59835	60140
seqID	NB626_RS00250			
ID133A	seqID	strand	start	end
NB626_RS00250	ID133A	+	60194	60759
seqID	NB626_RS00255			
ID133A	seqID	strand	start	end
NB626_RS00255	ID133A	+	60759	61322
seqID	NB626_RS00260			
ID133A	seqID	strand	start	end
NB626_RS00260	ID133A	+	61341	62864
seqID	NB626_RS00265			
ID133A	seqID	strand	start	end
NB626_RS00265	ID133A	+	62962	63724
seqID	NB626_RS00270			
ID133A	seqID	strand	start	end
NB626_RS00270	ID133A	+	63742	65157
seqID	NB626_RS00275			
ID133A	seqID	strand	start	end
NB626_RS00275	ID133A	+	65144	65404
seqID	NB626_RS00280			
ID133A	seqID	strand	start	end
NB626_RS00280	ID133A	+	65513	65998
seqID	NB626_RS00285			
ID133A	seqID	strand	start	end
NB626_RS00285	ID133A	+	66214	67170
seqID	NB626_RS00290			
ID133A	seqID	strand	start	end
NB626_RS00290	ID133A	+	67195	68106
seqID	NB626_RS00295			
ID133A	seqID	strand	start	end
NB626_RS00295	ID133A	+	68191	69513
seqID	NB626_RS00300			
ID133A	seqID	strand	start	end
NB626_RS00300	ID133A	+	69541	70908
seqID	NB626_RS00305			
ID133A	seqID	strand	start	end
NB626_RS00305	ID133A	+	70901	72742
seqID	NB626_RS00310			
ID133A	seqID	strand	start	end
NB626_RS00310	ID133A	+	72763	74793
seqID	NB626_RS00315			
ID133A	seqID	strand	start	end
NB626_RS00315	ID133A	+	74800	75573
seqID	NB626_RS00320			
ID133A	seqID	strand	start	end
NB626_RS00320	ID133A	+	75567	76397
seqID	NB626_RS00325			
ID133A	seqID	strand	start	end
NB626_RS00325	ID133A	+	76415	77659
seqID	NB626_RS00330			
ID133A	seqID	strand	start	end
NB626_RS00330	ID133A	+	77732	82432
seqID	NB626_RS00335			
ID133A	seqID	strand	start	end
NB626_RS00335	ID133A	+	82546	85383
seqID	NB626_RS00340			
ID133A	seqID	strand	start	end
NB626_RS00340	ID133A	+	85441	86991
seqID	NB626_RS00345			
ID133A	seqID	strand	start	end
NB626_RS00345	ID133A	+	87109	87417
seqID	NB626_RS00350			
ID133A	seqID	strand	start	end
NB626_RS00350	ID133A	+	87605	89406
seqID	NB626_RS00355			
ID133A	seqID	strand	start	end
NB626_RS00355	ID133A	+	89622	90296
seqID	NB626_RS00360			
ID133A	seqID	strand	start	end
NB626_RS00360	ID133A	+	90257	90745
seqID	NB626_RS00365			
ID133A	seqID	strand	start	end
NB626_RS00365	ID133A	+	90804	91493
seqID	NB626_RS00370			
ID133A	seqID	strand	start	end
NB626_RS00370	ID133A	+	91511	92812
seqID	NB626_RS00375			
ID133A	seqID	strand	start	end
NB626_RS00375	ID133A	+	92864	93136
seqID	NB626_RS00380			
ID133A	seqID	strand	start	end
NB626_RS00380	ID133A	+	93139	93369
seqID	NB626_RS00385			
ID133A	seqID	strand	start	end
NB626_RS00385	ID133A	+	93370	95166
seqID	NB626_RS00390			
ID133A	seqID	strand	start	end
NB626_RS00390	ID133A	+	95236	96183
seqID	NB626_RS00395			
ID133A	seqID	strand	start	end
NB626_RS00395	ID133A	+	96500	98584
seqID	NB626_RS00400			
ID133A	seqID	strand	start	end
NB626_RS00400	ID133A	+	98597	99067
seqID	NB626_RS00405			
ID133A	seqID	strand	start	end
NB626_RS00405	ID133A	+	99118	99537
seqID	NB626_RS00410			
ID133A	seqID	strand	start	end
NB626_RS00410	ID133A	+	99668	100060
seqID	NB626_RS00415			
ID133A	seqID	strand	start	end
NB626_RS00415	ID133A	+	100064	100576
seqID	NB626_RS00420			
ID133A	seqID	strand	start	end
NB626_RS00420	ID133A	+	100567	101067
seqID	NB626_RS00425			
ID133A	seqID	strand	start	end
NB626_RS00425	ID133A	+	101331	102704
seqID	NB626_RS00430			
ID133A	seqID	strand	start	end
NB626_RS00430	ID133A	+	102720	103109
seqID	NB626_RS00435			
ID133A	seqID	strand	start	end
NB626_RS00435	ID133A	+	103127	103579
seqID	NB626_RS00440			
ID133A	seqID	strand	start	end
NB626_RS00440	ID133A	+	103586	104626
seqID	NB626_RS00445			
ID133A	seqID	strand	start	end
NB626_RS00445	ID133A	+	104940	105206
seqID	NB626_RS00450			
ID133A	seqID	strand	start	end
NB626_RS00450	ID133A	+	105247	107598
seqID	NB626_RS00455			
ID133A	seqID	strand	start	end
NB626_RS00455	ID133A	+	107591	108616
seqID	NB626_RS00460			
ID133A	seqID	strand	start	end
NB626_RS00460	ID133A	+	108810	109799
seqID	NB626_RS00465			
ID133A	seqID	strand	start	end
NB626_RS00465	ID133A	+	109926	110111
seqID	NB626_RS00470			
ID133A	seqID	strand	start	end
NB626_RS00470	ID133A	+	110124	110510
seqID	NB626_RS00475			
ID133A	seqID	strand	start	end
NB626_RS00475	ID133A	+	110531	112264
seqID	NB626_RS00480			
ID133A	seqID	strand	start	end
NB626_RS00480	ID133A	+	112242	114944
seqID	NB626_RS00485			
ID133A	seqID	strand	start	end
NB626_RS00485	ID133A	+	114937	115641
seqID	NB626_RS00490			
ID133A	seqID	strand	start	end
NB626_RS00490	ID133A	+	115918	119553
seqID	NB626_RS00495			
ID133A	seqID	strand	start	end
NB626_RS00495	ID133A	+	119625	119885
seqID	NB626_RS00500			
ID133A	seqID	strand	start	end
NB626_RS00500	ID133A	+	119925	121592
seqID	NB626_RS00505			
ID133A	seqID	strand	start	end
NB626_RS00505	ID133A	+	121573	121779
seqID	NB626_RS00510			
ID133A	seqID	strand	start	end
NB626_RS00510	ID133A	+	121793	122940
seqID	NB626_RS00515			
ID133A	seqID	strand	start	end
NB626_RS00515	ID133A	+	123060	124277
seqID	NB626_RS00520			
ID133A	seqID	strand	start	end
NB626_RS00520	ID133A	+	124720	126093
seqID	NB626_RS00525			
ID133A	seqID	strand	start	end
NB626_RS00525	ID133A	+	126279	127661
seqID	NB626_RS00530			
ID133A	seqID	strand	start	end
NB626_RS00530	ID133A	+	127850	129133
seqID	NB626_RS00535			
ID133A	seqID	strand	start	end
NB626_RS00535	ID133A	+	129138	129836
seqID	NB626_RS00540			
ID133A	seqID	strand	start	end
NB626_RS00540	ID133A	+	130553	133504
seqID	NB626_RS00545			
ID133A	seqID	strand	start	end
NB626_RS00545	ID133A	+	133815	133890
seqID	NB626_RS00550			
ID133A	seqID	strand	start	end
NB626_RS00550	ID133A	+	133892	133967
seqID	NB626_RS00555			
ID133A	seqID	strand	start	end
NB626_RS00555	ID133A	+	133970	134044
seqID	NB626_RS00560			
ID133A	seqID	strand	start	end
NB626_RS00560	ID133A	+	134096	134186
seqID	NB626_RS00565			
ID133A	seqID	strand	start	end
NB626_RS00565	ID133A	+	134191	134266
seqID	NB626_RS00570			
ID133A	seqID	strand	start	end
NB626_RS00570	ID133A	+	134327	134403
seqID	NB626_RS00575			
ID133A	seqID	strand	start	end
NB626_RS00575	ID133A	+	134408	134484
seqID	NB626_RS00580			
ID133A	seqID	strand	start	end
NB626_RS00580	ID133A	+	134491	134567
seqID	NB626_RS00585			
ID133A	seqID	strand	start	end
NB626_RS00585	ID133A	+	134649	134725
seqID	NB626_RS00590			
ID133A	seqID	strand	start	end
NB626_RS00590	ID133A	+	134776	135594
seqID	NB626_RS00595			
ID133A	seqID	strand	start	end
NB626_RS00595	ID133A	+	135880	137352
seqID	NB626_RS00600			
ID133A	seqID	strand	start	end
NB626_RS00600	ID133A	+	137342	139423
seqID	NB626_RS00605			
ID133A	seqID	strand	start	end
NB626_RS00605	ID133A	+	139545	139754
seqID	NB626_RS00610			
ID133A	seqID	strand	start	end
NB626_RS00610	ID133A	+	139742	139999
seqID	NB626_RS00615			
ID133A	seqID	strand	start	end
NB626_RS00615	ID133A	+	140273	140989
seqID	NB626_RS00620			
ID133A	seqID	strand	start	end
NB626_RS00620	ID133A	+	141374	144217
seqID	NB626_RS00625			
ID133A	seqID	strand	start	end
NB626_RS00625	ID133A	+	144210	146683
seqID	NB626_RS00630			
ID133A	seqID	strand	start	end
NB626_RS00630	ID133A	+	146879	147211
seqID	NB626_RS00635			
ID133A	seqID	strand	start	end
NB626_RS00635	ID133A	+	147366	148931
seqID	NB626_RS00640			
ID133A	seqID	strand	start	end
NB626_RS00640	ID133A	+	148954	149541
seqID	NB626_RS00645			
ID133A	seqID	strand	start	end
NB626_RS00645	ID133A	+	149697	149770
seqID	NB626_RS00650			
ID133A	seqID	strand	start	end
NB626_RS00650	ID133A	+	149914	150405
seqID	NB626_RS00655			
ID133A	seqID	strand	start	end
NB626_RS00655	ID133A	+	150929	151915
seqID	NB626_RS00660			
ID133A	seqID	strand	start	end
NB626_RS00660	ID133A	+	152052	152969
seqID	NB626_RS00665			
ID133A	seqID	strand	start	end
NB626_RS00665	ID133A	+	152994	156428
seqID	NB626_RS00670			
ID133A	seqID	strand	start	end
NB626_RS00670	ID133A	+	156437	159367
seqID	NB626_RS00675			
ID133A	seqID	strand	start	end
NB626_RS00675	ID133A	+	159372	161450
seqID	NB626_RS00680			
ID133A	seqID	strand	start	end
NB626_RS00680	ID133A	+	161633	162361
seqID	NB626_RS00685			
ID133A	seqID	strand	start	end
NB626_RS00685	ID133A	+	162480	162746
seqID	NB626_RS00690			
ID133A	seqID	strand	start	end
NB626_RS00690	ID133A	+	162879	163261
seqID	NB626_RS00695			
ID133A	seqID	strand	start	end
NB626_RS00695	ID133A	+	163326	166244
seqID	NB626_RS00700			
ID133A	seqID	strand	start	end
NB626_RS00700	ID133A	+	166480	167079
seqID	NB626_RS00705			
ID133A	seqID	strand	start	end
NB626_RS00705	ID133A	+	167299	170142
seqID	NB626_RS00710			
ID133A	seqID	strand	start	end
NB626_RS00710	ID133A	+	170163	173276
seqID	NB626_RS00715			
ID133A	seqID	strand	start	end
NB626_RS00715	ID133A	+	173540	175459
seqID	NB626_RS00720			
ID133A	seqID	strand	start	end
NB626_RS00720	ID133A	+	175936	176904
seqID	NB626_RS00725			
ID133A	seqID	strand	start	end
NB626_RS00725	ID133A	+	176966	177041
seqID	NB626_RS00730			
ID133A	seqID	strand	start	end
NB626_RS00730	ID133A	+	177045	177130
seqID	NB626_RS00735			
ID133A	seqID	strand	start	end
NB626_RS00735	ID133A	+	177516	178577
seqID	NB626_RS00740			
ID133A	seqID	strand	start	end
NB626_RS00740	ID133A	+	178662	180251
seqID	NB626_RS00745			
ID133A	seqID	strand	start	end
NB626_RS00745	ID133A	+	180264	180779
seqID	NB626_RS00750			
ID133A	seqID	strand	start	end
NB626_RS00750	ID133A	+	180970	182094
seqID	NB626_RS00755			
ID133A	seqID	strand	start	end
NB626_RS00755	ID133A	+	182094	183098
seqID	NB626_RS00760			
