NZ_QQRD01000010.1	+	370	867	DR094_RS02860	DR094_RS02860	IDMF22	+	663084	663581
NZ_QQRD01000010.1	+	881	1246	DR094_RS02865	DR094_RS02865	IDMF22	+	663595	663960
NZ_QQRD01000010.1	+	1434	5087	DR094_RS02870	DR094_RS02870	IDMF22	+	664148	667801
NZ_QQRD01000010.1	+	5145	9380	DR094_RS02875	DR094_RS02875	IDMF22	+	667859	672094
NZ_QQRD01000010.1	+	9385	9804	DR094_RS02880	DR094_RS02880	IDMF22	+	672099	672518
NZ_QQRD01000011.1	+	236	1786	DR094_RS02885	DR094_RS02885	IDMF22	+	420524	422074
NZ_QQRD01000011.1	+	1818	2150	DR094_RS02890	DR094_RS02890	IDMF22	+	422106	422438
NZ_QQRD01000011.1	-	2217	3749	DR094_RS02895	DR094_RS02895	IDMF22	+	422505	424037
NZ_QQRD01000011.1	-	4186	5820	DR094_RS03520	DR094_RS03520	IDMF22	+	424474	426108
NZ_QQRD01000011.1	+	5937	7511	DR094_RS02905	DR094_RS02905	IDMF22	+	426225	427799
NZ_QQRD01000011.1	-	7698	8447	DR094_RS02910	DR094_RS02910	IDMF22	+	427986	428735
NZ_QQRD01000011.1	-	8465	9984	DR094_RS02915	DR094_RS02915	IDMF22	+	428753	430272
NZ_QQRD01000012.1	+	416	1606	DR094_RS02920	DR094_RS02920	IDMF22	+	430788	431978
NZ_QQRD01000012.1	+	1590	2360	DR094_RS02925	DR094_RS02925	IDMF22	+	431962	432732
NZ_QQRD01000012.1	+	2353	4050	DR094_RS02930	DR094_RS02930	IDMF22	+	432725	434422
NZ_QQRD01000012.1	+	4168	4644	DR094_RS02935	DR094_RS02935	IDMF22	+	434540	435016
NZ_QQRD01000012.1	+	4812	5948	DR094_RS03825	DR094_RS03825	IDMF22	+	435184	436320
NZ_QQRD01000012.1	+	5867	6796	DR094_RS02945	DR094_RS02945	IDMF22	+	436239	437168
NZ_QQRD01000012.1	-	7193	7420	DR094_RS03830	DR094_RS03830	IDMF22	+	437565	437792
NZ_QQRD01000012.1	-	7437	7672	DR094_RS02955	DR094_RS02955	IDMF22	+	437809	438044
NZ_QQRD01000013.1	-	1	392	DR094_RS03835	DR094_RS03835	IDMF22	-	472819	473210
NZ_QQRD01000013.1	-	320	709	DR094_RS03840	DR094_RS03840	IDMF22	-	472502	472891
NZ_QQRD01000013.1	-	762	1970	DR094_RS02970	DR094_RS02970	IDMF22	-	471241	472449
NZ_QQRD01000014.1	-	1	670	DR094_RS02975	DR094_RS02975	IDMF22	+	438145	438814
NZ_QQRD01000014.1	-	657	1037	DR094_RS02980	DR094_RS02980	IDMF22	+	438801	439181
NZ_QQRD01000015.1	-	1	506	DR094_RS02985	DR094_RS02985	IDMF22	-	440848	441353
NZ_QQRD01000015.1	-	553	627	DR094_RS02990	DR094_RS02990	IDMF22	-	440727	440801
NZ_QQRD01000015.1	-	631	714	DR094_RS02995	DR094_RS02995	IDMF22	-	440640	440723
NZ_QQRD01000016.1	+	1	898	DR094_RS03000	DR094_RS03000	IDMF22	-	439408	440305
NZ_QQRD01000017.1	-	1	847	DR094_RS03005	DR094_RS03005	IDMF22	-	484419	485265
NZ_QQRD01000018.1	-	1	670	DR094_RS03010	DR094_RS03010	IDMF22	-	473311	473980
NZ_QQRD01000001.1	-	1	3567	DR094_RS00005	DR094_RS00005	IDMF22	-	398567	402133
NZ_QQRD01000001.1	+	3762	4346	DR094_RS00010	DR094_RS00010	IDMF22	-	397788	398372
NZ_QQRD01000001.1	+	4370	4975	DR094_RS00015	DR094_RS00015	IDMF22	-	397159	397764
NZ_QQRD01000001.1	+	5118	5339	DR094_RS00020	DR094_RS00020	IDMF22	-	396795	397016
NZ_QQRD01000001.1	+	5368	5805	DR094_RS00025	DR094_RS00025	IDMF22	-	396329	396766
NZ_QQRD01000001.1	+	5783	6685	DR094_RS00030	DR094_RS00030	IDMF22	-	395449	396351
NZ_QQRD01000001.1	+	6776	6868	DR094_RS00035	DR094_RS00035	IDMF22	-	395266	395358
NZ_QQRD01000001.1	+	6874	6958	DR094_RS00040	DR094_RS00040	IDMF22	-	395176	395260
NZ_QQRD01000001.1	+	7146	7589	DR094_RS00045	DR094_RS00045	IDMF22	-	394545	394988
NZ_QQRD01000001.1	+	7589	8284	DR094_RS00050	DR094_RS00050	IDMF22	-	393850	394545
NZ_QQRD01000001.1	-	8443	19722	DR094_RS00055	DR094_RS00055	IDMF22	-	382412	393691
NZ_QQRD01000001.1	-	19791	30476	DR094_RS00060	DR094_RS00060	IDMF22	-	371658	382343
NZ_QQRD01000001.1	-	30890	31420	DR094_RS00065	DR094_RS00065	IDMF22	-	370714	371244
NZ_QQRD01000001.1	-	31655	33385	DR094_RS00070	DR094_RS00070	IDMF22	-	368749	370479
NZ_QQRD01000001.1	-	33615	35597	DR094_RS00075	DR094_RS00075	IDMF22	-	366537	368519
NZ_QQRD01000001.1	-	35928	37589	DR094_RS00080	DR094_RS00080	IDMF22	-	364545	366206
NZ_QQRD01000001.1	-	37885	39258	DR094_RS00085	DR094_RS00085	IDMF22	-	362876	364249
NZ_QQRD01000001.1	-	39404	40009	DR094_RS00090	DR094_RS00090	IDMF22	-	362125	362730
NZ_QQRD01000001.1	-	40038	40988	DR094_RS00095	DR094_RS00095	IDMF22	-	361146	362096
NZ_QQRD01000001.1	-	41216	42166	DR094_RS00100	DR094_RS00100	IDMF22	-	359968	360918
NZ_QQRD01000001.1	-	42153	44270	DR094_RS00105	DR094_RS00105	IDMF22	-	357864	359981
NZ_QQRD01000001.1	-	44270	44986	DR094_RS00110	DR094_RS00110	IDMF22	-	357148	357864
NZ_QQRD01000001.1	-	44986	46761	DR094_RS00115	DR094_RS00115	IDMF22	-	355373	357148
NZ_QQRD01000001.1	+	46909	47823	DR094_RS00120	DR094_RS00120	IDMF22	-	354311	355225
NZ_QQRD01000001.1	+	48074	49810	DR094_RS00125	DR094_RS00125	IDMF22	-	352324	354060
NZ_QQRD01000001.1	+	49952	50692	DR094_RS00130	DR094_RS00130	IDMF22	-	351442	352182
NZ_QQRD01000001.1	+	50692	51417	DR094_RS00135	DR094_RS00135	IDMF22	-	350717	351442
NZ_QQRD01000001.1	-	51497	52153	DR094_RS00140	DR094_RS00140	IDMF22	-	349981	350637
NZ_QQRD01000001.1	-	52134	53219	DR094_RS00145	DR094_RS00145	IDMF22	-	348915	350000
NZ_QQRD01000001.1	-	53223	54143	DR094_RS00150	DR094_RS00150	IDMF22	-	347991	348911
NZ_QQRD01000001.1	-	54527	55900	DR094_RS00155	DR094_RS00155	IDMF22	-	346234	347607
NZ_QQRD01000001.1	-	55903	57438	DR094_RS00160	DR094_RS00160	IDMF22	-	344696	346231
NZ_QQRD01000001.1	-	57438	59663	DR094_RS00165	DR094_RS00165	IDMF22	-	342471	344696
NZ_QQRD01000001.1	-	59656	60126	DR094_RS00170	DR094_RS00170	IDMF22	-	342008	342478
