ABKJ22_RS00005	NZ_CP157283.1	+	49	1440	ABKJ22_RS00005	ID1257	+	49	1440	+
ABKJ22_RS00010	NZ_CP157283.1	+	1585	2721	ABKJ22_RS00010	ID1257	+	1585	2721	+
ABKJ22_RS00015	NZ_CP157283.1	+	2825	4684	ABKJ22_RS00015	ID1257	+	2825	4684	+
ABKJ22_RS00020	NZ_CP157283.1	+	4684	5142	ABKJ22_RS00020	ID1257	+	4684	5142	+
ABKJ22_RS00025	NZ_CP157283.1	+	5156	6139	ABKJ22_RS00025	ID1257	+	5156	6139	+
ABKJ22_RS00030	NZ_CP157283.1	+	6132	7103	ABKJ22_RS00030	ID1257	+	6132	7103	+
ABKJ22_RS00035	NZ_CP157283.1	+	7206	7775	ABKJ22_RS00035	ID1257	+	7206	7775	+
ABKJ22_RS00040	NZ_CP157283.1	+	7858	8865	ABKJ22_RS00040	ID1257	+	7858	8865	+
ABKJ22_RS00045	NZ_CP157283.1	+	9035	11056	ABKJ22_RS00045	ID1257	+	9035	11056	+
ABKJ22_RS00050	NZ_CP157283.1	+	11141	12148	ABKJ22_RS00050	ID1257	+	11141	12148	+
ABKJ22_RS00055	NZ_CP157283.1	+	12151	12897	ABKJ22_RS00055	ID1257	+	12151	12897	+
ABKJ22_RS00060	NZ_CP157283.1	+	12881	14485	ABKJ22_RS00060	ID1257	+	12881	14485	+
ABKJ22_RS00065	NZ_CP157283.1	+	14490	14735	ABKJ22_RS00065	ID1257	+	14490	14735	+
ABKJ22_RS00070	NZ_CP157283.1	+	14798	15661	ABKJ22_RS00070	ID1257	+	14798	15661	+
ABKJ22_RS00075	NZ_CP157283.1	+	15668	16513	ABKJ22_RS00075	ID1257	+	15668	16513	+
ABKJ22_RS00080	NZ_CP157283.1	-	16547	16816	ABKJ22_RS00080	ID1257	+	16547	16816	-
ABKJ22_RS00085	NZ_CP157283.1	+	16955	17236	ABKJ22_RS00085	ID1257	+	16955	17236	+
ABKJ22_RS00090	NZ_CP157283.1	+	17382	17996	ABKJ22_RS00090	ID1257	+	17382	17996	+
ABKJ22_RS00095	NZ_CP157283.1	-	18691	20967	ABKJ22_RS00095	ID1257	+	18691	20967	-
ABKJ22_RS00100	NZ_CP157283.1	-	21169	23409	ABKJ22_RS00100	ID1257	+	21169	23409	-
ABKJ22_RS00105	NZ_CP157283.1	-	23483	25810	ABKJ22_RS00105	ID1257	+	23483	25810	-
ABKJ22_RS00110	NZ_CP157283.1	-	25797	26618	ABKJ22_RS00110	ID1257	+	25797	26618	-
ABKJ22_RS00115	NZ_CP157283.1	-	26784	29066	ABKJ22_RS00115	ID1257	+	26784	29066	-
ABKJ22_RS00120	NZ_CP157283.1	-	29177	31504	ABKJ22_RS00120	ID1257	+	29177	31504	-
ABKJ22_RS00125	NZ_CP157283.1	-	31491	32294	ABKJ22_RS00125	ID1257	+	31491	32294	-
ABKJ22_RS00130	NZ_CP157283.1	+	32666	33145	ABKJ22_RS00130	ID1257	+	32666	33145	+
