NZ_QQRJ01000010.1	91	955
NZ_QQRJ01000010.1	976	3016
NZ_QQRJ01000010.1	3163	5536
NZ_QQRJ01000010.1	5539	7537
NZ_QQRJ01000010.1	7517	7955
NZ_QQRJ01000010.1	7947	9339
NZ_QQRJ01000010.1	9338	10571
NZ_QQRJ01000010.1	10653	11238
NZ_QQRJ01000010.1	11224	12439
NZ_QQRJ01000010.1	12472	13174
NZ_QQRJ01000010.1	13194	13740
NZ_QQRJ01000010.1	13790	13931
NZ_QQRJ01000010.1	14021	14168
NZ_QQRJ01000010.1	14187	14760
NZ_QQRJ01000010.1	15121	15212
NZ_QQRJ01000010.1	15295	16264
NZ_QQRJ01000010.1	16247	19088
NZ_QQRJ01000010.1	19094	19682
NZ_QQRJ01000010.1	19671	20421
NZ_QQRJ01000010.1	20420	21158
NZ_QQRJ01000010.1	21510	23655
NZ_QQRJ01000010.1	23774	25526
NZ_QQRJ01000010.1	25613	27233
NZ_QQRJ01000010.1	27241	28852
NZ_QQRJ01000010.1	29191	31549
NZ_QQRJ01000011.1	0	498
NZ_QQRJ01000011.1	883	985
NZ_QQRJ01000011.1	1362	3780
NZ_QQRJ01000011.1	3784	5122
NZ_QQRJ01000011.1	5121	5502
NZ_QQRJ01000011.1	5649	7602
NZ_QQRJ01000011.1	7692	10011
NZ_QQRJ01000011.1	10013	10865
NZ_QQRJ01000011.1	11274	11607
NZ_QQRJ01000011.1	11587	12451
NZ_QQRJ01000011.1	12453	13485
NZ_QQRJ01000011.1	13487	14660
NZ_QQRJ01000011.1	14983	20911
NZ_QQRJ01000011.1	21050	21200
NZ_QQRJ01000011.1	21423	22308
NZ_QQRJ01000011.1	22273	24556
NZ_QQRJ01000011.1	24632	26597
NZ_QQRJ01000011.1	26917	27202
NZ_QQRJ01000011.1	27173	27908
NZ_QQRJ01000011.1	27900	29334
NZ_QQRJ01000012.1	0	8087
NZ_QQRJ01000012.1	8539	10378
NZ_QQRJ01000012.1	10574	10979
NZ_QQRJ01000012.1	11465	12347
NZ_QQRJ01000012.1	12417	14628
NZ_QQRJ01000012.1	14940	15609
NZ_QQRJ01000012.1	15583	16474
NZ_QQRJ01000012.1	16463	17186
NZ_QQRJ01000012.1	17169	18066
NZ_QQRJ01000012.1	18058	18571
NZ_QQRJ01000012.1	18693	20613
NZ_QQRJ01000012.1	20822	22223
NZ_QQRJ01000012.1	22620	23847
NZ_QQRJ01000012.1	23886	25005
NZ_QQRJ01000012.1	25004	25901
NZ_QQRJ01000012.1	26073	27921
NZ_QQRJ01000012.1	27959	28517
NZ_QQRJ01000013.1	0	462
NZ_QQRJ01000013.1	531	1485
NZ_QQRJ01000013.1	1481	4097
NZ_QQRJ01000013.1	4186	4624
NZ_QQRJ01000013.1	4699	4894
NZ_QQRJ01000013.1	4896	5250
NZ_QQRJ01000013.1	5380	8413
NZ_QQRJ01000013.1	8460	11562
NZ_QQRJ01000013.1	12061	12742
NZ_QQRJ01000013.1	12752	14909
NZ_QQRJ01000013.1	14967	15165
NZ_QQRJ01000013.1	15287	15362
NZ_QQRJ01000013.1	15365	15441
NZ_QQRJ01000013.1	15448	15524
NZ_QQRJ01000013.1	15528	15605
NZ_QQRJ01000013.1	15640	15724
NZ_QQRJ01000013.1	15779	16622
NZ_QQRJ01000013.1	16635	17445
NZ_QQRJ01000013.1	17446	18283
NZ_QQRJ01000013.1	18279	19095
NZ_QQRJ01000013.1	19613	21218
NZ_QQRJ01000013.1	21229	21817
NZ_QQRJ01000013.1	21798	22446
NZ_QQRJ01000013.1	22476	24387
NZ_QQRJ01000013.1	24391	24757
NZ_QQRJ01000013.1	24809	25493
NZ_QQRJ01000013.1	25514	25781
NZ_QQRJ01000013.1	26033	26486
NZ_QQRJ01000014.1	103	3733
NZ_QQRJ01000014.1	3732	6375
NZ_QQRJ01000014.1	6407	8654
NZ_QQRJ01000014.1	8653	8962
NZ_QQRJ01000014.1	8961	9741
NZ_QQRJ01000014.1	10034	11393
NZ_QQRJ01000014.1	11401	12643
NZ_QQRJ01000014.1	12752	13289
NZ_QQRJ01000014.1	13291	14092
NZ_QQRJ01000014.1	14092	15091
NZ_QQRJ01000014.1	15107	15443
NZ_QQRJ01000014.1	15563	17717
NZ_QQRJ01000014.1	17778	18060
NZ_QQRJ01000014.1	18062	18647
NZ_QQRJ01000014.1	18649	19285
NZ_QQRJ01000014.1	19265	20138
NZ_QQRJ01000014.1	20141	20876
NZ_QQRJ01000014.1	20907	21444
NZ_QQRJ01000014.1	21471	22290
NZ_QQRJ01000014.1	22262	23165
NZ_QQRJ01000014.1	23154	24117
NZ_QQRJ01000014.1	24120	25746
NZ_QQRJ01000015.1	34	847
NZ_QQRJ01000015.1	856	1507
NZ_QQRJ01000015.1	1490	2096
NZ_QQRJ01000015.1	2154	2229
