Orthogroup	MHP_MHP699_genes	MHP_7448_genes
OG0000000	DR100_RS03595, DR100_RS04515	MHP7448_RS02245
OG0000000	DR100_RS04215	MHP7448_RS01735
OG0000000	DR100_RS04210	MHP7448_RS01740
OG0000001	DR100_RS03930	MHP7448_RS01300
OG0000001	DR100_RS01790	MHP7448_RS02820
OG0000002	DR100_RS04380	MHP7448_RS03995, MHP7448_RS03900
OG0000002	DR100_RS04740	MHP7448_RS01745
OG0000003	DR100_RS03640	MHP7448_RS01830, MHP7448_RS01785, MHP7448_RS00505
OG0000003	DR100_RS04610, DR100_RS04485, DR100_RS04885, DR100_RS03840	MHP7448_RS03870
OG0000004	DR100_RS03585	MHP7448_RS03235
OG0000004	DR100_RS03555	MHP7448_RS03245
OG0000005	DR100_RS01100	MHP7448_RS00100
OG0000005	DR100_RS04620	MHP7448_RS00120
OG0000005	DR100_RS04630	MHP7448_RS00105
OG0000005	DR100_RS04625	MHP7448_RS00110
OG0000005	DR100_RS04615	MHP7448_RS00125
OG0000006	DR100_RS04245	MHP7448_RS02380
OG0000008	DR100_RS03845	MHP7448_RS01665
OG0000008	DR100_RS03680	MHP7448_RS04030
OG0000009	DR100_RS00780	MHP7448_RS00690
OG0000010	DR100_RS04925	MHP7448_RS01885
OG0000010	DR100_RS01085	MHP7448_RS00095
OG0000011	DR100_RS01970	MHP7448_RS01970
OG0000011	DR100_RS01975	MHP7448_RS01965
OG0000012	DR100_RS01800	MHP7448_RS02690
OG0000012	DR100_RS03830	MHP7448_RS03880
OG0000013	DR100_RS02295	MHP7448_RS02430
OG0000013	DR100_RS03970	MHP7448_RS03945
OG0000014	DR100_RS03645	MHP7448_RS01090
OG0000014	DR100_RS04585	MHP7448_RS00605
OG0000015	DR100_RS01650	MHP7448_RS01650
OG0000016	DR100_RS01750	MHP7448_RS02865
OG0000016	DR100_RS00685	MHP7448_RS00170
OG0000017	DR100_RS00700	MHP7448_RS00155
OG0000017	DR100_RS01740	MHP7448_RS02875
OG0000018	DR100_RS04570	MHP7448_RS01340
OG0000019	DR100_RS03760	MHP7448_RS03045
OG0000019	DR100_RS03745	MHP7448_RS03040
OG0000019	DR100_RS03750	MHP7448_RS04065
OG0000020	DR100_RS03705	MHP7448_RS03580
OG0000020	DR100_RS04650	MHP7448_RS03585
OG0000021	DR100_RS03710	MHP7448_RS03950
OG0000022	DR100_RS02220	MHP7448_RS01680
OG0000022	DR100_RS04745	MHP7448_RS01730
OG0000024	DR100_RS03275	MHP7448_RS02765
OG0000024	DR100_RS00195	MHP7448_RS01290
OG0000025	DR100_RS04750	MHP7448_RS01685
OG0000025	DR100_RS02170	MHP7448_RS01725
OG0000026	DR100_RS00285	MHP7448_RS01380
OG0000026	DR100_RS02190	MHP7448_RS01705
OG0000027	DR100_RS04850	MHP7448_RS03845
OG0000027	DR100_RS04690	MHP7448_RS03390
OG0000028	DR100_RS02685	MHP7448_RS02440
OG0000029	DR100_RS03520	MHP7448_RS01085
OG0000029	DR100_RS00725	MHP7448_RS00610
OG0000030	DR100_RS04855	MHP7448_RS03370
OG0000030	DR100_RS04695	MHP7448_RS03385
OG0000032	DR100_RS03450	MHP7448_RS01595
OG0000032	DR100_RS03775	MHP7448_RS03380
OG0000033	DR100_RS02300	MHP7448_RS02435
OG0000035	DR100_RS03560	MHP7448_RS03240
OG0000036	DR100_RS01080	MHP7448_RS00115
OG0000036	DR100_RS01065	MHP7448_RS00130
OG0000037	DR100_RS03435	MHP7448_RS03725
OG0000037	DR100_RS03440	MHP7448_RS03970
OG0000038	DR100_RS03370	MHP7448_RS01825
OG0000039	DR100_RS04510, DR100_RS03660	MHP7448_RS01635
OG0000040	DR100_RS03895	MHP7448_RS03315
OG0000041	DR100_RS00105	MHP7448_RS00680, MHP7448_RS01195
OG0000042	DR100_RS03115	MHP7448_RS02965
OG0000043	DR100_RS02005	MHP7448_RS02315
OG0000044	DR100_RS04930	MHP7448_RS04120
OG0000045	DR100_RS03545	MHP7448_RS01640
OG0000047	DR100_RS01635	MHP7448_RS01590
OG0000048	DR100_RS02540	MHP7448_RS02115
OG0000049	DR100_RS01465	MHP7448_RS03085
OG0000050	DR100_RS02715	MHP7448_RS02470
OG0000051	DR100_RS01815	MHP7448_RS02675
OG0000052	DR100_RS01115	MHP7448_RS00075
OG0000053	DR100_RS04755	MHP7448_RS01465
OG0000054	DR100_RS02740	MHP7448_RS02495
OG0000055	DR100_RS01060	MHP7448_RS00135
OG0000056	DR100_RS01270	MHP7448_RS03565
OG0000057	DR100_RS01665	MHP7448_RS02950
OG0000058	DR100_RS01560	MHP7448_RS02335
OG0000059	DR100_RS04135	MHP7448_RS02320
OG0000060	DR100_RS01110	MHP7448_RS00080
OG0000062	DR100_RS01225	MHP7448_RS03615
OG0000063	DR100_RS04645	MHP7448_RS03610
OG0000064	DR100_RS01240	MHP7448_RS03600
OG0000065	DR100_RS03025	MHP7448_RS02180
OG0000066	DR100_RS00275	MHP7448_RS01370
OG0000067	DR100_RS02670	MHP7448_RS00525
OG0000068	DR100_RS00760	MHP7448_RS00655
OG0000069	DR100_RS01775	MHP7448_RS02835
OG0000070	DR100_RS02745	MHP7448_RS02500
OG0000071	DR100_RS03100	MHP7448_RS03305
OG0000072	DR100_RS04835	MHP7448_RS03310
OG0000073	DR100_RS00805	MHP7448_RS00715
OG0000074	DR100_RS04605	MHP7448_RS03660
OG0000075	DR100_RS00505	MHP7448_RS00340
OG0000076	DR100_RS00490	MHP7448_RS00355
OG0000077	DR100_RS00400	MHP7448_RS00445
OG0000078	DR100_RS02200	MHP7448_RS01695
OG0000079	DR100_RS01910	MHP7448_RS02580
OG0000080	DR100_RS04175	MHP7448_RS03915
OG0000081	DR100_RS00510	MHP7448_RS00335
OG0000082	DR100_RS04250, DR100_RS02290	MHP7448_RS02425
OG0000083	DR100_RS02770	MHP7448_RS02040
OG0000084	DR100_RS02590	MHP7448_RS02065
OG0000085	DR100_RS02585	MHP7448_RS02070
OG0000086	DR100_RS02575	MHP7448_RS02080
OG0000087	DR100_RS02560	MHP7448_RS02095
OG0000088	DR100_RS02555	MHP7448_RS02100
OG0000089	DR100_RS02545	MHP7448_RS02110
OG0000090	DR100_RS01120	MHP7448_RS00070
OG0000091	DR100_RS01135	MHP7448_RS00055
OG0000092	DR100_RS01150	MHP7448_RS00040
OG0000093	DR100_RS01155	MHP7448_RS00035
OG0000094	DR100_RS01160	MHP7448_RS00030
OG0000095	DR100_RS01185	MHP7448_RS00005
OG0000096	DR100_RS01190	MHP7448_RS03655
OG0000097	DR100_RS01210	MHP7448_RS03635
OG0000098	DR100_RS01220	MHP7448_RS03620
OG0000099	DR100_RS03485	MHP7448_RS03570
OG0000100	DR100_RS01280	MHP7448_RS03555
OG0000101	DR100_RS01285	MHP7448_RS03550
OG0000102	DR100_RS02175	MHP7448_RS01720
OG0000103	DR100_RS02990	MHP7448_RS02145
OG0000104	DR100_RS02995	MHP7448_RS02150
OG0000105	DR100_RS03010	MHP7448_RS02165
OG0000106	DR100_RS03020	MHP7448_RS02175
