ID,GO
GC_00000001,GO:0003676
GC_00000001,GO:0003677
GC_00000001,GO:0008168
GC_00000001,GO:0008170
GC_00000001,GO:0032259
GC_00000002,GO:0003677
GC_00000002,GO:0005524
GC_00000002,GO:0016787
GC_00000003,GO:0003676
GC_00000003,GO:0003677
GC_00000003,GO:0008168
GC_00000003,GO:0008170
GC_00000003,GO:0032259
GC_00000008,GO:0000166
GC_00000008,GO:0004812
GC_00000008,GO:0004827
GC_00000008,GO:0005524
GC_00000008,GO:0005737
GC_00000008,GO:0006418
GC_00000008,GO:0006433
GC_00000008,GO:0017101
GC_00000014,GO:0005524
GC_00000014,GO:0015421
GC_00000014,GO:0016020
GC_00000014,GO:0016887
GC_00000014,GO:0055085
GC_00000014,GO:0140359
GC_00000017,GO:0003677
GC_00000017,GO:0003916
GC_00000017,GO:0003918
GC_00000017,GO:0005524
GC_00000017,GO:0005737
GC_00000017,GO:0006259
GC_00000017,GO:0006265
GC_00000017,GO:0009330
GC_00000018,GO:0003952
GC_00000018,GO:0004359
GC_00000018,GO:0005737
GC_00000018,GO:0008795
GC_00000018,GO:0009435
GC_00000019,GO:0005524
GC_00000019,GO:0016887
GC_00000019,GO:0045261
GC_00000019,GO:0046034
GC_00000019,GO:0046933
GC_00000019,GO:1902600
GC_00000021,GO:0000287
GC_00000021,GO:0005829
GC_00000021,GO:0016787
GC_00000021,GO:0016791
GC_00000023,GO:0009401
GC_00000023,GO:0016020
GC_00000025,GO:0003824
GC_00000025,GO:0009058
GC_00000025,GO:0009435
GC_00000025,GO:0016779
GC_00000026,GO:0003676
GC_00000027,GO:0005524
GC_00000027,GO:0016887
GC_00000028,GO:0004386
GC_00000030,GO:0003743
GC_00000030,GO:0005829
GC_00000030,GO:0006413
GC_00000030,GO:0016020
GC_00000030,GO:0032790
GC_00000030,GO:0043022
GC_00000031,GO:0005829
GC_00000032,GO:0003824
GC_00000032,GO:0005829
GC_00000032,GO:0008782
GC_00000032,GO:0008930
GC_00000032,GO:0009116
GC_00000032,GO:0019284
GC_00000033,GO:0005524
GC_00000033,GO:0015986
GC_00000033,GO:0043531
GC_00000033,GO:0045259
GC_00000033,GO:0045261
GC_00000033,GO:0046933
GC_00000034,GO:0005351
GC_00000034,GO:0005886
GC_00000034,GO:0008982
GC_00000034,GO:0009401
GC_00000034,GO:0016020
GC_00000034,GO:0022877
GC_00000034,GO:0090563
GC_00000035,GO:0005524
GC_00000035,GO:0005829
GC_00000035,GO:0005886
GC_00000035,GO:0006605
GC_00000035,GO:0006886
GC_00000035,GO:0016020
GC_00000035,GO:0017038
GC_00000035,GO:0031522
GC_00000035,GO:0043952
GC_00000040,GO:0004622
GC_00000045,GO:0003735
GC_00000045,GO:0005840
GC_00000045,GO:0006412
GC_00000045,GO:0015934
GC_00000045,GO:0022625
GC_00000045,GO:0070180
GC_00000046,GO:0003735
GC_00000046,GO:0005840
GC_00000046,GO:0006412
GC_00000046,GO:0022627
GC_00000048,GO:0003824
GC_00000048,GO:0009117
GC_00000050,GO:0000028
GC_00000050,GO:0003723
GC_00000050,GO:0003735
GC_00000050,GO:0005840
GC_00000050,GO:0006412
GC_00000050,GO:0015935
GC_00000051,GO:0003676
GC_00000051,GO:0003723
GC_00000051,GO:0003735
GC_00000051,GO:0006412
GC_00000051,GO:0022627
GC_00000052,GO:0003735
GC_00000052,GO:0005840
GC_00000052,GO:0006412
GC_00000052,GO:0015935
GC_00000054,GO:0003723
GC_00000054,GO:0003743
GC_00000054,GO:0005829
GC_00000054,GO:0006413
GC_00000054,GO:0043022
GC_00000055,GO:0009306
GC_00000055,GO:0015450
GC_00000055,GO:0016020
GC_00000056,GO:0003723
GC_00000056,GO:0003725
GC_00000056,GO:0004525
GC_00000056,GO:0005634
GC_00000056,GO:0006364
GC_00000056,GO:0006396
GC_00000056,GO:0010468
GC_00000057,GO:0002098
GC_00000057,GO:0003924
GC_00000057,GO:0005515
GC_00000057,GO:0005525
GC_00000057,GO:0005737
GC_00000057,GO:0005829
GC_00000057,GO:0006400
GC_00000057,GO:0030488
GC_00000059,GO:0004045
GC_00000061,GO:0005829
GC_00000061,GO:0006354
GC_00000061,GO:0006355
GC_00000061,GO:0140673
GC_00000062,GO:0003676
GC_00000062,GO:0003723
GC_00000062,GO:0003735
GC_00000062,GO:0005829
GC_00000062,GO:0005840
GC_00000062,GO:0006412
GC_00000062,GO:0015935
GC_00000063,GO:0003735
GC_00000063,GO:0005840
GC_00000063,GO:0006412
GC_00000064,GO:0003677
GC_00000064,GO:0003899
GC_00000064,GO:0006351
GC_00000064,GO:0046983
GC_00000065,GO:0005524
GC_00000065,GO:0016887
GC_00000066,GO:0003677
GC_00000067,GO:0010181
GC_00000067,GO:0036211
GC_00000068,GO:0015986
GC_00000070,GO:0000976
GC_00000070,GO:0003677
GC_00000070,GO:0003700
GC_00000070,GO:0006355
GC_00000070,GO:2000143
GC_00000071,GO:0008982
GC_00000071,GO:0009401
GC_00000072,GO:0000166
GC_00000072,GO:0004812
GC_00000072,GO:0004828
GC_00000072,GO:0005524
GC_00000072,GO:0006418
GC_00000072,GO:0006434
GC_00000073,GO:0003735
GC_00000073,GO:0005840
GC_00000073,GO:0006412
GC_00000073,GO:0019843
GC_00000074,GO:0005886
GC_00000074,GO:0015078
GC_00000074,GO:0015986
GC_00000074,GO:0042777
GC_00000074,GO:0045259
GC_00000074,GO:0045263
GC_00000074,GO:0046933
GC_00000075,GO:0004751
GC_00000075,GO:0005975
GC_00000075,GO:0009052
GC_00000075,GO:0016853
GC_00000075,GO:0019316
GC_00000076,GO:0016020
GC_00000076,GO:0055085
GC_00000077,GO:0003723
GC_00000077,GO:0003735
GC_00000077,GO:0006412
GC_00000077,GO:0015935
GC_00000078,GO:0015986
GC_00000078,GO:0046933
GC_00000079,GO:0003735
GC_00000079,GO:0005840
GC_00000079,GO:0006412
GC_00000079,GO:0022625
GC_00000080,GO:0003725
GC_00000081,GO:0006412
GC_00000081,GO:0043023
GC_00000082,GO:0008982
GC_00000082,GO:0009401
GC_00000083,GO:0005506
GC_00000083,GO:0016226
GC_00000083,GO:0051536
GC_00000084,GO:0003729
GC_00000084,GO:0003735
GC_00000084,GO:0005840
GC_00000084,GO:0006412
GC_00000084,GO:0017148
GC_00000084,GO:0022625
GC_00000085,GO:0003723
GC_00000085,GO:0003735
GC_00000085,GO:0005829
GC_00000085,GO:0005840
GC_00000085,GO:0006412
GC_00000085,GO:0015935
GC_00000085,GO:0070181
GC_00000086,GO:0005737
GC_00000086,GO:0006508
GC_00000086,GO:0008233
GC_00000086,GO:0019538
GC_00000086,GO:0030145
GC_00000086,GO:0046872
GC_00000086,GO:0070006
GC_00000087,GO:0005975
GC_00000087,GO:0016857
GC_00000089,GO:0003735
GC_00000089,GO:0005840
GC_00000089,GO:0006412
GC_00000090,GO:0000154
GC_00000090,GO:0000179
GC_00000090,GO:0006364
GC_00000090,GO:0031167
GC_00000091,GO:0004222
GC_00000091,GO:0006364
GC_00000092,GO:0008379
GC_00000092,GO:0016209
GC_00000092,GO:0016491
GC_00000093,GO:0003735
GC_00000093,GO:0005840
GC_00000093,GO:0006412
GC_00000094,GO:0003735
GC_00000094,GO:0005840
GC_00000094,GO:0006412
GC_00000095,GO:0005737
GC_00000095,GO:0006221
GC_00000095,GO:0006225
GC_00000095,GO:0009041
GC_00000095,GO:0033862
GC_00000097,GO:0003677
GC_00000097,GO:0030527
GC_00000098,GO:0004645
GC_00000098,GO:0005829
GC_00000098,GO:0006206
GC_00000098,GO:0006213
GC_00000098,GO:0009032
GC_00000098,GO:0016154
GC_00000098,GO:0016757
GC_00000098,GO:0016763
GC_00000100,GO:0003677
GC_00000100,GO:0003700
GC_00000100,GO:0006355
GC_00000100,GO:0097367
GC_00000100,GO:1901135
GC_00000101,GO:0003735
GC_00000101,GO:0005840
GC_00000101,GO:0006412
GC_00000101,GO:0022627
GC_00000101,GO:0070181
GC_00000102,GO:0003735
GC_00000102,GO:0005840
GC_00000102,GO:0006412
GC_00000103,GO:0003735
GC_00000103,GO:0005840
GC_00000103,GO:0006412
GC_00000103,GO:0022625
GC_00000104,GO:0003735
GC_00000104,GO:0005840
GC_00000104,GO:0006412
GC_00000104,GO:0015934
GC_00000104,GO:0022625
GC_00000105,GO:0004797
GC_00000105,GO:0005524
