ID,GO
GC_00000001,GO:0005524
GC_00000001,GO:0005886
GC_00000001,GO:0016020
GC_00000001,GO:0016887
GC_00000001,GO:0022857
GC_00000001,GO:0042626
GC_00000001,GO:0043190
GC_00000001,GO:0055085
GC_00000002,GO:0003676
GC_00000002,GO:0003677
GC_00000002,GO:0008168
GC_00000002,GO:0008170
GC_00000002,GO:0032259
GC_00000003,GO:0003677
GC_00000003,GO:0004803
GC_00000003,GO:0006313
GC_00000004,GO:0003676
GC_00000004,GO:0015074
GC_00000006,GO:0003677
GC_00000006,GO:0005524
GC_00000006,GO:0016787
GC_00000012,GO:0005351
GC_00000012,GO:0005886
GC_00000012,GO:0008982
GC_00000012,GO:0009401
GC_00000012,GO:0016020
GC_00000012,GO:0022877
GC_00000012,GO:0090563
GC_00000013,GO:0005975
GC_00000013,GO:0016857
GC_00000015,GO:0005524
GC_00000015,GO:0005886
GC_00000015,GO:0015421
GC_00000015,GO:0016020
GC_00000015,GO:0016887
GC_00000015,GO:0022857
GC_00000015,GO:0034040
GC_00000015,GO:0042626
GC_00000015,GO:0043190
GC_00000015,GO:0055085
GC_00000015,GO:0140359
GC_00000017,GO:0004252
GC_00000017,GO:0006508
GC_00000017,GO:0008236
GC_00000018,GO:0000166
GC_00000018,GO:0003676
GC_00000018,GO:0004812
GC_00000018,GO:0004815
GC_00000018,GO:0005524
GC_00000018,GO:0005737
GC_00000018,GO:0006418
GC_00000018,GO:0006422
GC_00000018,GO:0016874
GC_00000019,GO:0005524
GC_00000019,GO:0016020
GC_00000019,GO:0016887
GC_00000019,GO:0034040
GC_00000019,GO:0042626
GC_00000019,GO:0055085
GC_00000022,GO:0005634
GC_00000022,GO:0010468
GC_00000022,GO:0043565
GC_00000026,GO:0015833
GC_00000026,GO:1904680
GC_00000032,GO:0003677
GC_00000032,GO:0003886
GC_00000032,GO:0005634
GC_00000032,GO:0008168
GC_00000032,GO:0010424
GC_00000032,GO:0044027
GC_00000043,GO:0005886
GC_00000043,GO:0016020
GC_00000043,GO:0022857
GC_00000044,GO:0003824
GC_00000047,GO:0003677
GC_00000047,GO:0003887
GC_00000047,GO:0005524
GC_00000047,GO:0006260
GC_00000047,GO:0006261
GC_00000047,GO:0009360
GC_00000047,GO:0016887
GC_00000049,GO:0004476
GC_00000049,GO:0005975
GC_00000049,GO:0008270
GC_00000051,GO:0005886
GC_00000051,GO:0016020
GC_00000051,GO:0022857
GC_00000051,GO:0055085
GC_00000053,GO:0003677
GC_00000053,GO:0003824
GC_00000053,GO:0008409
GC_00000053,GO:0017108
GC_00000053,GO:0033567
GC_00000060,GO:0003824
GC_00000060,GO:0016874
GC_00000060,GO:0016884
GC_00000060,GO:0050567
GC_00000060,GO:0070681
GC_00000061,GO:0005737
GC_00000062,GO:0004844
GC_00000062,GO:0006281
GC_00000062,GO:0006284
GC_00000062,GO:0016799
GC_00000062,GO:0097510
GC_00000063,GO:0005524
GC_00000063,GO:0016887
GC_00000064,GO:0008199
GC_00000065,GO:0003723
GC_00000065,GO:0006396
GC_00000065,GO:0008168
GC_00000065,GO:0008173
GC_00000066,GO:0004148
GC_00000066,GO:0006090
GC_00000066,GO:0006103
GC_00000066,GO:0016491
GC_00000066,GO:0016668
GC_00000066,GO:0050660
GC_00000067,GO:0003723
GC_00000067,GO:0006355
GC_00000068,GO:0016887
GC_00000070,GO:0000455
GC_00000070,GO:0001522
GC_00000070,GO:0003723
GC_00000070,GO:0009451
GC_00000070,GO:0009982
GC_00000071,GO:0000455
GC_00000071,GO:0001522
GC_00000071,GO:0003723
GC_00000071,GO:0009451
GC_00000071,GO:0009982
GC_00000072,GO:0005886
GC_00000072,GO:0015297
GC_00000072,GO:0016020
GC_00000072,GO:0042910
GC_00000072,GO:0055085
GC_00000073,GO:0000725
GC_00000073,GO:0003677
GC_00000073,GO:0003678
GC_00000073,GO:0005524
GC_00000073,GO:0005829
GC_00000073,GO:0016787
GC_00000073,GO:0033202
GC_00000073,GO:0043138
GC_00000074,GO:0005524
GC_00000074,GO:0005737
GC_00000074,GO:0006457
GC_00000074,GO:0009408
GC_00000074,GO:0031072
GC_00000074,GO:0042026
GC_00000074,GO:0051082
GC_00000074,GO:0051085
GC_00000075,GO:0003723
GC_00000075,GO:0003724
GC_00000075,GO:0005524
GC_00000078,GO:0003677
GC_00000078,GO:0003916
GC_00000078,GO:0003918
GC_00000078,GO:0005524
GC_00000078,GO:0005737
GC_00000078,GO:0006259
GC_00000078,GO:0006265
GC_00000078,GO:0009330
GC_00000081,GO:0000287
GC_00000081,GO:0003824
GC_00000081,GO:0003984
GC_00000081,GO:0005948
GC_00000081,GO:0009097
GC_00000081,GO:0009099
GC_00000081,GO:0016823
GC_00000081,GO:0019310
GC_00000081,GO:0030976
GC_00000081,GO:0050660
GC_00000084,GO:0003735
GC_00000084,GO:0005840
GC_00000084,GO:0006412
GC_00000084,GO:0015934
GC_00000084,GO:0022625
GC_00000084,GO:0070180
GC_00000088,GO:0002055
GC_00000088,GO:0003999
GC_00000088,GO:0005737
GC_00000088,GO:0006168
GC_00000088,GO:0016208
GC_00000088,GO:0044209
GC_00000089,GO:0003723
GC_00000089,GO:0003735
GC_00000089,GO:0006412
GC_00000089,GO:0015935
GC_00000089,GO:0019843
GC_00000089,GO:0042274
GC_00000090,GO:0005886
GC_00000091,GO:0006364
GC_00000092,GO:0003723
GC_00000092,GO:0003735
GC_00000092,GO:0006412
GC_00000092,GO:0015934
GC_00000093,GO:0003824
GC_00000093,GO:0004731
GC_00000093,GO:0005829
GC_00000093,GO:0006139
GC_00000093,GO:0006152
GC_00000093,GO:0009116
GC_00000094,GO:0043937
GC_00000095,GO:0006289
GC_00000095,GO:0006974
GC_00000095,GO:0009380
GC_00000095,GO:0009381
GC_00000097,GO:0000287
GC_00000097,GO:0004427
GC_00000097,GO:0005737
GC_00000097,GO:0006796
GC_00000098,GO:0016020
GC_00000098,GO:0022857
GC_00000098,GO:0055085
GC_00000099,GO:0003746
GC_00000099,GO:0003924
GC_00000099,GO:0005525
GC_00000099,GO:0005829
GC_00000099,GO:0006414
GC_00000100,GO:0000166
GC_00000100,GO:0004812
GC_00000100,GO:0004830
GC_00000100,GO:0005524
GC_00000100,GO:0005829
GC_00000100,GO:0006418
GC_00000100,GO:0006436
GC_00000101,GO:0005975
GC_00000101,GO:0008270
GC_00000101,GO:0016832
GC_00000102,GO:0003743
GC_00000102,GO:0003924
GC_00000102,GO:0005525
GC_00000102,GO:0005737
GC_00000102,GO:0005829
GC_00000102,GO:0006413
GC_00000103,GO:0005524
GC_00000103,GO:0006508
