A0A0R3U152	A0A0R3U152	A0A0R3U152_MESCO	MCOS_LOCUS63	J domain-containing protein	91872.9	102550	101189	150902	94400	109714		110843	132012	94987.9	113090	52191.6	186595	90526.5	108718	120758	73825.8	29547.2	114935	161629	33058.9	68393.8	84730.4	77331.9
A0A0R3U1B6	A0A0R3U1B6	A0A0R3U1B6_MESCO	MCOS_LOCUS145	Protein Red	3,95E+11	1,97E+11	2,77E+11	3,53E+11	3,52E+10	2,11E+11	4,45E+11	2,86E+11	1,53E+11	1,54E+11	2,01E+11	1,73E+11	4,30E+11	4,21E+11	3,75E+11	918339	924666			1,03E+11	930392	1,09E+11		
A0A0R3U1W6	A0A0R3U1W6	A0A0R3U1W6_MESCO	MCOS_LOCUS393	MFS domain-containing protein	722869	190374	324553	191295	903507	277983			101003	114256			757866	608588										
A0A0R3U246	A0A0R3U246	A0A0R3U246_MESCO	MCOS_LOCUS500	Macrophage immunometabolism regulator	24202.9	12751.7	15076.8	21036.8	17088.4	7569.12			8589.81	4769.85				11954.9	12401.2	4271.76				8687.88				
A0A0R3U270	A0A0R3U270	A0A0R3U270_MESCO	MCOS_LOCUS528	DUF4604 domain-containing protein	364288	329693	326038	418040	344388	258919	355023	242981	212028	119054	417193	277510	422799	289314	518357	96382.3								
A0A0R3U292	A0A0R3U292	A0A0R3U292_MESCO	MCOS_LOCUS556	inositol-phosphate phosphatase	156529	98198	138636	122606	139282			112936			103142	109414			93086.4	100728	72070.8							
A0A0R3U2J6	A0A0R3U2J6	A0A0R3U2J6_MESCO	MCOS_LOCUS701	Mitochondrial ribosomal protein S34	264563	288510	403673	314072	431973	473068	265568	534255	214398	414479	667368	460595	764936	378799	440089	361365	348064		634118	497147	284990		410850	
A0A0R3U2M9	A0A0R3U2M9;A0A5K3EXL4	A0A0R3U2M9_MESCO	MCOS_LOCUS741	FACT complex subunit SSRP1	188265	165033		131638		160077		160444	404698	401050	328753	224962	166535	314190	197068	67453.4	276246		197093	302030				388327
A0A0R3U2S6	A0A0R3U2S6	A0A0R3U2S6_MESCO	MCOS_LOCUS797	Small acidic protein	928097	386495	1,34E+11	266782	431535	406704	532540		323193	300721	643653	444001	953200	445905	765801		192474							
A0A0R3U2T3	A0A0R3U2T3	A0A0R3U2T3_MESCO	MCOS_LOCUS807	KH_dom_type_1 domain-containing protein	19133.1	31224.8	32485.9	31603.7	19032.9	29421.6		20764.9	21701.3	46872.1	18239.6	22099.5	35897.5	33176.9	20920.8	13007.5	7897.26			48381.5		43026.8	23664.5	
A0A0R3U3B6	A0A0R3U3B6;A0A5K3F5W5	A0A0R3U3B6_MESCO	MCOS_LOCUS1051	Tubulin-specific chaperone E		24761	32230	67356.1	48474.6	40771.8		46954.2	25595.4	28743.2		44428.2	106036		37716	42077.6	47280.8		95261.4				46528.2	
A0A0R3U3I7	A0A0R3U3I7	A0A0R3U3I7_MESCO	MCOS_LOCUS1134	Splicing factor 3A subunit 1	2,53E+11	600252	1,79E+11	2,13E+11	2,57E+11	1,01E+11	2,17E+11	1,26E+11	816867	616458	1,00E+11	750238	4,41E+11	2,71E+11	1,22E+11	781278	515846		2,79E+09		781509	333014	578060	824067
A0A0R3U3J3	A0A0R3U3J3	A0A0R3U3J3_MESCO	MCOS_LOCUS1144	Large ribosomal subunit protein mL64		87578.7	106362	68338.9	93424.3	65661.3			52390.4					74862.2		25885.9								
A0A0R3U3K9	A0A0R3U3K9;A0A5K3F4A7;A0A5K3F7Q0	A0A0R3U3K9_MESCO	MCOS_LOCUS1164	Uncharacterized protein	24612.8	14577.7	11062.9	22658.8	59491.5	10979.9	99294	14554.4	9746.42	15056.2	23811.3	12169.5	45161.6	21854.4	18866.5	8833.14								
A0A0R3U3U8	A0A0R3U3U8	A0A0R3U3U8_MESCO	MCOS_LOCUS1281	Uncharacterized protein	276830	89915.3	193948	134128	236420	82206.2	201350	105845	124062	127604	177184	158358	312817	401858	182894	87182.8								
A0A0R3U405	A0A0R3U405	A0A0R3U405_MESCO	MCOS_LOCUS1350	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase	770233	188779	523415	435959	800977	183455		115953	288921	219294	64165.8	167707	1,06E+11	524282	182799	140591	160118	332797	146595	348297		295860		64386.7
A0A0R3U417	A0A0R3U417	A0A0R3U417_MESCO	MCOS_LOCUS1366	DH domain-containing protein	260912	174907	229507	263518	395478	229207		192001	184982	165812	199730	175203	389308	259516	198606	177578	165682				1,68E+11			
A0A0R3U452	A0A0R3U452	A0A0R3U452_MESCO	MCOS_LOCUS1406	Coiled-coil domain-containing protein 72 homolog	1,49E+11	4,10E+10	1,49E+11	1,93E+11	1,18E+11	2,97E+11	1,13E+11	637852			1,31E+11	2,25E+11	457210	659145	1,29E+11	2,41E+11	2,14E+11		1,28E+11		863789	1,21E+11	802223	754400
A0A0R3U4C5	A0A0R3U4C5	A0A0R3U4C5_MESCO	MCOS_LOCUS1490	Coiled-coil domain-containing protein 115	263081	272613	354417	305326		277693	378870	339773	325242	374581	524763	225808	181427	311679	471225	400464	346007			132883				
A0A0R3U4H2	A0A0R3U4H2	A0A0R3U4H2_MESCO	MCOS_LOCUS1548	RING-type domain-containing protein	711364	580324	1,08E+11	910512	790389	574888	1,05E+11	641203	416032	228190	340375	292688	576410	621823	528637	211710	170911					311433	246510	139826
A0A0R3U4J3	A0A0R3U4J3	A0A0R3U4J3_MESCO	MCOS_LOCUS1573	Splicing factor U2AF 26 kDa subunit	330677	330093	351605	391339	191268	177610	327521	180340	249973	331201	304598	226367		196993	244013		589396	202155		590567				296585
A0A0R3U4L9	A0A0R3U4L9	A0A0R3U4L9_MESCO	MCOS_LOCUS1601	Tudor domain-containing protein	112932		114977	90122				193772	31724.8	62393.9	106318	275888	470782	185214		91085.8	52312.9							
A0A0R3U5E5	A0A0R3U5E5	A0A0R3U5E5_MESCO	MCOS_LOCUS1942	RNase_PH domain-containing protein	107853	57804.6	60358.9	93921.3	212006	88338.7	125462	50284.1	66961.9	65327.4	53210.2	48449.1	64649.4	136811	68300.3	54872.4								
A0A0R3U5G4	A0A0R3U5G4	A0A0R3U5G4_MESCO	MCOS_LOCUS1963	BPTI/Kunitz inhibitor domain-containing protein	863709	158108	326393	366650	1,06E+11	215796	648271	280946	216478	230666	276968	328780	959627	675409	395665	151994	142264		355175	172926			64483.8	
A0A0R3U5V8	A0A0R3U5V8	A0A0R3U5V8_MESCO	MCOS_LOCUS2124	Trichohyalin-plectin-homology domain-containing protein	13132.2		21123.5	25341.2			21579.6	2407.4					12891.8	15026	18901.4				3799.94				1939.53	
A0A0R3U5Z5	A0A0R3U5Z5	A0A0R3U5Z5_MESCO	MCOS_LOCUS2165	Male-enhanced antigen 1	88135.3	57469.3	79804.4	111502	49697	66573.5	83262.4	92039.2	29099.3	51650	91031.1	84558.8		117888	136521	47168.8	22510.8					15208.2		
A0A0R3U616	A0A0R3U616	A0A0R3U616_MESCO	MCOS_LOCUS2192	Clip domain-containing protein	246834	138525	145708	47148.8	164685	50307.3			391032	424436	393754	91437	332783	350876	140779	180450	122006					42272.8		50651.9
A0A0R3U662	A0A0R3U662;A0A5K3FFQ4	A0A0R3U662_MESCO	MCOS_LOCUS2244	Zinc transporter ZIP1	252607	166714	306739	136344	489235	126523		201119	250530	283377	339948	198269	1,48E+11	530651	464257	246280				226811				
