HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_genes	MFC_MF11_genes	MFC_MF18_genes	MFC_MF22_genes	MFC_MF29_genes	MFC_MF30_genes	MFC_MF33_genes	MFC_Ms42_genes	MHP_111A_genes	MHP_112B_genes	MHP_116_genes	MHP_11_genes	MHP_1257_genes	MHP_131B_genes	MHP_133A_genes	MHP_153B_genes	MHP_154B_genes	MHP_168L_genes	MHP_168_genes	MHP_232_genes	MHP_4284_genes	MHP_7422_genes	MHP_7448_genes	MHP_98_genes	MHP_ES2L_genes	MHP_ES2_genes	MHP_F72C_genes	MHP_J_genes	MHP_KM014_genes	MHP_LH_genes	MHP_MHP650_genes	MHP_MHP653_genes	MHP_MHP679_genes	MHP_MHP682_genes	MHP_MHP691_genes	MHP_MHP694_genes	MHP_MHP696_genes	MHP_MHP699_genes	MHP_MHP709_genes	MHP_NCTC10127_genes	MHP_TB1_genes	MHP_UFV01_genes	MHP_UFV02_genes	MHP_Ue273_genes
N42.HOG0000000	OG0000000	n5			DR082_RS03155	DR094_RS03000																																								
N42.HOG0000001	OG0000000	n43			DR082_RS03040	DR094_RS00005																																								
N42.HOG0000002	OG0000000	n55			DR082_RS03055	DR094_RS02980																																								
N42.HOG0000003	OG0000000	n77				DR094_RS03840																																								
N42.HOG0000004	OG0000000	n110				DR094_RS02820																																								
N42.HOG0000005	OG0000000	n125			DR082_RS03005																																									
N42.HOG0000006	OG0000000	n139				DR094_RS03835																																								
N42.HOG0000007	OG0000000	n159			DR082_RS03150	DR094_RS02970																																								
N42.HOG0000008	OG0000000	n170				DR094_RS03035																																								
N42.HOG0000009	OG0000000	n294			DR082_RS03455	DR094_RS01215																																								
N42.HOG0000010	OG0000001	n4			DR082_RS00825	DR094_RS00325																																								
N42.HOG0000011	OG0000001	n7			DR082_RS00820	DR094_RS00330																																								
N42.HOG0000012	OG0000002	n2			DR082_RS02685	DR094_RS02955																																								
N42.HOG0000013	OG0000002	n38			DR082_RS03795	DR094_RS02550																																								
N42.HOG0000014	OG0000002	n56			DR082_RS03780	DR094_RS02030, DR094_RS02975																																								
N42.HOG0000015	OG0000002	n64			DR082_RS02920	DR094_RS03815																																								
N42.HOG0000016	OG0000002	n95			DR082_RS03830	DR094_RS03610																																								
N42.HOG0000017	OG0000003	n85			DR082_RS03925	DR094_RS03820																																								
N42.HOG0000018	OG0000004	n94			DR082_RS01625																																									
N42.HOG0000019	OG0000004	n120				DR094_RS01820																																								
N42.HOG0000020	OG0000007	n13			DR082_RS02890	DR094_RS02850																																								
N42.HOG0000021	OG0000007	n32			DR082_RS02895	DR094_RS02845																																								
N42.HOG0000022	OG0000007	n45			DR082_RS03930	DR094_RS02840																																								
N42.HOG0000023	OG0000011	n44			DR082_RS03895																																									
N42.HOG0000024	OG0000011	n47			DR082_RS03545																																									
N42.HOG0000025	OG0000011	n50				DR094_RS03520																																								
N42.HOG0000026	OG0000011	n51			DR082_RS02625	DR094_RS02895																																								
N42.HOG0000027	OG0000013	n3			DR082_RS01090	DR094_RS00075																																								
N42.HOG0000028	OG0000013	n10			DR082_RS01085	DR094_RS00080																																								
N42.HOG0000029	OG0000013	n47			DR082_RS03095	DR094_RS03050																																								
N42.HOG0000030	OG0000014	n1			DR082_RS03685	DR094_RS03555																																								
N42.HOG0000031	OG0000016	n1			DR082_RS00770	DR094_RS00380																																								
N42.HOG0000032	OG0000016	n66			DR082_RS00190	DR094_RS00960																																								
N42.HOG0000033	OG0000017	n1			DR082_RS00175	DR094_RS00975																																								
N42.HOG0000034	OG0000017	n16			DR082_RS00760	DR094_RS00390																																								
