IDMHP696	+	770792	773143
IDMHP696	+	773489	775099
IDMHP696	+	775108	776727
IDMHP696	+	776815	778566
IDMHP696	+	778684	780828
IDMHP696	+	781181	781918
IDMHP696	+	781918	782667
IDMHP696	+	782657	783244
IDMHP696	+	783251	786091
IDMHP696	+	786075	787043
IDMHP696	+	787127	787217
IDMHP696	+	787579	788151
IDMHP696	+	788171	788317
IDMHP696	+	788408	788548
IDMHP696	+	788599	789144
IDMHP696	+	789165	789866
IDMHP696	+	789900	791114
IDMHP696	+	791101	791784
IDMHP696	+	791768	793000
IDMHP696	+	793000	794391
IDMHP696	+	794384	794821
IDMHP696	+	794802	796799
IDMHP696	+	796803	799175
IDMHP696	+	799323	801362
IDMHP696	+	801384	802247
IDMHP696	-	350002	350336
IDMHP696	-	349629	350027
IDMHP696	-	347529	349481
IDMHP696	-	345120	347438
IDMHP696	-	344266	345117
IDMHP696	-	343524	343856
IDMHP696	-	342680	343543
IDMHP696	-	341646	342677
IDMHP696	-	340471	341643
IDMHP696	-	334220	340147
IDMHP696	-	333931	334080
IDMHP696	-	332823	333707
IDMHP696	-	330575	332857
IDMHP696	-	328534	330498
IDMHP696	-	327929	328213
IDMHP696	-	327223	327957
IDMHP696	-	325797	327230
IDMHP696	-	323393	325660
IDMHP696	+	258997	262626
IDMHP696	+	262626	265268
IDMHP696	+	265301	267547
IDMHP696	+	267547	267855
IDMHP696	+	267855	268634
IDMHP696	+	268928	270286
IDMHP696	+	270295	271536
IDMHP696	+	271646	272182
IDMHP696	+	272185	272985
IDMHP696	+	272986	273984
IDMHP696	+	274001	274336
IDMHP696	+	274457	276610
IDMHP696	+	276672	276953
IDMHP696	+	276956	277540
IDMHP696	+	277543	278178
IDMHP696	+	278159	279031
IDMHP696	+	279035	279769
IDMHP696	+	279801	280337
IDMHP696	+	280365	281183
IDMHP696	+	281156	282058
IDMHP696	+	282048	283010
IDMHP696	+	527251	531992
IDMHP696	+	532335	532931
IDMHP696	+	533073	533870
IDMHP696	+	533947	534022
IDMHP696	+	534117	535253
IDMHP696	+	535341	536228
IDMHP696	+	536349	544304
IDMHP696	+	544496	545080
IDMHP696	+	545094	545699
IDMHP696	+	545758	545979
IDMHP696	+	545997	546434
IDMHP696	+	546412	547329
IDMHP696	+	547388	548083
IDMHP696	+	548085	548534
IDMHP696	+	548750	548834
IDMHP696	+	548840	548932
IDMHP696	+	549169	549294
IDMHP696	+	549617	550453
IDMHP696	-	508313	516406
IDMHP696	-	506022	507860
IDMHP696	-	505421	505822
IDMHP696	-	504053	504934
IDMHP696	-	501772	503982
IDMHP696	-	500791	501459
IDMHP696	-	499926	500816
IDMHP696	-	499214	499936
IDMHP696	-	498334	499230
IDMHP696	-	497829	498341
IDMHP696	-	495787	497706
IDMHP696	-	494258	495577
IDMHP696	+	98464	98942
IDMHP696	+	99139	99471
IDMHP696	+	99626	101191
IDMHP696	+	101214	101801
IDMHP696	+	101958	102031
IDMHP696	+	102172	102663
IDMHP696	+	103207	104193
IDMHP696	+	104330	105247
IDMHP696	+	105272	108706
IDMHP696	+	108715	111645
IDMHP696	+	111650	113728
IDMHP696	+	113911	114639
IDMHP696	+	114758	115024
IDMHP696	+	115184	115567
IDMHP696	+	115632	116464
IDMHP696	-	567791	568711
IDMHP696	-	566702	567787
