# BUSCO version is: 5.8.1 
# The lineage dataset is: mycoplasmatales_odb10 (Creation date: 2024-01-08, number of genomes: 79, number of BUSCOs: 174)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
17at2085	Complete	NZ_KZ266917.1	4962	9200	+	1921.5	1289	https://v10-1.orthodb.org/?query=17at2085	DNA-directed RNA polymerase subunit beta'
53at2085	Complete	NZ_KZ266917.1	1243	4905	+	1725.1	1198	https://v10-1.orthodb.org/?query=53at2085	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
56at2085	Complete	NZ_KZ266899.1	28698	33107	+	1374.2	1032	https://v10-1.orthodb.org/?query=56at2085	DNA polymerase III PolC-type
78at2085	Complete	NZ_KZ266895.1	16148	13188	-	837.3	729	https://v10-1.orthodb.org/?query=78at2085	SMCs flexible hinge
111at2085	Complete	NZ_KZ266906.1	4367	1524	-	1169.6	770	https://v10-1.orthodb.org/?query=111at2085	UvrABC system protein A
118at2085	Complete	NZ_KZ266919.1	1303	3195	+	260.0	331	https://v10-1.orthodb.org/?query=118at2085	Domain of unknown functionDUF2779
147at2085	Complete	NZ_KZ266899.1	41272	43476	+	648.3	456	https://v10-1.orthodb.org/?query=147at2085	Lon protease
148at2085	Complete	NZ_KZ266894.1	76329	74245	-	1036.6	579	https://v10-1.orthodb.org/?query=148at2085	Elongation factor G
157at2085	Complete	NZ_KZ266894.1	18013	15353	-	771.2	620	https://v10-1.orthodb.org/?query=157at2085	Isoleucine--tRNA ligase
163at2085	Fragmented	NZ_KZ266904.1	27599	26622	-	533.5	283	https://v10-1.orthodb.org/?query=163at2085	Alanine--tRNA ligase
218at2085	Complete	NZ_KZ266919.1	8601	6340	-	436.1	495	https://v10-1.orthodb.org/?query=218at2085	DNA helicase
244at2085	Complete	NZ_KZ266926.1	1527	3437	+	552.8	463	https://v10-1.orthodb.org/?query=244at2085	DNA topoisomerase I, type IA
