# BUSCO version is: 5.8.1 
# The lineage dataset is: mycoplasmatales_odb10 (Creation date: 2024-01-08, number of genomes: 79, number of BUSCOs: 174)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
17at2085	Complete	NZ_CP007585.1	678729	682964	+	1920.5	1287	https://v10-1.orthodb.org/?query=17at2085	DNA-directed RNA polymerase subunit beta'
53at2085	Complete	NZ_CP007585.1	675017	678670	+	1730.7	1224	https://v10-1.orthodb.org/?query=53at2085	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
56at2085	Complete	NZ_CP007585.1	165135	169547	+	1366.5	1032	https://v10-1.orthodb.org/?query=56at2085	DNA polymerase III PolC-type
78at2085	Complete	NZ_CP007585.1	725660	728599	+	955.5	778	https://v10-1.orthodb.org/?query=78at2085	SMCs flexible hinge
111at2085	Complete	NZ_CP007585.1	104051	101208	-	1169.3	769	https://v10-1.orthodb.org/?query=111at2085	UvrABC system protein A
118at2085	Complete	NZ_CP007585.1	496071	497954	+	252.9	368	https://v10-1.orthodb.org/?query=118at2085	Domain of unknown functionDUF2779
147at2085	Complete	NZ_CP007585.1	177398	180016	+	656.8	457	https://v10-1.orthodb.org/?query=147at2085	Lon protease
148at2085	Complete	NZ_CP007585.1	85774	83690	-	1037.0	575	https://v10-1.orthodb.org/?query=148at2085	Elongation factor G
157at2085	Complete	NZ_CP007585.1	27577	24917	-	765.9	620	https://v10-1.orthodb.org/?query=157at2085	Isoleucine--tRNA ligase
163at2085	Complete	NZ_CP007585.1	569074	571725	+	808.3	634	https://v10-1.orthodb.org/?query=163at2085	Alanine--tRNA ligase
218at2085	Complete	NZ_CP007585.1	503349	501088	-	447.0	497	https://v10-1.orthodb.org/?query=218at2085	DNA helicase
244at2085	Complete	NZ_CP007585.1	493148	491250	-	566.8	476	https://v10-1.orthodb.org/?query=244at2085	DNA topoisomerase I, type IA
406at2085	Complete	NZ_CP007585.1	106561	104096	-	674.5	488	https://v10-1.orthodb.org/?query=406at2085	Ribonuclease J
462at2085	Complete	NZ_CP007585.1	715584	713212	-	741.7	609	https://v10-1.orthodb.org/?query=462at2085	Leucine--tRNA ligase
482at2085	Complete	NZ_CP007585.1	37333	35249	-	497.3	500	https://v10-1.orthodb.org/?query=482at2085	Ribonuclease R
492at2085	Complete	NZ_CP007585.1	74754	76556	+	832.9	490	https://v10-1.orthodb.org/?query=492at2085	Chaperone protein DnaK
501at2085	Complete	NZ_CP007585.1	80511	82307	+	815.0	526	https://v10-1.orthodb.org/?query=501at2085	Elongation factor 4
