Orthogroup	MHP_232_genes	MHP_MHP709_genes
OG0000000	MHP_RS02080	DR088_RS03530
OG0000000	MHP_RS04000	DR088_RS03495
OG0000000	MHP_RS03825	DR088_RS04105
OG0000000	MHP_RS01715	DR088_RS04100
OG0000001	MHP_RS03580	DR088_RS00215
OG0000001	MHP_RS03935	DR088_RS03735
OG0000001	MHP_RS02610	DR088_RS03730
OG0000002	MHP_RS03905	DR088_RS04280
OG0000002	MHP_RS03800	DR088_RS03525
OG0000002	MHP_RS01720	DR088_RS04510
OG0000003	MHP_RS01825	DR088_RS03645
OG0000004	MHP_RS03135	DR088_RS03400
OG0000005	MHP_RS00100	DR088_RS01950
OG0000005	MHP_RS00120	DR088_RS04585
OG0000005	MHP_RS00105	DR088_RS03545
OG0000005	MHP_RS00110	DR088_RS03300
OG0000005	MHP_RS00125	DR088_RS04590
OG0000006	MHP_RS02365	DR088_RS03035
OG0000006	MHP_RS02230	DR088_RS04190
OG0000008	MHP_RS01640	DR088_RS03690
OG0000008	MHP_RS03920	DR088_RS04285
OG0000009	MHP_RS00085	DR088_RS01935
OG0000009	MHP_RS01315	DR088_RS02850
OG0000010	MHP_RS01830	DR088_RS00450
OG0000010	MHP_RS00095	DR088_RS03540, DR088_RS03660
OG0000011	MHP_RS01915	DR088_RS00560
OG0000011	MHP_RS01910	DR088_RS00555
OG0000012	MHP_RS00400	DR088_RS00005, DR088_RS03650
OG0000013	MHP_RS02275	DR088_RS02380
OG0000013	MHP_RS03840	DR088_RS03910
OG0000014	MHP_RS00920	DR088_RS00785
OG0000014	MHP_RS01385	DR088_RS04355
OG0000016	MHP_RS02785	DR088_RS00255
OG0000016	MHP_RS00180	DR088_RS01355
OG0000017	MHP_RS00165	DR088_RS01370
OG0000017	MHP_RS02795	DR088_RS00265
OG0000018	MHP_RS00680, MHP_RS03940, MHP_RS03945	DR088_RS04550
OG0000019	MHP_RS02970, MHP_RS02965, MHP_RS02955	DR088_RS04255
OG0000020	MHP_RS03465	DR088_RS04465
OG0000020	MHP_RS03470	DR088_RS04470
OG0000021	MHP_RS01755, MHP_RS01475	DR088_RS00360
OG0000022	MHP_RS01655	DR088_RS02355
OG0000022	MHP_RS01705	DR088_RS04515
OG0000023	MHP_RS00685, MHP_RS02730	DR088_RS02595
OG0000024	MHP_RS02605	DR088_RS00160
OG0000024	MHP_RS00730	DR088_RS00975
OG0000025	MHP_RS01660	DR088_RS04520
OG0000025	MHP_RS01700	DR088_RS02305
OG0000026	MHP_RS00640	DR088_RS02640
OG0000026	MHP_RS01680	DR088_RS02325
OG0000027	MHP_RS03675	DR088_RS04450
OG0000027	MHP_RS03280	DR088_RS04500
OG0000029	MHP_RS00925	DR088_RS01545
OG0000029	MHP_RS01380	DR088_RS00770
OG0000030	MHP_RS03260	DR088_RS04445
OG0000030	MHP_RS03275	DR088_RS04505
OG0000031	MHP_RS02675, MHP_RS01600	DR088_RS03335
OG0000032	MHP_RS03960	DR088_RS02280
OG0000033	MHP_RS02280	DR088_RS02375
OG0000035	MHP_RS03130	DR088_RS03395
OG0000035	MHP_RS03120	DR088_RS01530
OG0000036	MHP_RS00115	DR088_RS03305
OG0000036	MHP_RS00130	DR088_RS04245
OG0000038	MHP_RS01490, MHP_RS01745	DR088_RS01015
OG0000039	MHP_RS03880, MHP_RS01615	DR088_RS03410
OG0000040	MHP_RS03205	DR088_RS02000
OG0000041	MHP_RS01320	DR088_RS03850
OG0000042	MHP_RS02885	DR088_RS03180
OG0000043	MHP_RS01880	DR088_RS00525
OG0000044	MHP_RS01785	DR088_RS00390
OG0000045	MHP_RS01625	DR088_RS03415
OG0000048	MHP_RS02060	DR088_RS00705
OG0000049	MHP_RS02985	DR088_RS01390
OG0000050	MHP_RS02315	DR088_RS02980
OG0000051	MHP_RS02520	DR088_RS00080
OG0000052	MHP_RS00075	DR088_RS01925
OG0000053	MHP_RS00555	DR088_RS04530
OG0000054	MHP_RS02340	DR088_RS03005
OG0000055	MHP_RS00145	DR088_RS03550
OG0000056	MHP_RS03450	DR088_RS02115
OG0000057	MHP_RS02870	DR088_RS00335
OG0000060	MHP_RS03835, MHP_RS03865	DR088_RS03970
OG0000061	MHP_RS01580, MHP_RS01840	DR088_RS00460
OG0000062	MHP_RS03505	DR088_RS01815
OG0000063	MHP_RS03500	DR088_RS01810
OG0000064	MHP_RS03490	DR088_RS01800
OG0000065	MHP_RS02125	DR088_RS02890
OG0000066	MHP_RS00650	DR088_RS02630
OG0000067	MHP_RS01460	DR088_RS03390
OG0000068	MHP_RS03685	DR088_RS00735
OG0000069	MHP_RS02760	DR088_RS00230
OG0000070	MHP_RS02345	DR088_RS03010
OG0000071	MHP_RS03195	DR088_RS01990
OG0000072	MHP_RS03200	DR088_RS04430
OG0000073	MHP_RS01290	DR088_RS02825
OG0000074	MHP_RS01100	DR088_RS04395
OG0000075	MHP_RS00350	DR088_RS01175
OG0000076	MHP_RS00365	DR088_RS01160
OG0000077	MHP_RS01545	DR088_RS01070
OG0000078	MHP_RS01670	DR088_RS02335
OG0000079	MHP_RS02420	DR088_RS03130
OG0000080	MHP_RS03805	DR088_RS03700
OG0000081	MHP_RS00345	DR088_RS01180
OG0000082	MHP_RS02270	DR088_RS04125, DR088_RS04120
OG0000083	MHP_RS01985	DR088_RS00630
OG0000084	MHP_RS02010	DR088_RS00655
OG0000085	MHP_RS02015	DR088_RS00660
OG0000086	MHP_RS02025	DR088_RS00670
OG0000087	MHP_RS02040	DR088_RS00685
OG0000088	MHP_RS02045	DR088_RS00690
OG0000089	MHP_RS02055	DR088_RS00700
OG0000090	MHP_RS00070	DR088_RS01920
OG0000091	MHP_RS00055	DR088_RS01905
OG0000092	MHP_RS00040	DR088_RS01890
OG0000093	MHP_RS00035	DR088_RS01885
OG0000094	MHP_RS00030	DR088_RS01880
OG0000095	MHP_RS00005	DR088_RS01855
OG0000096	MHP_RS03540	DR088_RS01850
OG0000097	MHP_RS03520	DR088_RS01830
