Orthogroup	MHP_232_genes	MHP_153B_genes
OG0000000	MHP_RS02080	NB625_RS02335
OG0000000	MHP_RS03825	NB625_RS01725
OG0000001	MHP_RS03580	NB625_RS02955
OG0000001	MHP_RS02610	NB625_RS02910
OG0000002	MHP_RS03905	NB625_RS02350
OG0000002	MHP_RS03800	NB625_RS02340
OG0000002	MHP_RS01720	NB625_RS01730
OG0000003	MHP_RS01825	NB625_RS01830
OG0000004	MHP_RS03135	NB625_RS03370
OG0000004	MHP_RS02960	NB625_RS03190
OG0000005	MHP_RS00100	NB625_RS00100
OG0000005	MHP_RS00120	NB625_RS00125
OG0000005	MHP_RS00110	NB625_RS00105
OG0000006	MHP_RS02365	NB625_RS02650
OG0000006	MHP_RS02230	NB625_RS02645
OG0000008	MHP_RS03725, MHP_RS03910	NB625_RS02460
OG0000008	MHP_RS01640	NB625_RS01635, NB625_RS01640
OG0000008	MHP_RS03920	NB625_RS02660
OG0000009	MHP_RS01325	NB625_RS01020
OG0000009	MHP_RS00085	NB625_RS00085
OG0000009	MHP_RS01315	NB625_RS01005
OG0000010	MHP_RS01830, MHP_RS03845, MHP_RS00445, MHP_RS00095	NB625_RS01850
OG0000011	MHP_RS01915	NB625_RS01950
OG0000012	MHP_RS00400	NB625_RS02890, NB625_RS01075, NB625_RS01865
OG0000013	MHP_RS02275	NB625_RS02545
OG0000013	MHP_RS03840	NB625_RS00190
OG0000014	MHP_RS00920	NB625_RS01095
OG0000014	MHP_RS01385	NB625_RS01085
OG0000015	MHP_RS02750	NB625_RS02065
OG0000016	MHP_RS02785	NB625_RS02995
OG0000016	MHP_RS00180	NB625_RS00175
OG0000017	MHP_RS00165	NB625_RS00160
OG0000017	MHP_RS02795	NB625_RS03005
OG0000018	MHP_RS03940	NB625_RS02090
OG0000019	MHP_RS02955	NB625_RS03185
OG0000020	MHP_RS03470	NB625_RS03695
OG0000021	MHP_RS01475	NB625_RS01760
OG0000022	MHP_RS01655	NB625_RS01665
OG0000022	MHP_RS01705	NB625_RS01720
OG0000023	MHP_RS00685, MHP_RS02730	NB625_RS01320
OG0000024	MHP_RS02605	NB625_RS02905
OG0000024	MHP_RS00730	NB625_RS01275
OG0000025	MHP_RS01660	NB625_RS01670
OG0000025	MHP_RS01700	NB625_RS01715
OG0000026	MHP_RS00640	NB625_RS01365
OG0000026	MHP_RS01680	NB625_RS01695
OG0000027	MHP_RS03675	NB625_RS03505
OG0000029	MHP_RS00925	NB625_RS00600
OG0000029	MHP_RS01380	NB625_RS01080
OG0000030	MHP_RS03260	NB625_RS03495
OG0000031	MHP_RS02675	NB625_RS02145
OG0000031	MHP_RS01600	NB625_RS01605
OG0000035	MHP_RS03130	NB625_RS03365
OG0000036	MHP_RS00115	NB625_RS00110
OG0000036	MHP_RS00130	NB625_RS00130
OG0000039	MHP_RS03880, MHP_RS01615	NB625_RS01615
OG0000040	MHP_RS03205	NB625_RS03440
OG0000041	MHP_RS01320	NB625_RS01015
OG0000042	MHP_RS02885	NB625_RS03095
OG0000043	MHP_RS01880	NB625_RS01915
OG0000044	MHP_RS01785	NB625_RS01790
OG0000045	MHP_RS01625	NB625_RS01620
OG0000046	MHP_RS03215	NB625_RS03445
OG0000048	MHP_RS02060	NB625_RS02195
OG0000049	MHP_RS02985	NB625_RS03205
OG0000050	MHP_RS02315	NB625_RS02595
OG0000051	MHP_RS02520	NB625_RS02810
OG0000052	MHP_RS00075	NB625_RS00075
OG0000053	MHP_RS00555	NB625_RS01450, NB625_RS01455
OG0000054	MHP_RS02340	NB625_RS02620
OG0000055	MHP_RS00145	NB625_RS00135
OG0000056	MHP_RS03450	NB625_RS03680
OG0000057	MHP_RS02870	NB625_RS03080
OG0000058	MHP_RS00435	NB625_RS02155
OG0000058	MHP_RS02670	NB625_RS02150
OG0000061	MHP_RS01580	NB625_RS01860
OG0000062	MHP_RS03505	NB625_RS03725
OG0000063	MHP_RS03500	NB625_RS03720
OG0000064	MHP_RS03490	NB625_RS03710
OG0000065	MHP_RS02125	NB625_RS02395
OG0000066	MHP_RS00650	NB625_RS01355
OG0000067	MHP_RS01460	NB625_RS00525
OG0000068	MHP_RS03685	NB625_RS01040
OG0000069	MHP_RS02760	NB625_RS02975
OG0000070	MHP_RS02345	NB625_RS02625
OG0000071	MHP_RS03195	NB625_RS03430
OG0000072	MHP_RS03200	NB625_RS03435
OG0000073	MHP_RS01290	NB625_RS00980
OG0000074	MHP_RS01100	NB625_RS00780
OG0000075	MHP_RS00350	NB625_RS00345
OG0000076	MHP_RS00365	NB625_RS00360
OG0000077	MHP_RS01545	NB625_RS00445
OG0000079	MHP_RS02420	NB625_RS02710
OG0000080	MHP_RS03805	NB625_RS02760
OG0000081	MHP_RS00345	NB625_RS00340
OG0000082	MHP_RS02270	NB625_RS02540
OG0000083	MHP_RS01985	NB625_RS02020
OG0000084	MHP_RS02010	NB625_RS02050
OG0000085	MHP_RS02015	NB625_RS02055
OG0000086	MHP_RS02025	NB625_RS02160
OG0000087	MHP_RS02040	NB625_RS02175
OG0000088	MHP_RS02045	NB625_RS02180
OG0000089	MHP_RS02055	NB625_RS02190
OG0000090	MHP_RS00070	NB625_RS00070
OG0000091	MHP_RS00055	NB625_RS00055
OG0000092	MHP_RS00040	NB625_RS00040
OG0000093	MHP_RS00035	NB625_RS00035
OG0000094	MHP_RS00030	NB625_RS00030
OG0000095	MHP_RS00005	NB625_RS00005
OG0000096	MHP_RS03540	NB625_RS03760
OG0000097	MHP_RS03520	NB625_RS03740
OG0000098	MHP_RS03510	NB625_RS03730
OG0000099	MHP_RS03455	NB625_RS03685
OG0000100	MHP_RS03440	NB625_RS03675
OG0000101	MHP_RS03435	NB625_RS03665
OG0000102	MHP_RS01695	NB625_RS01710
OG0000103	MHP_RS02090	NB625_RS02360
OG0000104	MHP_RS02095	NB625_RS02365
OG0000105	MHP_RS02110	NB625_RS02380
OG0000106	MHP_RS02120	NB625_RS02390
OG0000107	MHP_RS02130	NB625_RS02400
OG0000108	MHP_RS02135	NB625_RS02405
OG0000109	MHP_RS02140	NB625_RS02410
OG0000110	MHP_RS02260	NB625_RS02530
OG0000111	MHP_RS02255	NB625_RS02525
OG0000112	MHP_RS02245	NB625_RS02515
OG0000113	MHP_RS02225	NB625_RS02495
OG0000114	MHP_RS02215	NB625_RS02485
OG0000115	MHP_RS02205	NB625_RS02475
OG0000116	MHP_RS00705	NB625_RS01300
OG0000117	MHP_RS00700	NB625_RS01305
OG0000118	MHP_RS00665	NB625_RS01340
OG0000119	MHP_RS00660	NB625_RS01345
OG0000120	MHP_RS00645	NB625_RS01360
OG0000121	MHP_RS00620	NB625_RS01385
OG0000122	MHP_RS00615	NB625_RS01390
OG0000123	MHP_RS00595	NB625_RS01410
OG0000124	MHP_RS00590	NB625_RS01415
OG0000125	MHP_RS00585	NB625_RS01420
OG0000126	MHP_RS00575	NB625_RS01430
OG0000127	MHP_RS00565	NB625_RS01440
OG0000128	MHP_RS00550	NB625_RS01460
OG0000129	MHP_RS00545	NB625_RS01465
OG0000130	MHP_RS00535	NB625_RS01475
OG0000131	MHP_RS00505	NB625_RS01505
OG0000132	MHP_RS00490	NB625_RS01520
OG0000133	MHP_RS01455	NB625_RS00530
OG0000134	MHP_RS01450	NB625_RS00535
OG0000135	MHP_RS01435	NB625_RS00550
OG0000136	MHP_RS01430	NB625_RS00555
OG0000137	MHP_RS01400	NB625_RS00595
OG0000138	MHP_RS01370	NB625_RS01065
OG0000139	MHP_RS01340	NB625_RS01035
OG0000140	MHP_RS01335	NB625_RS01030
OG0000141	MHP_RS02880	NB625_RS03090
OG0000142	MHP_RS02875	NB625_RS03085
OG0000143	MHP_RS02850	NB625_RS03065
OG0000144	MHP_RS02840	NB625_RS03050
OG0000145	MHP_RS02830	NB625_RS03040
OG0000146	MHP_RS02820	NB625_RS03030
OG0000147	MHP_RS02815	NB625_RS03025
OG0000148	MHP_RS02800	NB625_RS03010
OG0000149	MHP_RS02790	NB625_RS03000
OG0000150	MHP_RS02775	NB625_RS02985
OG0000151	MHP_RS02645	NB625_RS02940
OG0000152	MHP_RS02640	NB625_RS02935
OG0000153	MHP_RS02635	NB625_RS02930
OG0000154	MHP_RS02625	NB625_RS02920
OG0000155	MHP_RS02585	NB625_RS02880
OG0000156	MHP_RS02575	NB625_RS02870
OG0000157	MHP_RS02570	NB625_RS02865
OG0000158	MHP_RS04005	NB625_RS02855
OG0000159	MHP_RS04015	NB625_RS02610
OG0000160	MHP_RS02325	NB625_RS02605
OG0000161	MHP_RS02320	NB625_RS02600
OG0000162	MHP_RS02310	NB625_RS02590
OG0000163	MHP_RS02305	NB625_RS02585
OG0000164	MHP_RS01605	NB625_RS01610
OG0000165	MHP_RS01905	NB625_RS01945
OG0000166	MHP_RS01925	NB625_RS01960
OG0000167	MHP_RS01940	NB625_RS01975
OG0000168	MHP_RS01945	NB625_RS01980
OG0000169	MHP_RS02980	NB625_RS03200
OG0000170	MHP_RS02995	NB625_RS03215
OG0000171	MHP_RS03005	NB625_RS03225
OG0000172	MHP_RS03010	NB625_RS03230
OG0000173	MHP_RS03015	NB625_RS03235
OG0000174	MHP_RS03020	NB625_RS03240
OG0000175	MHP_RS03035	NB625_RS03255
OG0000176	MHP_RS03085	NB625_RS03315
OG0000177	MHP_RS03090	NB625_RS03320
OG0000178	MHP_RS03095	NB625_RS03330
OG0000179	MHP_RS03105	NB625_RS03335
OG0000180	MHP_RS03110	NB625_RS03340
OG0000181	MHP_RS03145	NB625_RS03380
OG0000182	MHP_RS03155	NB625_RS03390
OG0000183	MHP_RS03190	NB625_RS03425
OG0000184	MHP_RS03235	NB625_RS03470
OG0000185	MHP_RS03220	NB625_RS03455
OG0000186	MHP_RS00480	NB625_RS01530
OG0000187	MHP_RS00465	NB625_RS01545
OG0000188	MHP_RS00455	NB625_RS01555
OG0000189	MHP_RS02175	NB625_RS02450
OG0000190	MHP_RS02170	NB625_RS02445
OG0000191	MHP_RS02150	NB625_RS02420
OG0000192	MHP_RS00790	NB625_RS01215
OG0000193	MHP_RS00800	NB625_RS01200
OG0000194	MHP_RS01305	NB625_RS00995
OG0000195	MHP_RS01300	NB625_RS00990
OG0000196	MHP_RS01280	NB625_RS00965
OG0000197	MHP_RS01275	NB625_RS00960
OG0000198	MHP_RS01260	NB625_RS00945
OG0000199	MHP_RS01255	NB625_RS00940
OG0000200	MHP_RS01245	NB625_RS00925
OG0000201	MHP_RS01235	NB625_RS00915
OG0000202	MHP_RS01180	NB625_RS00860
OG0000203	MHP_RS01175	NB625_RS00855
OG0000204	MHP_RS01170	NB625_RS00850
OG0000205	MHP_RS01165	NB625_RS00845
OG0000206	MHP_RS01145	NB625_RS00825
OG0000207	MHP_RS01130	NB625_RS00810
OG0000208	MHP_RS01125	NB625_RS00805
OG0000209	MHP_RS01120	NB625_RS00800
OG0000210	MHP_RS01075	NB625_RS00755
OG0000211	MHP_RS01065	NB625_RS00745
OG0000212	MHP_RS01055	NB625_RS00735
OG0000213	MHP_RS03600	NB625_RS00730
OG0000214	MHP_RS01050	NB625_RS00725
OG0000215	MHP_RS01045	NB625_RS00720
OG0000216	MHP_RS01040	NB625_RS00715
OG0000217	MHP_RS01035	NB625_RS00710
OG0000218	MHP_RS01025	NB625_RS00700
OG0000219	MHP_RS01020	NB625_RS00695
OG0000220	MHP_RS01015	NB625_RS00690
OG0000221	MHP_RS01010	NB625_RS00685
OG0000222	MHP_RS01005	NB625_RS00680
OG0000223	MHP_RS01000	NB625_RS00675
OG0000224	MHP_RS00990	NB625_RS00665
OG0000225	MHP_RS00980	NB625_RS00655
OG0000226	MHP_RS00975	NB625_RS00650
OG0000227	MHP_RS00970	NB625_RS00645
OG0000228	MHP_RS04010	NB625_RS00640
OG0000229	MHP_RS00960	NB625_RS00635
OG0000230	MHP_RS00955	NB625_RS00630
OG0000231	MHP_RS00945	NB625_RS00620
OG0000232	MHP_RS00935	NB625_RS00610
OG0000233	MHP_RS00915	NB625_RS01100
OG0000234	MHP_RS00880	NB625_RS01135
OG0000235	MHP_RS00870	NB625_RS01145
OG0000236	MHP_RS00865	NB625_RS01150
OG0000237	MHP_RS00860	NB625_RS01155
OG0000238	MHP_RS00850	NB625_RS01160
OG0000239	MHP_RS02890	NB625_RS03100
OG0000240	MHP_RS02895	NB625_RS03105
OG0000241	MHP_RS02905	NB625_RS03115
OG0000242	MHP_RS02910	NB625_RS03120
OG0000243	MHP_RS02915	NB625_RS03125
OG0000244	MHP_RS02925	NB625_RS03135
OG0000245	MHP_RS02935	NB625_RS03145
OG0000246	MHP_RS00150	NB625_RS00145
OG0000247	MHP_RS00160	NB625_RS00155
OG0000248	MHP_RS00170	NB625_RS00165
OG0000249	MHP_RS00175	NB625_RS00170
OG0000250	MHP_RS00190	NB625_RS00185
OG0000251	MHP_RS00215	NB625_RS00215
OG0000252	MHP_RS00225	NB625_RS00225
OG0000253	MHP_RS00230	NB625_RS00230
OG0000254	MHP_RS00240	NB625_RS00240
OG0000255	MHP_RS00250	NB625_RS00245
OG0000256	MHP_RS00255	NB625_RS00250
OG0000257	MHP_RS00280	NB625_RS00275
OG0000258	MHP_RS00290	NB625_RS00285
OG0000259	MHP_RS00320	NB625_RS00315
OG0000260	MHP_RS00330	NB625_RS00325
OG0000261	MHP_RS00340	NB625_RS00335
OG0000262	MHP_RS00355	NB625_RS00350
OG0000263	MHP_RS00370	NB625_RS00365
OG0000264	MHP_RS00385	NB625_RS00385
OG0000265	MHP_RS00395	NB625_RS00390
OG0000266	MHP_RS00415	NB625_RS00405
OG0000267	MHP_RS00430	NB625_RS00420
OG0000268	MHP_RS01570	NB625_RS00425
OG0000269	MHP_RS01555	NB625_RS00440
OG0000270	MHP_RS03410	NB625_RS03640
OG0000271	MHP_RS03405	NB625_RS03635
OG0000272	MHP_RS03400	NB625_RS03630
OG0000273	MHP_RS03395	NB625_RS03625
OG0000274	MHP_RS03375	NB625_RS03610
OG0000275	MHP_RS03370	NB625_RS03600
OG0000276	MHP_RS03365	NB625_RS03595
OG0000277	MHP_RS03355	NB625_RS03585
OG0000278	MHP_RS03350	NB625_RS03580
OG0000279	MHP_RS03340	NB625_RS03570
OG0000280	MHP_RS03335	NB625_RS03565
OG0000281	MHP_RS03680	NB625_RS03560
OG0000282	MHP_RS03310	NB625_RS03535
OG0000283	MHP_RS03305	NB625_RS03530
OG0000284	MHP_RS03300	NB625_RS03525
OG0000285	MHP_RS03295	NB625_RS03520
OG0000286	MHP_RS02290	NB625_RS02570
OG0000287	MHP_RS02380	NB625_RS02670
OG0000288	MHP_RS02390	NB625_RS02680
OG0000289	MHP_RS02395	NB625_RS02685
OG0000290	MHP_RS02510	NB625_RS02800
OG0000291	MHP_RS02500	NB625_RS02790
OG0000292	MHP_RS02495	NB625_RS02785
OG0000293	MHP_RS02490	NB625_RS02780
OG0000294	MHP_RS02475	NB625_RS02770
OG0000295	MHP_RS02470	NB625_RS02765
OG0000296	MHP_RS02430	NB625_RS02720
OG0000297	MHP_RS02425	NB625_RS02715
OG0000298	MHP_RS00185	NB625_RS00180
OG0000299	MHP_RS03590	NB625_RS00200
OG0000300	MHP_RS00380	NB625_RS00375
OG0000301	MHP_RS00420	NB625_RS00410
OG0000302	MHP_RS00425	NB625_RS00415
OG0000303	MHP_RS01425	NB625_RS00560
OG0000304	MHP_RS00930	NB625_RS00605
OG0000305	MHP_RS02825	NB625_RS03035
OG0000306	MHP_RS02665	NB625_RS02960
OG0000307	MHP_RS02630	NB625_RS02925
OG0000308	MHP_RS02530	NB625_RS02825
OG0000309	MHP_RS02460	NB625_RS02755
OG0000310	MHP_RS02385	NB625_RS02675
OG0000311	MHP_RS02350	NB625_RS02630
OG0000312	MHP_RS02335	NB625_RS02615
OG0000313	MHP_RS01595	NB625_RS01600
OG0000314	MHP_RS01920	NB625_RS01955
OG0000315	MHP_RS01950	NB625_RS01985
OG0000316	MHP_RS01960	NB625_RS01995
OG0000317	MHP_RS02050	NB625_RS02185
OG0000318	MHP_RS01965	NB625_RS02000
OG0000319	MHP_RS02105	NB625_RS02375
OG0000320	MHP_RS02235	NB625_RS02505
OG0000321	MHP_RS00670	NB625_RS01335
OG0000322	MHP_RS00625	NB625_RS01380
OG0000323	MHP_RS00495	NB625_RS01515
OG0000324	MHP_RS02145	NB625_RS02415
OG0000325	MHP_RS01295	NB625_RS00985
OG0000326	MHP_RS01205	NB625_RS00885
OG0000327	MHP_RS01200	NB625_RS00880
OG0000328	MHP_RS01115	NB625_RS00795
OG0000329	MHP_RS01095	NB625_RS00775
OG0000330	MHP_RS00905	NB625_RS01110
OG0000331	MHP_RS02920	NB625_RS03130
OG0000332	MHP_RS03045	NB625_RS03270
OG0000333	MHP_RS03055	NB625_RS03280
OG0000334	MHP_RS03150	NB625_RS03385
OG0000335	MHP_RS03160	NB625_RS03395
OG0000336	MHP_RS03325	NB625_RS03550
OG0000337	MHP_RS03495	NB625_RS03715
OG0000338	MHP_RS03535	NB625_RS03755
OG0000339	MHP_RS02210	NB625_RS02480
OG0000340	MHP_RS00690	NB625_RS01315
OG0000341	MHP_RS02165	NB625_RS02440
OG0000342	MHP_RS01265	NB625_RS00955
OG0000343	MHP_RS03065	NB625_RS03290
