DR090_RS02225 WP_308507060.1
DR090_RS04515 WP_020835904.1
DR090_RS04520 WP_160588189.1
DR090_RS02240 WP_020835906.1
DR090_RS02245 WP_160588187.1
DR090_RS04525 WP_160584909.1
DR090_RS02255 WP_011206484.1
DR090_RS02260 WP_011206485.1
DR090_RS04530 WP_160588184.1
DR090_RS02270 WP_011206487.1
DR090_RS04535 WP_011206488.1
DR090_RS02285 WP_232039558.1
DR090_RS02290 WP_014580012.1
DR090_RS02295 WP_094521520.1
DR090_RS02300 WP_160588183.1
DR090_RS02305 WP_160585582.1
DR090_RS02310 WP_160588182.1
DR090_RS02315 WP_011206494.1
DR090_RS02320 WP_146379753.1
DR090_RS02325 WP_011290421.1
DR090_RS04540 WP_160588179.1
DR090_RS02335 WP_160588177.1
DR090_RS02340 WP_160588175.1
DR090_RS04545 WP_160588173.1
DR090_RS04120 WP_160617504.1
DR090_RS04125 WP_160617502.1
DR090_RS04550 WP_160588197.1
DR090_RS02365 WP_160588199.1
DR090_RS02370 WP_160588213.1
DR090_RS02375 WP_011206161.1
DR090_RS02380 WP_135618777.1
DR090_RS02385 WP_160588201.1
DR090_RS02390 WP_011290150.1
DR090_RS02395 WP_160588203.1
DR090_RS04685 WP_225973034.1
DR090_RS02405 WP_044272424.1
DR090_RS04555 WP_160588205.1
DR090_RS02415 WP_160588207.1
DR090_RS02420 WP_308506992.1
DR090_RS02425 WP_160585066.1
DR090_RS02430 WP_243216079.1
DR090_RS03700 WP_258555379.1
DR090_RS02440 WP_160588233.1
DR090_RS04560 WP_160588235.1
DR090_RS02450 WP_160588237.1
DR090_RS02455 WP_011205969.1
DR090_RS02460 WP_179221071.1
DR090_RS02465 WP_135618686.1
DR090_RS02470 WP_160588241.1
DR090_RS02475 WP_160588243.1
DR090_RS02480 WP_011284027.1
DR090_RS02485 WP_192894288.1
DR090_RS02490 WP_011205962.1
DR090_RS02495 WP_160588248.1
DR090_RS02500 WP_020835642.1
DR090_RS02505 WP_011284032.1
DR090_RS02510 WP_020835643.1
DR090_RS02515 WP_160588252.1
DR090_RS02520 WP_160588256.1
DR090_RS02525 WP_011205955.1
DR090_RS02530 WP_011205954.1
DR090_RS02535 WP_011290118.1
DR090_RS02540 WP_160588259.1
DR090_RS02545 WP_160617506.1
DR090_RS04565 WP_160617508.1
DR090_RS02555 WP_146379652.1
DR090_RS02560 WP_160585153.1
DR090_RS02570 WP_160588299.1
DR090_RS02575 WP_135619210.1
DR090_RS02580 WP_160588301.1
DR090_RS02585 WP_146379654.1
DR090_RS02590 WP_179221158.1
DR090_RS02595 WP_011206289.1
DR090_RS02600 WP_041361671.1
DR090_RS02605 WP_160588303.1
DR090_RS02610 WP_146379657.1
DR090_RS02615 WP_011206293.1
DR090_RS04155 WP_258555362.1
DR090_RS04160 WP_225972988.1
DR090_RS02635 WP_160617510.1
DR090_RS02640 WP_258555342.1
DR090_RS04165 WP_258555885.1
DR090_RS04170 WP_258555344.1
DR090_RS02650 WP_160585727.1
DR090_RS02655 WP_160585726.1
DR090_RS02660 WP_258555345.1
DR090_RS02665 WP_160585724.1
DR090_RS02670 WP_237697204.1
DR090_RS02675 WP_011206271.1
DR090_RS02680 WP_160588217.1
DR090_RS03705 WP_308507061.1
DR090_RS02685 WP_160615850.1
DR090_RS02690 WP_094521764.1
DR090_RS02695 WP_228365407.1
DR090_RS02700 WP_011290004.1
DR090_RS02710 WP_011206120.1
DR090_RS02715 WP_011206119.1
DR090_RS02720 WP_146379484.1
DR090_RS02725 WP_160588311.1
DR090_RS04570 WP_160588309.1
DR090_RS02735 WP_160588307.1
DR090_RS02740 WP_146379488.1
DR090_RS02745 WP_011206113.1
DR090_RS02755 WP_011206113.1
DR090_RS02760 WP_011206309.1
DR090_RS02765 WP_160585762.1
DR090_RS02770 WP_044272552.1
DR090_RS02775 WP_160588315.1
DR090_RS02780 WP_011206305.1
DR090_RS02785 WP_160585006.1
DR090_RS02790 WP_044272549.1
DR090_RS02795 WP_160588317.1
DR090_RS02800 WP_011206301.1
DR090_RS02805 WP_020835793.1
DR090_RS02810 WP_011206299.1
DR090_RS02815 WP_160588319.1
DR090_RS02820 WP_011284216.1
DR090_RS02825 WP_160588321.1
DR090_RS02830 WP_308507062.1
DR090_RS02835 WP_146379560.1
DR090_RS02840 WP_160588219.1
DR090_RS02845 WP_011290122.1
DR090_RS02850 WP_308507063.1
DR090_RS04575 WP_160588221.1
DR090_RS02860 WP_160585095.1
DR090_RS02865 WP_020835651.1
DR090_RS02870 WP_160588223.1
DR090_RS02875 WP_011284046.1
DR090_RS02880 WP_160587923.1
DR090_RS02885 WP_011284142.1
DR090_RS02890 WP_011206223.1
DR090_RS02895 WP_011206224.1
DR090_RS02900 WP_160587925.1
DR090_RS02905 WP_220190703.1
DR090_RS02910 WP_160587946.1
DR090_RS02915 WP_160587927.1
DR090_RS02920 WP_044272480.1
DR090_RS02925 WP_160585126.1
DR090_RS02930 WP_011206231.1
DR090_RS02935 WP_011284150.1
DR090_RS02950 WP_011284299.1
DR090_RS02955 WP_146379707.1
DR090_RS02960 WP_011206407.1
DR090_RS02965 WP_041361690.1
DR090_RS02970 WP_146379704.1
DR090_RS02975 WP_146379703.1
DR090_RS02980 WP_160588327.1
DR090_RS02985 WP_044272588.1
DR090_RS04580 WP_160588325.1
DR090_RS02995 WP_020835851.1
DR090_RS03000 WP_011290347.1
DR090_RS04585 WP_308507064.1
DR090_RS00005 WP_160588265.1
DR090_RS00010 WP_160588267.1
DR090_RS00015 WP_308507052.1
DR090_RS00025 WP_225973015.1
DR090_RS00030 WP_146379506.1
DR090_RS00035 WP_160588270.1
DR090_RS00040 WP_146379504.1
DR090_RS00045 WP_020835579.1
DR090_RS00050 WP_011206080.1
DR090_RS04320 WP_192894285.1
DR090_RS00065 WP_011283934.1
DR090_RS00070 WP_016340193.1
DR090_RS00075 WP_160588272.1
DR090_RS00085 WP_020835574.1
DR090_RS00090 WP_011206086.1
DR090_RS00095 WP_011283930.1
DR090_RS00100 WP_011290029.1
DR090_RS00105 WP_011290028.1
DR090_RS00110 WP_041361572.1
DR090_RS00115 WP_179695841.1
DR090_RS00120 WP_160588274.1
DR090_RS00125 WP_011206093.1
DR090_RS00130 WP_011206094.1
DR090_RS00135 WP_094521583.1
DR090_RS00140 WP_011290023.1
DR090_RS00145 WP_044272325.1
DR090_RS00150 WP_011290021.1
DR090_RS00160 WP_160584795.1
DR090_RS00165 WP_011206102.1
DR090_RS00170 WP_160587949.1
