DR100_RS04200 WP_280996633.1
DR100_RS02135 WP_011206170.1
DR100_RS02140 WP_280996637.1
DR100_RS02145 WP_160585040.1
DR100_RS04740 WP_160585042.1
DR100_RS04210 WP_308506991.1
DR100_RS04215 WP_160585044.1
DR100_RS04745 WP_160585046.1
DR100_RS02170 WP_160585048.1
DR100_RS02175 WP_160585050.1
DR100_RS02180 WP_011206161.1
DR100_RS02185 WP_160585052.1
DR100_RS02190 WP_160585054.1
DR100_RS02195 WP_160585056.1
DR100_RS02200 WP_160585058.1
DR100_RS04930 WP_225973034.1
DR100_RS02210 WP_160585060.1
DR100_RS04750 WP_160585062.1
DR100_RS02220 WP_160585064.1
DR100_RS02225 WP_308506992.1
DR100_RS02230 WP_160585066.1
DR100_RS02235 WP_280996643.1
DR100_RS03845 WP_220190685.1
DR100_RS04230 WP_280996645.1
DR100_RS04235 WP_280996647.1
DR100_RS04240 WP_258555696.1
DR100_RS04245 WP_280996663.1
DR100_RS02255 WP_160585076.1
DR100_RS02260 WP_041361661.1
DR100_RS02265 WP_280996666.1
DR100_RS02270 WP_160585080.1
DR100_RS02275 WP_280996668.1
DR100_RS02280 WP_146379648.1
DR100_RS02285 WP_160585081.1
DR100_RS04250 WP_280996671.1
DR100_RS02290 WP_280996673.1
DR100_RS02295 WP_280996675.1
DR100_RS02300 WP_160585083.1
DR100_RS02305 WP_160585085.1
DR100_RS02310 WP_160585085.1
DR100_RS02315 WP_160585089.1
DR100_RS02320 WP_160585091.1
DR100_RS02325 WP_011290122.1
DR100_RS02330 WP_269076322.1
DR100_RS04755 WP_160585093.1
DR100_RS02340 WP_160585095.1
DR100_RS02345 WP_014579732.1
DR100_RS02350 WP_160585097.1
DR100_RS02355 WP_011284046.1
DR100_RS02385 WP_160585099.1
DR100_RS02390 WP_014579735.1
DR100_RS02395 WP_041361746.1
DR100_RS04760 WP_094521636.1
DR100_RS02405 WP_160585101.1
DR100_RS04765 WP_160585103.1
DR100_RS02415 WP_011284053.1
DR100_RS02420 WP_160585105.1
DR100_RS02425 WP_011284055.1
DR100_RS02430 WP_160585107.1
DR100_RS02435 WP_011205932.1
DR100_RS02440 WP_160585109.1
DR100_RS04770 WP_308506993.1
DR100_RS04285 WP_240536641.1
DR100_RS04290 WP_258555849.1
DR100_RS04295 WP_258555848.1
DR100_RS02455 WP_160585111.1
DR100_RS04775 WP_160585113.1
DR100_RS02465 WP_160585115.1
DR100_RS04780 WP_020835815.1
DR100_RS04785 WP_160585117.1
DR100_RS02480 WP_020835817.1
DR100_RS04790 WP_020835818.1
DR100_RS02490 WP_011206335.1
DR100_RS02495 WP_146379681.1
DR100_RS02500 WP_160585119.1
DR100_RS02505 WP_160585121.1
DR100_RS02510 WP_160585123.1
DR100_RS02515 WP_220190702.1
DR100_RS02520 WP_160585134.1
DR100_RS04325 WP_094521686.1
DR100_RS02540 WP_011284150.1
DR100_RS02545 WP_011206231.1
DR100_RS02550 WP_160585126.1
DR100_RS02555 WP_044272480.1
DR100_RS02560 WP_044272477.1
DR100_RS02565 WP_160585128.1
DR100_RS02570 WP_220190703.1
DR100_RS02575 WP_160585130.1
DR100_RS02580 WP_011206224.1
DR100_RS02585 WP_011206223.1
DR100_RS02590 WP_011284142.1
DR100_RS02595 WP_011284141.1
DR100_RS02600 WP_011284141.1
DR100_RS04795 WP_160585132.1
DR100_RS02610 WP_011206113.1
DR100_RS02615 WP_160585138.1
DR100_RS02620 WP_160585140.1
DR100_RS04800 WP_160585142.1
DR100_RS02630 WP_160585144.1
DR100_RS02635 WP_160585146.1
DR100_RS02640 WP_011206119.1
DR100_RS02645 WP_160585148.1
DR100_RS02655 WP_011290004.1
DR100_RS02660 WP_228365407.1
DR100_RS02665 WP_014579589.1
DR100_RS02670 WP_160585150.1
DR100_RS02675 WP_044272311.1
DR100_RS02680 WP_041361727.1
DR100_RS02685 WP_160585151.1
DR100_RS02690 WP_044272526.1
DR100_RS02695 WP_160585153.1
DR100_RS02705 WP_160585155.1
DR100_RS02710 WP_160585163.1
DR100_RS02715 WP_160585157.1
DR100_RS02720 WP_011206287.1
DR100_RS02725 WP_179221158.1
DR100_RS02730 WP_011206289.1
DR100_RS02735 WP_160585159.1
DR100_RS02740 WP_011206291.1
DR100_RS02745 WP_160585161.1
DR100_RS02750 WP_011206293.1
DR100_RS03855 WP_011206218.1
DR100_RS02765 WP_014579824.1
DR100_RS02770 WP_011206216.1
DR100_RS02775 WP_160585165.1
DR100_RS04805 WP_011206214.1
DR100_RS04810 WP_220190710.1
DR100_RS04815 WP_220190711.1
DR100_RS02795 WP_160585167.1
DR100_RS04820 WP_308506994.1
DR100_RS02805 WP_160585171.1
DR100_RS02810 WP_160585173.1
DR100_RS02815 WP_011206207.1
DR100_RS02820 WP_160585175.1
DR100_RS02825 WP_160585177.1
DR100_RS02830 WP_014579601.1
DR100_RS02835 WP_011283976.1
DR100_RS02840 WP_160585183.1
DR100_RS02845 WP_011290066.1
DR100_RS02850 WP_160585185.1
DR100_RS02855 WP_011206028.1
DR100_RS04935 WP_160585187.1
DR100_RS02865 WP_160585189.1
DR100_RS02870 WP_011206032.1
DR100_RS02875 WP_044284599.1
DR100_RS02880 WP_014579611.1
DR100_RS02885 WP_011206035.1
DR100_RS02890 WP_011290062.1
DR100_RS02895 WP_041361589.1
DR100_RS02900 WP_011206038.1
DR100_RS02905 WP_011206039.1
DR100_RS02910 WP_135618616.1
DR100_RS02915 WP_220190714.1
DR100_RS02920 WP_011290058.1
DR100_RS02925 WP_160585191.1
DR100_RS02930 WP_011206044.1
DR100_RS02935 WP_160585193.1
DR100_RS02940 WP_020835589.1
DR100_RS02945 WP_011206047.1
DR100_RS02950 WP_160585195.1
DR100_RS02955 WP_011206048.1
DR100_RS02960 WP_011206049.1
DR100_RS02965 WP_011290054.1
DR100_RS02970 WP_011290053.1
DR100_RS02975 WP_160585196.1
DR100_RS04375 WP_160585196.1
DR100_RS04380 WP_160585200.1
DR100_RS03870 WP_220190718.1
DR100_RS02990 WP_160585202.1
DR100_RS02995 WP_011206239.1
DR100_RS03000 WP_146379628.1
DR100_RS03005 WP_135618880.1
DR100_RS03010 WP_146379630.1
