NBX26_RS00005 WP_044272251.1
NBX26_RS00010 WP_404912115.1
NBX26_RS00015 WP_044272256.1
NBX26_RS00020 WP_044272260.1
NBX26_RS00025 WP_011205844.1
NBX26_RS00030 WP_014579519.1
NBX26_RS00035 WP_011205846.1
NBX26_RS00040 WP_404912119.1
NBX26_RS00045 WP_020835486.1
NBX26_RS00050 WP_404913695.1
NBX26_RS00055 WP_020835487.1
NBX26_RS00060 WP_404912121.1
NBX26_RS00065 WP_011283834.1
NBX26_RS00070 WP_020835488.1
NBX26_RS00075 WP_404912125.1
NBX26_RS00080 WP_404912127.1
NBX26_RS00085 WP_020835489.1
NBX26_RS00090 WP_041361519.1
NBX26_RS00095 WP_404912129.1
NBX26_RS00100 WP_404912129.1
NBX26_RS00105 WP_404912131.1
NBX26_RS00110 WP_404912133.1
NBX26_RS00115 WP_404912135.1
NBX26_RS00120 WP_404912137.1
NBX26_RS00125 WP_160606887.1
NBX26_RS00130 WP_404912139.1
NBX26_RS00135 WP_160607726.1
NBX26_RS00140 WP_404912141.1
NBX26_RS00145 WP_020835500.1
NBX26_RS00150 WP_052259122.1
NBX26_RS00155 WP_160588044.1
NBX26_RS00160 WP_404912144.1
NBX26_RS00165 WP_404912146.1
NBX26_RS00170 WP_011289957.1
NBX26_RS00175 WP_011289957.1
NBX26_RS00180 WP_011289957.1
NBX26_RS00185 WP_044272282.1
NBX26_RS00190 WP_160606529.1
NBX26_RS00195 WP_135618485.1
NBX26_RS00200 WP_011205880.1
NBX26_RS00205 WP_318023737.1
NBX26_RS00210 WP_318023737.1
NBX26_RS00215 WP_011205883.1
NBX26_RS00220 WP_011289964.1
NBX26_RS00225 WP_160585544.1
NBX26_RS00230 WP_160584767.1
NBX26_RS00235 WP_014579550.1
NBX26_RS00240 WP_011205889.1
NBX26_RS00245 WP_044272682.1
NBX26_RS00250 WP_348602689.1
NBX26_RS00255 WP_014579553.1
NBX26_RS00260 WP_404913698.1
NBX26_RS00265 WP_011289973.1
NBX26_RS00270 WP_404912153.1
NBX26_RS00275 WP_011289974.1
NBX26_RS00280 WP_011289974.1
NBX26_RS00285 WP_011289976.1
NBX26_RS00290 WP_011289976.1
NBX26_RS00295 WP_135618505.1
NBX26_RS00300 WP_011289979.1
NBX26_RS00305 WP_041361723.1
NBX26_RS00310 WP_348571941.1
NBX26_RS00315 WP_094521550.1
NBX26_RS00320 WP_160588027.1
NBX26_RS00325 WP_044272293.1
NBX26_RS00330 WP_160615521.1
NBX26_RS00335 WP_014579568.1
NBX26_RS00340 WP_041361531.1
NBX26_RS00345 WP_011289986.1
NBX26_RS00350 WP_404913700.1
NBX26_RS00355 WP_011283885.1
NBX26_RS00360 WP_160585531.1
NBX26_RS00365 WP_041361533.1
NBX26_RS00370 WP_011283887.1
NBX26_RS00375 WP_404912163.1
NBX26_RS00380 WP_044284579.1
NBX26_RS00385 WP_011205921.1
NBX26_RS00390 WP_011205922.1
NBX26_RS00395 WP_011205923.1
NBX26_RS00400 WP_011289991.1
NBX26_RS00405 WP_014579576.1
NBX26_RS00410 WP_020835532.1
NBX26_RS00415 WP_011289993.1
NBX26_RS00420 WP_011283895.1
NBX26_RS00425 WP_011206135.1
NBX26_RS00430 WP_011206134.1
NBX26_RS00435 WP_404912169.1
NBX26_RS00485 WP_404912171.1
NBX26_RS00490 WP_404913703.1
NBX26_RS00495 WP_404912467.1
