DR096_RS01760 WP_160615736.1
DR096_RS01765 WP_011284387.1
DR096_RS04645 WP_041361715.1
DR096_RS01775 WP_160588098.1
DR096_RS01780 WP_146379769.1
DR096_RS01785 WP_160615738.1
DR096_RS01790 WP_258555934.1
DR096_RS01795 WP_160584865.1
DR096_RS01800 WP_160615740.1
DR096_RS01805 WP_094521531.1
DR096_RS01810 WP_160615742.1
DR096_RS01815 WP_044272251.1
DR096_RS01820 WP_160584860.1
DR096_RS01825 WP_160615744.1
DR096_RS01830 WP_044272260.1
DR096_RS04650 WP_011289930.1
DR096_RS01840 WP_014579519.1
DR096_RS01845 WP_160584856.1
DR096_RS01850 WP_011205847.1
DR096_RS04655 WP_160584854.1
DR096_RS01860 WP_011205849.1
DR096_RS01865 WP_160615746.1
DR096_RS01870 WP_011289935.1
DR096_RS01875 WP_011283834.1
DR096_RS01880 WP_011283834.1
DR096_RS01885 WP_146379528.1
DR096_RS01890 WP_160615748.1
DR096_RS01895 WP_011206016.1
DR096_RS01900 WP_160584672.1
DR096_RS01905 WP_011206014.1
DR096_RS01910 WP_044284602.1
DR096_RS01915 WP_160615750.1
DR096_RS01920 WP_160615752.1
DR096_RS01925 WP_160584678.1
DR096_RS01930 WP_160615754.1
DR096_RS01935 WP_011283989.1
DR096_RS01940 WP_160615756.1
DR096_RS01950 WP_011206006.1
DR096_RS01955 WP_011206005.1
DR096_RS01960 WP_020835615.1
DR096_RS01965 WP_160615758.1
DR096_RS01970 WP_160615760.1
DR096_RS01975 WP_160590263.1
DR096_RS01980 WP_308507038.1
DR096_RS01985 WP_160585066.1
DR096_RS01990 WP_334199373.1
DR096_RS01995 WP_160615764.1
DR096_RS04660 WP_160615766.1
DR096_RS04140 WP_258555936.1
DR096_RS04145 WP_258555937.1
DR096_RS04875 WP_225973034.1
DR096_RS02015 WP_258555938.1
DR096_RS04150 WP_258555939.1
DR096_RS02020 WP_160615768.1
DR096_RS02025 WP_160606777.1
DR096_RS02030 WP_160615770.1
DR096_RS02035 WP_020835677.1
DR096_RS02040 WP_020835678.1
DR096_RS02045 WP_160615772.1
DR096_RS04665 WP_160615774.1
DR096_RS04160 WP_160615776.1
DR096_RS04165 WP_308507040.1
DR096_RS02065 WP_308507040.1
DR096_RS02070 WP_160615780.1
DR096_RS02075 WP_011290023.1
DR096_RS02080 WP_160615782.1
DR096_RS02085 WP_011206094.1
DR096_RS02090 WP_011206093.1
DR096_RS02095 WP_020835572.1
DR096_RS02100 WP_179695841.1
DR096_RS02105 WP_041361572.1
DR096_RS02110 WP_160615784.1
DR096_RS02115 WP_146379499.1
DR096_RS02120 WP_011283930.1
DR096_RS02125 WP_011206086.1
DR096_RS02130 WP_011206085.1
DR096_RS02140 WP_014579644.1
DR096_RS02145 WP_160606653.1
DR096_RS02150 WP_011283934.1
DR096_RS04670 WP_308507041.1
DR096_RS02165 WP_146379503.1
DR096_RS02170 WP_160584803.1
DR096_RS02175 WP_146379504.1
DR096_RS02180 WP_160615787.1
DR096_RS02185 WP_146379506.1
DR096_RS02190 WP_225973015.1
DR096_RS02200 WP_044272343.1
DR096_RS02205 WP_011206073.1
DR096_RS02210 WP_011206072.1
DR096_RS02215 WP_011206072.1
DR096_RS02220 WP_160615791.1
DR096_RS02225 WP_011205983.1
DR096_RS04675 WP_233688696.1
DR096_RS04680 WP_308507042.1
DR096_RS02240 WP_011205986.1
DR096_RS04685 WP_160601083.1
DR096_RS02250 WP_160615793.1
DR096_RS02255 WP_160615795.1
DR096_RS02260 WP_160615797.1
DR096_RS02265 WP_011290089.1
DR096_RS02270 WP_011205992.1
DR096_RS02275 WP_158209054.1
DR096_RS02280 WP_160585562.1
DR096_RS02285 WP_011283999.1
DR096_RS02290 WP_160585563.1
DR096_RS02295 WP_240536367.1
DR096_RS02300 WP_160584690.1
DR096_RS02305 WP_258555945.1
DR096_RS04690 WP_160615804.1
DR096_RS02315 WP_160584811.1
DR096_RS03815 WP_011206069.1
DR096_RS02325 WP_160584813.1
DR096_RS02330 WP_160584816.1
DR096_RS02335 WP_011290044.1
DR096_RS02340 WP_011206065.1
DR096_RS04695 WP_011206064.1
DR096_RS02350 WP_011206063.1
DR096_RS02355 WP_135618591.1
DR096_RS02360 WP_011206061.1
DR096_RS02365 WP_041361583.1
DR096_RS04700 WP_135618593.1
DR096_RS02375 WP_011283955.1
DR096_RS04705 WP_160615806.1
DR096_RS02385 WP_135618597.1
DR096_RS02390 WP_135618599.1
DR096_RS02395 WP_160615808.1
DR096_RS02400 WP_135618603.1
DR096_RS02405 WP_135618604.1
DR096_RS04710 WP_160615810.1
DR096_RS02415 WP_160615812.1
DR096_RS04235 WP_225973020.1
DR096_RS04240 WP_258555947.1
DR096_RS02425 WP_160615814.1
DR096_RS02430 WP_160607822.1
DR096_RS02440 WP_308507043.1
DR096_RS02445 WP_160615816.1
DR096_RS02450 WP_160590123.1
DR096_RS02455 WP_160615818.1
DR096_RS02460 WP_011206320.1
DR096_RS02465 WP_160615820.1
DR096_RS02470 WP_160615822.1
DR096_RS02475 WP_160590131.1
DR096_RS02480 WP_160615824.1
DR096_RS02485 WP_160615826.1
DR096_RS04245 WP_011206314.1
DR096_RS02495 WP_146379668.1
DR096_RS02500 WP_160615828.1
DR096_RS02505 WP_160615830.1
DR096_RS02510 WP_135618955.1
DR096_RS04880 WP_160615832.1
DR096_RS02520 WP_160615834.1
DR096_RS02525 WP_258555948.1
DR096_RS02530 WP_160584826.1
DR096_RS02535 WP_160584828.1
DR096_RS02540 WP_160615836.1
DR096_RS04715 WP_160615838.1
DR096_RS04720 WP_160615840.1
DR096_RS02555 WP_220191312.1
DR096_RS02560 WP_160585747.1
DR096_RS02565 WP_160615842.1
DR096_RS02570 WP_160615844.1
DR096_RS02575 WP_160615846.1
DR096_RS02585 WP_258555949.1
DR096_RS02590 WP_146379448.1
DR096_RS02595 WP_160615850.1
DR096_RS02600 WP_094521764.1
DR096_RS02605 WP_308507044.1
DR096_RS02610 WP_160615852.1
DR096_RS02620 WP_160585148.1
DR096_RS02625 WP_135618546.1
DR096_RS02630 WP_146379484.1
DR096_RS02635 WP_160615854.1
DR096_RS04725 WP_160615856.1
DR096_RS02645 WP_160615858.1
DR096_RS02650 WP_160585737.1
DR096_RS02655 WP_011206113.1
DR096_RS02665 WP_011206113.1
DR096_RS02670 WP_160615862.1
DR096_RS02675 WP_011290053.1
DR096_RS02680 WP_011290054.1
DR096_RS02685 WP_011206049.1
DR096_RS02690 WP_011206048.1
DR096_RS02695 WP_160585195.1
DR096_RS02700 WP_011206047.1
DR096_RS02705 WP_011290055.1
DR096_RS02710 WP_160585193.1
DR096_RS02715 WP_160585731.1
DR096_RS02720 WP_020835590.1
DR096_RS02725 WP_011290058.1
DR096_RS02730 WP_011206041.1
DR096_RS02735 WP_135618616.1
DR096_RS02740 WP_011206039.1
DR096_RS02745 WP_011206038.1
DR096_RS02750 WP_041361589.1
DR096_RS02755 WP_011206036.1
DR096_RS02760 WP_011206035.1
DR096_RS02765 WP_014579611.1
DR096_RS02770 WP_160615864.1
DR096_RS02775 WP_011206032.1
DR096_RS02780 WP_011290064.1
DR096_RS04885 WP_160615866.1
DR096_RS02790 WP_011206028.1
DR096_RS02795 WP_011206027.1
DR096_RS02800 WP_050195474.1
DR096_RS02805 WP_011206025.1
DR096_RS02810 WP_011290067.1
DR096_RS02815 WP_014579601.1
DR096_RS02820 WP_011283978.1
DR096_RS00005 WP_160615508.1
