NB627_RS00005 WP_044272251.1
NB627_RS00010 WP_135618439.1
NB627_RS00015 WP_044272256.1
NB627_RS00020 WP_044272260.1
NB627_RS00025 WP_404924349.1
NB627_RS00030 WP_160606485.1
NB627_RS00035 WP_160584856.1
NB627_RS00040 WP_404924538.1
NB627_RS00045 WP_404924538.1
NB627_RS00050 WP_404924538.1
NB627_RS00055 WP_020835487.1
NB627_RS00060 WP_011289935.1
NB627_RS00065 WP_011283834.1
NB627_RS00070 WP_404924539.1
NB627_RS00075 WP_404924352.1
NB627_RS00080 WP_020835489.1
NB627_RS00085 WP_041361519.1
NB627_RS00090 WP_225973003.1
NB627_RS00095 WP_225973003.1
NB627_RS00100 WP_011289941.1
NB627_RS00105 WP_404924354.1
NB627_RS00110 WP_404924354.1
NB627_RS00115 WP_347952344.1
NB627_RS00120 WP_146379452.1
NB627_RS00125 WP_347952346.1
NB627_RS00130 WP_146379454.1
NB627_RS00135 WP_146379455.1
NB627_RS00140 WP_050195463.1
NB627_RS00145 WP_404924355.1
NB627_RS00150 WP_404924356.1
NB627_RS00155 WP_020835500.1
NB627_RS00160 WP_146379774.1
NB627_RS00165 WP_404924357.1
NB627_RS00170 WP_404924358.1
NB627_RS00175 WP_160606533.1
NB627_RS00180 WP_011289957.1
NB627_RS00185 WP_404924502.1
NB627_RS00190 WP_044272282.1
NB627_RS00195 WP_094521545.1
NB627_RS00200 WP_404924359.1
NB627_RS00205 WP_011205880.1
NB627_RS00210 WP_347952354.1
NB627_RS00215 WP_347952354.1
NB627_RS00220 WP_011205883.1
NB627_RS00225 WP_160606527.1
NB627_RS00230 WP_404924360.1
NB627_RS00235 WP_160584767.1
NB627_RS00240 WP_014579550.1
NB627_RS00245 WP_011205889.1
NB627_RS00250 WP_404924540.1
NB627_RS00255 WP_135618497.1
NB627_RS00260 WP_044284573.1
NB627_RS00265 WP_404924541.1
NB627_RS00270 WP_011289973.1
NB627_RS00275 WP_404924361.1
NB627_RS00280 WP_011283871.1
NB627_RS00285 WP_020835518.1
NB627_RS00290 WP_404924362.1
NB627_RS00295 WP_404924363.1
NB627_RS00300 WP_404924363.1
NB627_RS00305 WP_011289979.1
NB627_RS00310 WP_404924364.1
NB627_RS00315 WP_348571941.1
NB627_RS00320 WP_404924365.1
NB627_RS00325 WP_404924074.1
NB627_RS00330 WP_404924542.1
NB627_RS00335 WP_404924543.1
NB627_RS00340 WP_404924544.1
NB627_RS00345 WP_404924545.1
NB627_RS00350 WP_404924368.1
NB627_RS00355 WP_135618519.1
NB627_RS00360 WP_135618519.1
NB627_RS00365 WP_404924369.1
NB627_RS00370 WP_404924503.1
NB627_RS00375 WP_011283885.1
NB627_RS00380 WP_404924370.1
NB627_RS00385 WP_041361533.1
NB627_RS00390 WP_404924371.1
NB627_RS00395 WP_404924371.1
NB627_RS00400 WP_404924372.1
NB627_RS00405 WP_011205921.1
NB627_RS00410 WP_011205922.1
NB627_RS00415 WP_011205923.1
NB627_RS00420 WP_135618529.1
NB627_RS00425 WP_011205925.1
NB627_RS00430 WP_146379477.1
NB627_RS00435 WP_404924373.1
NB627_RS00440 WP_404924374.1
NB627_RS00445 WP_088172525.1
NB627_RS00450 WP_404924375.1
NB627_RS00455 WP_011206358.1
NB627_RS00460 WP_404924376.1
NB627_RS00465 WP_404924377.1
NB627_RS00470 WP_404924378.1
NB627_RS00475 WP_135618745.1
NB627_RS00480 WP_160584945.1
NB627_RS00485 WP_160584947.1
NB627_RS00490 WP_404924379.1
NB627_RS00495 WP_404924380.1
NB627_RS00500 WP_404924382.1
NB627_RS00505 WP_160584953.1
NB627_RS00510 WP_404924546.1
NB627_RS00515 WP_044889050.1
NB627_RS00520 WP_404924547.1
NB627_RS00525 WP_404924384.1
NB627_RS00530 WP_404924385.1
NB627_RS00535 WP_404924386.1
NB627_RS00540 WP_011206135.1
NB627_RS00545 WP_011206134.1
NB627_RS00550 WP_135618533.1
NB627_RS00600 WP_011206131.1
NB627_RS00605 WP_404924387.1
NB627_RS00610 WP_404924388.1
NB627_RS00615 WP_404924389.1
NB627_RS00620 WP_404924390.1
NB627_RS00625 WP_404924391.1
NB627_RS00630 WP_044272311.1
NB627_RS00635 WP_404924548.1
NB627_RS00640 WP_094521764.1
NB627_RS00645 WP_308507044.1
NB627_RS00650 WP_011290004.1
NB627_RS00660 WP_160585148.1
NB627_RS00665 WP_011206119.1
NB627_RS00670 WP_146379484.1
NB627_RS00675 WP_404924392.1
NB627_RS00680 WP_404924393.1
NB627_RS00685 WP_404924394.1
NB627_RS00690 WP_404924395.1
NB627_RS00695 WP_404924396.1
NB627_RS00705 WP_404924549.1
NB627_RS00710 WP_404924398.1
NB627_RS00715 WP_404924399.1
NB627_RS00720 WP_404924400.1
NB627_RS00725 WP_020835565.1
NB627_RS00730 WP_404924401.1
NB627_RS00745 WP_404924550.1
NB627_RS00750 WP_404924551.1
NB627_RS00755 WP_011206103.1
NB627_RS00760 WP_011290017.1
NB627_RS00765 WP_011206101.1
NB627_RS00775 WP_404924404.1
NB627_RS00780 WP_011290019.1
NB627_RS00785 WP_269076320.1
NB627_RS00790 WP_011290021.1
NB627_RS00795 WP_044272325.1
NB627_RS00800 WP_011290023.1
NB627_RS00805 WP_094521583.1
NB627_RS00810 WP_011206094.1
NB627_RS00815 WP_011206094.1
NB627_RS00820 WP_404912207.1
NB627_RS00825 WP_020835572.1
NB627_RS00830 WP_020835573.1
NB627_RS00835 WP_404924405.1
NB627_RS00840 WP_404924405.1
NB627_RS00845 WP_011290029.1
NB627_RS00850 WP_011283930.1
NB627_RS00855 WP_011206086.1
NB627_RS00860 WP_020835574.1
NB627_RS00870 WP_160588272.1
NB627_RS00875 WP_160588272.1
NB627_RS00880 WP_404924407.1
NB627_RS00890 WP_192894285.1
NB627_RS00895 WP_011290034.1
NB627_RS00900 WP_011290034.1
NB627_RS00905 WP_020835580.1
NB627_RS00910 WP_404924411.1
NB627_RS00915 WP_160584807.1
NB627_RS00920 WP_404924412.1
NB627_RS00925 WP_404924413.1
NB627_RS00935 WP_044272343.1
NB627_RS00940 WP_011290039.1
NB627_RS00945 WP_011206072.1
NB627_RS00950 WP_011206071.1
NB627_RS00955 WP_404924414.1
NB627_RS00960 WP_011206069.1
NB627_RS00965 WP_404924415.1
NB627_RS00970 WP_135618587.1
NB627_RS00975 WP_011290044.1
NB627_RS00980 WP_011283949.1
NB627_RS00985 WP_011206064.1
NB627_RS00990 WP_011206063.1
NB627_RS00995 WP_011290046.1
NB627_RS01000 WP_011206061.1
NB627_RS01005 WP_041361583.1
NB627_RS01010 WP_135618593.1
NB627_RS01015 WP_404924485.1
NB627_RS01020 WP_308704709.1
NB627_RS01025 WP_225973017.1
NB627_RS01030 WP_404924090.1
NB627_RS01035 WP_404924090.1
NB627_RS01040 WP_044272348.1
NB627_RS01045 WP_404924418.1
NB627_RS01050 WP_146379519.1
NB627_RS01055 WP_011290054.1
NB627_RS01060 WP_011206049.1
NB627_RS01065 WP_011206048.1
NB627_RS01070 WP_011283963.1
NB627_RS01075 WP_011206047.1
NB627_RS01080 WP_011290055.1
NB627_RS01085 WP_014579616.1
NB627_RS01090 WP_404924419.1
NB627_RS01095 WP_020835590.1
NB627_RS01100 WP_011290058.1
NB627_RS01105 WP_011206041.1
NB627_RS01110 WP_020835592.1
NB627_RS01115 WP_011206039.1
NB627_RS01120 WP_011206038.1
NB627_RS01125 WP_404924420.1
NB627_RS01130 WP_011206036.1
NB627_RS01135 WP_011206035.1
NB627_RS01140 WP_014579611.1
NB627_RS01145 WP_020835596.1
NB627_RS01150 WP_011206032.1
NB627_RS01155 WP_011290064.1
NB627_RS01160 WP_404924421.1
NB627_RS01165 WP_011206028.1
NB627_RS01170 WP_011206027.1
NB627_RS01175 WP_146379523.1
NB627_RS01180 WP_011206025.1
NB627_RS01185 WP_146379524.1
NB627_RS01190 WP_014579601.1
NB627_RS01195 WP_220190741.1
NB627_RS01200 WP_404924422.1
NB627_RS01205 WP_404924552.1
NB627_RS01210 WP_233688672.1
NB627_RS01215 WP_404924424.1
NB627_RS01220 WP_011206016.1
NB627_RS01225 WP_011290073.1
NB627_RS01230 WP_160606761.1
NB627_RS01235 WP_160606763.1
NB627_RS01240 WP_020835608.1
NB627_RS01245 WP_404924425.1
NB627_RS01250 WP_011290077.1
NB627_RS01255 WP_011290078.1
NB627_RS01260 WP_011283989.1
NB627_RS01265 WP_404924426.1
NB627_RS01270 WP_011206006.1
NB627_RS01275 WP_011206005.1
NB627_RS01280 WP_020835615.1
NB627_RS01285 WP_020835616.1
NB627_RS01290 WP_404924427.1
NB627_RS01295 WP_404924428.1
NB627_RS01300 WP_228366127.1
NB627_RS01305 WP_404924429.1
NB627_RS01310 WP_404924429.1
NB627_RS01315 WP_094521610.1
NB627_RS01320 WP_404924553.1
NB627_RS01325 WP_160587988.1
NB627_RS01330 WP_160587990.1
NB627_RS01335 WP_160587990.1
NB627_RS01340 WP_404924554.1
NB627_RS01345 WP_404924432.1
NB627_RS01350 WP_404924433.1
NB627_RS01355 WP_011290093.1
NB627_RS01360 WP_011205986.1
NB627_RS01365 WP_404924555.1
NB627_RS01370 WP_404924555.1
NB627_RS01375 WP_404924556.1
NB627_RS01380 WP_404924434.1
NB627_RS01385 WP_146379545.1
NB627_RS01390 WP_160585558.1
NB627_RS01395 WP_404924435.1
NB627_RS01400 WP_232039579.1
NB627_RS01405 WP_187145661.1
NB627_RS01410 WP_041361605.1
NB627_RS01415 WP_404924557.1
NB627_RS01420 WP_404924436.1
NB627_RS01425 WP_160590503.1
NB627_RS01430 WP_014579714.1
NB627_RS01435 WP_146379551.1
NB627_RS01440 WP_404924437.1
NB627_RS01445 WP_160585680.1
NB627_RS01450 WP_404924439.1
NB627_RS01455 WP_011205969.1
NB627_RS01460 WP_011290108.1
NB627_RS01465 WP_135618686.1
NB627_RS01470 WP_160588241.1
NB627_RS01475 WP_404913730.1
NB627_RS01480 WP_404913732.1
NB627_RS01485 WP_011284027.1
NB627_RS01490 WP_020835640.1
NB627_RS01495 WP_011205962.1
NB627_RS01500 WP_404924440.1
NB627_RS01505 WP_404924441.1
NB627_RS01510 WP_020835642.1
NB627_RS01515 WP_011284032.1
NB627_RS01520 WP_020835643.1
NB627_RS01525 WP_404924442.1
NB627_RS01530 WP_020835645.1
NB627_RS01535 WP_011205955.1
NB627_RS01540 WP_011205954.1
NB627_RS01545 WP_011290118.1
NB627_RS01550 WP_011205952.1
NB627_RS01555 WP_146379559.1
NB627_RS01560 WP_160585089.1
NB627_RS01565 WP_404924443.1
NB627_RS01570 WP_404924444.1
NB627_RS01575 WP_233417364.1
NB627_RS01580 WP_404924445.1
NB627_RS01585 WP_404924446.1
NB627_RS01590 WP_014579732.1
NB627_RS01595 WP_404924558.1
NB627_RS01600 WP_011284046.1
NB627_RS01630 WP_160588225.1
NB627_RS01635 WP_014579735.1
NB627_RS01640 WP_160588227.1
NB627_RS01645 WP_011205939.1
NB627_RS01650 WP_146379568.1
NB627_RS01655 WP_020835656.1
NB627_RS01660 WP_011290131.1
NB627_RS01665 WP_404924448.1
NB627_RS01670 WP_011284055.1
NB627_RS01675 WP_404924449.1
NB627_RS01680 WP_011205932.1
NB627_RS01685 WP_011205931.1
NB627_RS01690 WP_225973030.1
NB627_RS01695 WP_225973030.1
NB627_RS01700 WP_135618726.1
NB627_RS01705 WP_404924568.1
NB627_RS01710 WP_404924569.1
NB627_RS01715 WP_020835661.1
NB627_RS01720 WP_020835661.1
NB627_RS01725 WP_011206141.1
NB627_RS01730 WP_404924450.1
NB627_RS01735 WP_348572081.1
NB627_RS01740 WP_404924559.1
NB627_RS01745 WP_404924452.1
NB627_RS01750 WP_404924453.1
NB627_RS01755 WP_404924454.1
NB627_RS01760 WP_135618763.1
NB627_RS01765 WP_404924560.1
NB627_RS01770 WP_404924457.1
NB627_RS01775 WP_011290145.1
NB627_RS01780 WP_011290145.1
NB627_RS01785 WP_371863322.1
NB627_RS01790 WP_404924458.1
NB627_RS01795 WP_404924459.1
NB627_RS01800 WP_404924460.1
NB627_RS01805 WP_225973034.1
NB627_RS01810 WP_404924461.1
NB627_RS01815 WP_404924462.1
NB627_RS01820 WP_160606777.1
NB627_RS01825 WP_404924463.1
NB627_RS01830 WP_011206161.1
NB627_RS01835 WP_404924487.1
NB627_RS01840 WP_404924464.1
NB627_RS01845 WP_146379581.1
NB627_RS01850 WP_404924561.1
NB627_RS01855 WP_404924562.1
NB627_RS01860 WP_404924489.1
NB627_RS01865 WP_404924467.1
NB627_RS01870 WP_404924563.1
NB627_RS01875 WP_404924468.1
NB627_RS01880 WP_011206170.1
NB627_RS01885 WP_404924564.1
NB627_RS01890 WP_011290161.1
NB627_RS01895 WP_404924469.1
NB627_RS01900 WP_404924470.1
NB627_RS01905 WP_404924471.1
NB627_RS01910 WP_404924472.1
NB627_RS01915 WP_404924473.1
NB627_RS01920 WP_146379623.1
NB627_RS01925 WP_404911819.1
NB627_RS01930 WP_160587877.1
NB627_RS01935 WP_160587877.1
NB627_RS01940 WP_011284100.1
