DR097_RS03800	IDMHP682	-	413909	414115
DR097_RS01720	IDMHP682	-	697076	699688
DR097_RS01725	IDMHP682	-	695554	696762
DR097_RS04670	IDMHP682	-	689531	695452
DR097_RS01735	IDMHP682	-	687479	689302
DR097_RS04140	IDMHP682	-	686649	686774
DR097_RS04145	IDMHP682	-	686091	686273
DR097_RS04150	IDMHP682	-	685096	685983
DR097_RS01750	IDMHP682	-	684032	685060
DR097_RS01755	IDMHP682	-	682897	683814
DR097_RS01760	IDMHP682	-	682314	682910
DR097_RS01765	IDMHP682	-	681092	682342
DR097_RS01770	IDMHP682	-	679554	681092
DR097_RS01775	IDMHP682	-	678168	679427
DR097_RS01780	IDMHP682	-	677033	677884
DR097_RS04155	IDMHP682	-	675673	677052
DR097_RS01795	IDMHP682	-	674655	675668
DR097_RS01800	IDMHP682	-	673583	674536
DR097_RS01805	IDMHP682	-	672375	673583
DR097_RS01810	IDMHP682	-	670300	672147
DR097_RS01815	IDMHP682	-	669383	670300
DR097_RS01820	IDMHP682	-	402405	402793
DR097_RS04945	IDMHP682	-	401871	402032
DR097_RS04675	IDMHP682	-	399127	401541
DR097_RS01835	IDMHP682	-	397401	399122
DR097_RS04680	IDMHP682	-	395298	397250
DR097_RS01845	IDMHP682	-	392890	395208
DR097_RS01850	IDMHP682	-	392051	392887
DR097_RS01855	IDMHP682	-	391309	391641
DR097_RS01860	IDMHP682	-	390465	391328
DR097_RS01865	IDMHP682	-	389431	390462
DR097_RS01870	IDMHP682	-	388256	389428
DR097_RS01875	IDMHP682	-	382023	387950
DR097_RS04900	IDMHP682	-	381734	381883
DR097_RS01885	IDMHP682	-	380626	381510
DR097_RS04685	IDMHP682	-	378378	380660
DR097_RS01895	IDMHP682	-	376337	378301
DR097_RS01900	IDMHP682	-	375735	376019
DR097_RS01905	IDMHP682	-	375029	375763
DR097_RS01915	IDMHP682	-	600543	600635
DR097_RS01920	IDMHP682	-	600453	600537
DR097_RS01925	IDMHP682	-	599791	600240
DR097_RS01930	IDMHP682	-	599094	599789
DR097_RS01935	IDMHP682	-	598117	599034
DR097_RS01940	IDMHP682	-	597702	598139
DR097_RS04905	IDMHP682	-	597462	597683
DR097_RS01950	IDMHP682	-	596798	597403
DR097_RS01955	IDMHP682	-	596200	596784
DR097_RS01960	IDMHP682	-	588054	596009
DR097_RS01965	IDMHP682	-	587046	587933
DR097_RS01970	IDMHP682	-	585822	586958
DR097_RS01975	IDMHP682	-	585652	585727
DR097_RS01980	IDMHP682	-	584778	585575
DR097_RS01985	IDMHP682	-	584040	584636
DR097_RS04690	IDMHP682	-	580673	583696
DR097_RS01995	IDMHP682	-	573869	580513
DR097_RS02000	IDMHP682	-	160033	160956
DR097_RS02005	IDMHP682	-	159706	159912
DR097_RS02010	IDMHP682	-	158073	159725
DR097_RS02015	IDMHP682	-	157773	158033
DR097_RS02020	IDMHP682	-	154069	157701
DR097_RS02025	IDMHP682	-	153087	154067
DR097_RS04695	IDMHP682	-	150392	153094
DR097_RS02035	IDMHP682	-	148681	150414
DR097_RS02040	IDMHP682	-	148274	148660
DR097_RS02045	IDMHP682	-	148076	148261
DR097_RS02050	IDMHP682	-	146963	147952
DR097_RS04190	IDMHP682	-	145745	146770
DR097_RS04700	IDMHP682	-	143401	145752
DR097_RS02065	IDMHP682	-	143094	143360
DR097_RS02070	IDMHP682	-	141811	142851
DR097_RS02075	IDMHP682	-	141352	141804
DR097_RS02080	IDMHP682	-	140945	141334
DR097_RS02085	IDMHP682	-	139552	140925
DR097_RS02090	IDMHP682	-	137065	139297
DR097_RS02095	IDMHP682	+	539449	540006
DR097_RS02100	IDMHP682	+	540045	541892
DR097_RS02110	IDMHP682	+	542065	542961
DR097_RS02115	IDMHP682	+	542961	544079
DR097_RS04705	IDMHP682	+	544119	545345
DR097_RS02125	IDMHP682	+	545743	547143
DR097_RS02130	IDMHP682	+	547353	549272
DR097_RS02135	IDMHP682	+	549395	549907
DR097_RS02140	IDMHP682	+	549900	550796
DR097_RS02145	IDMHP682	+	550780	551502
DR097_RS02150	IDMHP682	+	551492	552382
DR097_RS02155	IDMHP682	+	552357	553025
DR097_RS02160	IDMHP682	+	553338	555548
DR097_RS02165	IDMHP682	+	555619	557388
DR097_RS02170	IDMHP682	+	557588	559426
DR097_RS02175	IDMHP682	+	559879	561004
DR097_RS02180	IDMHP682	+	221336	221698
DR097_RS02185	IDMHP682	+	221701	222699
DR097_RS02190	IDMHP682	+	222706	223110
DR097_RS02195	IDMHP682	+	223113	223526
DR097_RS02200	IDMHP682	+	223670	223783
DR097_RS02205	IDMHP682	+	223829	224056
DR097_RS02210	IDMHP682	+	224057	224809
DR097_RS02215	IDMHP682	+	224800	225438
DR097_RS02220	IDMHP682	+	225484	226905
DR097_RS02225	IDMHP682	+	226905	227348
DR097_RS02230	IDMHP682	+	227460	228110
DR097_RS02235	IDMHP682	+	228112	228477
DR097_RS02240	IDMHP682	+	228480	229019
DR097_RS02245	IDMHP682	+	229026	229421
DR097_RS02250	IDMHP682	+	229427	229612
DR097_RS02255	IDMHP682	+	229658	230203
DR097_RS02260	IDMHP682	+	230207	230530
DR097_RS02265	IDMHP682	+	230535	230903
DR097_RS02270	IDMHP682	+	230905	231192
DR097_RS02275	IDMHP682	+	231185	231550
DR097_RS02280	IDMHP682	+	231558	231968
DR097_RS02285	IDMHP682	+	231971	232654
DR097_RS04910	IDMHP682	+	232654	233265
DR097_RS02295	IDMHP682	+	233279	233551
DR097_RS02300	IDMHP682	+	233551	234399
DR097_RS02305	IDMHP682	+	234520	235023
DR097_RS02310	IDMHP682	+	235027	235671
DR097_RS02315	IDMHP682	+	235664	236356
DR097_RS02320	IDMHP682	+	236358	236678
DR097_RS02325	IDMHP682	+	237284	237712
DR097_RS02330	IDMHP682	+	238126	241434
DR097_RS02335	IDMHP682	-	136093	136964
DR097_RS02340	IDMHP682	-	135644	136027
DR097_RS02345	IDMHP682	-	135226	135492
DR097_RS02350	IDMHP682	-	134378	135106
DR097_RS02355	IDMHP682	-	132116	134194
DR097_RS04710	IDMHP682	-	129181	132111
DR097_RS02365	IDMHP682	-	125729	129172
DR097_RS02370	IDMHP682	-	124786	125703
DR097_RS02375	IDMHP682	-	123663	124649
DR097_RS02380	IDMHP682	-	122628	123119
DR097_RS02385	IDMHP682	-	122413	122486
DR097_RS02390	IDMHP682	-	121669	122256
DR097_RS02395	IDMHP682	-	120081	121646
DR097_RS02400	IDMHP682	-	119594	119926
DR097_RS02405	IDMHP682	-	116918	119398
DR097_RS02410	IDMHP682	-	116696	116925
DR097_RS02415	IDMHP682	-	32075	32878
DR097_RS02420	IDMHP682	-	31855	32088
DR097_RS04715	IDMHP682	-	29584	31755
DR097_RS04720	IDMHP682	-	27191	29473
DR097_RS02435	IDMHP682	-	26204	27025
DR097_RS02440	IDMHP682	-	23890	26217
DR097_RS02445	IDMHP682	-	21576	23816
DR097_RS02450	IDMHP682	-	20879	21365
DR097_RS02455	IDMHP682	-	18912	20779
DR097_RS02465	IDMHP682	-	17604	18218
DR097_RS02470	IDMHP682	-	16589	17458
DR097_RS04220	IDMHP682	-	15352	15816
DR097_RS02480	IDMHP682	-	14473	15318
DR097_RS02485	IDMHP682	-	13603	14466
DR097_RS02490	IDMHP682	-	432272	432859
DR097_RS02495	IDMHP682	-	432038	432130
DR097_RS03825	IDMHP682	-	431545	431682
DR097_RS02500	IDMHP682	-	429975	430643
DR097_RS02505	IDMHP682	-	428083	429972
DR097_RS02510	IDMHP682	-	425709	428096
DR097_RS03830	IDMHP682	-	424778	425173
DR097_RS04225	IDMHP682	-	423817	424791
DR097_RS04230	IDMHP682	-	423347	423826
DR097_RS02530	IDMHP682	-	421873	423345
DR097_RS02535	IDMHP682	-	420463	421260
DR097_RS04730	IDMHP682	-	418710	420476
DR097_RS02545	IDMHP682	-	418002	418448
DR097_RS02550	IDMHP682	-	416825	417472
DR097_RS02555	IDMHP682	-	415692	416756
DR097_RS02560	IDMHP682	-	414647	415279
DR097_RS02565	IDMHP682	-	895786	896161
DR097_RS02570	IDMHP682	-	893089	895692
DR097_RS02575	IDMHP682	-	892032	893111
DR097_RS02580	IDMHP682	-	889557	892025
DR097_RS02585	IDMHP682	-	887633	889546
DR097_RS02590	IDMHP682	-	886655	887620
DR097_RS04735	IDMHP682	-	885013	886575
DR097_RS02600	IDMHP682	-	884531	885013
DR097_RS02605	IDMHP682	-	883877	884491
DR097_RS02610	IDMHP682	-	881802	883332
DR097_RS02615	IDMHP682	-	878405	881308
DR097_RS00010	IDMHP682	-	102019	103365
DR097_RS00015	IDMHP682	-	101254	101754
DR097_RS00020	IDMHP682	-	100751	101263
DR097_RS00025	IDMHP682	-	100367	100747
DR097_RS00030	IDMHP682	-	99817	100236
DR097_RS00035	IDMHP682	-	99295	99765
DR097_RS00040	IDMHP682	-	97198	99282
DR097_RS00045	IDMHP682	-	95936	96883
