Orthogroup	MHP_MHP691_genes	MHP_7422_genes
OG0000000	DR087_RS00160	MHL_RS03860
OG0000000	DR087_RS03480, DR087_RS03475	MHL_RS02190
OG0000000	DR087_RS03570	MHL_RS03710
OG0000001	DR087_RS03325	MHL_RS03980
OG0000001	DR087_RS04015	MHL_RS02845
OG0000001	DR087_RS04300	MHL_RS03875
OG0000001	DR087_RS03255	MHL_RS04080
OG0000002	DR087_RS03810	MHL_RS04055, MHL_RS03865
OG0000002	DR087_RS04740	MHL_RS02195
OG0000002	DR087_RS04755	MHL_RS01800
OG0000003	DR087_RS04750	MHL_RS02255
OG0000004	DR087_RS00850	MHL_RS03205
OG0000004	DR087_RS00840	MHL_RS03215
OG0000005	DR087_RS00530	MHL_RS00105
OG0000005	DR087_RS00540	MHL_RS04205
OG0000005	DR087_RS04465	MHL_RS00115, MHL_RS00130
OG0000006	DR087_RS04360	MHL_RS03635
OG0000006	DR087_RS04080	MHL_RS02420
OG0000007	DR087_RS03535	MHL_RS02250
OG0000007	DR087_RS03530	MHL_RS02245
OG0000007	DR087_RS04335, DR087_RS03525	MHL_RS02240
OG0000008	DR087_RS04355	MHL_RS04065
OG0000009	DR087_RS00515	MHL_RS00090
OG0000010	DR087_RS01605	MHL_RS01930
OG0000010	DR087_RS03875	MHL_RS00100
OG0000011	DR087_RS01510	MHL_RS02025
OG0000011	DR087_RS04590	MHL_RS04185
OG0000011	DR087_RS01515	MHL_RS02020
OG0000012	DR087_RS03740	MHL_RS03845
OG0000013	DR087_RS01680	MHL_RS02470
OG0000013	DR087_RS04185	MHL_RS03925
OG0000014	DR087_RS03505	MHL_RS00590
OG0000014	DR087_RS03520	MHL_RS00695
OG0000015	DR087_RS00350	MHL_RS01720
OG0000016	DR087_RS01400	MHL_RS02885
OG0000016	DR087_RS02395	MHL_RS00175
OG0000017	DR087_RS02410	MHL_RS00160
OG0000017	DR087_RS01410	MHL_RS02895
OG0000018	DR087_RS04550	MHL_RS01405
OG0000020	DR087_RS04440	MHL_RS03545
