Orthogroup	MHP_MHP691_genes	MHP_4284_genes
OG0000000	DR087_RS04315	ABLE99_RS02220
OG0000000	DR087_RS02105, DR087_RS03570	ABLE99_RS01670
OG0000001	DR087_RS03325	ABLE99_RS01250
OG0000001	DR087_RS04015	ABLE99_RS02690
OG0000001	DR087_RS03255	ABLE99_RS02640
OG0000002	DR087_RS03810	ABLE99_RS02040, ABLE99_RS02035
OG0000002	DR087_RS04740	ABLE99_RS02210
OG0000002	DR087_RS04755	ABLE99_RS01675
OG0000003	DR087_RS04750	ABLE99_RS02155
OG0000004	DR087_RS00850	ABLE99_RS03080
OG0000004	DR087_RS00840	ABLE99_RS03095
OG0000005	DR087_RS00530	ABLE99_RS00100
OG0000005	DR087_RS00540	ABLE99_RS00105
OG0000005	DR087_RS04465	ABLE99_RS00110, ABLE99_RS00125
OG0000006	DR087_RS04360	ABLE99_RS02400
OG0000006	DR087_RS04080	ABLE99_RS02260
OG0000007	DR087_RS03535	ABLE99_RS02160
OG0000007	DR087_RS03530	ABLE99_RS02165
OG0000007	DR087_RS04335, DR087_RS03525	ABLE99_RS02170
OG0000008	DR087_RS04355	ABLE99_RS02405
OG0000009	DR087_RS00515	ABLE99_RS00085
OG0000010	DR087_RS01605	ABLE99_RS01770
OG0000011	DR087_RS04590	ABLE99_RS01865
OG0000011	DR087_RS01515	ABLE99_RS01860
OG0000013	DR087_RS01680	ABLE99_RS02310
OG0000014	DR087_RS03505	ABLE99_RS00590
OG0000014	DR087_RS03520	ABLE99_RS01060
OG0000015	DR087_RS00350	ABLE99_RS01525
OG0000015	DR087_RS03240	ABLE99_RS01585
OG0000016	DR087_RS01400	ABLE99_RS02735
OG0000016	DR087_RS02395	ABLE99_RS00170
OG0000017	DR087_RS02410	ABLE99_RS00155
OG0000017	DR087_RS01410	ABLE99_RS02745
OG0000018	DR087_RS04550	ABLE99_RS01290
OG0000019	DR087_RS03610	ABLE99_RS02900
OG0000020	DR087_RS04440	ABLE99_RS03410
OG0000020	DR087_RS04445	ABLE99_RS03415
OG0000021	DR087_RS04820	ABLE99_RS01695
OG0000022	DR087_RS02045	ABLE99_RS01610
OG0000022	DR087_RS04630	ABLE99_RS01665
OG0000023	DR087_RS01210, DR087_RS00330	ABLE99_RS01285
OG0000024	DR087_RS03250	ABLE99_RS02635
OG0000025	DR087_RS04625	ABLE99_RS01615
OG0000025	DR087_RS02095	ABLE99_RS01660
