Orthogroup	MHP_MHP691_genes	MHP_MHP650_genes
OG0000000	DR087_RS03475	DR083_RS03535
OG0000001	DR087_RS03325	DR083_RS04075
OG0000001	DR087_RS04015	DR083_RS00590
OG0000001	DR087_RS03255	DR083_RS00540
OG0000002	DR087_RS03810	DR083_RS04320
OG0000002	DR087_RS04740	DR083_RS04915
OG0000002	DR087_RS04755	DR083_RS04760
OG0000003	DR087_RS04750	DR083_RS04460
OG0000004	DR087_RS00840	DR083_RS03440
OG0000005	DR087_RS00530	DR083_RS03065
OG0000005	DR087_RS00540	DR083_RS03050
OG0000005	DR087_RS04465	DR083_RS04870
OG0000007	DR087_RS03535	DR083_RS03475
OG0000007	DR087_RS03530	DR083_RS03470
OG0000007	DR087_RS04335, DR087_RS03525	DR083_RS03465
OG0000008	DR087_RS04355	DR083_RS04540
OG0000009	DR087_RS00515	DR083_RS05040
OG0000010	DR087_RS01605	DR083_RS02305
OG0000011	DR087_RS04590	DR083_RS01555
OG0000011	DR087_RS01515	DR083_RS01550
OG0000012	DR087_RS03620	DR083_RS03720
OG0000013	DR087_RS01680	DR083_RS05105
OG0000013	DR087_RS04185	DR083_RS03885
OG0000014	DR087_RS03505	DR083_RS03770
OG0000014	DR087_RS03520	DR083_RS04890
OG0000015	DR087_RS00350, DR087_RS03240	DR083_RS02965
OG0000016	DR087_RS01400	DR083_RS00630
OG0000016	DR087_RS02395	DR083_RS00040
OG0000017	DR087_RS02410	DR083_RS00025
OG0000017	DR087_RS01410	DR083_RS00640
OG0000018	DR087_RS04435	DR083_RS04835
OG0000020	DR087_RS04440	DR083_RS04635
OG0000020	DR087_RS04445	DR083_RS04640
OG0000021	DR087_RS03470	DR083_RS02335
OG0000022	DR087_RS02045	DR083_RS02055
OG0000022	DR087_RS04630	DR083_RS04755
OG0000023	DR087_RS00330	DR083_RS02935
OG0000024	DR087_RS03250	DR083_RS03365
OG0000025	DR087_RS04625	DR083_RS04750
OG0000025	DR087_RS02095	DR083_RS02105
OG0000026	DR087_RS01165	DR083_RS01120
OG0000026	DR087_RS02075	DR083_RS02085
OG0000027	DR087_RS04635	DR083_RS02995
OG0000027	DR087_RS04475	DR083_RS04880
OG0000028	DR087_RS04675, DR087_RS01670	DR083_RS00320, DR083_RS00315
OG0000029	DR087_RS02775	DR083_RS02525
OG0000029	DR087_RS03175	DR083_RS03325
OG0000030	DR087_RS04640	DR083_RS04855
OG0000030	DR087_RS04470	DR083_RS04885
OG0000032	DR087_RS03235	DR083_RS03590
OG0000032	DR087_RS00575	DR083_RS03215
OG0000033	DR087_RS04070	DR083_RS00310
OG0000034	DR087_RS03600	DR083_RS04525
OG0000034	DR087_RS04365	DR083_RS04530
OG0000035	DR087_RS00855	DR083_RS03445
OG0000036	DR087_RS00550	DR083_RS03040
