Orthogroup	MHP_MHP696_genes	MHP_7422_genes
OG0000000	DR090_RS04285	MHL_RS02190
OG0000000	DR090_RS04630	MHL_RS03710
OG0000001	DR090_RS01575	MHL_RS02845
OG0000001	DR090_RS03950	MHL_RS03875
OG0000001	DR090_RS03945	MHL_RS04080
OG0000002	DR090_RS04315	MHL_RS04055
OG0000002	DR090_RS03470	MHL_RS02195
OG0000002	DR090_RS03425	MHL_RS01800
OG0000003	DR090_RS00820	MHL_RS01875
OG0000003	DR090_RS04620	MHL_RS02255
OG0000003	DR090_RS03665	MHL_RS03835
OG0000004	DR090_RS03435	MHL_RS03215
OG0000005	DR090_RS03620	MHL_RS00105
OG0000005	DR090_RS04590	MHL_RS00125
OG0000005	DR090_RS03525	MHL_RS04205
OG0000005	DR090_RS03075	MHL_RS00115
OG0000005	DR090_RS04595	MHL_RS00130
OG0000006	DR090_RS04160	MHL_RS03635
OG0000006	DR090_RS03705, DR090_RS04155	MHL_RS02420
OG0000007	DR090_RS03340	MHL_RS02250
OG0000007	DR090_RS03345	MHL_RS02245
OG0000007	DR090_RS03360	MHL_RS02240
OG0000008	DR090_RS03700	MHL_RS04180
OG0000008	DR090_RS04310	MHL_RS04065
OG0000009	DR090_RS01340	MHL_RS00090
OG0000009	DR090_RS00150	MHL_RS00770
OG0000010	DR090_RS00915	MHL_RS01930
OG0000010	DR090_RS03070	MHL_RS04125
OG0000010	DR090_RS03520, DR090_RS03650	MHL_RS00100
OG0000011	DR090_RS01025	MHL_RS04185
OG0000011	DR090_RS01020	MHL_RS02020
OG0000012	DR090_RS03670	MHL_RS03845
OG0000013	DR090_RS02640	MHL_RS02470
OG0000013	DR090_RS03805	MHL_RS03925
OG0000014	DR090_RS00220	MHL_RS01170
OG0000014	DR090_RS04325	MHL_RS00695
OG0000015	DR090_RS03270	MHL_RS01645, MHL_RS00685, MHL_RS01720
OG0000016	DR090_RS01615	MHL_RS02885
OG0000016	DR090_RS00790	MHL_RS00175
OG0000017	DR090_RS00805	MHL_RS00160
OG0000017	DR090_RS01625	MHL_RS02895
OG0000018	DR090_RS04560	MHL_RS01405, MHL_RS00665
OG0000020	DR090_RS04405	MHL_RS03545
OG0000020	DR090_RS04410	MHL_RS03550
OG0000021	DR090_RS00825	MHL_RS01835, MHL_RS03930
OG0000022	DR090_RS02415	MHL_RS01740
OG0000022	DR090_RS04550	MHL_RS01790
OG0000023	DR090_RS02440	MHL_RS01400, MHL_RS00675, MHL_RS03935
OG0000024	DR090_RS01515	MHL_RS02790
OG0000024	DR090_RS00410	MHL_RS01355
OG0000025	DR090_RS04555	MHL_RS01745
OG0000025	DR090_RS02365	MHL_RS01785
OG0000026	DR090_RS02485	MHL_RS01445
OG0000027	DR090_RS04475	MHL_RS03755
OG0000027	DR090_RS04520	MHL_RS03360
OG0000028	DR090_RS04565	MHL_RS02480
OG0000029	DR090_RS01710	MHL_RS01165
OG0000029	DR090_RS00205	MHL_RS00700
OG0000030	DR090_RS04480	MHL_RS03335
OG0000030	DR090_RS04515	MHL_RS03355
OG0000031	DR090_RS03235	MHL_RS01685
OG0000031	DR090_RS03235	MHL_RS00630
OG0000032	DR090_RS03265	MHL_RS04000
OG0000032	DR090_RS02225	MHL_RS03350
OG0000033	DR090_RS02635	MHL_RS02475
OG0000034	DR090_RS00815	MHL_RS04045
OG0000035	DR090_RS03430	MHL_RS03210
OG0000035	DR090_RS02220	MHL_RS03195
OG0000036	DR090_RS03080	MHL_RS00120
OG0000036	DR090_RS04210	MHL_RS00135
OG0000039	DR090_RS03220	MHL_RS01705
OG0000040	DR090_RS02020	MHL_RS03285
OG0000041	DR090_RS03745	MHL_RS00760, MHL_RS01270
OG0000042	DR090_RS04585	MHL_RS02985
OG0000043	DR090_RS00990	MHL_RS01990
OG0000043	DR090_RS00990	MHL_RS00625
OG0000044	DR090_RS04685	MHL_RS04220
OG0000045	DR090_RS03215	MHL_RS01710
OG0000048	DR090_RS02935	MHL_RS02170
OG0000049	DR090_RS02075	MHL_RS03060
OG0000050	DR090_RS02580	MHL_RS02510
OG0000051	DR090_RS01435	MHL_RS02710
OG0000052	DR090_RS01330	MHL_RS00080
OG0000053	DR090_RS04575	MHL_RS01530
OG0000054	DR090_RS02605	MHL_RS02535
OG0000055	DR090_RS03105	MHL_RS00140
OG0000056	DR090_RS01170	MHL_RS03530
OG0000057	DR090_RS01695	MHL_RS02970
OG0000060	DR090_RS03905	MHL_RS04115
OG0000061	DR090_RS00925	MHL_RS01940
OG0000062	DR090_RS01220	MHL_RS03580
OG0000063	DR090_RS01215	MHL_RS03575
OG0000064	DR090_RS01205	MHL_RS03565
OG0000065	DR090_RS03030	MHL_RS02310
OG0000066	DR090_RS02475	MHL_RS01435
OG0000067	DR090_RS03330	MHL_RS00525
OG0000068	DR090_RS00170	MHL_RS00735
OG0000069	DR090_RS01590	MHL_RS02860
