B5C39_RS00005	NZ_MWWN01000001.1	+	1	1624	B5C39_RS00005	ID11	+	312551	314174
B5C39_RS00010	NZ_MWWN01000001.1	-	1672	3336	B5C39_RS00010	ID11	+	314222	315886
B5C39_RS00015	NZ_MWWN01000001.1	-	3317	3523	B5C39_RS00015	ID11	+	315867	316073
B5C39_RS00020	NZ_MWWN01000001.1	-	3537	4685	B5C39_RS00020	ID11	+	316087	317235
B5C39_RS00025	NZ_MWWN01000001.1	+	4804	6021	B5C39_RS00025	ID11	+	317354	318571
B5C39_RS00030	NZ_MWWN01000001.1	+	6419	12343	B5C39_RS00030	ID11	+	318969	324893
B5C39_RS00035	NZ_MWWN01000001.1	-	12444	13652	B5C39_RS00035	ID11	+	324994	326202
B5C39_RS00040	NZ_MWWN01000001.1	-	13947	16559	B5C39_RS00040	ID11	+	326497	329109
B5C39_RS00045	NZ_MWWN01000001.1	-	16730	17425	B5C39_RS00045	ID11	+	329280	329975
B5C39_RS00050	NZ_MWWN01000001.1	-	17428	18042	B5C39_RS00050	ID11	+	329978	330592
B5C39_RS00055	NZ_MWWN01000001.1	-	18135	18800	B5C39_RS00055	ID11	+	330685	331350
B5C39_RS00060	NZ_MWWN01000001.1	+	19241	21802	B5C39_RS00060	ID11	+	331791	334352
B5C39_RS00065	NZ_MWWN01000001.1	-	21853	22281	B5C39_RS00065	ID11	+	334403	334831
B5C39_RS00070	NZ_MWWN01000001.1	-	22357	22818	B5C39_RS00070	ID11	+	334907	335368
B5C39_RS00075	NZ_MWWN01000001.1	-	22878	24167	B5C39_RS00075	ID11	+	335428	336717
B5C39_RS00080	NZ_MWWN01000001.1	-	24306	28715	B5C39_RS00080	ID11	+	336856	341265
B5C39_RS00085	NZ_MWWN01000001.1	-	28749	29675	B5C39_RS00085	ID11	+	341299	342225
B5C39_RS00090	NZ_MWWN01000001.1	-	29677	30237	B5C39_RS00090	ID11	+	342227	342787
B5C39_RS00095	NZ_MWWN01000001.1	-	30241	30951	B5C39_RS00095	ID11	+	342791	343501
B5C39_RS00100	NZ_MWWN01000001.1	+	31111	32460	B5C39_RS00100	ID11	+	343661	345010
B5C39_RS00105	NZ_MWWN01000001.1	+	32499	33026	B5C39_RS00105	ID11	+	345049	345576
B5C39_RS00110	NZ_MWWN01000001.1	-	33046	33882	B5C39_RS00110	ID11	+	345596	346432
B5C39_RS00115	NZ_MWWN01000001.1	-	33918	35633	B5C39_RS00115	ID11	+	346468	348183
B5C39_RS00120	NZ_MWWN01000001.1	-	35618	36442	B5C39_RS00120	ID11	+	348168	348992
B5C39_RS00125	NZ_MWWN01000001.1	-	36435	37295	B5C39_RS00125	ID11	+	348985	349845
B5C39_RS00130	NZ_MWWN01000001.1	-	37282	38616	B5C39_RS00130	ID11	+	349832	351166
B5C39_RS03755	NZ_MWWN01000001.1	+	39055	39315	B5C39_RS03755	ID11	+	351605	351865
B5C39_RS00145	NZ_MWWN01000001.1	+	39779	41308	B5C39_RS00145	ID11	+	352329	353858
B5C39_RS00150	NZ_MWWN01000001.1	-	41389	42084	B5C39_RS00150	ID11	+	353939	354634
B5C39_RS00155	NZ_MWWN01000001.1	+	42382	43866	B5C39_RS00155	ID11	+	354932	356416
B5C39_RS00160	NZ_MWWN01000001.1	-	44110	48231	B5C39_RS00160	ID11	+	356660	360781
B5C39_RS00165	NZ_MWWN01000001.1	-	48554	48982	B5C39_RS00165	ID11	+	361104	361532
B5C39_RS00170	NZ_MWWN01000001.1	-	48973	50076	B5C39_RS00170	ID11	+	361523	362626
B5C39_RS00175	NZ_MWWN01000001.1	-	50076	51551	B5C39_RS00175	ID11	+	362626	364101
B5C39_RS00180	NZ_MWWN01000001.1	+	51585	52364	B5C39_RS00180	ID11	+	364135	364914
B5C39_RS00185	NZ_MWWN01000001.1	-	52687	54201	B5C39_RS00185	ID11	+	365237	366751
B5C39_RS00190	NZ_MWWN01000001.1	-	54217	54492	B5C39_RS00190	ID11	+	366767	367042
B5C39_RS00195	NZ_MWWN01000001.1	-	54482	54937	B5C39_RS00195	ID11	+	367032	367487
B5C39_RS00200	NZ_MWWN01000001.1	-	54924	55238	B5C39_RS00200	ID11	+	367474	367788
B5C39_RS00205	NZ_MWWN01000001.1	-	55239	55907	B5C39_RS00205	ID11	+	367789	368457
B5C39_RS00210	NZ_MWWN01000001.1	-	55900	56523	B5C39_RS00210	ID11	+	368450	369073
B5C39_RS00215	NZ_MWWN01000001.1	-	56510	57166	B5C39_RS00215	ID11	+	369060	369716
B5C39_RS00225	NZ_MWWN01000001.1	-	57932	59261	B5C39_RS00225	ID11	+	370482	371811
B5C39_RS03760	NZ_MWWN01000001.1	-	59358	59621	B5C39_RS03760	ID11	+	371908	372171
B5C39_RS03765	NZ_MWWN01000001.1	-	59683	61116	B5C39_RS03765	ID11	+	372233	373666
B5C39_RS00235	NZ_MWWN01000001.1	+	61762	62424	B5C39_RS00235	ID11	+	374312	374974
B5C39_RS00240	NZ_MWWN01000001.1	-	62554	63918	B5C39_RS00240	ID11	+	375104	376468
B5C39_RS00245	NZ_MWWN01000001.1	+	64095	65249	B5C39_RS00245	ID11	+	376645	377799
B5C39_RS00250	NZ_MWWN01000001.1	-	65304	66134	B5C39_RS00250	ID11	+	377854	378684
B5C39_RS00255	NZ_MWWN01000001.1	-	66134	67915	B5C39_RS00255	ID11	+	378684	380465
B5C39_RS00260	NZ_MWWN01000001.1	-	67939	68703	B5C39_RS00260	ID11	+	380489	381253
B5C39_RS00265	NZ_MWWN01000001.1	+	69071	69688	B5C39_RS00265	ID11	+	381621	382238
B5C39_RS00270	NZ_MWWN01000001.1	+	69802	70236	B5C39_RS00270	ID11	+	382352	382786
B5C39_RS00275	NZ_MWWN01000001.1	+	70236	71063	B5C39_RS00275	ID11	+	382786	383613
B5C39_RS00280	NZ_MWWN01000001.1	-	71174	71788	B5C39_RS00280	ID11	+	383724	384338
B5C39_RS00285	NZ_MWWN01000001.1	-	71872	73005	B5C39_RS00285	ID11	+	384422	385555
B5C39_RS00290	NZ_MWWN01000001.1	-	73027	73911	B5C39_RS00290	ID11	+	385577	386461
B5C39_RS00295	NZ_MWWN01000001.1	-	73904	76861	B5C39_RS00295	ID11	+	386454	389411
B5C39_RS00300	NZ_MWWN01000001.1	-	76911	77240	B5C39_RS00300	ID11	+	389461	389790
B5C39_RS00305	NZ_MWWN01000001.1	-	77253	79052	B5C39_RS00305	ID11	+	389803	391602
B5C39_RS00310	NZ_MWWN01000001.1	-	79019	79309	B5C39_RS00310	ID11	+	391569	391859
B5C39_RS00315	NZ_MWWN01000001.1	-	79319	81163	B5C39_RS00315	ID11	+	391869	393713
B5C39_RS00320	NZ_MWWN01000001.1	-	81156	81383	B5C39_RS00320	ID11	+	393706	393933
B5C39_RS00325	NZ_MWWN01000001.1	+	81695	83695	B5C39_RS00325	ID11	+	394245	396245
B5C39_RS00330	NZ_MWWN01000001.1	-	83796	84959	B5C39_RS00330	ID11	+	396346	397509
B5C39_RS00340	NZ_MWWN01000001.1	-	85433	87172	B5C39_RS00340	ID11	+	397983	399722
B5C39_RS00345	NZ_MWWN01000001.1	-	87176	88159	B5C39_RS00345	ID11	+	399726	400709
B5C39_RS00350	NZ_MWWN01000001.1	+	88226	88582	B5C39_RS00350	ID11	+	400776	401132
B5C39_RS00355	NZ_MWWN01000001.1	+	88619	91819	B5C39_RS00355	ID11	+	401169	404369
B5C39_RS00360	NZ_MWWN01000001.1	+	91806	92552	B5C39_RS00360	ID11	+	404356	405102
B5C39_RS00365	NZ_MWWN01000001.1	+	92536	92838	B5C39_RS00365	ID11	+	405086	405388
B5C39_RS00370	NZ_MWWN01000001.1	+	92846	94363	B5C39_RS00370	ID11	+	405396	406913
B5C39_RS00375	NZ_MWWN01000001.1	+	94517	95890	B5C39_RS00375	ID11	+	407067	408440
B5C39_RS00380	NZ_MWWN01000001.1	+	95862	97649	B5C39_RS00380	ID11	+	408412	410199
B5C39_RS00390	NZ_MWWN01000001.1	+	97883	99670	B5C39_RS00390	ID11	+	410433	412220
B5C39_RS00395	NZ_MWWN01000001.1	+	99868	101349	B5C39_RS00395	ID11	+	412418	413899
B5C39_RS00400	NZ_MWWN01000001.1	+	101321	103108	B5C39_RS00400	ID11	+	413871	415658
B5C39_RS00405	NZ_MWWN01000001.1	+	103528	104391	B5C39_RS00405	ID11	+	416078	416941
B5C39_RS00410	NZ_MWWN01000001.1	+	104381	105181	B5C39_RS00410	ID11	+	416931	417731
