query	grouping_confidence	location_confidence	orientation_confidence
NZ_WTQC01000017.1	1.0	1.0	1.0
NZ_WTQC01000003.1	1.0	0.6307016415582745	0.8572247962220622
NZ_WTQC01000016.1	1.0	0.08197192140697065	0.9642415498763397
NZ_WTQC01000013.1	1.0	1.0	1.0
NZ_WTQC01000007.1	1.0	1.0	1.0
NZ_WTQC01000010.1	1.0	1.0	1.0
NZ_WTQC01000006.1	1.0	1.0	1.0
NZ_WTQC01000018.1	1.0	0.0548058867199441	0.9278884462151394
NZ_WTQC01000015.1	1.0	1.0	1.0
NZ_WTQC01000008.1	1.0	1.0	1.0
NZ_WTQC01000019.1	1.0	1.0	1.0
NZ_WTQC01000014.1	1.0	0.18554486130746958	0.9878219205430225
NZ_WTQC01000011.1	1.0	1.0	1.0
NZ_WTQC01000005.1	1.0	0.3877110809811414	0.9977481057595506
NZ_WTQC01000004.1	1.0	0.24165706268477227	0.9964024674718781
NZ_WTQC01000009.1	1.0	1.0	1.0
NZ_WTQC01000002.1	1.0	0.2712729912042627	0.9976224139789378
NZ_WTQC01000001.1	1.0	0.14050772305505313	0.9858220813215325
