MFC	Ms42	MYF_RS01515	OG0000003	-	395941	402036	MYF_RS03220,MYF_RS01500,MYF_RS01505,MYF_RS01510,MYF_RS01515
MFC	Ms42	MYF_RS03310	OG0000011	-	341962	345391	MYF_RS01270,MYF_RS03310
MFC	Ms42	MYF_RS01270	OG0000011	-	341962	345391	MYF_RS01270,MYF_RS03310
MFC	Ms42	MYF_RS03400	OG0000013	+	32252	35200	MYF_RS00140,MYF_RS03400
MFC	Ms42	MYF_RS03170	OG0000013	+	274954	313323	MYF_RS01065,MYF_RS01070,MYF_RS01075,MYF_RS01080,MYF_RS01085,MYF_RS01090,MYF_RS01095,MYF_RS01100,MYF_RS03170,MYF_RS01110,MYF_RS01115,MYF_RS01120,MYF_RS01125,MYF_RS01130
MFC	Ms42	MYF_RS01100	OG0000013	+	274954	313323	MYF_RS01065,MYF_RS01070,MYF_RS01075,MYF_RS01080,MYF_RS01085,MYF_RS01090,MYF_RS01095,MYF_RS01100,MYF_RS03170,MYF_RS01110,MYF_RS01115,MYF_RS01120,MYF_RS01125,MYF_RS01130
MFC	Ms42	MYF_RS03525	OG0000055	+	1	20715	MYF_RS00005,MYF_RS00010,MYF_RS00015,MYF_RS00020,MYF_RS00025,MYF_RS00030,MYF_RS00035,MYF_RS00040,MYF_RS00045,MYF_RS00050,MYF_RS00055,MYF_RS00060,MYF_RS00065,MYF_RS00070,MYF_RS00075,MYF_RS03395,MYF_RS03525,MYF_RS00085,MYF_RS00090,MYF_RS00095
MFC	Ms42	MYF_RS03395	OG0000055	+	1	20715	MYF_RS00005,MYF_RS00010,MYF_RS00015,MYF_RS00020,MYF_RS00025,MYF_RS00030,MYF_RS00035,MYF_RS00040,MYF_RS00045,MYF_RS00050,MYF_RS00055,MYF_RS00060,MYF_RS00065,MYF_RS00070,MYF_RS00075,MYF_RS03395,MYF_RS03525,MYF_RS00085,MYF_RS00090,MYF_RS00095
MFC	Ms42	MYF_RS02765	OG0000072	-	668955	673631	MYF_RS02765,MYF_RS02770
MFC	Ms42	MYF_RS00880	OG0000078	+	213089	237477	MYF_RS00850,MYF_RS00855,MYF_RS00860,MYF_RS00865,MYF_RS00870,MYF_RS00875,MYF_RS00880,MYF_RS03505,MYF_RS00890
MFC	Ms42	MYF_RS03050	OG0000100	+	743933	747748	MYF_RS03040,MYF_RS03045,MYF_RS03050,MYF_RS03060
MFC	Ms42	MYF_RS00685	OG0000145	-	160821	162746	MYF_RS00685,MYF_RS00690
MFC	Ms42	MYF_RS02560	OG0000169	+	620934	621596	MYF_RS02560
MFC	Ms42	MYF_RS02255	OG0000215	-	551682	567177	MYF_RS02225,MYF_RS02230,MYF_RS02235,MYF_RS02240,MYF_RS02245,MYF_RS02250,MYF_RS02255,MYF_RS02260,MYF_RS02265,MYF_RS02270,MYF_RS02275,MYF_RS02280,MYF_RS02285,MYF_RS02290,MYF_RS03240,MYF_RS02295,MYF_RS02300,MYF_RS02305,MYF_RS02310,MYF_RS02315,MYF_RS02320,MYF_RS02325,MYF_RS03530,MYF_RS02335,MYF_RS02340,MYF_RS02345,MYF_RS02350,MYF_RS02355,MYF_RS02360
MFC	Ms42	MYF_RS00120	OG0000248	-	24331	32050	MYF_RS00120,MYF_RS00125,MYF_RS00130,MYF_RS00135
MFC	Ms42	MYF_RS02895	OG0000278	-	703993	715584	MYF_RS02870,MYF_RS02875,MYF_RS03275,MYF_RS02880,MYF_RS02885,MYF_RS02890,MYF_RS02895,MYF_RS02900,MYF_RS02905,MYF_RS02910,MYF_RS02915,MYF_RS02920
