Orthogroup	MFC_MF33_genes	MHP_MHP696_genes
OG0000000	DR085_RS03035	DR090_RS03565
OG0000000	DR085_RS02920	DR090_RS04285
OG0000000	DR085_RS03105	DR090_RS04700
OG0000000	DR085_RS02470	DR090_RS04125
OG0000001	DR085_RS03235	DR090_RS00420, DR090_RS01575, DR090_RS03950, DR090_RS03945
OG0000002	DR085_RS03895	DR090_RS03470
OG0000002	DR085_RS03805	DR090_RS03425
OG0000003	DR085_RS03550	DR090_RS04620
OG0000004	DR085_RS01395	DR090_RS03435, DR090_RS03440
OG0000007	DR085_RS02890	DR090_RS03340
OG0000007	DR085_RS02895	DR090_RS03345
OG0000007	DR085_RS03890	DR090_RS03360
OG0000008	DR085_RS03145	DR090_RS03700
OG0000011	DR085_RS03875, DR085_RS02795	DR090_RS01025
OG0000011	DR085_RS02805	DR090_RS01020
OG0000013	DR085_RS00915, DR085_RS00910	DR090_RS02640
OG0000013	DR085_RS03115	DR090_RS03805
OG0000014	DR085_RS03650	DR090_RS00220, DR090_RS04325
OG0000016	DR085_RS00605	DR090_RS01615
OG0000017	DR085_RS02380	DR090_RS00805
OG0000017	DR085_RS00595	DR090_RS01625
OG0000018	DR085_RS03745	DR090_RS04560
OG0000020	DR085_RS03795	DR090_RS04405
OG0000020	DR085_RS03790	DR090_RS04410
OG0000022	DR085_RS03800	DR090_RS04550
OG0000023	DR085_RS01800, DR085_RS02195	DR090_RS02440
OG0000024	DR085_RS00665	DR090_RS01515, DR090_RS00410
OG0000025	DR085_RS02460	DR090_RS02365
OG0000026	DR085_RS01755	DR090_RS02485, DR090_RS02385
OG0000027	DR085_RS03845	DR090_RS04520
OG0000029	DR085_RS00425	DR090_RS01710, DR090_RS00205
OG0000030	DR085_RS03850	DR090_RS04480, DR090_RS04515
OG0000031	DR085_RS02695	DR090_RS03235
OG0000032	DR085_RS03940	DR090_RS02225
OG0000033	DR085_RS00935	DR090_RS02635
OG0000039	DR085_RS00495, DR085_RS00485	DR090_RS03220
OG0000040	DR085_RS03110, DR085_RS00715, DR085_RS00720	DR090_RS02020
OG0000042	DR085_RS00480, DR085_RS00645	DR090_RS04585
OG0000043	DR085_RS02670	DR090_RS00990
OG0000045	DR085_RS00505	DR090_RS03215
OG0000048	DR085_RS02880, DR085_RS03055	DR090_RS02935
OG0000049	DR085_RS01410	DR090_RS02075
OG0000050	DR085_RS02735	DR090_RS02580
OG0000051	DR085_RS01290	DR090_RS01435
OG0000052	DR085_RS03420	DR090_RS01330
OG0000053	DR085_RS03740	DR090_RS04575
OG0000054	DR085_RS00960	DR090_RS02605
OG0000056	DR085_RS02435	DR090_RS01170
OG0000057	DR085_RS00520	DR090_RS01695
OG0000062	DR085_RS02230	DR090_RS01220
OG0000063	DR085_RS02225	DR090_RS01215
OG0000064	DR085_RS02215	DR090_RS01205
OG0000065	DR085_RS01895	DR090_RS03030
OG0000066	DR085_RS01765	DR090_RS02475
OG0000067	DR085_RS00345	DR090_RS02685
OG0000068	DR085_RS00460	DR090_RS00170
OG0000069	DR085_RS00630	DR090_RS01590
OG0000070	DR085_RS00940	DR090_RS02610
OG0000071	DR085_RS01590	DR090_RS02030
OG0000072	DR085_RS03730	DR090_RS04500
OG0000073	DR085_RS02070	DR090_RS00125
OG0000074	DR085_RS03690	DR090_RS04455
OG0000075	DR085_RS00175	DR090_RS00610
OG0000076	DR085_RS00190	DR090_RS00595
OG0000077	DR085_RS00275	DR090_RS00505
OG0000078	DR085_RS00755	DR090_RS02395
OG0000079	DR085_RS00860	DR090_RS02780
OG0000080	DR085_RS03275	DR090_RS03915
OG0000081	DR085_RS00170	DR090_RS00615
OG0000082	DR085_RS00920	DR090_RS04170, DR090_RS04165
OG0000083	DR085_RS03000	DR090_RS01095
OG0000084	DR085_RS02830	DR090_RS02885
OG0000085	DR085_RS02835	DR090_RS02890
OG0000086	DR085_RS03880	DR090_RS02900
OG0000087	DR085_RS02860	DR090_RS02915
OG0000088	DR085_RS02865	DR090_RS02920
OG0000089	DR085_RS02875	DR090_RS02930
OG0000090	DR085_RS02335	DR090_RS01325
OG0000091	DR085_RS02320	DR090_RS01310
OG0000092	DR085_RS02305	DR090_RS01295
OG0000093	DR085_RS02300	DR090_RS01290
OG0000094	DR085_RS02295	DR090_RS01285
OG0000095	DR085_RS02270	DR090_RS01260
OG0000096	DR085_RS02265	DR090_RS01255
OG0000097	DR085_RS02245	DR090_RS01235
OG0000098	DR085_RS02235	DR090_RS01225
OG0000099	DR085_RS02430	DR090_RS04400
OG0000100	DR085_RS02440	DR090_RS01160
OG0000101	DR085_RS02445	DR090_RS01155
OG0000102	DR085_RS02455	DR090_RS02370
OG0000103	DR085_RS01930	DR090_RS03065
OG0000104	DR085_RS01925	DR090_RS03060
OG0000105	DR085_RS01910	DR090_RS03045
OG0000106	DR085_RS01900	DR090_RS03035
OG0000107	DR085_RS01890	DR090_RS03025
OG0000108	DR085_RS01885	DR090_RS03020
OG0000109	DR085_RS01880	DR090_RS03015
OG0000110	DR085_RS01875	DR090_RS02655
OG0000111	DR085_RS01870	DR090_RS02660
OG0000112	DR085_RS01860	DR090_RS02670
OG0000113	DR085_RS03750	DR090_RS04615
OG0000114	DR085_RS01835	DR090_RS03300
OG0000115	DR085_RS01825	DR090_RS03285
OG0000116	DR085_RS01815	DR090_RS00435
OG0000117	DR085_RS01810	DR090_RS00440
OG0000118	DR085_RS01780	DR090_RS02460
OG0000119	DR085_RS01775	DR090_RS02465
OG0000120	DR085_RS01760	DR090_RS02480
OG0000121	DR085_RS01735	DR090_RS02505
OG0000122	DR085_RS01730	DR090_RS02510
OG0000123	DR085_RS01710	DR090_RS02530
OG0000124	DR085_RS01705	DR090_RS02535
OG0000125	DR085_RS01700	DR090_RS02540
OG0000126	DR085_RS01690	DR090_RS02835
OG0000127	DR085_RS01680	DR090_RS02845
OG0000128	DR085_RS01665	DR090_RS02860
OG0000129	DR085_RS01660	DR090_RS02865
OG0000130	DR085_RS01650	DR090_RS02875
OG0000131	DR085_RS01620	DR090_RS03150
OG0000132	DR085_RS03735	DR090_RS04600
OG0000133	DR085_RS00350	DR090_RS02690
OG0000134	DR085_RS03640	DR090_RS02695
OG0000135	DR085_RS00370	DR090_RS02710
OG0000136	DR085_RS00375	DR090_RS02715
OG0000137	DR085_RS00405	DR090_RS02755
OG0000138	DR085_RS00435	DR090_RS00195
OG0000139	DR085_RS00465	DR090_RS00165
OG0000140	DR085_RS00470	DR090_RS00160
OG0000141	DR085_RS00510	DR090_RS01705
OG0000142	DR085_RS03655	DR090_RS04450
OG0000143	DR085_RS00540	DR090_RS01680
OG0000144	DR085_RS00550	DR090_RS01670
OG0000145	DR085_RS00560	DR090_RS01660
OG0000146	DR085_RS00570	DR090_RS01650
OG0000147	DR085_RS00575	DR090_RS01645
OG0000148	DR085_RS00590	DR090_RS01630
OG0000149	DR085_RS00600	DR090_RS01620
OG0000150	DR085_RS00615	DR090_RS01605
OG0000151	DR085_RS00670	DR090_RS01555
OG0000152	DR085_RS00675	DR090_RS01550
OG0000153	DR085_RS00680	DR090_RS01545
OG0000154	DR085_RS00690	DR090_RS01535
OG0000155	DR085_RS00710	DR090_RS01495
OG0000156	DR085_RS00730	DR090_RS01485
OG0000157	DR085_RS03660	DR090_RS04440
OG0000158	DR085_RS03665	DR090_RS04435
OG0000159	DR085_RS00970	DR090_RS02595
OG0000160	DR085_RS00975	DR090_RS02590
OG0000161	DR085_RS00985	DR090_RS02585
OG0000162	DR085_RS02725	DR090_RS02575
OG0000163	DR085_RS02720	DR090_RS02570
OG0000164	DR085_RS03860	DR090_RS03230
OG0000165	DR085_RS02810	DR090_RS01015
OG0000166	DR085_RS02780	DR090_RS01035
OG0000167	DR085_RS02765	DR090_RS01050
OG0000168	DR085_RS02760	DR090_RS01055
OG0000169	DR085_RS01405	DR090_RS02070
OG0000170	DR085_RS01420	DR090_RS02085
OG0000171	DR085_RS01430	DR090_RS02095
OG0000172	DR085_RS01435	DR090_RS02105
OG0000173	DR085_RS01440	DR090_RS02110
OG0000174	DR085_RS01445	DR090_RS02115
OG0000175	DR085_RS01460	DR090_RS02130
OG0000176	DR085_RS01500	DR090_RS02180
