Orthogroup	MFC_MF33_genes	MHP_MHP699_genes
OG0000000	DR085_RS03105	DR100_RS02515
OG0000000	DR085_RS02470	DR100_RS04215
OG0000001	DR085_RS03235	DR100_RS03930, DR100_RS01790, DR100_RS03285, DR100_RS03280
OG0000002	DR085_RS03895	DR100_RS04890
OG0000002	DR085_RS03805	DR100_RS04740
OG0000003	DR085_RS03550	DR100_RS04885
OG0000004	DR085_RS01395	DR100_RS03655, DR100_RS03585, DR100_RS03555
OG0000007	DR085_RS02890	DR100_RS03495
OG0000007	DR085_RS02895	DR100_RS03500
OG0000007	DR085_RS03890	DR100_RS03510
OG0000008	DR085_RS03145	DR100_RS03845
OG0000011	DR085_RS03875, DR085_RS02795	DR100_RS01970
OG0000011	DR085_RS02805	DR100_RS01975
OG0000013	DR085_RS00915, DR085_RS00910	DR100_RS02295
OG0000013	DR085_RS03115	DR100_RS03970
OG0000014	DR085_RS03650	DR100_RS03645, DR100_RS04585
OG0000016	DR085_RS00605	DR100_RS01750
OG0000017	DR085_RS02380	DR100_RS00700
OG0000017	DR085_RS00595	DR100_RS01740
OG0000018	DR085_RS03745	DR100_RS04715
OG0000019	DR085_RS03320	DR100_RS03760
OG0000020	DR085_RS03795	DR100_RS03705
OG0000020	DR085_RS03790	DR100_RS04650
OG0000022	DR085_RS03800	DR100_RS04745
OG0000023	DR085_RS02195	DR100_RS01625
OG0000024	DR085_RS00665	DR100_RS03275, DR100_RS00195
OG0000025	DR085_RS02460	DR100_RS02170
OG0000026	DR085_RS01755	DR100_RS00285, DR100_RS02190
OG0000027	DR085_RS03845	DR100_RS04690
OG0000029	DR085_RS00425	DR100_RS03520, DR100_RS00725
OG0000030	DR085_RS03850	DR100_RS04855, DR100_RS04695
OG0000031	DR085_RS02695	DR100_RS01570, DR100_RS03415
OG0000032	DR085_RS03940	DR100_RS03775
OG0000039	DR085_RS00495, DR085_RS00485	DR100_RS04510, DR100_RS03660
OG0000040	DR085_RS03110, DR085_RS00715, DR085_RS00720	DR100_RS03895
OG0000042	DR085_RS00480, DR085_RS00645	DR100_RS03115
OG0000043	DR085_RS02670	DR100_RS02005
OG0000045	DR085_RS00505	DR100_RS03545
OG0000048	DR085_RS02880, DR085_RS03055	DR100_RS02540
OG0000049	DR085_RS01410	DR100_RS01465
OG0000050	DR085_RS02735	DR100_RS02715
OG0000051	DR085_RS01290	DR100_RS01815
OG0000052	DR085_RS03420	DR100_RS01115
OG0000053	DR085_RS03740	DR100_RS04755
OG0000054	DR085_RS00960	DR100_RS02740
OG0000056	DR085_RS02435	DR100_RS01270
OG0000057	DR085_RS00520	DR100_RS01665
OG0000062	DR085_RS02230	DR100_RS01225
OG0000063	DR085_RS02225	DR100_RS04645
OG0000064	DR085_RS02215	DR100_RS01240
OG0000065	DR085_RS01895	DR100_RS03025
OG0000066	DR085_RS01765	DR100_RS00275
OG0000068	DR085_RS00460	DR100_RS00760
OG0000069	DR085_RS00630	DR100_RS01775
OG0000070	DR085_RS00940	DR100_RS02745
OG0000071	DR085_RS01590	DR100_RS03100
OG0000072	DR085_RS03730	DR100_RS04835
OG0000073	DR085_RS02070	DR100_RS00805
OG0000074	DR085_RS03690	DR100_RS04605
OG0000075	DR085_RS00175	DR100_RS00505
OG0000076	DR085_RS00190	DR100_RS00490
OG0000077	DR085_RS00275	DR100_RS00400
OG0000078	DR085_RS00755	DR100_RS02200
OG0000079	DR085_RS00860	DR100_RS01910
OG0000080	DR085_RS03275	DR100_RS04175
OG0000081	DR085_RS00170	DR100_RS00510
OG0000082	DR085_RS00920	DR100_RS04250, DR100_RS02290
OG0000083	DR085_RS03000	DR100_RS02770
OG0000084	DR085_RS02830	DR100_RS02590
OG0000085	DR085_RS02835	DR100_RS02585
OG0000086	DR085_RS03880	DR100_RS02575
OG0000087	DR085_RS02860	DR100_RS02560
OG0000088	DR085_RS02865	DR100_RS02555
OG0000089	DR085_RS02875	DR100_RS02545
OG0000090	DR085_RS02335	DR100_RS01120
OG0000091	DR085_RS02320	DR100_RS01135
OG0000092	DR085_RS02305	DR100_RS01150
OG0000093	DR085_RS02300	DR100_RS01155
OG0000094	DR085_RS02295	DR100_RS01160
OG0000095	DR085_RS02270	DR100_RS01185
OG0000096	DR085_RS02265	DR100_RS01190
OG0000097	DR085_RS02245	DR100_RS01210
OG0000098	DR085_RS02235	DR100_RS01220
OG0000099	DR085_RS02430	DR100_RS03485
OG0000100	DR085_RS02440	DR100_RS01280
OG0000101	DR085_RS02445	DR100_RS01285
OG0000102	DR085_RS02455	DR100_RS02175
OG0000103	DR085_RS01930	DR100_RS02990
OG0000104	DR085_RS01925	DR100_RS02995
OG0000105	DR085_RS01910	DR100_RS03010
OG0000106	DR085_RS01900	DR100_RS03020
OG0000107	DR085_RS01890	DR100_RS03030
OG0000108	DR085_RS01885	DR100_RS03035
OG0000109	DR085_RS01880	DR100_RS00005
OG0000110	DR085_RS01875	DR100_RS02280
OG0000111	DR085_RS01870	DR100_RS02275
OG0000112	DR085_RS01860	DR100_RS02265
OG0000113	DR085_RS03750	DR100_RS04875
OG0000114	DR085_RS01835	DR100_RS03465
OG0000115	DR085_RS01825	DR100_RS03475
OG0000116	DR085_RS01815	DR100_RS00220
OG0000117	DR085_RS01810	DR100_RS00225
OG0000118	DR085_RS01780	DR100_RS00260
OG0000119	DR085_RS01775	DR100_RS00265
OG0000120	DR085_RS01760	DR100_RS00280
OG0000121	DR085_RS01735	DR100_RS00305
OG0000122	DR085_RS01730	DR100_RS00310
OG0000123	DR085_RS01710	DR100_RS00330
OG0000124	DR085_RS01705	DR100_RS00335
OG0000125	DR085_RS01700	DR100_RS00345
OG0000126	DR085_RS01690	DR100_RS02315
OG0000127	DR085_RS01680	DR100_RS02325
OG0000128	DR085_RS01665	DR100_RS02340
OG0000129	DR085_RS01660	DR100_RS02345
OG0000130	DR085_RS01650	DR100_RS02355
OG0000131	DR085_RS01620	DR100_RS02385
OG0000132	DR085_RS03735	DR100_RS04760
OG0000133	DR085_RS00350	DR100_RS02665
OG0000134	DR085_RS03640	DR100_RS02660
OG0000135	DR085_RS00370	DR100_RS02645
OG0000136	DR085_RS00375	DR100_RS02640
OG0000137	DR085_RS00405	DR100_RS02610
OG0000138	DR085_RS00435	DR100_RS00735
OG0000139	DR085_RS00465	DR100_RS00765
OG0000140	DR085_RS00470	DR100_RS00770
OG0000141	DR085_RS00510	DR100_RS01655
OG0000142	DR085_RS03655	DR100_RS04720
OG0000143	DR085_RS00540	DR100_RS01685
OG0000144	DR085_RS00550	DR100_RS01695
OG0000145	DR085_RS00560	DR100_RS01705
OG0000146	DR085_RS00570	DR100_RS01715
OG0000147	DR085_RS00575	DR100_RS01720
OG0000148	DR085_RS00590	DR100_RS01735
OG0000149	DR085_RS00600	DR100_RS01745
OG0000150	DR085_RS00615	DR100_RS01760
OG0000151	DR085_RS00670	DR100_RS03315
OG0000152	DR085_RS00675	DR100_RS03310
OG0000153	DR085_RS00680	DR100_RS03305
OG0000154	DR085_RS00690	DR100_RS03295
OG0000155	DR085_RS00710	DR100_RS02500
OG0000156	DR085_RS00730	DR100_RS02490
OG0000157	DR085_RS03660	DR100_RS04790
OG0000158	DR085_RS03665	DR100_RS04785
OG0000159	DR085_RS00970	DR100_RS02730
OG0000160	DR085_RS00975	DR100_RS02725
OG0000161	DR085_RS00985	DR100_RS02720
OG0000162	DR085_RS02725	DR100_RS02710
OG0000163	DR085_RS02720	DR100_RS02705
OG0000164	DR085_RS03860	DR100_RS03410
OG0000165	DR085_RS02810	DR100_RS01980
OG0000166	DR085_RS02780	DR100_RS01960
OG0000167	DR085_RS02765	DR100_RS02815
OG0000168	DR085_RS02760	DR100_RS02810
OG0000169	DR085_RS01405	DR100_RS01460
OG0000170	DR085_RS01420	DR100_RS01475
OG0000171	DR085_RS01430	DR100_RS01485
OG0000172	DR085_RS01435	DR100_RS01490
OG0000173	DR085_RS01440	DR100_RS01495
OG0000174	DR085_RS01445	DR100_RS01500
OG0000175	DR085_RS01460	DR100_RS01515
OG0000176	DR085_RS01500	DR100_RS03330
OG0000177	DR085_RS01505	DR100_RS03335
OG0000178	DR085_RS01510	DR100_RS03340
OG0000179	DR085_RS01520	DR100_RS03350
OG0000180	DR085_RS01525	DR100_RS03355
OG0000181	DR085_RS03715	DR100_RS04825
OG0000182	DR085_RS01550	DR100_RS03060
OG0000183	DR085_RS01585	DR100_RS03095
OG0000184	DR085_RS02950	DR100_RS03180
OG0000185	DR085_RS02935	DR100_RS03195
OG0000186	DR085_RS02180	DR100_RS04765
OG0000187	DR085_RS02165	DR100_RS02425
OG0000188	DR085_RS02155	DR100_RS02435
OG0000189	DR085_RS03775	DR100_RS04845
OG0000190	DR085_RS02140	DR100_RS03230
OG0000191	DR085_RS02120	DR100_RS03210
OG0000192	DR085_RS02110	DR100_RS00140
OG0000193	DR085_RS02095	DR100_RS00125
OG0000194	DR085_RS02085	DR100_RS00790
OG0000195	DR085_RS02080	DR100_RS00795
OG0000196	DR085_RS03770	DR100_RS00815
OG0000197	DR085_RS02055	DR100_RS00820
OG0000198	DR085_RS02040	DR100_RS00835
OG0000199	DR085_RS02035	DR100_RS00840
OG0000200	DR085_RS02020	DR100_RS00855
OG0000201	DR085_RS02010	DR100_RS00865
OG0000202	DR085_RS01955	DR100_RS00920
OG0000203	DR085_RS01950	DR100_RS00925
OG0000204	DR085_RS03675	DR100_RS00930
OG0000205	DR085_RS00995	DR100_RS00935
OG0000206	DR085_RS01015	DR100_RS00955
OG0000207	DR085_RS01030	DR100_RS00970
OG0000208	DR085_RS01035	DR100_RS00975
OG0000209	DR085_RS01040	DR100_RS00980
OG0000210	DR085_RS01085	DR100_RS01025
OG0000211	DR085_RS01095	DR100_RS02965
OG0000212	DR085_RS01105	DR100_RS02955
OG0000213	DR085_RS01110	DR100_RS02950
OG0000214	DR085_RS01115	DR100_RS02945
OG0000215	DR085_RS01120	DR100_RS02940
OG0000216	DR085_RS01125	DR100_RS02935
OG0000217	DR085_RS01130	DR100_RS02930
OG0000218	DR085_RS03695	DR100_RS02920
OG0000219	DR085_RS01145	DR100_RS02915
OG0000220	DR085_RS01150	DR100_RS02910
OG0000221	DR085_RS01155	DR100_RS02905
OG0000222	DR085_RS01160	DR100_RS02900
OG0000223	DR085_RS01165	DR100_RS02895
OG0000224	DR085_RS01175	DR100_RS03890
OG0000225	DR085_RS01185	DR100_RS02875
OG0000226	DR085_RS01190	DR100_RS02870
OG0000227	DR085_RS01195	DR100_RS02865
OG0000228	DR085_RS03930	DR100_RS04935
OG0000229	DR085_RS01205	DR100_RS02855
OG0000230	DR085_RS01210	DR100_RS02850
OG0000231	DR085_RS01220	DR100_RS02840
OG0000232	DR085_RS01230	DR100_RS02830
OG0000233	DR085_RS01240	DR100_RS00010
OG0000234	DR085_RS01270	DR100_RS00045
OG0000235	DR085_RS01280	DR100_RS00055
OG0000236	DR085_RS01285	DR100_RS00060
OG0000237	DR085_RS01305	DR100_RS00065
OG0000238	DR085_RS01310	DR100_RS00075
OG0000239	DR085_RS01340	DR100_RS03120
OG0000240	DR085_RS01345	DR100_RS03125
OG0000241	DR085_RS01355	DR100_RS03135
OG0000242	DR085_RS01360	DR100_RS03140
OG0000243	DR085_RS01365	DR100_RS03145
OG0000244	DR085_RS01375	DR100_RS03155
OG0000245	DR085_RS01385	DR100_RS03165
OG0000246	DR085_RS02350	DR100_RS01055
OG0000247	DR085_RS02360	DR100_RS00705
OG0000248	DR085_RS02385	DR100_RS00695
OG0000249	DR085_RS02390	DR100_RS00690
OG0000250	DR085_RS00015	DR100_RS00675
OG0000251	DR085_RS00045	DR100_RS00640
OG0000252	DR085_RS00055	DR100_RS00630
OG0000253	DR085_RS00060	DR100_RS00625
OG0000254	DR085_RS00070	DR100_RS00615
OG0000255	DR085_RS00075	DR100_RS00605
OG0000256	DR085_RS00080	DR100_RS00600
OG0000257	DR085_RS00105	DR100_RS00575
OG0000258	DR085_RS00115	DR100_RS00565
OG0000259	DR085_RS00145	DR100_RS00535
OG0000260	DR085_RS00155	DR100_RS00525
OG0000261	DR085_RS03635	DR100_RS04575
OG0000262	DR085_RS00180	DR100_RS00500
OG0000263	DR085_RS00195	DR100_RS00485
OG0000264	DR085_RS00210	DR100_RS00470
OG0000265	DR085_RS00220	DR100_RS00460
OG0000266	DR085_RS00235	DR100_RS00445
OG0000267	DR085_RS00250	DR100_RS00430
OG0000268	DR085_RS00255	DR100_RS00425
OG0000269	DR085_RS00270	DR100_RS00410
OG0000270	DR085_RS03815	DR100_RS04660
OG0000271	DR085_RS02505	DR100_RS01315
OG0000272	DR085_RS02510	DR100_RS01320
OG0000273	DR085_RS02515	DR100_RS01325
OG0000274	DR085_RS02530	DR100_RS01345
OG0000275	DR085_RS03820	DR100_RS04670
OG0000276	DR085_RS02540	DR100_RS01355
OG0000277	DR085_RS03825	DR100_RS01365
OG0000278	DR085_RS02555	DR100_RS01370
OG0000279	DR085_RS02565	DR100_RS01380
OG0000280	DR085_RS02570	DR100_RS01385
OG0000281	DR085_RS02575	DR100_RS01390
OG0000282	DR085_RS02600	DR100_RS04680
OG0000283	DR085_RS02605	DR100_RS01420
OG0000284	DR085_RS02610	DR100_RS01425
OG0000285	DR085_RS03840	DR100_RS04685
OG0000286	DR085_RS00925	DR100_RS02690
OG0000287	DR085_RS00900	DR100_RS01950
OG0000288	DR085_RS00890	DR100_RS01940
OG0000289	DR085_RS00885	DR100_RS01935
OG0000290	DR085_RS03270	DR100_RS01825
OG0000291	DR085_RS00785	DR100_RS01835
OG0000292	DR085_RS00790	DR100_RS01840
OG0000293	DR085_RS00795	DR100_RS01845
OG0000294	DR085_RS00805	DR100_RS01855
OG0000295	DR085_RS00810	DR100_RS01860
OG0000296	DR085_RS00850	DR100_RS01900
OG0000297	DR085_RS00855	DR100_RS01905
OG0000298	DR085_RS00010	DR100_RS00680
OG0000299	DR085_RS00030	DR100_RS00655
OG0000300	DR085_RS00205	DR100_RS00475
OG0000301	DR085_RS00240	DR100_RS00440
OG0000302	DR085_RS00245	DR100_RS00435
OG0000303	DR085_RS00380	DR100_RS02635
OG0000304	DR085_RS00415	DR100_RS03515
OG0000305	DR085_RS00565	DR100_RS01710
OG0000306	DR085_RS00650	DR100_RS01785
OG0000307	DR085_RS00685	DR100_RS03300
OG0000308	DR085_RS00765	DR100_RS01805
OG0000309	DR085_RS00820	DR100_RS01870
OG0000310	DR085_RS00895	DR100_RS01945
OG0000311	DR085_RS00945	DR100_RS02750
OG0000312	DR085_RS00965	DR100_RS02735
OG0000313	DR085_RS02700	DR100_RS03420
OG0000314	DR085_RS02785	DR100_RS01965
OG0000315	DR085_RS02755	DR100_RS02805
OG0000316	DR085_RS02745	DR100_RS02795
OG0000317	DR085_RS02870	DR100_RS02550
OG0000318	DR085_RS03900	DR100_RS04815
OG0000319	DR085_RS01915	DR100_RS03005
OG0000320	DR085_RS01850	DR100_RS02255
OG0000321	DR085_RS01785	DR100_RS00255
OG0000322	DR085_RS01740	DR100_RS00300
OG0000323	DR085_RS01610	DR100_RS02395
OG0000324	DR085_RS02115	DR100_RS03205
OG0000325	DR085_RS02075	DR100_RS00800
OG0000326	DR085_RS01980	DR100_RS00895
OG0000327	DR085_RS01975	DR100_RS00900
OG0000328	DR085_RS01045	DR100_RS00985
OG0000329	DR085_RS01065	DR100_RS01005
OG0000330	DR085_RS01250	DR100_RS00020
OG0000331	DR085_RS01370	DR100_RS03150
OG0000332	DR085_RS01470	DR100_RS01525
OG0000333	DR085_RS01480	DR100_RS01535
OG0000334	DR085_RS01545	DR100_RS03055
OG0000335	DR085_RS03720	DR100_RS03065
OG0000336	DR085_RS03835	DR100_RS04675
OG0000337	DR085_RS02220	DR100_RS01235
OG0000338	DR085_RS02260	DR100_RS01195
OG0000339	DR085_RS01830	DR100_RS03470
OG0000340	DR085_RS01805	DR100_RS00235
OG0000341	DR085_RS02135	DR100_RS03225
OG0000342	DR085_RS02045	DR100_RS00830
OG0000343	DR085_RS01490	DR100_RS01545
OG0000344	DR085_RS00395	DR100_RS02620
OG0000345	DR085_RS01180	DR100_RS02880
OG0000346	DR085_RS03830	DR100_RS01395
OG0000347	DR085_RS01715	DR100_RS00325
OG0000348	DR085_RS03760	DR100_RS00905
OG0000349	DR085_RS02520	DR100_RS04665
OG0000350	DR085_RS00655	DR100_RS03290
OG0000351	DR085_RS00330	DR100_RS00350
OG0000352	DR085_RS02815	DR100_RS01985
OG0000353	DR085_RS01745	DR100_RS00295
OG0000354	DR085_RS00450	DR100_RS00750
OG0000355	DR085_RS03855	DR100_RS04730
OG0000356	DR085_RS03870	DR100_RS04820
OG0000357	DR085_RS03705	DR100_RS04705
OG0000358	DR085_RS01455	DR100_RS01510
OG0000359	DR085_RS03765	DR100_RS04590
OG0000360	DR085_RS00110	DR100_RS00570
OG0000361	DR085_RS00140	DR100_RS00540
OG0000362	DR085_RS00875	DR100_RS01925
OG0000363	DR085_RS03935	DR100_RS02330
OG0000365	DR085_RS03915	DR100_RS04795
OG0000366	DR085_RS02840	DR100_RS02580
OG0000367	DR085_RS02850	DR100_RS02570
OG0000368	DR085_RS02325	DR100_RS01130
OG0000369	DR085_RS03780	DR100_RS04640
OG0000370	DR085_RS02285	DR100_RS01170
OG0000371	DR085_RS02280	DR100_RS01175
OG0000372	DR085_RS02275	DR100_RS01180
OG0000373	DR085_RS02250	DR100_RS01205
OG0000374	DR085_RS02240	DR100_RS01215
OG0000375	DR085_RS01920	DR100_RS03000
OG0000376	DR085_RS01865	DR100_RS02270
OG0000377	DR085_RS01855	DR100_RS02260
OG0000378	DR085_RS01820	DR100_RS00215
OG0000379	DR085_RS01750	DR100_RS00290
OG0000380	DR085_RS01725	DR100_RS00315
OG0000381	DR085_RS01685	DR100_RS02320
OG0000382	DR085_RS01655	DR100_RS02350
OG0000383	DR085_RS01615	DR100_RS02390
