# BUSCO version is: 5.8.0 
# The lineage dataset is: mycoplasmatales_odb10 (Creation date: 2024-01-08, number of genomes: 79, number of BUSCOs: 174)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
17at2085	Complete	seq00000006	16153	20391	+	1920.9	1289	https://v10-1.orthodb.org/?query=17at2085	DNA-directed RNA polymerase subunit beta'
53at2085	Complete	seq00000006	12434	16096	+	1724.4	1198	https://v10-1.orthodb.org/?query=53at2085	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
56at2085	Complete	seq00000004	27322	22913	-	1361.6	1032	https://v10-1.orthodb.org/?query=56at2085	DNA polymerase III PolC-type
78at2085	Complete	seq00000002	7019	9958	+	939.2	777	https://v10-1.orthodb.org/?query=78at2085	SMCs flexible hinge
111at2085	Complete	seq00000026	4341	1498	-	1167.5	770	https://v10-1.orthodb.org/?query=111at2085	UvrABC system protein A
118at2085	Complete	seq00000028	4413	2521	-	260.2	331	https://v10-1.orthodb.org/?query=118at2085	Domain of unknown functionDUF2779
147at2085	Complete	seq00000004	15170	12558	-	647.0	456	https://v10-1.orthodb.org/?query=147at2085	Lon protease
148at2085	Complete	seq00000000	14965	17049	+	1036.6	579	https://v10-1.orthodb.org/?query=148at2085	Elongation factor G
157at2085	Complete	seq00000000	73107	75767	+	772.3	627	https://v10-1.orthodb.org/?query=157at2085	Isoleucine--tRNA ligase
163at2085	Complete	seq00000066	45765	48416	+	819.4	621	https://v10-1.orthodb.org/?query=163at2085	Alanine--tRNA ligase
218at2085	Complete	seq00000029	2901	640	-	435.9	495	https://v10-1.orthodb.org/?query=218at2085	DNA helicase
244at2085	Complete	seq00000022	9203	7293	-	552.5	463	https://v10-1.orthodb.org/?query=244at2085	DNA topoisomerase I, type IA
406at2085	Fragmented	seq00000026	6379	4334	-	444.8	352	https://v10-1.orthodb.org/?query=406at2085	Ribonuclease J
462at2085	Complete	seq00000008	28592	26220	-	736.4	609	https://v10-1.orthodb.org/?query=462at2085	Leucine--tRNA ligase
482at2085	Complete	seq00000000	63277	65361	+	511.4	501	https://v10-1.orthodb.org/?query=482at2085	Ribonuclease R
492at2085	Complete	seq00000000	25945	24143	-	834.8	490	https://v10-1.orthodb.org/?query=492at2085	Chaperone protein DnaK
501at2085	Complete	seq00000000	20177	18381	-	819.8	526	https://v10-1.orthodb.org/?query=501at2085	Elongation factor 4
533at2085	Complete	seq00000002	49408	51267	+	789.8	515	https://v10-1.orthodb.org/?query=533at2085	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
534at2085	Complete	seq00000002	37878	40346	+	871.1	665	https://v10-1.orthodb.org/?query=534at2085	Valine--tRNA ligase
