Orthogroup	MHP_98_genes	MHP_MHP699_genes
OG0000000	GOM18_RS04045	DR100_RS04325
OG0000000	GOM18_RS04450	DR100_RS03595, DR100_RS04515
OG0000000	GOM18_RS03685	DR100_RS04215
OG0000000	GOM18_RS00685	DR100_RS04210
OG0000001	GOM18_RS03240	DR100_RS03930
OG0000001	GOM18_RS03125	DR100_RS01790
OG0000002	GOM18_RS02350	DR100_RS04380
OG0000002	GOM18_RS04550	DR100_RS04740
OG0000003	GOM18_RS03425	DR100_RS03640
OG0000003	GOM18_RS03375	DR100_RS03840
OG0000004	GOM18_RS00890	DR100_RS03585
OG0000004	GOM18_RS00880	DR100_RS03555
OG0000005	GOM18_RS03145	DR100_RS01100
OG0000005	GOM18_RS03600	DR100_RS04630
OG0000005	GOM18_RS04540	DR100_RS04625, DR100_RS04615
OG0000006	GOM18_RS01950	DR100_RS04235, DR100_RS04230
OG0000006	GOM18_RS02465, GOM18_RS02495	DR100_RS04245
OG0000008	GOM18_RS03975	DR100_RS03680
OG0000009	GOM18_RS00110	DR100_RS00780
OG0000010	GOM18_RS03360	DR100_RS04925
OG0000010	GOM18_RS04460	DR100_RS04770
OG0000010	GOM18_RS04060	DR100_RS04285
OG0000010	GOM18_RS03805	DR100_RS01085
OG0000011	GOM18_RS03250	DR100_RS01970
OG0000011	GOM18_RS03255	DR100_RS01975
OG0000012	GOM18_RS03340	DR100_RS03830
OG0000013	GOM18_RS02545	DR100_RS02295
OG0000013	GOM18_RS03935	DR100_RS03970
OG0000015	GOM18_RS02565	DR100_RS01650
OG0000016	GOM18_RS01215	DR100_RS01750
OG0000016	GOM18_RS01280	DR100_RS00685
OG0000017	GOM18_RS01265	DR100_RS00700
OG0000017	GOM18_RS01205	DR100_RS01740
OG0000019	GOM18_RS04575	DR100_RS03760
OG0000020	GOM18_RS04290	DR100_RS03705
OG0000020	GOM18_RS03770, GOM18_RS03765	DR100_RS04650
OG0000021	GOM18_RS03345	DR100_RS03710, DR100_RS03700
OG0000022	GOM18_RS03040	DR100_RS02220
OG0000022	GOM18_RS04500	DR100_RS04745
OG0000024	GOM18_RS03075	DR100_RS03275
OG0000024	GOM18_RS03225	DR100_RS00195
