Orthogroup	MHP_98_genes	MHP_116_genes
OG0000000	GOM18_RS02340	ABJ972_RS02145
OG0000000	GOM18_RS04045	ABJ972_RS02080
OG0000000	GOM18_RS04450	ABJ972_RS02265, ABJ972_RS02270
OG0000000	GOM18_RS03680, GOM18_RS03685, GOM18_RS00685	ABJ972_RS01695
OG0000001	GOM18_RS03240	ABJ972_RS01270
OG0000001	GOM18_RS03230	ABJ972_RS01265
OG0000001	GOM18_RS04130, GOM18_RS04125	ABJ972_RS02675
OG0000002	GOM18_RS02350	ABJ972_RS02150
OG0000002	GOM18_RS04550	ABJ972_RS01715
OG0000003	GOM18_RS01615	ABJ972_RS01765
OG0000003	GOM18_RS03375, GOM18_RS03370	ABJ972_RS01815
OG0000004	GOM18_RS00895	ABJ972_RS03105
OG0000004	GOM18_RS00890	ABJ972_RS03110
OG0000004	GOM18_RS00880	ABJ972_RS03120
OG0000005	GOM18_RS03145	ABJ972_RS00100
OG0000005	GOM18_RS03600	ABJ972_RS00105
OG0000005	GOM18_RS04540	ABJ972_RS00110
OG0000006	GOM18_RS01950	ABJ972_RS02440
OG0000006	GOM18_RS02495	ABJ972_RS02305
OG0000008	GOM18_RS02455	ABJ972_RS02260
OG0000008	GOM18_RS03975	ABJ972_RS02445
OG0000009	GOM18_RS00095	ABJ972_RS01005
OG0000009	GOM18_RS00665	ABJ972_RS00085
OG0000009	GOM18_RS00110	ABJ972_RS00990
OG0000010	GOM18_RS03360	ABJ972_RS01825
OG0000010	GOM18_RS03805	ABJ972_RS00095
OG0000011	GOM18_RS03250	ABJ972_RS01915
OG0000011	GOM18_RS03255	ABJ972_RS01910
OG0000012	GOM18_RS01865, GOM18_RS03340	ABJ972_RS01840
OG0000013	GOM18_RS02545	ABJ972_RS02350
OG0000013	GOM18_RS03935	ABJ972_RS00170
OG0000014	GOM18_RS03570, GOM18_RS01700	ABJ972_RS00580
OG0000015	GOM18_RS02565	ABJ972_RS01545, ABJ972_RS01610
OG0000016	GOM18_RS01215	ABJ972_RS02765
OG0000016	GOM18_RS01280	ABJ972_RS00155
OG0000017	GOM18_RS01265	ABJ972_RS00140
OG0000017	GOM18_RS01205	ABJ972_RS02775
OG0000018	GOM18_RS04490, GOM18_RS04240	ABJ972_RS01310
OG0000020	GOM18_RS04290	ABJ972_RS03450
OG0000020	GOM18_RS03770, GOM18_RS03765	ABJ972_RS03455
OG0000021	GOM18_RS03345	ABJ972_RS00490, ABJ972_RS00495
OG0000022	GOM18_RS03040	ABJ972_RS01635
OG0000022	GOM18_RS04500	ABJ972_RS01690
OG0000024	GOM18_RS03075	ABJ972_RS02670
OG0000024	GOM18_RS03225	ABJ972_RS01260
OG0000025	GOM18_RS04510	ABJ972_RS01640
OG0000025	GOM18_RS04505	ABJ972_RS01685
OG0000026	GOM18_RS02790	ABJ972_RS01350
OG0000026	GOM18_RS03010	ABJ972_RS01665
OG0000027	GOM18_RS04335	ABJ972_RS03260
OG0000028	GOM18_RS01870	ABJ972_RS02360
OG0000029	GOM18_RS01705	ABJ972_RS00585
OG0000029	GOM18_RS03580	ABJ972_RS01060
OG0000030	GOM18_RS04340	ABJ972_RS03245
OG0000031	GOM18_RS03625	ABJ972_RS01580
OG0000032	GOM18_RS02560	ABJ972_RS01555
OG0000035	GOM18_RS00885	ABJ972_RS03115
OG0000036	GOM18_RS03585	ABJ972_RS00115
OG0000037	GOM18_RS04545	ABJ972_RS01560
OG0000039	GOM18_RS03565	ABJ972_RS01595
OG0000040	GOM18_RS00810	ABJ972_RS03190
OG0000041	GOM18_RS00100	ABJ972_RS01000
OG0000042	GOM18_RS01120	ABJ972_RS02860
OG0000043	GOM18_RS03285	ABJ972_RS01880
OG0000044	GOM18_RS04585	ABJ972_RS01650
OG0000045	GOM18_RS03555	ABJ972_RS01600
OG0000046	GOM18_RS03875	ABJ972_RS03200
OG0000048	GOM18_RS02325	ABJ972_RS02065
OG0000049	GOM18_RS01035	ABJ972_RS02960
OG0000050	GOM18_RS01900	ABJ972_RS02390
OG0000051	GOM18_RS02100	ABJ972_RS02590
OG0000052	GOM18_RS00655	ABJ972_RS00075
OG0000053	GOM18_RS04480	ABJ972_RS01435
OG0000054	GOM18_RS01925	ABJ972_RS02415
OG0000055	GOM18_RS01245	ABJ972_RS00120
OG0000056	GOM18_RS00495	ABJ972_RS03435
OG0000057	GOM18_RS01135	ABJ972_RS02845
OG0000061	GOM18_RS03350	ABJ972_RS01835
OG0000062	GOM18_RS00545	ABJ972_RS03485, ABJ972_RS03515
OG0000063	GOM18_RS04295	ABJ972_RS03510, ABJ972_RS03480
OG0000064	GOM18_RS00530	ABJ972_RS03500
OG0000064	GOM18_RS00530	ABJ972_RS03470
OG0000065	GOM18_RS02395	ABJ972_RS02200
OG0000066	GOM18_RS02800	ABJ972_RS01340
OG0000067	GOM18_RS01630	ABJ972_RS00510
OG0000068	GOM18_RS03445	ABJ972_RS01025
OG0000069	GOM18_RS01240, GOM18_RS03140	ABJ972_RS02740
OG0000070	GOM18_RS01930	ABJ972_RS02420
OG0000071	GOM18_RS00820	ABJ972_RS03180
OG0000072	GOM18_RS04355	ABJ972_RS03185
OG0000073	GOM18_RS00135	ABJ972_RS00965
OG0000074	GOM18_RS04260	ABJ972_RS00765
OG0000075	GOM18_RS01450	ABJ972_RS00325
OG0000076	GOM18_RS01465	ABJ972_RS00340
OG0000077	GOM18_RS01550	ABJ972_RS00425
OG0000078	GOM18_RS03020	ABJ972_RS01655
OG0000079	GOM18_RS02005	ABJ972_RS02495
OG0000080	GOM18_RS03980	ABJ972_RS02540
OG0000081	GOM18_RS01445	ABJ972_RS00320
OG0000083	GOM18_RS02245	ABJ972_RS01985
OG0000084	GOM18_RS02275	ABJ972_RS02015
OG0000085	GOM18_RS02280	ABJ972_RS02020
OG0000086	GOM18_RS02290	ABJ972_RS02030
OG0000087	GOM18_RS02305	ABJ972_RS02045
OG0000088	GOM18_RS02310	ABJ972_RS02050
OG0000089	GOM18_RS02320	ABJ972_RS02060
OG0000090	GOM18_RS00650	ABJ972_RS00070
OG0000091	GOM18_RS00635	ABJ972_RS00055
OG0000092	GOM18_RS00620	ABJ972_RS00040
OG0000093	GOM18_RS00615	ABJ972_RS00035
OG0000094	GOM18_RS00610	ABJ972_RS00030
