Orthogroup	MHP_7422_genes	MHP_116_genes
OG0000000	MHL_RS02190	ABJ972_RS02100
OG0000000	MHL_RS02380	ABJ972_RS02265
OG0000000	MHL_RS04190	ABJ972_RS02270
OG0000000	MHL_RS03710	ABJ972_RS01695
OG0000001	MHL_RS03980	ABJ972_RS01270
OG0000001	MHL_RS03875, MHL_RS04080	ABJ972_RS02675
OG0000002	MHL_RS04055	ABJ972_RS02150
OG0000002	MHL_RS02195	ABJ972_RS02105
OG0000002	MHL_RS01800	ABJ972_RS01715
OG0000003	MHL_RS03835	ABJ972_RS01815
OG0000004	MHL_RS03205	ABJ972_RS03105
OG0000004	MHL_RS03215	ABJ972_RS03120
OG0000005	MHL_RS00105	ABJ972_RS00100
OG0000005	MHL_RS04205	ABJ972_RS00105
OG0000005	MHL_RS00115, MHL_RS00130	ABJ972_RS00110
OG0000006	MHL_RS03635	ABJ972_RS02440
OG0000006	MHL_RS02420	ABJ972_RS02305
OG0000006	MHL_RS02390	ABJ972_RS02275
OG0000007	MHL_RS02250	ABJ972_RS02135
OG0000007	MHL_RS02245	ABJ972_RS02130
OG0000007	MHL_RS02240	ABJ972_RS02125
OG0000008	MHL_RS02375	ABJ972_RS02260
OG0000008	MHL_RS04180	ABJ972_RS01615
OG0000008	MHL_RS04065	ABJ972_RS02445
OG0000009	MHL_RS00755	ABJ972_RS01005
OG0000009	MHL_RS00090	ABJ972_RS00085
OG0000009	MHL_RS00770	ABJ972_RS00990
OG0000010	MHL_RS01930	ABJ972_RS01825
OG0000010	MHL_RS00100	ABJ972_RS00095
OG0000011	MHL_RS02025, MHL_RS04185	ABJ972_RS01915
OG0000011	MHL_RS02020	ABJ972_RS01910
OG0000012	MHL_RS03845	ABJ972_RS01840
OG0000013	MHL_RS02470	ABJ972_RS02350
OG0000013	MHL_RS03925	ABJ972_RS00170
OG0000014	MHL_RS00590	ABJ972_RS00580
OG0000014	MHL_RS01170	ABJ972_RS01075
OG0000014	MHL_RS00695	ABJ972_RS01065
OG0000015	MHL_RS01720	ABJ972_RS01545
OG0000016	MHL_RS02885	ABJ972_RS02765
OG0000016	MHL_RS00175	ABJ972_RS00155
OG0000017	MHL_RS00160	ABJ972_RS00140
OG0000017	MHL_RS02895	ABJ972_RS02775
OG0000018	MHL_RS01405, MHL_RS00665	ABJ972_RS01310
OG0000020	MHL_RS03545	ABJ972_RS03450
OG0000020	MHL_RS03550	ABJ972_RS03455
OG0000021	MHL_RS03930	ABJ972_RS00495
OG0000022	MHL_RS01740	ABJ972_RS01635
OG0000022	MHL_RS01790	ABJ972_RS01690
OG0000024	MHL_RS02790	ABJ972_RS02670
OG0000024	MHL_RS01355	ABJ972_RS01260
OG0000025	MHL_RS01745	ABJ972_RS01640
OG0000025	MHL_RS01785	ABJ972_RS01685
OG0000026	MHL_RS01445	ABJ972_RS01350
OG0000027	MHL_RS03755	ABJ972_RS03260
OG0000028	MHL_RS02480	ABJ972_RS02360
OG0000029	MHL_RS01165	ABJ972_RS00585
OG0000029	MHL_RS00700	ABJ972_RS01060
OG0000030	MHL_RS03335	ABJ972_RS03245
OG0000032	MHL_RS04000	ABJ972_RS01555
OG0000033	MHL_RS02475	ABJ972_RS02355
OG0000035	MHL_RS03210	ABJ972_RS03115
OG0000036	MHL_RS00135	ABJ972_RS00115
OG0000039	MHL_RS01705	ABJ972_RS01595
OG0000041	MHL_RS00760	ABJ972_RS01000
OG0000042	MHL_RS02985	ABJ972_RS02860
OG0000043	MHL_RS01990	ABJ972_RS01880
OG0000043	MHL_RS00625	ABJ972_RS01880
OG0000044	MHL_RS04220	ABJ972_RS01650
OG0000045	MHL_RS01710	ABJ972_RS01600
OG0000046	MHL_RS04100	ABJ972_RS03200
OG0000048	MHL_RS02170	ABJ972_RS02065
OG0000049	MHL_RS03060	ABJ972_RS02960
OG0000050	MHL_RS02510	ABJ972_RS02390
OG0000052	MHL_RS00080	ABJ972_RS00075
OG0000053	MHL_RS01530	ABJ972_RS01435
OG0000054	MHL_RS02535	ABJ972_RS02415
OG0000055	MHL_RS00140	ABJ972_RS00120
OG0000056	MHL_RS03530	ABJ972_RS03435
OG0000057	MHL_RS02970	ABJ972_RS02845
OG0000061	MHL_RS01940	ABJ972_RS01835
OG0000062	MHL_RS03580	ABJ972_RS03485, ABJ972_RS03515
OG0000063	MHL_RS03575	ABJ972_RS03510, ABJ972_RS03480
OG0000064	MHL_RS03565	ABJ972_RS03470
OG0000065	MHL_RS02310	ABJ972_RS02200
OG0000066	MHL_RS01435	ABJ972_RS01340
OG0000067	MHL_RS00525	ABJ972_RS00510
OG0000068	MHL_RS00735	ABJ972_RS01025
OG0000069	MHL_RS02860	ABJ972_RS02740
OG0000070	MHL_RS02540	ABJ972_RS02420
OG0000071	MHL_RS03275	ABJ972_RS03180
OG0000072	MHL_RS03280	ABJ972_RS03185
OG0000073	MHL_RS00795	ABJ972_RS00965
OG0000074	MHL_RS03950, MHL_RS04210	ABJ972_RS00765
OG0000075	MHL_RS00345	ABJ972_RS00325
OG0000076	MHL_RS00360	ABJ972_RS00340
OG0000077	MHL_RS00450	ABJ972_RS00425
OG0000078	MHL_RS01755	ABJ972_RS01655
OG0000079	MHL_RS02615	ABJ972_RS02495
OG0000080	MHL_RS03870	ABJ972_RS02540
OG0000081	MHL_RS00340	ABJ972_RS00320
OG0000082	MHL_RS02460	ABJ972_RS02345
OG0000083	MHL_RS02095	ABJ972_RS01985
OG0000084	MHL_RS02120	ABJ972_RS02015
OG0000085	MHL_RS02125	ABJ972_RS02020
OG0000086	MHL_RS02135	ABJ972_RS02030
OG0000087	MHL_RS02150	ABJ972_RS02045
OG0000088	MHL_RS02155	ABJ972_RS02050
OG0000089	MHL_RS02165	ABJ972_RS02060
OG0000090	MHL_RS00075	ABJ972_RS00070
OG0000091	MHL_RS00060	ABJ972_RS00055
OG0000092	MHL_RS00045	ABJ972_RS00040
OG0000093	MHL_RS00040	ABJ972_RS00035
OG0000094	MHL_RS00035	ABJ972_RS00030
OG0000095	MHL_RS00010	ABJ972_RS00005
OG0000096	MHL_RS03615	ABJ972_RS03550
OG0000097	MHL_RS03595	ABJ972_RS03530
OG0000098	MHL_RS03585	ABJ972_RS03520
OG0000099	MHL_RS03535	ABJ972_RS03440
OG0000100	MHL_RS03520	ABJ972_RS03425
OG0000101	MHL_RS03515	ABJ972_RS03420
OG0000102	MHL_RS01780	ABJ972_RS01680
OG0000103	MHL_RS02275	ABJ972_RS02165
OG0000104	MHL_RS02280	ABJ972_RS02170
OG0000105	MHL_RS02295	ABJ972_RS02185
OG0000106	MHL_RS02305	ABJ972_RS02195
OG0000107	MHL_RS02315	ABJ972_RS02205
OG0000108	MHL_RS02320	ABJ972_RS02210
OG0000109	MHL_RS02325	ABJ972_RS02215
OG0000110	MHL_RS02450	ABJ972_RS02335
OG0000111	MHL_RS02445	ABJ972_RS02330
OG0000112	MHL_RS02435	ABJ972_RS02320
