Orthogroup	MHP_7422_genes	MHP_1257_genes
OG0000000	MHL_RS02190	ABKJ22_RS02265, ABKJ22_RS02260, ABKJ22_RS02255
OG0000000	MHL_RS03905, MHL_RS02380, MHL_RS04190	ABKJ22_RS02090
OG0000000	MHL_RS03710	ABKJ22_RS01715
OG0000001	MHL_RS03875	ABKJ22_RS02690
OG0000001	MHL_RS04080	ABKJ22_RS02685
OG0000002	MHL_RS04055	ABKJ22_RS02205
OG0000002	MHL_RS02195	ABKJ22_RS02250
OG0000002	MHL_RS01800	ABKJ22_RS01720
OG0000003	MHL_RS02255	ABKJ22_RS02215
OG0000003	MHL_RS03835	ABKJ22_RS01825
OG0000004	MHL_RS03205, MHL_RS03215	ABKJ22_RS02940
OG0000005	MHL_RS00105	ABKJ22_RS00095
OG0000005	MHL_RS00125	ABKJ22_RS00115
OG0000005	MHL_RS04205	ABKJ22_RS00100
OG0000005	MHL_RS00115	ABKJ22_RS00105
OG0000005	MHL_RS00130	ABKJ22_RS00120
OG0000006	MHL_RS03635	ABKJ22_RS02450
OG0000006	MHL_RS02420	ABKJ22_RS02310
OG0000006	MHL_RS02390	ABKJ22_RS02280
OG0000007	MHL_RS02250	ABKJ22_RS02220
OG0000007	MHL_RS02245	ABKJ22_RS02225
OG0000007	MHL_RS02240	ABKJ22_RS02230
OG0000008	MHL_RS02375	ABKJ22_RS02100
OG0000008	MHL_RS04180	ABKJ22_RS01635
OG0000008	MHL_RS04065	ABKJ22_RS02455
OG0000009	MHL_RS00755	ABKJ22_RS01035
OG0000009	MHL_RS00090	ABKJ22_RS00085
OG0000009	MHL_RS00770	ABKJ22_RS01020
OG0000010	MHL_RS01930	ABKJ22_RS01835
OG0000011	MHL_RS04185	ABKJ22_RS01925
OG0000011	MHL_RS02020	ABKJ22_RS01920
OG0000012	MHL_RS03845	ABKJ22_RS01200
OG0000013	MHL_RS02470	ABKJ22_RS02355
OG0000013	MHL_RS03925	ABKJ22_RS00180
OG0000014	MHL_RS00590	ABKJ22_RS00595
OG0000014	MHL_RS01170	ABKJ22_RS01105
OG0000014	MHL_RS00695	ABKJ22_RS01095
OG0000015	MHL_RS01645	ABKJ22_RS01630
OG0000015	MHL_RS01720	ABKJ22_RS01575
OG0000016	MHL_RS02885	ABKJ22_RS02785
OG0000016	MHL_RS00175	ABKJ22_RS00165
OG0000017	MHL_RS00160	ABKJ22_RS00150
OG0000017	MHL_RS02895	ABKJ22_RS02795
OG0000018	MHL_RS01405	ABKJ22_RS01340
OG0000020	MHL_RS03545	ABKJ22_RS03435
OG0000020	MHL_RS03550	ABKJ22_RS03440
OG0000021	MHL_RS03930	ABKJ22_RS00510
OG0000022	MHL_RS01740	ABKJ22_RS01655
OG0000022	MHL_RS01790	ABKJ22_RS01710
OG0000024	MHL_RS02790	ABKJ22_RS02680
OG0000024	MHL_RS01355	ABKJ22_RS01290
OG0000025	MHL_RS01745	ABKJ22_RS01660
OG0000025	MHL_RS01785	ABKJ22_RS01705
OG0000026	MHL_RS01445	ABKJ22_RS01380
OG0000027	MHL_RS03755	ABKJ22_RS03225
OG0000027	MHL_RS03360	ABKJ22_RS03240
OG0000028	MHL_RS02480	ABKJ22_RS02365
OG0000029	MHL_RS01165	ABKJ22_RS00600
OG0000029	MHL_RS00700	ABKJ22_RS01090
OG0000030	MHL_RS03335	ABKJ22_RS03215
OG0000030	MHL_RS03355	ABKJ22_RS03235
OG0000032	MHL_RS04000	ABKJ22_RS01585
OG0000032	MHL_RS03350	ABKJ22_RS03230
OG0000033	MHL_RS02475	ABKJ22_RS02360
OG0000035	MHL_RS03195	ABKJ22_RS03095
OG0000036	MHL_RS00120	ABKJ22_RS00110
OG0000036	MHL_RS00135	ABKJ22_RS00125
OG0000038	MHL_RS01870	ABKJ22_RS01775
OG0000039	MHL_RS01705	ABKJ22_RS01615
OG0000041	MHL_RS00760	ABKJ22_RS01030
OG0000043	MHL_RS01990	ABKJ22_RS01890
OG0000043	MHL_RS00625	ABKJ22_RS01890
OG0000044	MHL_RS04220	ABKJ22_RS01670
OG0000045	MHL_RS01710	ABKJ22_RS01620
OG0000046	MHL_RS03290	ABKJ22_RS03170
OG0000048	MHL_RS02170	ABKJ22_RS02075
OG0000049	MHL_RS03060	ABKJ22_RS02955
OG0000050	MHL_RS02510	ABKJ22_RS02395
OG0000052	MHL_RS00080	ABKJ22_RS00075
OG0000053	MHL_RS01530	ABKJ22_RS01465
OG0000054	MHL_RS02535	ABKJ22_RS02420
OG0000055	MHL_RS00140	ABKJ22_RS00130
OG0000056	MHL_RS03530	ABKJ22_RS03415
OG0000057	MHL_RS02970	ABKJ22_RS02865
OG0000060	MHL_RS04115	ABKJ22_RS00080
OG0000061	MHL_RS01940	ABKJ22_RS01845
OG0000062	MHL_RS03580	ABKJ22_RS03470
OG0000063	MHL_RS03575	ABKJ22_RS03465
OG0000064	MHL_RS03565	ABKJ22_RS03455
OG0000065	MHL_RS02310	ABKJ22_RS02160
OG0000066	MHL_RS01435	ABKJ22_RS01370
OG0000067	MHL_RS00525	ABKJ22_RS00525
OG0000068	MHL_RS00735	ABKJ22_RS01055
OG0000069	MHL_RS02860	ABKJ22_RS02760
OG0000070	MHL_RS02540	ABKJ22_RS02425
OG0000071	MHL_RS03275	ABKJ22_RS03155
