Orthogroup	MHP_7422_genes	MHP_232_genes
OG0000000	MHL_RS02380	MHP_RS02190
OG0000000	MHL_RS04190	MHP_RS03915
OG0000000	MHL_RS03710	MHP_RS01715
OG0000001	MHL_RS02845	MHP_RS03580
OG0000001	MHL_RS03875	MHP_RS03935
OG0000001	MHL_RS04080	MHP_RS02610
OG0000002	MHL_RS04055	MHP_RS03905
OG0000002	MHL_RS01800	MHP_RS01720
OG0000003	MHL_RS03835	MHP_RS01825
OG0000004	MHL_RS03215	MHP_RS03135
OG0000005	MHL_RS00105	MHP_RS00100
OG0000005	MHL_RS00125	MHP_RS00120
OG0000005	MHL_RS04205	MHP_RS00105
OG0000005	MHL_RS00115	MHP_RS00110
OG0000005	MHL_RS00130	MHP_RS00125
OG0000006	MHL_RS03635	MHP_RS02365
OG0000006	MHL_RS02420	MHP_RS03575, MHP_RS02230
OG0000008	MHL_RS02375	MHP_RS03725, MHP_RS03910
OG0000008	MHL_RS04180	MHP_RS01640
OG0000008	MHL_RS04065	MHP_RS03920
OG0000009	MHL_RS00755	MHP_RS01325
OG0000009	MHL_RS00090	MHP_RS00085
OG0000009	MHL_RS00770	MHP_RS01315
OG0000010	MHL_RS01930	MHP_RS01830
OG0000010	MHL_RS00100	MHP_RS00095
OG0000011	MHL_RS04185	MHP_RS01915
OG0000011	MHL_RS02020	MHP_RS01910
OG0000012	MHL_RS03845	MHP_RS00400
OG0000013	MHL_RS02470	MHP_RS02275
OG0000013	MHL_RS03925	MHP_RS03840
OG0000014	MHL_RS01170	MHP_RS00920
OG0000014	MHL_RS00695	MHP_RS01385
OG0000016	MHL_RS02885	MHP_RS02785
OG0000016	MHL_RS00175	MHP_RS00180
OG0000017	MHL_RS00160	MHP_RS00165
OG0000017	MHL_RS02895	MHP_RS02795
OG0000020	MHL_RS03545	MHP_RS03465
OG0000020	MHL_RS03550	MHP_RS03470
OG0000022	MHL_RS01740	MHP_RS01655
OG0000022	MHL_RS01790	MHP_RS01705
OG0000024	MHL_RS02790	MHP_RS02605
OG0000024	MHL_RS01355	MHP_RS00730
OG0000025	MHL_RS01745	MHP_RS01660
OG0000025	MHL_RS01785	MHP_RS01700
OG0000026	MHL_RS01445	MHP_RS00640
OG0000027	MHL_RS03755	MHP_RS03675
OG0000027	MHL_RS03360	MHP_RS03280
OG0000029	MHL_RS01165	MHP_RS00925
OG0000029	MHL_RS00700	MHP_RS01380
OG0000030	MHL_RS03335	MHP_RS03260
OG0000030	MHL_RS03355	MHP_RS03275
