Orthogroup	MHP_154B_genes	MHP_MHP679_genes
OG0000000	NB624_RS02240	DR086_RS03500
OG0000000	NB624_RS01720	DR086_RS04250
OG0000001	NB624_RS01275, NB624_RS01270	DR086_RS03435
OG0000001	NB624_RS02960	DR086_RS01010
OG0000002	NB624_RS02340, NB624_RS02335	DR086_RS04310
OG0000002	NB624_RS02245	DR086_RS05060
OG0000002	NB624_RS01730	DR086_RS04880
OG0000003	NB624_RS01835	DR086_RS05085
OG0000004	NB624_RS03355, NB624_RS03360	DR086_RS03630
OG0000005	NB624_RS00100	DR086_RS03245
OG0000005	NB624_RS00105	DR086_RS05035
OG0000006	NB624_RS02495	DR086_RS04535
OG0000008	NB624_RS01630, NB624_RS01625, NB624_RS01635	DR086_RS04265
OG0000008	NB624_RS02665	DR086_RS02140
OG0000010	NB624_RS01855	DR086_RS00810
OG0000011	NB624_RS01955	DR086_RS00450
OG0000011	NB624_RS01950	DR086_RS00445
OG0000012	NB624_RS01870	DR086_RS03950
OG0000013	NB624_RS02540	DR086_RS03105
OG0000013	NB624_RS00185	DR086_RS04005
OG0000014	NB624_RS01090	DR086_RS03610
OG0000014	NB624_RS01080	DR086_RS04970
OG0000015	NB624_RS02070	DR086_RS03700
OG0000016	NB624_RS03000	DR086_RS01050
OG0000016	NB624_RS00170	DR086_RS00030
OG0000017	NB624_RS00155	DR086_RS00015
OG0000017	NB624_RS03010	DR086_RS01060
OG0000019	NB624_RS03190, NB624_RS03180, NB624_RS03200	DR086_RS04570
OG0000020	NB624_RS03695	DR086_RS02470
OG0000022	NB624_RS01660	DR086_RS01645
OG0000022	NB624_RS01715	DR086_RS04885
OG0000023	NB624_RS01310	DR086_RS02015, DR086_RS04105
OG0000024	NB624_RS02910	DR086_RS03190
OG0000025	NB624_RS01665	DR086_RS04890
OG0000025	NB624_RS01710	DR086_RS01595
OG0000026	NB624_RS01355	DR086_RS01970
OG0000026	NB624_RS01690	DR086_RS01615
OG0000027	NB624_RS03505	DR086_RS05030
OG0000028	NB624_RS02565	DR086_RS02225, DR086_RS03150
OG0000030	NB624_RS03495	DR086_RS05025
OG0000031	NB624_RS02150	DR086_RS00745
OG0000032	NB624_RS01570	DR086_RS03980
OG0000033	NB624_RS02550	DR086_RS05010
OG0000034	NB624_RS02260	DR086_RS04580
OG0000036	NB624_RS00120, NB624_RS00125	DR086_RS03265
OG0000037	NB624_RS01585	DR086_RS04510
OG0000037	NB624_RS01575	DR086_RS03330, DR086_RS03325
OG0000039	NB624_RS01605	DR086_RS03295
OG0000040	NB624_RS03440	DR086_RS02360
OG0000041	NB624_RS01010	DR086_RS03635
OG0000041	NB624_RS01185	DR086_RS02480
OG0000043	NB624_RS01920	DR086_RS00750, DR086_RS00415
OG0000044	NB624_RS01675	DR086_RS05095
OG0000045	NB624_RS01610	DR086_RS03290
OG0000047	NB624_RS02085	DR086_RS00730
OG0000048	NB624_RS02205	DR086_RS00610
OG0000049	NB624_RS03210	DR086_RS01430
OG0000050	NB624_RS02595	DR086_RS02195
OG0000051	NB624_RS02825	DR086_RS00855
OG0000052	NB624_RS00075	DR086_RS01150
OG0000053	NB624_RS01440	DR086_RS04905
OG0000054	NB624_RS02620	DR086_RS02170
OG0000055	NB624_RS00130	DR086_RS03270
OG0000056	NB624_RS03675	DR086_RS02455
OG0000057	NB624_RS03080	DR086_RS01130
OG0000058	NB624_RS02160	DR086_RS00765
OG0000059	NB624_RS02130	DR086_RS04120
OG0000062	NB624_RS03725	DR086_RS01260
OG0000063	NB624_RS03720	DR086_RS04835
OG0000064	NB624_RS03710	DR086_RS01275
OG0000065	NB624_RS02385	DR086_RS02080
OG0000066	NB624_RS01345	DR086_RS01980
OG0000067	NB624_RS00520	DR086_RS02240
OG0000068	NB624_RS01035	DR086_RS01570
OG0000069	NB624_RS02975	DR086_RS01025
OG0000070	NB624_RS02625	DR086_RS02165
OG0000071	NB624_RS03430	DR086_RS02350
OG0000072	NB624_RS03435	DR086_RS04935
OG0000073	NB624_RS00975	DR086_RS03040
OG0000074	NB624_RS00775	DR086_RS04990
OG0000075	NB624_RS00340	DR086_RS03840, DR086_RS00210
OG0000076	NB624_RS00355	DR086_RS00225
OG0000077	NB624_RS00440	DR086_RS00315
OG0000078	NB624_RS01680	DR086_RS01625
OG0000079	NB624_RS02715	DR086_RS00950
OG0000080	NB624_RS02770	DR086_RS04145
OG0000081	NB624_RS00335	DR086_RS00205
OG0000083	NB624_RS02025	DR086_RS00520
OG0000084	NB624_RS02055	DR086_RS00545
OG0000085	NB624_RS02060	DR086_RS00550
OG0000086	NB624_RS02170	DR086_RS00560
OG0000087	NB624_RS02185	DR086_RS00575
OG0000088	NB624_RS02190	DR086_RS00580
OG0000089	NB624_RS02200	DR086_RS00590
OG0000090	NB624_RS00070	DR086_RS01155
OG0000091	NB624_RS00055	DR086_RS01170
OG0000092	NB624_RS00045	DR086_RS01185
OG0000093	NB624_RS00035	DR086_RS01190
OG0000094	NB624_RS00030	DR086_RS01195
OG0000095	NB624_RS00005	DR086_RS01220
OG0000096	NB624_RS03760	DR086_RS01225
OG0000097	NB624_RS03740	DR086_RS01245
OG0000098	NB624_RS03730	DR086_RS01255
OG0000099	NB624_RS03680	DR086_RS04950
OG0000100	NB624_RS03670	DR086_RS02445
OG0000101	NB624_RS03660	DR086_RS02440
OG0000102	NB624_RS01705	DR086_RS01600
OG0000103	NB624_RS02350	DR086_RS02115
OG0000104	NB624_RS02355	DR086_RS02110
OG0000105	NB624_RS02370	DR086_RS02095
OG0000106	NB624_RS02380	DR086_RS02085
OG0000107	NB624_RS02390	DR086_RS02075
OG0000108	NB624_RS02395	DR086_RS02070
OG0000109	NB624_RS02400	DR086_RS02065
OG0000110	NB624_RS02525	DR086_RS03120
OG0000111	NB624_RS02520	DR086_RS03125
OG0000112	NB624_RS02510	DR086_RS03135
OG0000113	NB624_RS02490	DR086_RS05050
OG0000114	NB624_RS02485	DR086_RS03455
OG0000115	NB624_RS02470	DR086_RS03475
OG0000116	NB624_RS01290	DR086_RS03410
OG0000117	NB624_RS01295	DR086_RS03405
OG0000118	NB624_RS01330	DR086_RS01995
OG0000119	NB624_RS01335	DR086_RS01990
OG0000120	NB624_RS01350	DR086_RS01975
OG0000121	NB624_RS01375	DR086_RS01950
OG0000122	NB624_RS01380	DR086_RS01945
OG0000123	NB624_RS01400	DR086_RS01925
OG0000124	NB624_RS01405	DR086_RS01920
OG0000125	NB624_RS01410	DR086_RS01915
OG0000126	NB624_RS01420	DR086_RS01900
OG0000127	NB624_RS01430	DR086_RS01890
OG0000128	NB624_RS01445	DR086_RS01875
OG0000129	NB624_RS01450	DR086_RS01870
OG0000130	NB624_RS01460	DR086_RS01860
OG0000131	NB624_RS01490	DR086_RS01830
OG0000132	NB624_RS01505	DR086_RS04900
OG0000133	NB624_RS00525	DR086_RS02245
OG0000134	NB624_RS00530	DR086_RS02250
OG0000135	NB624_RS00545	DR086_RS02265
OG0000136	NB624_RS00550	DR086_RS02270
OG0000137	NB624_RS00580	DR086_RS02310
OG0000138	NB624_RS01060	DR086_RS02775
OG0000139	NB624_RS01030	DR086_RS02745
OG0000140	NB624_RS01025	DR086_RS02740
OG0000141	NB624_RS03090	DR086_RS03720
OG0000142	NB624_RS03085	DR086_RS04820
OG0000143	NB624_RS03070	DR086_RS01115
OG0000144	NB624_RS03055	DR086_RS01105
OG0000145	NB624_RS03045	DR086_RS01095
OG0000146	NB624_RS03035	DR086_RS01085
OG0000147	NB624_RS03030	DR086_RS01080
OG0000148	NB624_RS03015	DR086_RS01065
OG0000149	NB624_RS03005	DR086_RS01055
OG0000150	NB624_RS02990	DR086_RS01040
OG0000151	NB624_RS02945	DR086_RS03230
OG0000152	NB624_RS02940	DR086_RS03225
OG0000153	NB624_RS02935	DR086_RS03220
OG0000154	NB624_RS02925	DR086_RS03210
OG0000155	NB624_RS02885	DR086_RS03005
OG0000156	NB624_RS02880	DR086_RS02995
OG0000157	NB624_RS02870	DR086_RS05005
OG0000158	NB624_RS02860	DR086_RS05000
OG0000159	NB624_RS02610	DR086_RS05100
OG0000160	NB624_RS02605	DR086_RS02185
OG0000161	NB624_RS02600	DR086_RS02190
OG0000162	NB624_RS02590	DR086_RS02200
OG0000163	NB624_RS02585	DR086_RS02205
OG0000164	NB624_RS01600	DR086_RS03305
OG0000165	NB624_RS01945	DR086_RS00440
OG0000166	NB624_RS01965	DR086_RS00460
OG0000167	NB624_RS01980	DR086_RS00475
OG0000168	NB624_RS01985	DR086_RS00480
OG0000169	NB624_RS03205	DR086_RS01435
OG0000170	NB624_RS03220	DR086_RS01420
OG0000171	NB624_RS03230	DR086_RS01410
OG0000172	NB624_RS03235	DR086_RS01405
OG0000173	NB624_RS03240	DR086_RS01400
OG0000174	NB624_RS03245	DR086_RS01395
OG0000175	NB624_RS03265	DR086_RS01380
OG0000176	NB624_RS03315	DR086_RS01330
OG0000177	NB624_RS03320	DR086_RS01325
OG0000178	NB624_RS03325	DR086_RS01320
OG0000179	NB624_RS03335	DR086_RS01310
OG0000180	NB624_RS03340	DR086_RS01305
OG0000181	NB624_RS03380	DR086_RS05065
