Orthogroup	MHP_MHP679_genes	MHP_232_genes
OG0000000	DR086_RS04585	MHP_RS02190
OG0000000	DR086_RS04250	MHP_RS03825
OG0000000	DR086_RS04245	MHP_RS01715
OG0000001	DR086_RS01010	MHP_RS03580
OG0000002	DR086_RS04310	MHP_RS03905
OG0000002	DR086_RS04880	MHP_RS01720
OG0000003	DR086_RS05085	MHP_RS01825
OG0000004	DR086_RS03630	MHP_RS03125
OG0000004	DR086_RS03555	MHP_RS03135
OG0000004	DR086_RS00615	MHP_RS02960
OG0000005	DR086_RS03245	MHP_RS00100
OG0000005	DR086_RS03255	MHP_RS00105
OG0000005	DR086_RS05035	MHP_RS00110, MHP_RS00125
OG0000006	DR086_RS04315	MHP_RS02365
OG0000008	DR086_RS04265	MHP_RS01640
OG0000008	DR086_RS02140	MHP_RS03920
OG0000009	DR086_RS04375	MHP_RS03870
OG0000010	DR086_RS00810	MHP_RS01830
OG0000011	DR086_RS00450	MHP_RS01915
OG0000011	DR086_RS00445	MHP_RS01910
OG0000012	DR086_RS03775, DR086_RS03950	MHP_RS00400
OG0000013	DR086_RS03105	MHP_RS02275
OG0000013	DR086_RS04005	MHP_RS03840
OG0000014	DR086_RS03610	MHP_RS00920
OG0000014	DR086_RS04970	MHP_RS01385
OG0000015	DR086_RS03700	MHP_RS03975, MHP_RS02750
OG0000016	DR086_RS01050	MHP_RS02785
OG0000016	DR086_RS00030	MHP_RS00180
OG0000017	DR086_RS00015	MHP_RS00165
OG0000017	DR086_RS01060	MHP_RS02795
OG0000019	DR086_RS04570	MHP_RS02970, MHP_RS02965, MHP_RS02955
OG0000020	DR086_RS02470	MHP_RS03470
OG0000022	DR086_RS01645	MHP_RS01655
OG0000022	DR086_RS04885	MHP_RS01705
OG0000024	DR086_RS03190	MHP_RS02605
OG0000025	DR086_RS04890	MHP_RS01660
OG0000025	DR086_RS01595	MHP_RS01700
OG0000026	DR086_RS01970	MHP_RS00640
OG0000026	DR086_RS01615	MHP_RS01680
OG0000027	DR086_RS05030	MHP_RS03675
OG0000027	DR086_RS04870	MHP_RS03280
OG0000029	DR086_RS02730	MHP_RS00925
OG0000030	DR086_RS05025	MHP_RS03260
OG0000030	DR086_RS04875	MHP_RS03275
OG0000031	DR086_RS00745	MHP_RS02675
OG0000032	DR086_RS03870	MHP_RS03960
OG0000036	DR086_RS03265	MHP_RS00115, MHP_RS00130
OG0000037	DR086_RS04510	MHP_RS03820
OG0000039	DR086_RS03295	MHP_RS03880, MHP_RS01615
OG0000040	DR086_RS02360	MHP_RS03205
OG0000041	DR086_RS03635	MHP_RS01320
OG0000042	DR086_RS02970	MHP_RS02885
OG0000043	DR086_RS00750, DR086_RS00415	MHP_RS01880
OG0000045	DR086_RS03290	MHP_RS01625
OG0000047	DR086_RS00730	MHP_RS02735
OG0000048	DR086_RS00610	MHP_RS02060
OG0000049	DR086_RS01430	MHP_RS02985
OG0000050	DR086_RS02195	MHP_RS02315
OG0000051	DR086_RS00855	MHP_RS02520
OG0000052	DR086_RS01150	MHP_RS00075
OG0000053	DR086_RS04905	MHP_RS00555
OG0000054	DR086_RS02170	MHP_RS02340
OG0000055	DR086_RS03270	MHP_RS00145
OG0000056	DR086_RS02455	MHP_RS03450
OG0000057	DR086_RS01130	MHP_RS02870
OG0000058	DR086_RS00765	MHP_RS00435
OG0000061	DR086_RS00820	MHP_RS01840
OG0000062	DR086_RS01260	MHP_RS03505
OG0000063	DR086_RS04835	MHP_RS03500
OG0000064	DR086_RS01275	MHP_RS03490
OG0000065	DR086_RS02080	MHP_RS02125
OG0000066	DR086_RS01980	MHP_RS00650
OG0000067	DR086_RS02240	MHP_RS01460
OG0000068	DR086_RS01570	MHP_RS03685
OG0000069	DR086_RS01025	MHP_RS02760
OG0000070	DR086_RS02165	MHP_RS02345
OG0000071	DR086_RS02350	MHP_RS03195
OG0000072	DR086_RS04935	MHP_RS03200
OG0000073	DR086_RS03040	MHP_RS01290
OG0000074	DR086_RS04990	MHP_RS01100
OG0000075	DR086_RS03840	MHP_RS00350
OG0000076	DR086_RS00225	MHP_RS00365
OG0000077	DR086_RS00315	MHP_RS01545
OG0000078	DR086_RS01625	MHP_RS01670
OG0000079	DR086_RS00950	MHP_RS02420
OG0000080	DR086_RS04145	MHP_RS03805
OG0000081	DR086_RS00205	MHP_RS00345
OG0000082	DR086_RS03110	MHP_RS02270
OG0000083	DR086_RS00520	MHP_RS01985
OG0000084	DR086_RS00545	MHP_RS02010
OG0000085	DR086_RS00550	MHP_RS02015
OG0000086	DR086_RS00560	MHP_RS02025
OG0000087	DR086_RS00575	MHP_RS02040
OG0000088	DR086_RS00580	MHP_RS02045
OG0000089	DR086_RS00590	MHP_RS02055
OG0000090	DR086_RS01155	MHP_RS00070
OG0000091	DR086_RS01170	MHP_RS00055
OG0000092	DR086_RS01185	MHP_RS00040
OG0000093	DR086_RS01190	MHP_RS00035
OG0000094	DR086_RS01195	MHP_RS00030
OG0000095	DR086_RS01220	MHP_RS00005
OG0000096	DR086_RS01225	MHP_RS03540
OG0000097	DR086_RS01245	MHP_RS03520
OG0000098	DR086_RS01255	MHP_RS03510
OG0000099	DR086_RS04950	MHP_RS03455
OG0000100	DR086_RS02445	MHP_RS03440
OG0000101	DR086_RS02440	MHP_RS03435
OG0000102	DR086_RS01600	MHP_RS01695
OG0000103	DR086_RS02115	MHP_RS02090
OG0000104	DR086_RS02110	MHP_RS02095
OG0000105	DR086_RS02095	MHP_RS02110
OG0000106	DR086_RS02085	MHP_RS02120
OG0000107	DR086_RS02075	MHP_RS02130
OG0000108	DR086_RS02070	MHP_RS02135
OG0000109	DR086_RS02065	MHP_RS02140
OG0000110	DR086_RS03120	MHP_RS02260
